county,precinct,total_reg,total_voted,dems_reg,dems_voted,reps_reg,reps_voted,other_reg,other_voted
ADAIR,A102,440,76,56,6,358,70,26,0
ADAIR,A104,763,139,105,10,606,129,52,0
ADAIR,A105,591,128,65,3,489,125,37,0
ADAIR,B102,992,153,249,22,659,131,84,0
ADAIR,B104,762,150,121,11,583,139,58,0
ADAIR,C102,884,146,230,19,577,127,77,0
ADAIR,C104,1051,192,240,32,747,160,64,0
ADAIR,D101,668,119,101,7,520,112,47,0
ADAIR,D103,720,116,131,11,502,105,87,0
ADAIR,D104,754,147,225,39,479,108,50,0
ADAIR,E101,811,182,132,16,632,166,47,0
ADAIR,E104,1307,186,369,35,834,151,104,0
ADAIR,F101,1274,259,315,32,875,227,84,0
ADAIR,F103,819,162,189,21,563,141,67,0
ADAIR,G101,1006,202,233,30,713,172,60,0
ADAIR,G102,995,234,173,21,774,213,48,0
ALLEN,A101,1451,374,430,75,886,285,135,14
ALLEN,A102,1275,451,311,78,875,358,89,15
ALLEN,B101,1129,431,276,78,783,339,70,14
ALLEN,B102,1113,348,255,47,766,291,92,10
ALLEN,B103,529,183,129,51,360,130,40,2
ALLEN,C101,1585,604,465,153,996,426,124,25
ALLEN,C102,1676,691,386,126,1174,551,116,14
ALLEN,D101,1813,658,436,134,1219,504,158,20
ALLEN,D102,671,273,166,55,455,211,50,7
ALLEN,D103,1331,599,323,123,884,450,124,26
ALLEN,E101,601,188,150,41,383,137,68,10
ALLEN,E102,1352,340,357,70,860,257,135,13
ALLEN,E103,710,244,163,40,502,199,45,5
ANDERSON,A101,1209,285,566,125,547,160,96,0
ANDERSON,A102,1467,269,634,112,681,157,152,0
ANDERSON,B101,1276,404,521,168,673,236,82,0
ANDERSON,B102,1989,519,834,217,1017,302,138,0
ANDERSON,C101,1301,366,572,163,632,203,97,0
ANDERSON,C102,1684,326,715,130,800,196,169,0
ANDERSON,D101,1232,365,437,99,705,266,90,0
ANDERSON,D102,1730,453,643,134,927,319,160,0
ANDERSON,E101,1909,597,776,200,1046,397,87,0
ANDERSON,E103,1508,396,579,147,822,249,107,0
ANDERSON,F101,1331,324,515,104,706,220,110,0
ANDERSON,F102,1033,216,397,65,547,151,89,0
ANDERSON,F104,1020,297,385,79,546,218,89,0
ANDERSON,F105,128,43,49,19,68,24,11,0
BALLARD,A101,362,51,190,26,144,25,28,0
BALLARD,A102,993,154,498,75,441,79,54,0
BALLARD,A103,177,25,101,14,69,11,7,0
BALLARD,B101,889,117,510,58,301,59,78,0
BALLARD,B102,196,26,117,11,71,15,8,0
BALLARD,C101,284,48,171,23,101,25,12,0
BALLARD,C102,382,63,197,29,167,34,18,0
BALLARD,C103,255,41,133,19,103,22,19,0
BALLARD,C104,445,52,242,23,176,29,27,0
BALLARD,D101,845,118,496,69,302,49,47,0
BALLARD,D102,359,59,234,35,109,24,16,0
BALLARD,E101,721,74,383,34,278,40,60,0
BALLARD,E102,393,45,207,19,159,26,27,0
BARREN,A101,1188,272,586,120,522,152,80,0
BARREN,A102,1098,101,527,58,446,43,125,0
BARREN,A103,1595,156,681,37,766,119,148,0
BARREN,A104,324,66,127,15,167,51,30,0
BARREN,B101,1477,310,545,74,824,236,108,0
BARREN,B102,1391,257,517,57,785,200,89,0
BARREN,B103,654,130,212,32,399,98,43,0
BARREN,B104,1253,233,481,57,694,176,78,0
BARREN,C101,818,135,304,36,448,99,66,0
BARREN,C102,1094,194,407,47,601,147,86,0
BARREN,C103,1105,159,401,40,631,119,73,0
BARREN,C104,1244,241,421,54,738,187,85,0
BARREN,D101,1275,235,492,59,698,176,85,0
BARREN,D102,1965,419,765,106,1068,313,132,0
BARREN,D103,1702,325,777,119,812,206,113,0
BARREN,E101,1050,180,440,75,514,105,96,0
BARREN,E102,868,130,346,39,456,91,66,0
BARREN,E103,1255,223,465,48,695,175,95,0
BARREN,E104,1465,241,597,69,764,172,104,0
BARREN,F101,1147,119,591,40,458,79,98,0
BARREN,F102,1609,168,734,53,724,115,151,0
BARREN,F103,2031,243,892,78,949,165,190,0
BARREN,G101,2174,225,966,82,994,143,214,0
BARREN,G102,1097,115,522,31,472,84,103,0
