county,precinct,total_reg,total_voted,dems_reg,dems_voted,reps_reg,reps_voted,other_reg,other_voted
BARREN,G103,1146,160,527,61,521,99,98,0
BATH,A101,397,70,257,48,114,21,26,1
BATH,A102,468,64,284,36,150,27,34,1
BATH,A103,441,72,279,44,141,28,21,0
BATH,A104,271,56,170,34,88,22,13,0
BATH,A105,780,93,442,52,276,40,62,1
BATH,A106,481,104,355,83,106,19,20,2
BATH,B102,824,160,531,104,234,55,59,1
BATH,B103,1718,188,1124,133,493,54,101,1
BATH,B104,1045,137,599,57,376,78,70,2
BATH,C101,873,152,546,80,281,71,46,1
BATH,C102,983,133,624,79,284,49,75,5
BATH,C103,561,84,387,53,141,31,33,0
BATH,C104,597,83,380,51,174,32,43,0
BELL,A101,701,84,206,14,462,70,33,0
BELL,A102,612,81,226,19,356,62,30,0
BELL,A103,473,60,113,12,341,48,19,0
BELL,A104,496,69,118,8,351,61,27,0
BELL,A105,926,49,303,14,551,35,72,0
BELL,B101,436,33,197,9,213,24,26,0
BELL,B102,451,88,122,20,314,68,15,0
BELL,B103,526,77,153,15,341,62,32,0
BELL,B104,647,71,323,20,308,51,16,0
BELL,B105,318,44,127,13,177,31,14,0
BELL,B106,89,17,34,6,48,11,7,0
BELL,B107,795,106,166,7,610,99,19,0
BELL,B108,458,37,183,9,256,28,19,0
BELL,C101,722,64,253,18,405,46,64,0
BELL,C102,651,89,245,21,359,68,47,0
BELL,C103,728,58,257,20,406,38,65,0
BELL,C104,1029,74,393,18,551,56,85,0
BELL,C105,1290,112,442,23,745,89,103,0
BELL,D101,600,62,227,20,324,42,49,0
BELL,D102,1103,55,426,15,568,40,109,0
BELL,D103,652,74,252,17,342,57,58,0
BELL,D104,508,25,248,13,213,12,47,0
BELL,D105,566,74,199,26,327,48,40,0
BELL,D106,938,91,351,30,516,61,71,0
BELL,E101,859,124,282,22,534,102,43,0
BELL,E102,434,91,86,19,326,72,22,0
BELL,E103,532,77,178,14,326,63,28,0
BELL,E104,751,94,222,16,504,78,25,0
BELL,E105,594,79,128,7,435,72,31,0
BELL,E106,733,97,180,12,517,85,36,0
BOONE,A102,786,120,185,16,497,104,104,0
BOONE,A103,2006,299,455,48,1285,251,266,0
BOONE,A104,1939,283,501,46,1170,237,268,0
BOONE,A105,1038,201,210,27,678,174,150,0
BOONE,A106,890,143,246,29,532,114,112,0
BOONE,A107,860,65,244,16,449,49,167,0
BOONE,A108,1803,203,541,35,980,168,282,0
BOONE,A109,2149,195,655,30,1166,165,328,0
BOONE,A110,1042,176,277,34,629,142,136,0
BOONE,A111,2299,217,802,55,1106,162,391,0
BOONE,A112,1229,146,331,36,720,110,178,0
BOONE,A113,2551,195,863,62,1285,133,403,0
BOONE,A114,2571,378,633,80,1567,298,371,0
BOONE,A115,2363,240,732,48,1258,192,373,0
BOONE,A116,1064,138,314,21,588,117,162,0
BOONE,A117,2552,337,627,84,1581,253,344,0
BOONE,A118,1372,266,299,16,923,250,150,0
BOONE,A119,950,59,323,12,450,47,177,0
BOONE,A120,2233,319,558,55,1404,264,271,0
BOONE,A121,2960,325,734,64,1809,261,417,0
BOONE,A122,1404,142,423,26,773,116,208,0
BOONE,A123,2447,215,725,56,1345,159,377,0
BOONE,B114,1462,251,320,23,991,228,151,0
BOONE,B115,962,127,270,36,525,91,167,0
BOONE,B116,1438,122,473,34,763,88,202,0
BOONE,B117,2168,275,669,70,1172,205,327,0
BOONE,B118,902,167,283,50,488,117,131,0
BOONE,B119,985,144,299,36,517,108,169,0
BOONE,B120,1268,172,337,23,760,149,171,0
BOONE,B121,3181,404,805,72,1941,332,435,0
BOONE,B122,2399,344,626,74,1453,270,320,0
BOONE,B123,3237,401,938,88,1851,313,448,0
BOONE,B124,1244,161,314,38,762,123,168,0
BOONE,B125,2252,252,667,59,1269,193,316,0
BOONE,B126,1503,297,347,36,987,261,169,0
BOONE,B127,2590,288,661,61,1493,227,436,0
BOONE,B128,1731,239,460,35,1020,204,251,0
BOONE,B129,1846,218,499,52,1090,166,257,0
BOONE,B130,2250,315,570,88,1393,227,287,0
BOONE,B131,1947,279,554,69,1124,210,269,0
BOONE,B132,2531,244,726,63,1427,181,378,0
BOONE,B133,2454,294,707,63,1386,231,361,0
BOONE,B134,1593,200,373,29,1020,171,200,0
BOONE,B135,2529,315,592,57,1629,258,308,0
BOONE,B136,779,93,242,17,440,76,97,0
BOONE,C102,2371,188,760,49,1230,139,381,0
BOONE,C110,2989,163,1116,42,1352,121,521,0
BOONE,C117,1298,204,365,37,762,167,171,0
BOONE,C121,1837,143,733,53,784,90,320,0
BOONE,C123,764,64,281,16,347,48,136,0
BOONE,C124,1780,123,744,41,719,82,317,0
BOONE,C125,810,87,288,31,383,56,139,0
BOONE,C126,1020,24,457,8,355,16,208,0
BOONE,C127,1401,115,537,21,622,94,242,0
BOONE,C128,935,92,345,25,444,67,146,0
BOONE,C129,1099,106,420,33,476,73,203,0
BOONE,C130,1906,165,690,50,939,115,277,0
BOONE,C131,1974,102,807,30,798,72,369,0
BOONE,C132,1563,108,594,20,669,88,300,0
BOONE,C133,754,59,287,16,331,43,136,0
BOONE,C134,2731,346,837,90,1486,256,408,0
BOONE,C135,1416,139,502,47,707,92,207,0
BOONE,C136,966,119,314,29,524,90,128,0
BOONE,C137,2028,241,663,63,1095,178,270,0
BOURBON,B101,1142,186,552,74,485,112,105,0
BOURBON,B103,758,93,410,56,277,37,71,0
BOURBON,C101,744,141,321,55,362,86,61,0
BOURBON,C102,306,61,153,18,138,43,15,0
BOURBON,C103,1001,136,557,87,339,49,105,0
BOURBON,D101,1225,168,560,63,540,105,125,0
BOURBON,D103,774,94,401,55,296,39,77,0
BOURBON,E101,978,178,409,60,504,118,65,0
BOURBON,E103,1035,158,595,81,361,77,79,0
BOURBON,F101,786,148,401,62,330,86,55,0
BOURBON,F102,1064,185,469,74,522,111,73,0
BOURBON,F103,587,107,223,39,298,68,66,0
BOURBON,G101,1019,175,447,70,486,105,86,0
BOURBON,G102,1136,155,620,70,414,85,102,0
BOURBON,H101,1084,218,495,82,499,136,90,0
BOURBON,H102,1078,107,681,77,296,30,101,0
BOYD,A101,1384,101,715,44,522,57,147,0
BOYD,A105,597,75,241,27,323,48,33,0
BOYD,A106,692,77,311,24,315,53,66,0
BOYD,A107,1255,132,527,36,617,96,111,0
BOYD,A108,599,72,260,22,301,50,38,0
BOYD,A109,534,48,220,14,263,34,51,0
BOYD,A110,1114,43,515,19,432,24,167,0
BOYD,A111,777,69,384,37,305,32,88,0
BOYD,A113,734,95,341,44,315,51,78,0
BOYD,A114,506,14,253,5,175,9,78,0
BOYD,A115,984,72,435,30,426,42,123,0
BOYD,A116,733,62,362,28,302,34,69,0
BOYD,A118,1378,142,514,31,752,111,112,0
BOYD,A119,946,79,428,25,439,54,79,0
BOYD,A121,995,79,414,28,486,51,95,0
BOYD,A122,12,1,4,0,7,1,1,0
BOYD,B101,1135,71,526,38,468,33,141,0
BOYD,B102,1043,46,521,19,373,27,149,0
BOYD,B103,958,45,485,23,342,22,131,0
BOYD,B105,1058,38,515,25,388,13,155,0
BOYD,B106,905,76,436,32,362,44,107,0
BOYD,B107,518,80,202,29,272,51,44,0
BOYD,B108,695,88,307,37,325,51,63,0
BOYD,B109,1127,101,510,48,472,53,145,0
BOYD,B110,1012,79,479,34,400,45,133,0
BOYD,B114,845,64,436,38,299,26,110,0
BOYD,B115,1087,119,466,59,514,60,107,0
BOYD,B116,767,61,340,30,334,31,93,0
BOYD,B117,586,61,265,26,283,35,38,0
BOYD,B118,709,56,294,17,343,39,72,0
BOYD,B119,766,97,300,36,393,61,73,0
BOYD,B121,787,102,325,43,391,59,71,0
BOYD,C102,770,74,332,24,356,50,82,0
BOYD,C103,707,53,330,25,322,28,55,0
BOYD,C104,1048,114,447,28,496,86,105,0
BOYD,C105,838,73,399,29,356,44,83,0
BOYD,C106,830,84,391,31,355,53,84,0
BOYD,C107,640,35,322,11,223,24,95,0
BOYD,C108,833,71,386,24,350,47,97,0
BOYD,C109,557,47,277,26,223,21,57,0
BOYD,C110,9,0,4,0,4,0,1,0
BOYD,C111,214,31,91,7,111,24,12,0
BOYD,C112,908,104,411,43,419,61,78,0
BOYD,C113,944,85,393,38,443,47,108,0
BOYD,C114,1114,70,498,21,490,49,126,0
BOYD,C115,1262,129,563,49,582,80,117,0
BOYD,C116,1000,74,452,15,464,59,84,0
BOYD,C117,681,72,259,18,361,54,61,0
BOYLE,A101,881,175,369,70,456,105,56,0
BOYLE,A102,1022,216,405,72,552,144,65,0
BOYLE,A103,581,87,250,19,293,68,38,0
BOYLE,A104,920,180,338,59,510,121,72,0
BOYLE,A105,301,70,109,25,174,45,18,0
BOYLE,B101,341,60,137,16,175,44,29,0
BOYLE,B102,880,112,333,29,444,83,103,0
BOYLE,B103,1499,202,593,63,769,139,137,0
BOYLE,B104,1039,158,430,52,521,106,88,0
BOYLE,C101,1223,151,613,76,492,75,118,0
BOYLE,C102,1143,146,560,70,467,76,116,0
BOYLE,C103,554,87,282,38,211,49,61,0
BOYLE,C104,932,60,514,37,312,23,106,0
BOYLE,D101,1316,228,620,100,559,128,137,0
BOYLE,D102,1472,292,513,78,837,214,122,0
BOYLE,D103,1157,268,459,106,601,162,97,0
BOYLE,E101,873,157,431,81,352,76,90,0
BOYLE,E102,829,150,393,74,355,76,81,0
BOYLE,E103,676,70,352,42,236,28,88,0
BOYLE,E104,755,88,474,58,173,30,108,0
BOYLE,F101,939,81,478,47,363,34,98,0
BOYLE,F102,730,176,315,76,365,100,50,0
BOYLE,F103,1186,172,477,53,606,119,103,0
BOYLE,F104,936,161,419,68,421,93,96,0
BOYLE,F105,630,107,276,57,285,50,69,0
BRACKEN,A101,925,147,437,47,428,100,60,0
BRACKEN,B101,752,91,406,38,284,53,62,0
BRACKEN,C101,785,74,440,32,286,42,59,0
BRACKEN,D101,871,135,472,59,351,76,48,0
BRACKEN,E101,755,116,442,56,266,60,47,0
BRACKEN,F101,776,117,424,48,315,69,37,0
BRACKEN,G101,842,132,410,32,378,100,54,0
BRACKEN,H101,819,89,493,47,276,42,50,0
BREATHITT,A101,180,27,145,21,28,5,7,1
BREATHITT,A102,772,79,565,56,174,23,33,0
BREATHITT,A103,934,136,702,101,194,35,38,0
BREATHITT,A104,506,71,413,55,79,16,14,0
BREATHITT,A105,424,43,350,28,65,15,9,0
BREATHITT,B101,400,30,289,19,87,11,24,0
BREATHITT,B102,526,34,427,28,71,6,28,0
BREATHITT,B103,693,71,580,51,92,20,21,0
BREATHITT,B104,542,51,463,42,74,9,5,0
BREATHITT,B105,547,31,476,25,53,6,18,0
BREATHITT,C101,864,62,694,43,134,19,36,0
BREATHITT,C102,370,16,317,15,37,1,16,0
BREATHITT,C103,611,95,487,78,98,17,26,0
BREATHITT,C104,501,32,404,23,81,9,16,0
BREATHITT,C105,356,19,301,17,42,2,13,0
BREATHITT,C165,0,1,0,0,0,0,0,1
BREATHITT,D101,218,22,188,19,25,3,5,0
BREATHITT,D102,637,71,504,64,100,7,33,0
BREATHITT,D103,615,61,500,49,98,12,17,0
BREATHITT,D104,339,39,277,29,53,10,9,0
BREATHITT,D105,122,5,108,4,12,1,2,0
BREATHITT,D106,526,48,407,38,87,10,32,0
BRECKINRIDGE,A101,1543,246,604,78,842,168,97,0
BRECKINRIDGE,A102,911,156,331,29,532,127,48,0
BRECKINRIDGE,B101,834,128,346,45,441,83,47,0
BRECKINRIDGE,B102,972,97,382,25,507,72,83,0
BRECKINRIDGE,B103,766,162,260,33,471,129,35,0
BRECKINRIDGE,C101,1049,187,395,56,588,131,66,0
BRECKINRIDGE,C102,1391,250,371,51,907,199,113,0
BRECKINRIDGE,D101,1108,161,427,54,598,107,83,0
BRECKINRIDGE,D102,967,97,396,33,477,64,94,0
BRECKINRIDGE,D103,753,91,206,16,467,75,80,0
BRECKINRIDGE,E101,746,116,226,22,467,94,53,0
BRECKINRIDGE,E102,916,101,295,22,544,79,77,0
BRECKINRIDGE,E103,671,114,212,19,422,95,37,0
BRECKINRIDGE,F101,1985,345,660,81,1175,264,150,0
BRECKINRIDGE,F102,476,98,152,25,287,73,37,0
BRECKINRIDGE,F103,483,96,156,17,307,79,20,0
BULLITT,A101,459,26,181,8,220,18,58,0
BULLITT,A102,946,81,396,29,426,52,124,0
BULLITT,A103,1629,124,647,51,773,73,209,0
BULLITT,A104,866,188,304,61,490,127,72,0
BULLITT,A105,1720,283,573,64,959,219,188,0
BULLITT,A106,2056,215,718,68,1064,147,274,0
BULLITT,A107,1797,248,664,89,945,159,188,0
BULLITT,A108,898,88,339,32,417,56,142,0
BULLITT,A111,1831,105,688,31,863,74,280,0
BULLITT,A112,1504,281,535,90,838,191,131,0
BULLITT,A113,1337,209,504,73,685,136,148,0
BULLITT,B101,484,58,168,19,250,39,66,0
BULLITT,B102,1372,211,520,72,721,139,131,0
BULLITT,B103,1648,228,564,66,901,162,183,0
BULLITT,B104,2278,409,777,132,1282,277,219,0
BULLITT,B108,2348,318,770,94,1359,224,219,0
BULLITT,B109,1925,376,638,121,1103,255,184,0
BULLITT,B110,1871,176,652,56,979,120,240,0
BULLITT,B111,2233,368,782,118,1225,250,226,0
BULLITT,B112,878,139,299,44,467,95,112,0
BULLITT,B113,1780,247,574,69,1011,178,195,0
BULLITT,B114,1526,209,497,49,872,160,157,0
BULLITT,C101,1143,180,482,71,553,109,108,0
BULLITT,C102,1236,117,502,48,570,69,164,0
BULLITT,C103,2114,307,782,108,1116,199,216,0
BULLITT,C104,1166,123,466,39,559,84,141,0
BULLITT,C105,831,135,315,46,433,89,83,0
BULLITT,C106,1043,133,422,49,513,84,108,0
BULLITT,C107,1607,193,625,67,785,126,197,0
BULLITT,C108,1275,257,454,83,707,174,114,0
BULLITT,C109,1201,179,377,35,712,144,112,0
BULLITT,C110,1368,196,519,58,697,138,152,0
BULLITT,C111,377,78,126,21,216,57,35,0
BULLITT,C112,758,78,343,34,321,44,94,0
BULLITT,C113,644,113,232,28,350,85,62,0
BULLITT,D101,620,93,262,28,291,65,67,0
BULLITT,D102,1178,205,466,73,602,132,110,0
BULLITT,D103,1200,207,428,61,642,146,130,0
BULLITT,D104,842,45,313,13,415,32,114,0
BULLITT,D105,1979,298,656,78,1127,220,196,0
BULLITT,D106,1386,214,524,70,716,144,146,0
BULLITT,D107,1841,367,557,78,1137,289,147,0
BULLITT,D108,1325,170,531,63,627,107,167,0
BULLITT,D110,2075,362,648,96,1220,266,207,0
BULLITT,D111,1069,159,442,51,512,108,115,0
BULLITT,D113,804,49,266,13,434,36,104,0
BULLITT,D114,633,61,216,11,330,50,87,0
BUTLER,A110,626,100,141,17,449,83,36,0
BUTLER,A111,988,127,234,16,688,111,66,0
BUTLER,B106,1003,175,210,18,742,157,51,0
BUTLER,B107,1044,244,201,21,791,223,52,0
BUTLER,C103,34,5,8,2,24,3,2,0
BUTLER,C106,1105,250,200,27,849,223,56,0
BUTLER,C107,806,155,166,17,596,138,44,0
BUTLER,D103,537,99,113,12,388,87,36,0
BUTLER,D105,584,111,83,4,463,107,38,0
BUTLER,D106,672,112,104,13,523,99,45,0
BUTLER,E105,1021,191,160,14,809,177,52,0
BUTLER,E106,868,149,110,7,726,142,32,0
CALDWELL,A101,642,132,273,47,327,85,42,0
CALDWELL,A102,567,98,245,25,282,73,40,0
CALDWELL,A103,1151,98,592,38,460,60,99,0
CALDWELL,B101,924,120,412,24,442,96,70,0
CALDWELL,B102,740,74,384,19,311,55,45,0
CALDWELL,B103,714,46,431,25,220,21,63,0
CALDWELL,C101,888,124,421,43,406,81,61,0
CALDWELL,C102,582,54,284,18,249,36,49,0
CALDWELL,C103,986,83,525,40,382,43,79,0
CALDWELL,D101,632,105,282,31,297,74,53,0
CALDWELL,D102,468,40,245,20,193,20,30,0
CALDWELL,D103,803,138,404,42,371,96,28,0
CALDWELL,D104,811,109,367,34,388,75,56,0
CALLOWAY,A101,1143,129,635,80,354,49,154,0
CALLOWAY,A102,979,29,484,15,324,14,171,0
CALLOWAY,A103,2293,247,904,71,1091,176,298,0
CALLOWAY,A104,1543,153,746,76,619,77,178,0
CALLOWAY,A106,901,104,391,34,409,70,101,0
CALLOWAY,B101,1015,81,550,42,336,39,129,0
CALLOWAY,B103,988,101,396,35,464,66,128,0
CALLOWAY,B104,793,81,371,39,340,42,82,0
CALLOWAY,B105,1152,94,591,51,392,43,169,0
CALLOWAY,B107,789,82,334,26,377,56,78,0
CALLOWAY,B108,608,80,229,18,306,62,73,0
CALLOWAY,B109,1408,87,735,47,463,40,210,0
CALLOWAY,C101,1141,145,567,58,434,87,140,0
CALLOWAY,C102,1817,242,802,88,875,154,140,0
CALLOWAY,C103,808,95,401,46,308,49,99,0
CALLOWAY,C104,753,83,390,26,312,57,51,0
CALLOWAY,C105,2130,264,1060,132,850,132,220,0
CALLOWAY,C108,814,99,330,30,384,69,100,0
CALLOWAY,C109,1323,189,590,86,607,103,126,0
CALLOWAY,D103,1419,156,675,54,617,102,127,0
CALLOWAY,D105,2031,241,888,100,975,141,168,0
CALLOWAY,D106,1642,231,724,87,776,144,142,0
CALLOWAY,D108,2072,81,1023,40,737,41,312,0
CAMPBELL,A402,1529,242,570,70,786,172,173,0
CAMPBELL,A403,1142,218,447,73,553,145,142,0
CAMPBELL,A405,887,129,308,52,449,77,130,0
CAMPBELL,A406,342,45,150,22,145,23,47,0
CAMPBELL,A408,1436,246,554,100,695,146,187,0
CAMPBELL,A409,1103,169,425,61,523,108,155,0
CAMPBELL,A410,876,157,306,51,444,106,126,0
CAMPBELL,A411,573,78,231,37,247,41,95,0
CAMPBELL,A412,1077,202,362,62,603,140,112,0
CAMPBELL,A414,937,83,372,35,420,48,145,0
CAMPBELL,A415,690,62,319,35,254,27,117,0
CAMPBELL,A418,1662,224,674,89,738,135,250,0
CAMPBELL,A419,710,134,279,54,341,80,90,0
CAMPBELL,A502,1143,111,500,37,478,74,165,0
CAMPBELL,A503,332,57,111,6,176,51,45,0
CAMPBELL,A504,797,81,341,41,313,40,143,0
CAMPBELL,A601,622,87,234,29,273,58,115,0
CAMPBELL,A602,1070,124,419,38,468,86,183,0
CAMPBELL,A603,538,54,210,15,241,39,87,0
CAMPBELL,A604,724,33,334,16,265,17,125,0
CAMPBELL,A605,1590,215,663,96,717,119,210,0
CAMPBELL,A701,847,174,319,46,432,128,96,0
CAMPBELL,A703,1801,235,669,71,886,164,246,0
CAMPBELL,A801,1169,196,346,36,711,160,112,0
CAMPBELL,A802,1286,136,410,40,695,96,181,0
CAMPBELL,A803,2527,341,761,80,1421,261,345,0
CAMPBELL,A804,1263,221,341,45,781,176,141,0
CAMPBELL,B702,1162,198,381,57,629,141,152,0
CAMPBELL,B704,1333,239,437,70,740,169,156,0
CAMPBELL,B705,762,128,246,26,418,102,98,0
CAMPBELL,B706,2528,407,903,135,1330,272,295,0
CAMPBELL,B805,1563,176,518,43,867,133,178,0
CAMPBELL,B806,1906,286,527,60,1142,226,237,0
CAMPBELL,B807,1092,181,342,41,637,140,113,0
CAMPBELL,B901,858,169,236,43,532,126,90,0
CAMPBELL,B902,839,159,233,37,522,122,84,0
CAMPBELL,B903,2086,362,539,76,1328,286,219,0
CAMPBELL,B904,2305,431,568,64,1513,367,224,0
CAMPBELL,B905,1931,332,510,64,1191,268,230,0
CAMPBELL,B906,1148,234,383,66,643,168,122,0
CAMPBELL,B907,869,130,221,27,537,103,111,0
CAMPBELL,B909,1631,249,670,90,760,159,201,0
CAMPBELL,B910,333,55,147,30,150,25,36,0
CAMPBELL,B912,837,70,305,20,406,50,126,0
CAMPBELL,B913,1631,143,700,62,673,81,258,0
CAMPBELL,C101,1362,93,578,48,499,45,285,0
CAMPBELL,C102,1551,150,688,74,607,76,256,0
CAMPBELL,C103,1408,81,586,30,550,51,272,0
CAMPBELL,C201,1456,145,652,78,530,67,274,0
CAMPBELL,C202,1051,101,459,47,431,54,161,0
CAMPBELL,C203,1105,104,493,53,435,51,177,0
CAMPBELL,C204,1362,119,691,70,431,49,240,0
CAMPBELL,C301,1913,127,930,73,644,54,339,0
CAMPBELL,C302,1305,144,584,86,472,58,249,0
CAMPBELL,C303,805,18,461,11,187,7,157,0
CAMPBELL,C304,782,83,411,60,226,23,145,0
CAMPBELL,C305,1078,46,558,28,313,18,207,0
CAMPBELL,C306,887,40,448,23,263,17,176,0
CAMPBELL,C307,825,37,417,24,247,13,161,0
CAMPBELL,C308,1111,110,529,57,399,53,183,0
CAMPBELL,C309,920,87,370,42,373,45,177,0
CAMPBELL,C310,1166,76,549,40,400,36,217,0
CAMPBELL,C311,815,98,389,58,287,40,139,0
CAMPBELL,C401,1090,210,314,61,642,149,134,0
CAMPBELL,C416,1128,105,409,41,528,64,191,0
CAMPBELL,C501,836,68,390,32,308,36,138,0
CARLISLE,A101,592,92,349,51,205,41,38,0
CARLISLE,A102,610,76,338,35,239,41,33,0
CARLISLE,B101,953,195,446,66,476,129,31,0
CARLISLE,B102,413,72,205,21,198,51,10,0
CARLISLE,C101,536,88,312,33,201,55,23,0
CARLISLE,C102,737,100,423,47,265,53,49,0
CARROLL,A101,662,68,383,33,224,35,55,0
CARROLL,A102,954,119,556,69,330,50,68,0
CARROLL,A103,913,104,555,65,266,39,92,0
CARROLL,B101,515,62,314,37,155,25,46,0
CARROLL,B102,793,72,511,45,210,27,72,0
CARROLL,B103,654,48,401,31,193,17,60,0
CARROLL,B104,420,26,257,11,132,15,31,0
CARROLL,C101,213,31,119,16,79,15,15,0
CARROLL,C102,366,40,242,34,98,6,26,0
CARROLL,C103,756,64,480,34,210,30,66,0
CARROLL,C104,1529,156,883,81,528,75,118,0
CARTER,A101,1036,154,463,54,499,100,74,0
CARTER,A102,528,54,246,19,225,35,57,0
CARTER,A103,619,49,258,9,317,40,44,0
CARTER,A104,608,45,258,10,296,35,54,0
CARTER,A105,1184,143,542,37,557,106,85,0
CARTER,B101,1101,108,508,41,493,67,100,0
CARTER,B102,548,77,246,21,252,56,50,0
CARTER,B103,889,136,374,55,462,81,53,0
CARTER,B104,950,78,406,19,462,59,82,0
CARTER,B105,716,113,315,50,343,63,58,0
CARTER,C101,1390,159,670,64,617,95,103,0
CARTER,C102,221,28,109,11,97,17,15,0
CARTER,C103,1008,95,506,29,434,66,68,0
CARTER,C104,948,135,423,43,459,92,66,0
CARTER,D101,3,0,3,0,0,0,0,0
CARTER,D102,626,69,288,29,278,40,60,0
CARTER,D103,300,46,132,18,136,28,32,0
CARTER,D104,632,71,339,35,235,36,58,0
CARTER,D105,514,57,279,32,187,25,48,0
CARTER,D106,307,32,172,15,106,17,29,0
CARTER,D107,570,90,286,38,244,52,40,0
CARTER,D108,695,64,384,36,239,28,72,0
CARTER,E101,869,99,383,34,419,65,67,0
CARTER,E102,832,99,297,25,467,74,68,0
CARTER,E103,717,127,315,40,362,87,40,0
CARTER,E104,334,46,84,5,232,41,18,0
CARTER,E105,556,87,208,27,316,60,32,0
CARTER,E106,739,74,318,23,374,51,47,0
CASEY,A101,876,207,109,9,719,198,48,0
CASEY,A102,503,111,67,3,410,108,26,0
CASEY,A103,916,235,157,18,716,216,43,1
CASEY,A104,453,82,68,1,361,81,24,0
CASEY,B101,702,164,123,30,535,134,44,0
CASEY,B102,1439,325,191,21,1199,304,49,0
CASEY,B103,584,86,130,14,418,72,36,0
CASEY,C101,660,142,123,24,499,118,38,0
CASEY,C102,1204,249,142,8,1017,241,45,0
CASEY,C103,531,148,45,2,466,146,20,0
CASEY,C104,511,88,98,14,393,74,20,0
CASEY,D101,967,209,120,14,803,195,44,0
