county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Oldham,A101,U.S. Senate,,Republican,A. Nick SHELLEY,3,0,3,0,0
Oldham,A101,U.S. Senate,,Republican,Daniel CAMERON,207,26,171,10,0
Oldham,A101,U.S. Senate,,Republican,Andy BARR,187,15,165,7,0
Oldham,A101,U.S. Senate,,Republican,Anissa CATLETT,7,0,6,1,0
Oldham,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",8,1,7,0,0
Oldham,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,1,1,0,0
Oldham,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Oldham,A101,U.S. Senate,,Republican,Michael James FARIS,5,0,5,0,0
Oldham,A101,U.S. Senate,,Republican,Nate MORRIS,7,0,7,0,0
Oldham,A101,U.S. Senate,,Republican,James D. DUNCAN,2,0,2,0,0
Oldham,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Oldham,A101,U.S. Senate,,Republican,George WASHINGTON,7,0,7,0,0
Oldham,A101,U.S. House,4,Republican,Thomas MASSIE,213,17,184,12,0
Oldham,A101,U.S. House,4,Republican,Ed GALLREIN,225,23,195,7,0
Oldham,A101,Ballots Cast,,,,683,,,,
Oldham,A101,Property Valuation Administrator,,,J. Albert HARRISON,137,11,121,5,0
Oldham,A101,Property Valuation Administrator,,,Barbara Winters DIETRICH,189,16,163,10,0
Oldham,A101,County Judge/Executive,,,Tom SHEFFER,138,7,129,2,0
Oldham,A101,County Judge/Executive,,,Laura TAPP,48,9,38,1,0
Oldham,A101,County Judge/Executive,,,John W. BLACK,118,9,106,3,0
Oldham,A101,County Judge/Executive,,,Chris HAUNZ,25,4,19,2,0
Oldham,A101,County Judge/Executive,,,Robert HOUCHENS,73,12,53,8,0
Oldham,A101,Magistrate,,,R. Lee STANLEY,29,2,26,1,0
Oldham,A101,Magistrate,,,Randy POWELL,64,8,53,3,0
Oldham,A101,Magistrate,,,Brent LIKINS,122,13,103,6,0
Oldham,A101,Magistrate,,,Joyce G. FLETCHER,156,12,140,4,0
Oldham,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,7,3,4,0,0
Oldham,A101,U.S. Senate,,Democratic,Charles BOOKER,108,17,87,4,0
Oldham,A101,U.S. Senate,,Democratic,Logan FORSYTHE,1,1,0,0,0
Oldham,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,0
Oldham,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,0
Oldham,A101,U.S. Senate,,Democratic,Pamela STEVENSON,6,2,4,0,0
Oldham,A101,U.S. Senate,,Democratic,Amy McGRATH,112,20,88,4,0
Oldham,A101,U.S. House,4,Democratic,Melissa Claire STRANGE,187,32,147,8,0
Oldham,A101,U.S. House,4,Democratic,Jesse Russell BREWER,35,9,26,0,0
Oldham,A101,State Senate,6,Democratic,Chaz STOESS,39,4,31,4,0
Oldham,A101,State Senate,6,Democratic,Christian FURMAN,190,39,147,4,0
Oldham,A101,State Representative,59,Democratic,Pandora SEARS,27,4,20,3,0
Oldham,A101,State Representative,59,Democratic,Stephanie WHITE,207,39,163,5,0
Oldham,A103,U.S. Senate,,Republican,A. Nick SHELLEY,6,0,5,1,0
Oldham,A103,U.S. Senate,,Republican,Daniel CAMERON,244,38,203,3,0
Oldham,A103,U.S. Senate,,Republican,Andy BARR,309,47,254,8,0
Oldham,A103,U.S. Senate,,Republican,Anissa CATLETT,14,3,9,2,0
Oldham,A103,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",4,0,3,1,0
Oldham,A103,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Oldham,A103,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Oldham,A103,U.S. Senate,,Republican,Michael James FARIS,12,3,9,0,0
Oldham,A103,U.S. Senate,,Republican,Nate MORRIS,13,4,8,1,0
Oldham,A103,U.S. Senate,,Republican,James D. DUNCAN,2,0,2,0,0
Oldham,A103,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Oldham,A103,U.S. Senate,,Republican,George WASHINGTON,5,0,5,0,0
Oldham,A103,U.S. House,4,Republican,Thomas MASSIE,261,46,207,8,0
Oldham,A103,U.S. House,4,Republican,Ed GALLREIN,360,49,303,8,0
Oldham,A103,Ballots Cast,,,,950,,,,
Oldham,A103,Property Valuation Administrator,,,J. Albert HARRISON,202,30,170,2,0
Oldham,A103,Property Valuation Administrator,,,Barbara Winters DIETRICH,299,52,235,12,0
Oldham,A103,County Judge/Executive,,,Tom SHEFFER,83,4,79,0,0
Oldham,A103,County Judge/Executive,,,Laura TAPP,102,21,74,7,0
Oldham,A103,County Judge/Executive,,,John W. BLACK,168,21,142,5,0
Oldham,A103,County Judge/Executive,,,Chris HAUNZ,32,4,27,1,0
Oldham,A103,County Judge/Executive,,,Robert HOUCHENS,184,41,141,2,0
Oldham,A103,Magistrate,,,R. Lee STANLEY,40,7,33,0,0
Oldham,A103,Magistrate,,,Randy POWELL,157,16,133,8,0
Oldham,A103,Magistrate,,,Brent LIKINS,184,32,149,3,0
Oldham,A103,Magistrate,,,Joyce G. FLETCHER,184,34,146,4,0
Oldham,A103,U.S. Senate,,Democratic,Dale Lewis ROMANS,30,1,29,0,0
Oldham,A103,U.S. Senate,,Democratic,Charles BOOKER,152,18,128,6,0
Oldham,A103,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,0
Oldham,A103,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,1,0,0,0
Oldham,A103,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Oldham,A103,U.S. Senate,,Democratic,Pamela STEVENSON,11,1,10,0,0
Oldham,A103,U.S. Senate,,Democratic,Amy McGRATH,129,23,97,9,0
Oldham,A103,U.S. House,4,Democratic,Melissa Claire STRANGE,256,34,208,14,0
Oldham,A103,U.S. House,4,Democratic,Jesse Russell BREWER,46,8,37,1,0
Oldham,A103,State Senate,6,Democratic,Chaz STOESS,65,7,56,2,0
Oldham,A103,State Senate,6,Democratic,Christian FURMAN,243,37,193,13,0
Oldham,A103,State Representative,59,Democratic,Pandora SEARS,41,4,32,5,0
Oldham,A103,State Representative,59,Democratic,Stephanie WHITE,269,40,219,10,0
Oldham,A104,U.S. Senate,,Republican,A. Nick SHELLEY,4,1,3,0,0
Oldham,A104,U.S. Senate,,Republican,Daniel CAMERON,177,24,152,1,0
Oldham,A104,U.S. Senate,,Republican,Andy BARR,149,20,125,4,0
Oldham,A104,U.S. Senate,,Republican,Anissa CATLETT,5,1,4,0,0
Oldham,A104,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",7,0,6,1,0
Oldham,A104,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Oldham,A104,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Oldham,A104,U.S. Senate,,Republican,Michael James FARIS,5,4,1,0,0
Oldham,A104,U.S. Senate,,Republican,Nate MORRIS,13,0,13,0,0
Oldham,A104,U.S. Senate,,Republican,James D. DUNCAN,2,0,2,0,0
Oldham,A104,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Oldham,A104,U.S. Senate,,Republican,George WASHINGTON,5,0,5,0,0
Oldham,A104,U.S. House,4,Republican,Thomas MASSIE,197,25,166,6,0
Oldham,A104,U.S. House,4,Republican,Ed GALLREIN,180,23,156,1,0
Oldham,A104,Ballots Cast,,,,632,,,,
Oldham,A104,Property Valuation Administrator,,,J. Albert HARRISON,118,16,101,1,0
Oldham,A104,Property Valuation Administrator,,,Barbara Winters DIETRICH,177,23,148,6,0
Oldham,A104,County Judge/Executive,,,Tom SHEFFER,91,11,75,5,0
Oldham,A104,County Judge/Executive,,,Laura TAPP,42,7,35,0,0
Oldham,A104,County Judge/Executive,,,John W. BLACK,87,8,79,0,0
Oldham,A104,County Judge/Executive,,,Chris HAUNZ,31,6,25,0,0
Oldham,A104,County Judge/Executive,,,Robert HOUCHENS,96,19,75,2,0
Oldham,A104,Magistrate,,,R. Lee STANLEY,27,5,20,2,0
Oldham,A104,Magistrate,,,Randy POWELL,72,10,61,1,0
Oldham,A104,Magistrate,,,Brent LIKINS,109,17,89,3,0
Oldham,A104,Magistrate,,,Joyce G. FLETCHER,121,17,103,1,0
Oldham,A104,U.S. Senate,,Democratic,Dale Lewis ROMANS,11,1,10,0,0
Oldham,A104,U.S. Senate,,Democratic,Charles BOOKER,137,16,118,3,0
Oldham,A104,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,0,1,0
Oldham,A104,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Oldham,A104,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Oldham,A104,U.S. Senate,,Democratic,Pamela STEVENSON,15,4,11,0,0
Oldham,A104,U.S. Senate,,Democratic,Amy McGRATH,79,9,70,0,0
Oldham,A104,U.S. House,4,Democratic,Melissa Claire STRANGE,175,23,148,4,0
Oldham,A104,U.S. House,4,Democratic,Jesse Russell BREWER,52,6,46,0,0
Oldham,A104,State Senate,6,Democratic,Chaz STOESS,40,5,34,1,0
Oldham,A104,State Senate,6,Democratic,Christian FURMAN,193,24,166,3,0
Oldham,A104,State Representative,59,Democratic,Pandora SEARS,32,4,26,2,0
Oldham,A104,State Representative,59,Democratic,Stephanie WHITE,207,26,179,2,0
Oldham,B101,U.S. Senate,,Republican,A. Nick SHELLEY,4,0,4,0,0
Oldham,B101,U.S. Senate,,Republican,Daniel CAMERON,71,20,51,0,0
Oldham,B101,U.S. Senate,,Republican,Andy BARR,76,13,61,2,0
Oldham,B101,U.S. Senate,,Republican,Anissa CATLETT,2,0,2,0,0
Oldham,B101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Oldham,B101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Oldham,B101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Oldham,B101,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,0
Oldham,B101,U.S. Senate,,Republican,Nate MORRIS,3,0,3,0,0
Oldham,B101,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Oldham,B101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Oldham,B101,U.S. Senate,,Republican,George WASHINGTON,2,0,1,1,0
Oldham,B101,U.S. House,4,Republican,Thomas MASSIE,66,15,51,0,0
Oldham,B101,U.S. House,4,Republican,Ed GALLREIN,94,19,72,3,0
Oldham,B101,Ballots Cast,,,,284,,,,
Oldham,B101,Property Valuation Administrator,,,J. Albert HARRISON,55,8,46,1,0
Oldham,B101,Property Valuation Administrator,,,Barbara Winters DIETRICH,73,20,52,1,0
Oldham,B101,County Judge/Executive,,,Tom SHEFFER,17,3,14,0,0
Oldham,B101,County Judge/Executive,,,Laura TAPP,20,6,13,1,0
Oldham,B101,County Judge/Executive,,,John W. BLACK,52,13,37,2,0
Oldham,B101,County Judge/Executive,,,Chris HAUNZ,11,0,11,0,0
Oldham,B101,County Judge/Executive,,,Robert HOUCHENS,55,11,44,0,0
Oldham,B101,Magistrate,,,Robert LANE,67,17,48,2,0
Oldham,B101,Magistrate,,,Mark THEISS,39,10,29,0,0
Oldham,B101,Magistrate,,,Randall McGRAW,34,2,31,1,0
Oldham,B101,U.S. Senate,,Democratic,Dale Lewis ROMANS,10,4,6,0,0
Oldham,B101,U.S. Senate,,Democratic,Charles BOOKER,59,12,47,0,0
Oldham,B101,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,0
Oldham,B101,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,0
Oldham,B101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Oldham,B101,U.S. Senate,,Democratic,Pamela STEVENSON,5,0,5,0,0
Oldham,B101,U.S. Senate,,Democratic,Amy McGRATH,44,15,27,2,0
Oldham,B101,U.S. House,4,Democratic,Melissa Claire STRANGE,90,22,67,1,0
Oldham,B101,U.S. House,4,Democratic,Jesse Russell BREWER,18,3,15,0,0
Oldham,B101,State Senate,6,Democratic,Chaz STOESS,18,7,11,0,0
Oldham,B101,State Senate,6,Democratic,Christian FURMAN,95,21,73,1,0
Oldham,B101,State Representative,59,Democratic,Pandora SEARS,11,3,7,1,0
Oldham,B101,State Representative,59,Democratic,Stephanie WHITE,104,27,77,0,0
Oldham,B102,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Oldham,B102,U.S. Senate,,Republican,Daniel CAMERON,99,17,77,5,0
Oldham,B102,U.S. Senate,,Republican,Andy BARR,147,22,121,4,0
Oldham,B102,U.S. Senate,,Republican,Anissa CATLETT,4,0,3,1,0
Oldham,B102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,1,2,0,0
Oldham,B102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Oldham,B102,U.S. Senate,,Republican,Other Donald WENZEL,1,1,0,0,0
Oldham,B102,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,0
Oldham,B102,U.S. Senate,,Republican,Nate MORRIS,2,0,2,0,0
Oldham,B102,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Oldham,B102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Oldham,B102,U.S. Senate,,Republican,George WASHINGTON,4,0,4,0,0
Oldham,B102,U.S. House,4,Republican,Thomas MASSIE,97,16,77,4,0
Oldham,B102,U.S. House,4,Republican,Ed GALLREIN,167,25,136,6,0
Oldham,B102,Ballots Cast,,,,361,,,,
