county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Bell,A101,U.S. Senate,,Republican,Daniel CAMERON,52,18,32,1,1
Bell,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,1,0,0,0
Bell,A101,U.S. Senate,,Republican,Andy BARR,129,21,99,9,0
Bell,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",4,2,2,0,0
Bell,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Bell,A101,U.S. Senate,,Republican,James D. DUNCAN,1,1,0,0,0
Bell,A101,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,0
Bell,A101,U.S. Senate,,Republican,Anissa CATLETT,1,1,0,0,0
Bell,A101,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Bell,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Bell,A101,U.S. Senate,,Republican,George WASHINGTON,4,1,3,0,0
Bell,A101,U.S. Senate,,,Under Votes,18,5,12,0,1
Bell,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Bell,A101,Ballots Cast,,,,245,,,,
Bell,A101,U.S. House,5,Republican,Kevin SMITH,20,5,15,0,0
Bell,A101,U.S. House,5,Republican,Benjamin HURLEY,5,1,3,1,0
Bell,A101,U.S. House,5,Republican,Hal ROGERS,176,45,120,10,1
Bell,A101,U.S. House,5,Republican,Jerry Lee SHELTON,1,0,1,0,0
Bell,A101,U.S. House,5,Republican,Brandon R. MONHOLLEN,9,3,6,0,0
Bell,A101,U.S. House,5,,Under Votes,14,3,10,0,1
Bell,A101,U.S. House,5,,Over Votes,0,0,0,0,0
Bell,A101,Property Valuation Administrator,,,Blake Charles RAMEY,103,27,73,3,0
Bell,A101,Property Valuation Administrator,,,Ben BARNETT,118,28,80,8,2
Bell,A101,Property Valuation Administrator,,,Under Votes,4,2,2,0,0
Bell,A101,Property Valuation Administrator,,,Over Votes,0,0,0,0,0
Bell,A101,County Judge/Executive,,,Rick NELSON,165,44,111,9,1
Bell,A101,County Judge/Executive,,,"Al ""Albey"" BROCK",55,11,42,2,0
Bell,A101,County Judge/Executive,,,Under Votes,4,1,2,0,1
Bell,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Bell,A101,Sheriff,,,"George ""Tooter"" HOWARD",92,24,61,7,0
Bell,A101,Sheriff,,,"Mitchell ""Mitch"" WILLIAMS",130,32,92,4,2
Bell,A101,Sheriff,,,Under Votes,3,1,2,0,0
Bell,A101,Sheriff,,,Over Votes,0,0,0,0,0
Bell,A101,Jailer,,,Barb VENABLE,88,17,62,7,2
Bell,A101,Jailer,,,Annie Jean NIERENGARTEN,20,8,12,0,0
Bell,A101,Jailer,,,"Tony ""Hobe"" TIGUE",12,4,8,0,0
Bell,A101,Jailer,,,"Derek ""Fuzz"" JONES",24,6,16,2,0
Bell,A101,Jailer,,,Josh COLLETT,71,19,50,2,0
Bell,A101,Jailer,,,Under Votes,10,3,7,0,0
Bell,A101,Jailer,,,Over Votes,0,0,0,0,0
Bell,A101,Coroner,,,Ethan WARREN,86,16,68,2,0
Bell,A101,Coroner,,,Jay STEELE,132,39,82,9,2
Bell,A101,Coroner,,,Under Votes,7,2,5,0,0
Bell,A101,Coroner,,,Over Votes,0,0,0,0,0
Bell,A101,Magistrate,,,Chris WEBB,9,3,6,0,0
Bell,A101,Magistrate,,,Eddie SAYLOR,109,28,73,7,1
Bell,A101,Magistrate,,,Alan LEE,20,2,18,0,0
Bell,A101,Magistrate,,,Bert MARCUM JR.,23,8,12,2,1
Bell,A101,Magistrate,,,Clint Lonnie SHOFFNER,5,0,5,0,0
Bell,A101,Magistrate,,,Tim PARTIN,38,11,25,2,0
Bell,A101,Magistrate,,,Johnny THOMAS,16,5,11,0,0
Bell,A101,Magistrate,,,Under Votes,5,0,5,0,0
Bell,A101,Magistrate,,,Over Votes,0,0,0,0,0
Bell,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,4,0,3,1,0
Bell,A101,U.S. Senate,,Democratic,Amy McGRATH,7,2,5,0,0
Bell,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Bell,A101,U.S. Senate,,Democratic,Charles BOOKER,7,1,6,0,0
Bell,A101,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,0
Bell,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,0
Bell,A101,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,0
Bell,A102,U.S. Senate,,Republican,Daniel CAMERON,35,6,26,3,0
Bell,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,2,0,0
Bell,A102,U.S. Senate,,Republican,Andy BARR,126,17,102,6,1
Bell,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Bell,A102,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Bell,A102,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,0
Bell,A102,U.S. Senate,,Republican,Michael James FARIS,2,1,1,0,0
Bell,A102,U.S. Senate,,Republican,Anissa CATLETT,3,0,3,0,0
Bell,A102,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Bell,A102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Bell,A102,U.S. Senate,,Republican,George WASHINGTON,7,1,6,0,0
Bell,A102,U.S. Senate,,,Under Votes,12,2,8,2,0
Bell,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Bell,A102,Ballots Cast,,,,226,,,,
Bell,A102,U.S. House,5,Republican,Kevin SMITH,14,3,11,0,0
Bell,A102,U.S. House,5,Republican,Benjamin HURLEY,6,0,6,0,0
Bell,A102,U.S. House,5,Republican,Hal ROGERS,150,19,121,9,1
Bell,A102,U.S. House,5,Republican,Jerry Lee SHELTON,4,0,4,0,0
Bell,A102,U.S. House,5,Republican,Brandon R. MONHOLLEN,8,3,5,0,0
Bell,A102,U.S. House,5,,Under Votes,13,4,7,2,0
Bell,A102,U.S. House,5,,Over Votes,0,0,0,0,0
Bell,A102,Property Valuation Administrator,,,Blake Charles RAMEY,123,19,96,7,1
Bell,A102,Property Valuation Administrator,,,Ben BARNETT,66,10,54,2,0
Bell,A102,Property Valuation Administrator,,,Under Votes,6,0,4,2,0
Bell,A102,Property Valuation Administrator,,,Over Votes,0,0,0,0,0
Bell,A102,County Judge/Executive,,,Rick NELSON,154,19,127,7,1
Bell,A102,County Judge/Executive,,,"Al ""Albey"" BROCK",31,8,21,2,0
Bell,A102,County Judge/Executive,,,Under Votes,3,0,1,2,0
Bell,A102,County Judge/Executive,,,Over Votes,0,0,0,0,0
