county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Boone,A102,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Boone,A102,U.S. Senate,,Republican,Daniel CAMERON,60,12,46,2,0
Boone,A102,U.S. Senate,,Republican,Andy BARR,110,6,100,3,1
Boone,A102,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Boone,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,0,3,0,0
Boone,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,1,1,0,0
Boone,A102,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Boone,A102,U.S. Senate,,Republican,Michael James FARIS,18,0,18,0,0
Boone,A102,U.S. Senate,,Republican,Nate MORRIS,7,1,6,0,0
Boone,A102,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Boone,A102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Boone,A102,U.S. Senate,,Republican,George WASHINGTON,4,1,3,0,0
Boone,A102,U.S. Senate,,,Under Votes,6,1,4,1,0
Boone,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Boone,A102,U.S. House,4,Republican,Thomas MASSIE,81,14,65,2,0
Boone,A102,U.S. House,4,Republican,Ed GALLREIN,128,8,115,4,1
Boone,A102,U.S. House,4,,Under Votes,3,0,3,0,0
Boone,A102,U.S. House,4,,Over Votes,0,0,0,0,0
Boone,A102,Ballots Cast,,,,232,,,,
Boone,A102,County Judge/Executive,,,Chet HAND,115,11,98,5,1
Boone,A102,County Judge/Executive,,,Gary W. MOORE,93,11,81,1,0
Boone,A102,County Judge/Executive,,,Under Votes,3,0,3,0,0
Boone,A102,County Judge/Executive,,,Over Votes,0,0,0,0,0
Boone,A102,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,0,3,0,0
Boone,A102,U.S. Senate,,Democratic,Charles BOOKER,8,2,5,1,0
Boone,A102,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,0
Boone,A102,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Boone,A102,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Boone,A102,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,0
Boone,A102,U.S. Senate,,Democratic,Amy McGRATH,8,1,7,0,0
Boone,A102,U.S. House,4,Democratic,Melissa Claire STRANGE,10,2,8,0,0
Boone,A102,U.S. House,4,Democratic,Jesse Russell BREWER,10,1,8,1,0
Boone,A103,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Boone,A103,U.S. Senate,,Republican,Daniel CAMERON,142,21,115,5,1
Boone,A103,U.S. Senate,,Republican,Andy BARR,245,29,202,6,8
Boone,A103,U.S. Senate,,Republican,Anissa CATLETT,5,1,2,1,1
Boone,A103,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",5,0,5,0,0
Boone,A103,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,4,0,3,0,1
Boone,A103,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Boone,A103,U.S. Senate,,Republican,Michael James FARIS,38,2,34,1,1
Boone,A103,U.S. Senate,,Republican,Nate MORRIS,10,0,7,2,1
Boone,A103,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
