county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Pike,A101,U.S. Senate,,Republican,Daniel CAMERON,43,5,36,2,0
Pike,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Pike,A101,U.S. Senate,,Republican,Andy BARR,77,6,68,1,2
Pike,A101,U.S. Senate,,Republican,Nate MORRIS,6,2,4,0,0
Pike,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,0
Pike,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Pike,A101,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Pike,A101,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,0
Pike,A101,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Pike,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Pike,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Pike,A101,U.S. Senate,,Republican,George WASHINGTON,4,0,4,0,0
Pike,A101,U.S. Senate,,,Under Votes,7,0,7,0,0
Pike,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Pike,A101,Ballots Cast,,,,166,,,,
Pike,A101,U.S. House,5,Republican,Kevin SMITH,8,1,7,0,0
Pike,A101,U.S. House,5,Republican,Benjamin HURLEY,18,2,16,0,0
Pike,A101,U.S. House,5,Republican,Hal ROGERS,104,10,89,3,2
Pike,A101,U.S. House,5,Republican,Jerry Lee SHELTON,3,0,3,0,0
Pike,A101,U.S. House,5,Republican,Brandon R. MONHOLLEN,3,0,3,0,0
Pike,A101,U.S. House,5,,Under Votes,4,0,4,0,0
Pike,A101,U.S. House,5,,Over Votes,0,0,0,0,0
Pike,A101,County Judge/Executive,,,Suzy Gibson SHEARER,100,5,94,1,0
Pike,A101,County Judge/Executive,,,Brian A. MORRIS,37,8,25,2,2
Pike,A101,County Judge/Executive,,,Under Votes,3,0,3,0,0
Pike,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Pike,A101,County Clerk,,,Subrenia Thacker MOON,32,3,29,0,0
Pike,A101,County Clerk,,,Darrell PUGH,104,10,89,3,2
Pike,A101,County Clerk,,,Under Votes,4,0,4,0,0
Pike,A101,County Clerk,,,Over Votes,0,0,0,0,0
Pike,A101,Sheriff,,,Rodney SCOTT,87,10,72,3,2
Pike,A101,Sheriff,,,Ellis McCOY,46,3,43,0,0
Pike,A101,Sheriff,,,Under Votes,7,0,7,0,0
Pike,A101,Sheriff,,,Over Votes,0,0,0,0,0
Pike,A101,Jailer,,,"Ronald ""Bubby"" SCOTT II.",42,1,40,0,1
Pike,A101,Jailer,,,Jeremy Todd MILLER,22,1,21,0,0
Pike,A101,Jailer,,,Perry Wayne HATFIELD,2,0,2,0,0
Pike,A101,Jailer,,,William A. WHITE,11,3,8,0,0
Pike,A101,Jailer,,,Ricky BOSTIC,59,8,47,3,1
Pike,A101,Jailer,,,John Jason FIELDS,3,0,3,0,0
Pike,A101,Jailer,,,Under Votes,1,0,1,0,0
Pike,A101,Jailer,,,Over Votes,0,0,0,0,0
Pike,A101,Coroner,,,Brenda JOHNSON,31,0,31,0,0
Pike,A101,Coroner,,,Kevin HALL,104,13,86,3,2
Pike,A101,Coroner,,,Under Votes,5,0,5,0,0
Pike,A101,Coroner,,,Over Votes,0,0,0,0,0
Pike,A101,Magistrate,,,Ronald SCOTT,81,12,66,2,1
Pike,A101,Magistrate,,,Amanda Blackburn MUNCY,56,1,53,1,1
Pike,A101,Magistrate,,,Under Votes,3,0,3,0,0
Pike,A101,Magistrate,,,Over Votes,0,0,0,0,0
