county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Simpson,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Simpson,A101,U.S. Senate,,Republican,James D. DUNCAN,5,1,4,0,0
Simpson,A101,U.S. Senate,,Republican,George WASHINGTON,9,2,7,0,0
Simpson,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",7,0,7,0,0
Simpson,A101,U.S. Senate,,Republican,Andy BARR,155,42,106,5,2
Simpson,A101,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Simpson,A101,U.S. Senate,,Republican,A. Nick SHELLEY,3,1,2,0,0
Simpson,A101,U.S. Senate,,Republican,Daniel CAMERON,96,30,65,0,1
Simpson,A101,U.S. Senate,,Republican,Anissa CATLETT,2,1,1,0,0
Simpson,A101,U.S. Senate,,Republican,Michael James FARIS,29,11,18,0,0
Simpson,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Simpson,A101,U.S. Senate,,,Under Votes,24,8,16,0,0
Simpson,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Simpson,A101,Ballots Cast,,,,411,,,,
Simpson,A101,U.S. House,1,Republican,David SIMS,14,3,11,0,0
Simpson,A101,U.S. House,1,Republican,Robert James SUTHERBY,13,3,10,0,0
Simpson,A101,U.S. House,1,Republican,Penny ARCOS,7,3,4,0,0
Simpson,A101,U.S. House,1,Republican,James R. COMER,291,87,196,5,3
Simpson,A101,U.S. House,1,,Under Votes,21,7,14,0,0
Simpson,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Simpson,A101,Property Valuation Administrator,,,Robert TAYLOR,94,28,66,0,0
Simpson,A101,Property Valuation Administrator,,,Alison Smith CUMMINGS,162,43,113,5,1
Simpson,A101,Property Valuation Administrator,,,Nathan RANDOLPH,81,28,51,0,2
Simpson,A101,Property Valuation Administrator,,,Under Votes,9,4,5,0,0
Simpson,A101,Property Valuation Administrator,,,Over Votes,0,0,0,0,0
Simpson,A101,County Judge/Executive,,,Mason BARNES,211,76,131,3,1
Simpson,A101,County Judge/Executive,,,Wes MARKLIN,132,26,102,2,2
Simpson,A101,County Judge/Executive,,,Under Votes,3,1,2,0,0
Simpson,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Simpson,A101,County Attorney,,,Corey MORGAN,172,57,113,1,1
Simpson,A101,County Attorney,,,Samuel R. PHILLIPS,157,42,110,3,2
Simpson,A101,County Attorney,,,Under Votes,17,4,12,1,0
Simpson,A101,County Attorney,,,Over Votes,0,0,0,0,0
Simpson,A101,Sheriff,,,Matt FREEMAN,283,87,189,4,3
Simpson,A101,Sheriff,,,Joe Mark JOHNSON,56,16,40,0,0
Simpson,A101,Sheriff,,,Under Votes,7,0,6,1,0
Simpson,A101,Sheriff,,,Over Votes,0,0,0,0,0
Simpson,A101,Jailer,,,"Greg ""Chip"" CARTA",169,53,113,3,0
Simpson,A101,Jailer,,,Eric VAUGHN,173,50,118,2,3
Simpson,A101,Jailer,,,Under Votes,3,0,3,0,0
Simpson,A101,Jailer,,,Over Votes,1,0,1,0,0
Simpson,A101,Coroner,,,Kevin F. GILBERT,127,35,87,3,2
Simpson,A101,Coroner,,,Patrick N. CRAFTON,209,67,139,2,1
