county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Russell,A101,U.S. Senate,,Republican,Other Donald WENZEL,1,0,0,1,0
Russell,A101,U.S. Senate,,Republican,James D. DUNCAN,3,1,2,0,0
Russell,A101,U.S. Senate,,Republican,George WASHINGTON,9,2,5,2,0
Russell,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",4,0,4,0,0
Russell,A101,U.S. Senate,,Republican,Andy BARR,162,44,103,12,3
Russell,A101,U.S. Senate,,Republican,Nate MORRIS,13,2,9,2,0
Russell,A101,U.S. Senate,,Republican,Jimmy I. LEON,2,1,1,0,0
Russell,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Russell,A101,U.S. Senate,,Republican,Daniel CAMERON,66,19,41,5,1
Russell,A101,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,0
Russell,A101,U.S. Senate,,Republican,Michael James FARIS,5,0,5,0,0
Russell,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,4,2,2,0,0
Russell,A101,U.S. Senate,,,Under Votes,21,4,15,2,0
Russell,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Russell,A101,Ballots Cast,,,,335,,,,
Russell,A101,U.S. House,1,Republican,David SIMS,17,3,9,5,0
Russell,A101,U.S. House,1,Republican,Robert James SUTHERBY,9,1,7,1,0
Russell,A101,U.S. House,1,Republican,Penny ARCOS,14,4,9,1,0
Russell,A101,U.S. House,1,Republican,James R. COMER,213,58,138,14,3
Russell,A101,U.S. House,1,,Under Votes,36,9,23,3,1
Russell,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Russell,A101,County Judge/Executive,,,Chad AARON,88,17,61,7,3
Russell,A101,County Judge/Executive,,,Randy MARCUM,191,56,117,17,1
Russell,A101,County Judge/Executive,,,Under Votes,10,2,8,0,0
Russell,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Russell,A101,County Clerk,,,Patti GLOVER,171,45,107,16,3
Russell,A101,County Clerk,,,Amy Riggins MELSON,113,29,75,8,1
Russell,A101,County Clerk,,,Under Votes,5,1,4,0,0
Russell,A101,County Clerk,,,Over Votes,0,0,0,0,0
Russell,A101,Sheriff,,,Jeff HANCOCK,90,23,62,5,0
Russell,A101,Sheriff,,,Corey MEYER,60,9,46,4,1
Russell,A101,Sheriff,,,Nick BERTRAM,20,5,13,2,0
Russell,A101,Sheriff,,,Derek K. POLSTON,116,36,64,13,3
Russell,A101,Sheriff,,,Under Votes,3,2,1,0,0
Russell,A101,Sheriff,,,Over Votes,0,0,0,0,0
Russell,A101,Magistrate,,,Terry WADDELL,178,46,114,16,2
Russell,A101,Magistrate,,,Eric K. WEST,100,27,63,8,2
Russell,A101,Magistrate,,,Under Votes,11,2,9,0,0
Russell,A101,Magistrate,,,Over Votes,0,0,0,0,0
Russell,A101,Constable,,,Keith SCHOLL,38,11,25,2,0
Russell,A101,Constable,,,Travis Lee BAILEY,87,21,55,10,1
Russell,A101,Constable,,,Sheena Michelle JACKSON,25,6,15,4,0
Russell,A101,Constable,,,Brian KEMP,82,20,55,5,2
Russell,A101,Constable,,,Under Votes,57,17,36,3,1
Russell,A101,Constable,,,Over Votes,0,0,0,0,0
Russell,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,1,1,0
Russell,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,0
Russell,A101,U.S. Senate,,Democratic,Charles BOOKER,14,5,8,1,0
Russell,A101,U.S. Senate,,Democratic,Pamela STEVENSON,5,1,4,0,0
Russell,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,0,1,0,0
Russell,A101,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,0
Russell,A101,U.S. Senate,,Democratic,Amy McGRATH,15,3,9,3,0
Russell,A101,"District Judge, 40th Judicial District",2,,Tom SIMMONS,30,8,19,3,0
Russell,A101,"District Judge, 40th Judicial District",2,,Lee WHITTENBURG,30,9,18,3,0
Russell,A101,"District Judge, 40th Judicial District",2,,Athena Cooper BRADSHAW,253,62,165,22,4
Russell,A101,"District Judge, 40th Judicial District",2,,Under Votes,21,6,14,1,0
Russell,A101,"District Judge, 40th Judicial District",2,,Over Votes,1,0,0,1,0
Russell,A102,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Russell,A102,U.S. Senate,,Republican,James D. DUNCAN,1,1,0,0,0
Russell,A102,U.S. Senate,,Republican,George WASHINGTON,4,0,3,0,1
Russell,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Russell,A102,U.S. Senate,,Republican,Andy BARR,149,47,91,10,1
Russell,A102,U.S. Senate,,Republican,Nate MORRIS,16,5,10,1,0
Russell,A102,U.S. Senate,,Republican,Jimmy I. LEON,2,2,0,0,0
Russell,A102,U.S. Senate,,Republican,A. Nick SHELLEY,2,1,1,0,0
Russell,A102,U.S. Senate,,Republican,Daniel CAMERON,61,16,43,1,1
Russell,A102,U.S. Senate,,Republican,Anissa CATLETT,2,1,1,0,0
Russell,A102,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,0
Russell,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Russell,A102,U.S. Senate,,,Under Votes,31,14,16,1,0
Russell,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Russell,A102,Ballots Cast,,,,299,,,,
Russell,A102,U.S. House,1,Republican,David SIMS,18,7,11,0,0
Russell,A102,U.S. House,1,Republican,Robert James SUTHERBY,4,0,4,0,0
Russell,A102,U.S. House,1,Republican,Penny ARCOS,12,1,10,0,1
Russell,A102,U.S. House,1,Republican,James R. COMER,195,59,121,13,2
Russell,A102,U.S. House,1,,Under Votes,39,19,20,0,0
Russell,A102,U.S. House,1,,Over Votes,0,0,0,0,0
Russell,A102,County Judge/Executive,,,Chad AARON,93,28,61,4,0
Russell,A102,County Judge/Executive,,,Randy MARCUM,169,55,102,9,3
Russell,A102,County Judge/Executive,,,Under Votes,6,3,3,0,0
Russell,A102,County Judge/Executive,,,Over Votes,0,0,0,0,0
Russell,A102,County Clerk,,,Patti GLOVER,148,47,88,11,2
Russell,A102,County Clerk,,,Amy Riggins MELSON,115,38,74,2,1
Russell,A102,County Clerk,,,Under Votes,5,1,4,0,0
Russell,A102,County Clerk,,,Over Votes,0,0,0,0,0
Russell,A102,Sheriff,,,Jeff HANCOCK,104,32,69,3,0
Russell,A102,Sheriff,,,Corey MEYER,59,20,35,2,2
Russell,A102,Sheriff,,,Nick BERTRAM,14,4,10,0,0
Russell,A102,Sheriff,,,Derek K. POLSTON,89,29,51,8,1
Russell,A102,Sheriff,,,Under Votes,2,1,1,0,0
Russell,A102,Sheriff,,,Over Votes,0,0,0,0,0
Russell,A102,Magistrate,,,Terry WADDELL,185,62,109,11,3
Russell,A102,Magistrate,,,Eric K. WEST,76,22,53,1,0
Russell,A102,Magistrate,,,Under Votes,7,2,4,1,0
Russell,A102,Magistrate,,,Over Votes,0,0,0,0,0
Russell,A102,Constable,,,Keith SCHOLL,50,18,27,4,1
Russell,A102,Constable,,,Travis Lee BAILEY,73,22,49,1,1
Russell,A102,Constable,,,Sheena Michelle JACKSON,22,8,12,2,0
Russell,A102,Constable,,,Brian KEMP,69,22,42,4,1
