county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee,provisional
Jefferson,F153,Louisville Mayor,,,Douglas LATTIMORE,3,0,3,0,,0
Jefferson,F153,Louisville Mayor,,,Craig GREENBERG,78,11,66,1,,0
Jefferson,F153,Louisville Mayor,,,Tina BURNELL,11,0,11,0,,0
Jefferson,F153,Louisville Mayor,,,Bob DeVORE,6,1,5,0,,0
Jefferson,F153,Louisville Mayor,,,Lisa M. Holliday HARRIS,1,0,1,0,,0
Jefferson,F153,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,F153,Louisville Mayor,,,"S. ""The D"" DATTILO",2,0,2,0,,0
Jefferson,F153,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,39,4,33,2,,0
Jefferson,F154,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,F154,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,F154,U.S. Senate,,Republican,Daniel CAMERON,59,5,52,2,,0
Jefferson,F154,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,F154,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,,0
Jefferson,F154,U.S. Senate,,Republican,George WASHINGTON,3,0,3,0,,0
Jefferson,F154,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,F154,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,F154,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,F154,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,F154,U.S. Senate,,Republican,Andy BARR,70,7,62,1,,0
Jefferson,F154,U.S. House,3,Republican,David Joseph NICHTER,13,0,13,0,,0
Jefferson,F154,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,67,9,56,2,,0
Jefferson,F154,U.S. House,3,Republican,Daniel COBBLE,14,0,13,1,,0
Jefferson,F154,U.S. House,3,Republican,Donald PAY,8,1,7,0,,0
Jefferson,F154,State Senate,36,Republican,David J. FARLEY,19,1,18,0,,0
Jefferson,F154,State Senate,36,Republican,Julie Raque ADAMS,112,11,98,3,,0
Jefferson,F154,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,F154,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,,0
Jefferson,F154,U.S. Senate,,Democratic,Amy McGRATH,36,2,33,1,,0
Jefferson,F154,U.S. Senate,,Democratic,Pamela STEVENSON,3,0,3,0,,0
Jefferson,F154,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,,0
Jefferson,F154,U.S. Senate,,Democratic,Charles BOOKER,53,5,48,0,,0
Jefferson,F154,U.S. Senate,,Democratic,Dale Lewis ROMANS,14,4,9,1,,0
Jefferson,F154,State Senate,36,Democratic,Luke WHITEHEAD,41,3,37,1,,0
Jefferson,F154,State Senate,36,Democratic,Sarah Cole McINTOSH,57,8,48,1,,0
Jefferson,F154,State Representative,33,Democratic,Tarah Combs LeBLANC,39,2,37,0,,0
Jefferson,F154,State Representative,33,Democratic,Jennifer HARDIN,61,8,51,2,,0
Jefferson,F154,County Attorney,,Democratic,Sarah MARTIN,85,9,75,1,,0
Jefferson,F154,County Attorney,,Democratic,Karl PRICE,18,1,16,1,,0
Jefferson,F154,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",22,0,21,1,,0
Jefferson,F154,County Clerk,,Democratic,David YATES,87,11,75,1,,0
Jefferson,F154,Sheriff,,Democratic,Richard BREEN,25,2,22,1,,0
Jefferson,F154,Sheriff,,Democratic,Steve HEALEY,53,6,47,0,,0
Jefferson,F154,Sheriff,,Democratic,Stephen YANCEY,20,1,18,1,,0
Jefferson,F154,Louisville Mayor,,,Jody HURT,2,0,2,0,,0
Jefferson,F154,Louisville Mayor,,,Douglas LATTIMORE,4,0,4,0,,0
Jefferson,F154,Louisville Mayor,,,Craig GREENBERG,146,9,134,3,,0
Jefferson,F154,Louisville Mayor,,,Tina BURNELL,35,9,25,1,,0
Jefferson,F154,Louisville Mayor,,,Bob DeVORE,13,0,13,0,,0
Jefferson,F154,Louisville Mayor,,,Lisa M. Holliday HARRIS,9,0,9,0,,0
Jefferson,F154,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,F154,Louisville Mayor,,,"S. ""The D"" DATTILO",5,1,3,1,,0
Jefferson,F154,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,25,3,22,0,,0
Jefferson,F155,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,2,0,0,,0
Jefferson,F155,U.S. Senate,,Republican,Anissa CATLETT,6,0,6,0,,0
Jefferson,F155,U.S. Senate,,Republican,Daniel CAMERON,37,2,35,0,,0
Jefferson,F155,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,,0
Jefferson,F155,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,1,0,0,,0
Jefferson,F155,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,F155,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,F155,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,,0
Jefferson,F155,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,F155,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,,0
Jefferson,F155,U.S. Senate,,Republican,Andy BARR,52,6,44,2,,0
Jefferson,F155,U.S. House,3,Republican,David Joseph NICHTER,12,1,11,0,,0
Jefferson,F155,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,51,7,42,2,,0
Jefferson,F155,U.S. House,3,Republican,Daniel COBBLE,11,1,10,0,,0
Jefferson,F155,U.S. House,3,Republican,Donald PAY,7,0,7,0,,0
Jefferson,F155,State Senate,36,Republican,David J. FARLEY,17,3,14,0,,0
Jefferson,F155,State Senate,36,Republican,Julie Raque ADAMS,81,9,70,2,,0
Jefferson,F155,U.S. Senate,,Democratic,Joshua BLANTON SR.,3,0,3,0,,0
Jefferson,F155,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,F155,U.S. Senate,,Democratic,Amy McGRATH,62,6,56,0,,0
Jefferson,F155,U.S. Senate,,Democratic,Pamela STEVENSON,4,1,3,0,,0
Jefferson,F155,U.S. Senate,,Democratic,Logan FORSYTHE,3,1,2,0,,0
Jefferson,F155,U.S. Senate,,Democratic,Charles BOOKER,56,3,50,3,,0
Jefferson,F155,U.S. Senate,,Democratic,Dale Lewis ROMANS,20,1,19,0,,0
Jefferson,F155,State Senate,36,Democratic,Luke WHITEHEAD,57,2,55,0,,0
Jefferson,F155,State Senate,36,Democratic,Sarah Cole McINTOSH,77,8,66,3,,0
Jefferson,F155,State Representative,33,Democratic,Tarah Combs LeBLANC,73,6,65,2,,0
Jefferson,F155,State Representative,33,Democratic,Jennifer HARDIN,64,5,58,1,,0
Jefferson,F155,County Attorney,,Democratic,Sarah MARTIN,116,10,104,2,,0
Jefferson,F155,County Attorney,,Democratic,Karl PRICE,19,1,17,1,,0
Jefferson,F155,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",39,4,33,2,,0
Jefferson,F155,County Clerk,,Democratic,David YATES,105,8,96,1,,0
Jefferson,F155,Sheriff,,Democratic,Richard BREEN,35,2,31,2,,0
Jefferson,F155,Sheriff,,Democratic,Steve HEALEY,60,6,53,1,,0
Jefferson,F155,Sheriff,,Democratic,Stephen YANCEY,42,4,38,0,,0
Jefferson,F155,Louisville Mayor,,,Jody HURT,2,0,2,0,,0
Jefferson,F155,Louisville Mayor,,,Douglas LATTIMORE,3,0,3,0,,0
Jefferson,F155,Louisville Mayor,,,Craig GREENBERG,191,19,170,2,,0
Jefferson,F155,Louisville Mayor,,,Tina BURNELL,20,0,19,1,,0
Jefferson,F155,Louisville Mayor,,,Bob DeVORE,14,1,13,0,,0
Jefferson,F155,Louisville Mayor,,,Lisa M. Holliday HARRIS,3,0,3,0,,0
Jefferson,F155,Louisville Mayor,,,Matthew Solomon BAILEY,2,1,1,0,,0
Jefferson,F155,Louisville Mayor,,,"S. ""The D"" DATTILO",1,0,1,0,,0
Jefferson,F155,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,24,6,16,2,,0
Jefferson,F155,Louisville Metro Council District 17,17,,Merideth BOOTH,14,3,11,0,,0
Jefferson,F155,Louisville Metro Council District 17,17,,Markus WINKLER,193,17,173,3,,0
Jefferson,F155,Louisville Metro Council District 17,17,,Nancy-Lynne WALTERS,64,5,57,2,,0
Jefferson,F158,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,5,0,4,1,,0
Jefferson,F158,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,F158,U.S. Senate,,Republican,Daniel CAMERON,49,5,44,0,,0
Jefferson,F158,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,,0
Jefferson,F158,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,0,3,0,,0
Jefferson,F158,U.S. Senate,,Republican,George WASHINGTON,2,2,0,0,,0
Jefferson,F158,U.S. Senate,,Republican,Michael James FARIS,2,0,2,0,,0
Jefferson,F158,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,F158,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,F158,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,,0
Jefferson,F158,U.S. Senate,,Republican,Andy BARR,92,14,77,1,,0
Jefferson,F158,U.S. House,3,Republican,David Joseph NICHTER,31,0,31,0,,0
Jefferson,F158,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,70,18,51,1,,0
Jefferson,F158,U.S. House,3,Republican,Daniel COBBLE,17,1,15,1,,0
Jefferson,F158,U.S. House,3,Republican,Donald PAY,17,1,16,0,,0
Jefferson,F158,State Senate,36,Republican,David J. FARLEY,25,2,23,0,,0
Jefferson,F158,State Senate,36,Republican,Julie Raque ADAMS,127,20,105,2,,0
Jefferson,F158,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,F158,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,F158,U.S. Senate,,Democratic,Amy McGRATH,58,6,51,1,,0
Jefferson,F158,U.S. Senate,,Democratic,Pamela STEVENSON,6,0,6,0,,0
Jefferson,F158,U.S. Senate,,Democratic,Logan FORSYTHE,6,1,5,0,,0
Jefferson,F158,U.S. Senate,,Democratic,Charles BOOKER,104,9,92,3,,0
Jefferson,F158,U.S. Senate,,Democratic,Dale Lewis ROMANS,10,0,10,0,,0
Jefferson,F158,State Senate,36,Democratic,Luke WHITEHEAD,75,2,71,2,,0
Jefferson,F158,State Senate,36,Democratic,Sarah Cole McINTOSH,103,12,89,2,,0
Jefferson,F158,State Representative,33,Democratic,Tarah Combs LeBLANC,65,3,59,3,,0
Jefferson,F158,State Representative,33,Democratic,Jennifer HARDIN,112,12,99,1,,0
Jefferson,F158,County Attorney,,Democratic,Sarah MARTIN,156,14,138,4,,0
Jefferson,F158,County Attorney,,Democratic,Karl PRICE,21,2,19,0,,0
Jefferson,F158,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",48,5,42,1,,0
Jefferson,F158,County Clerk,,Democratic,David YATES,130,11,116,3,,0
Jefferson,F158,Sheriff,,Democratic,Richard BREEN,52,7,43,2,,0
Jefferson,F158,Sheriff,,Democratic,Steve HEALEY,64,4,59,1,,0
Jefferson,F158,Sheriff,,Democratic,Stephen YANCEY,58,4,53,1,,0
Jefferson,F158,Louisville Mayor,,,Jody HURT,9,0,9,0,,0
Jefferson,F158,Louisville Mayor,,,Douglas LATTIMORE,11,0,11,0,,0
Jefferson,F158,Louisville Mayor,,,Craig GREENBERG,178,21,151,6,,0
Jefferson,F158,Louisville Mayor,,,Tina BURNELL,49,13,36,0,,0
Jefferson,F158,Louisville Mayor,,,Bob DeVORE,18,1,17,0,,0
Jefferson,F158,Louisville Mayor,,,Lisa M. Holliday HARRIS,5,1,3,1,,0
Jefferson,F158,Louisville Mayor,,,Matthew Solomon BAILEY,3,0,3,0,,0
Jefferson,F158,Louisville Mayor,,,"S. ""The D"" DATTILO",2,0,2,0,,0
Jefferson,F158,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,65,1,64,0,,0
Jefferson,F163,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,5,0,5,0,,0
Jefferson,F163,U.S. Senate,,Republican,Anissa CATLETT,4,1,2,1,,0
Jefferson,F163,U.S. Senate,,Republican,Daniel CAMERON,70,11,52,7,,0
Jefferson,F163,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,F163,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,F163,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,F163,U.S. Senate,,Republican,Michael James FARIS,3,1,2,0,,0
Jefferson,F163,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,F163,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,F163,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,F163,U.S. Senate,,Republican,Andy BARR,99,18,74,7,,0
Jefferson,F163,U.S. House,3,Republican,David Joseph NICHTER,29,5,21,3,,0
Jefferson,F163,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,84,18,59,7,,0
Jefferson,F163,U.S. House,3,Republican,Daniel COBBLE,20,2,16,2,,0
Jefferson,F163,U.S. House,3,Republican,Donald PAY,15,2,13,0,,0
Jefferson,F163,State Senate,36,Republican,David J. FARLEY,28,2,21,5,,0
Jefferson,F163,State Senate,36,Republican,Julie Raque ADAMS,151,28,113,10,,0
Jefferson,F163,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,F163,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,,0
Jefferson,F163,U.S. Senate,,Democratic,Amy McGRATH,108,21,76,11,,0
Jefferson,F163,U.S. Senate,,Democratic,Pamela STEVENSON,9,1,6,2,,0
Jefferson,F163,U.S. Senate,,Democratic,Logan FORSYTHE,2,1,1,0,,0
Jefferson,F163,U.S. Senate,,Democratic,Charles BOOKER,65,11,52,2,,0
Jefferson,F163,U.S. Senate,,Democratic,Dale Lewis ROMANS,14,2,10,2,,0
Jefferson,F163,State Senate,36,Democratic,Luke WHITEHEAD,69,15,50,4,,0
Jefferson,F163,State Senate,36,Democratic,Sarah Cole McINTOSH,111,17,83,11,,0
Jefferson,F163,State Representative,33,Democratic,Tarah Combs LeBLANC,63,9,47,7,,0
Jefferson,F163,State Representative,33,Democratic,Jennifer HARDIN,113,23,84,6,,0
Jefferson,F163,County Attorney,,Democratic,Sarah MARTIN,154,27,116,11,,0
Jefferson,F163,County Attorney,,Democratic,Karl PRICE,31,7,21,3,,0
Jefferson,F163,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",39,9,26,4,,0
Jefferson,F163,County Clerk,,Democratic,David YATES,151,26,115,10,,0
Jefferson,F163,Sheriff,,Democratic,Richard BREEN,68,12,53,3,,0
Jefferson,F163,Sheriff,,Democratic,Steve HEALEY,57,10,41,6,,0
Jefferson,F163,Sheriff,,Democratic,Stephen YANCEY,55,11,39,5,,0
Jefferson,F163,Louisville Mayor,,,Jody HURT,4,1,3,0,,0
Jefferson,F163,Louisville Mayor,,,Douglas LATTIMORE,14,1,11,2,,0
Jefferson,F163,Louisville Mayor,,,Craig GREENBERG,249,44,178,27,,0
Jefferson,F163,Louisville Mayor,,,Tina BURNELL,45,11,32,2,,0
Jefferson,F163,Louisville Mayor,,,Bob DeVORE,27,5,20,2,,0
Jefferson,F163,Louisville Mayor,,,Lisa M. Holliday HARRIS,10,0,9,1,,0
Jefferson,F163,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,2,0,,0
Jefferson,F163,Louisville Mayor,,,"S. ""The D"" DATTILO",3,0,3,0,,0
Jefferson,F163,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,32,3,29,0,,0
Jefferson,F164,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,F164,U.S. Senate,,Republican,Anissa CATLETT,4,0,4,0,,0
Jefferson,F164,U.S. Senate,,Republican,Daniel CAMERON,68,3,64,1,,0
Jefferson,F164,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,F164,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,F164,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,F164,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,F164,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,F164,U.S. Senate,,Republican,James D. DUNCAN,1,1,0,0,,0
Jefferson,F164,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,F164,U.S. Senate,,Republican,Andy BARR,104,8,96,0,,0
Jefferson,F164,U.S. House,3,Republican,David Joseph NICHTER,19,0,19,0,,0
Jefferson,F164,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,105,10,95,0,,0
Jefferson,F164,U.S. House,3,Republican,Daniel COBBLE,23,1,22,0,,0
Jefferson,F164,U.S. House,3,Republican,Donald PAY,9,1,7,1,,0
Jefferson,F164,State Senate,36,Republican,David J. FARLEY,19,0,19,0,,0
Jefferson,F164,State Senate,36,Republican,Julie Raque ADAMS,162,11,150,1,,0
Jefferson,F164,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,,0
Jefferson,F164,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,F164,U.S. Senate,,Democratic,Amy McGRATH,55,4,48,3,,0
Jefferson,F164,U.S. Senate,,Democratic,Pamela STEVENSON,6,0,5,1,,0
Jefferson,F164,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,,0
Jefferson,F164,U.S. Senate,,Democratic,Charles BOOKER,70,4,66,0,,0
Jefferson,F164,U.S. Senate,,Democratic,Dale Lewis ROMANS,22,2,18,2,,0
Jefferson,F164,State Senate,36,Democratic,Luke WHITEHEAD,62,1,60,1,,0
Jefferson,F164,State Senate,36,Democratic,Sarah Cole McINTOSH,84,8,72,4,,0
Jefferson,F164,State Representative,33,Democratic,Tarah Combs LeBLANC,53,3,47,3,,0
Jefferson,F164,State Representative,33,Democratic,Jennifer HARDIN,89,6,80,3,,0
Jefferson,F164,County Attorney,,Democratic,Sarah MARTIN,118,9,104,5,,0
Jefferson,F164,County Attorney,,Democratic,Karl PRICE,27,0,26,1,,0
Jefferson,F164,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",32,1,30,1,,0
Jefferson,F164,County Clerk,,Democratic,David YATES,118,8,105,5,,0
Jefferson,F164,Sheriff,,Democratic,Richard BREEN,50,4,46,0,,0
Jefferson,F164,Sheriff,,Democratic,Steve HEALEY,38,3,32,3,,0
Jefferson,F164,Sheriff,,Democratic,Stephen YANCEY,52,2,47,3,,0
Jefferson,F164,Louisville Mayor,,,Jody HURT,5,0,5,0,,0
Jefferson,F164,Louisville Mayor,,,Douglas LATTIMORE,4,0,4,0,,0
Jefferson,F164,Louisville Mayor,,,Craig GREENBERG,220,18,196,6,,0
Jefferson,F164,Louisville Mayor,,,Tina BURNELL,43,3,40,0,,0
Jefferson,F164,Louisville Mayor,,,Bob DeVORE,19,2,17,0,,0
Jefferson,F164,Louisville Mayor,,,Lisa M. Holliday HARRIS,9,1,8,0,,0
Jefferson,F164,Louisville Mayor,,,Matthew Solomon BAILEY,5,0,5,0,,0
Jefferson,F164,Louisville Mayor,,,"S. ""The D"" DATTILO",4,0,4,0,,0
Jefferson,F164,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,30,0,29,1,,0
Jefferson,F167,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,F167,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,F167,U.S. Senate,,Republican,Daniel CAMERON,23,1,22,0,,0
Jefferson,F167,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,F167,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,F167,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,F167,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,F167,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,F167,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,F167,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,F167,U.S. Senate,,Republican,Andy BARR,38,9,29,0,,0
Jefferson,F167,U.S. House,3,Republican,David Joseph NICHTER,13,3,10,0,,0
Jefferson,F167,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,27,3,24,0,,0
Jefferson,F167,U.S. House,3,Republican,Daniel COBBLE,6,1,5,0,,0
Jefferson,F167,U.S. House,3,Republican,Donald PAY,9,2,7,0,,0
Jefferson,F167,State Senate,36,Republican,David J. FARLEY,12,1,11,0,,0
Jefferson,F167,State Senate,36,Republican,Julie Raque ADAMS,50,9,41,0,,0
Jefferson,F167,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,1,1,,0
Jefferson,F167,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,F167,U.S. Senate,,Democratic,Amy McGRATH,36,11,23,2,,0
Jefferson,F167,U.S. Senate,,Democratic,Pamela STEVENSON,10,3,7,0,,0
Jefferson,F167,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,F167,U.S. Senate,,Democratic,Charles BOOKER,114,22,90,2,,0
Jefferson,F167,U.S. Senate,,Democratic,Dale Lewis ROMANS,9,2,6,1,,0
Jefferson,F167,State Senate,36,Democratic,Luke WHITEHEAD,89,20,66,3,,0
Jefferson,F167,State Senate,36,Democratic,Sarah Cole McINTOSH,80,19,58,3,,0
Jefferson,F167,State Representative,33,Democratic,Tarah Combs LeBLANC,67,11,55,1,,0
Jefferson,F167,State Representative,33,Democratic,Jennifer HARDIN,96,26,65,5,,0
Jefferson,F167,County Attorney,,Democratic,Sarah MARTIN,122,28,89,5,,0
Jefferson,F167,County Attorney,,Democratic,Karl PRICE,44,11,32,1,,0
Jefferson,F167,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",77,12,61,4,,0
Jefferson,F167,County Clerk,,Democratic,David YATES,94,26,66,2,,0
Jefferson,F167,Sheriff,,Democratic,Richard BREEN,36,6,29,1,,0
Jefferson,F167,Sheriff,,Democratic,Steve HEALEY,48,11,37,0,,0
Jefferson,F167,Sheriff,,Democratic,Stephen YANCEY,83,21,60,2,,0
Jefferson,F167,Louisville Mayor,,,Jody HURT,7,0,7,0,,0
Jefferson,F167,Louisville Mayor,,,Douglas LATTIMORE,2,0,2,0,,0
Jefferson,F167,Louisville Mayor,,,Craig GREENBERG,128,34,90,4,,0
Jefferson,F167,Louisville Mayor,,,Tina BURNELL,19,1,18,0,,0
Jefferson,F167,Louisville Mayor,,,Bob DeVORE,14,3,11,0,,0
Jefferson,F167,Louisville Mayor,,,Lisa M. Holliday HARRIS,9,2,7,0,,0
Jefferson,F167,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,F167,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,F167,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,68,9,58,1,,0
Jefferson,F167,Louisville Metro Council District 17,17,,Merideth BOOTH,59,4,52,3,,0
Jefferson,F167,Louisville Metro Council District 17,17,,Markus WINKLER,136,39,96,1,,0
Jefferson,F167,Louisville Metro Council District 17,17,,Nancy-Lynne WALTERS,43,5,37,1,,0
Jefferson,F169,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,F169,U.S. Senate,,Republican,Anissa CATLETT,3,0,3,0,,0
Jefferson,F169,U.S. Senate,,Republican,Daniel CAMERON,27,5,22,0,,0
Jefferson,F169,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,F169,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,F169,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,F169,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,F169,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,F169,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,F169,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,,0
Jefferson,F169,U.S. Senate,,Republican,Andy BARR,27,2,25,0,,0
Jefferson,F169,U.S. House,3,Republican,David Joseph NICHTER,8,1,7,0,,0
Jefferson,F169,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,20,2,18,0,,0
Jefferson,F169,U.S. House,3,Republican,Daniel COBBLE,9,2,7,0,,0
Jefferson,F169,U.S. House,3,Republican,Donald PAY,5,1,4,0,,0
Jefferson,F169,State Senate,36,Republican,David J. FARLEY,16,2,14,0,,0
Jefferson,F169,State Senate,36,Republican,Julie Raque ADAMS,40,5,35,0,,0
Jefferson,F169,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,F169,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,F169,U.S. Senate,,Democratic,Amy McGRATH,41,5,36,0,,0
Jefferson,F169,U.S. Senate,,Democratic,Pamela STEVENSON,2,0,2,0,,0
Jefferson,F169,U.S. Senate,,Democratic,Logan FORSYTHE,3,0,3,0,,0
Jefferson,F169,U.S. Senate,,Democratic,Charles BOOKER,51,7,44,0,,0
Jefferson,F169,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,0,3,0,,0
Jefferson,F169,State Senate,36,Democratic,Luke WHITEHEAD,52,5,47,0,,0
Jefferson,F169,State Senate,36,Democratic,Sarah Cole McINTOSH,45,7,38,0,,0
Jefferson,F169,State Representative,33,Democratic,Tarah Combs LeBLANC,21,2,19,0,,0
Jefferson,F169,State Representative,33,Democratic,Jennifer HARDIN,72,10,62,0,,0
Jefferson,F169,County Attorney,,Democratic,Sarah MARTIN,83,9,74,0,,0
Jefferson,F169,County Attorney,,Democratic,Karl PRICE,17,3,14,0,,0
Jefferson,F169,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",24,2,22,0,,0
Jefferson,F169,County Clerk,,Democratic,David YATES,76,10,66,0,,0
Jefferson,F169,Sheriff,,Democratic,Richard BREEN,25,0,25,0,,0
Jefferson,F169,Sheriff,,Democratic,Steve HEALEY,32,6,26,0,,0
Jefferson,F169,Sheriff,,Democratic,Stephen YANCEY,40,4,36,0,,0
Jefferson,F169,Louisville Mayor,,,Jody HURT,2,0,2,0,,0
Jefferson,F169,Louisville Mayor,,,Douglas LATTIMORE,5,0,5,0,,0
Jefferson,F169,Louisville Mayor,,,Craig GREENBERG,97,13,84,0,,0
Jefferson,F169,Louisville Mayor,,,Tina BURNELL,17,3,14,0,,0
Jefferson,F169,Louisville Mayor,,,Bob DeVORE,5,2,3,0,,0
