county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Grayson,A102,U.S. Senate,,Republican,Anissa CATLETT,3,0,3,0,0
Grayson,A102,U.S. Senate,,Republican,A. Nick SHELLEY,2,0,2,0,0
Grayson,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,0,3,0,0
Grayson,A102,U.S. Senate,,Republican,Michael James FARIS,6,1,5,0,0
Grayson,A102,U.S. Senate,,Republican,Nate MORRIS,7,3,4,0,0
Grayson,A102,U.S. Senate,,Republican,Other Donald WENZEL,1,0,0,0,1
Grayson,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Grayson,A102,U.S. Senate,,Republican,George WASHINGTON,2,0,2,0,0
Grayson,A102,U.S. Senate,,Republican,Andy BARR,35,9,23,1,2
Grayson,A102,U.S. Senate,,Republican,Daniel CAMERON,41,9,31,1,0
Grayson,A102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Grayson,A102,U.S. Senate,,Republican,James D. DUNCAN,2,0,1,0,1
Grayson,A102,U.S. Senate,,,Under Votes,5,1,4,0,0
Grayson,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Grayson,A102,Ballots Cast,,,,133,,,,
Grayson,A102,U.S. House,2,Republican,"G. ""Shay"" PERRY-ADELMANN",7,0,7,0,0
Grayson,A102,U.S. House,2,Republican,S. Brett GUTHRIE,75,19,53,2,1
Grayson,A102,U.S. House,2,Republican,Joshua M. FERGUSON,13,2,9,0,2
Grayson,A102,U.S. House,2,,Under Votes,11,2,9,0,0
Grayson,A102,U.S. House,2,,Over Votes,1,0,0,0,1
Grayson,A102,County Clerk,,,Tonya KESSINGER,59,16,40,2,1
Grayson,A102,County Clerk,,,Stephanie BROOKS,42,7,33,0,2
Grayson,A102,County Clerk,,,Under Votes,5,0,5,0,0
Grayson,A102,County Clerk,,,Over Votes,1,0,0,0,1
Grayson,A102,Sheriff,,,"Billy ""Buck"" MEREDITH",60,12,46,0,2
Grayson,A102,Sheriff,,,"D. R. ""Sonny"" POTEET JR.",47,11,32,2,2
Grayson,A102,Sheriff,,,Under Votes,0,0,0,0,0
Grayson,A102,Sheriff,,,Over Votes,0,0,0,0,0
Grayson,A102,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,0
Grayson,A102,U.S. Senate,,Democratic,Amy McGRATH,18,7,6,2,3
Grayson,A102,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Grayson,A102,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Grayson,A102,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,1,0,0,0
Grayson,A102,U.S. Senate,,Democratic,Charles BOOKER,7,2,5,0,0
Grayson,A102,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,0
Grayson,A102,U.S. House,2,Democratic,David S. HATFIELD,7,3,2,0,2
Grayson,A102,U.S. House,2,Democratic,Megan WINGFIELD,13,3,9,1,0
Grayson,A102,U.S. House,2,Democratic,Hank LINDERMAN,4,2,0,1,1
Grayson,A102,U.S. House,2,Democratic,William Dakota COMPTON,2,2,0,0,0
Grayson,A103,U.S. Senate,,Republican,Anissa CATLETT,4,0,2,2,0
Grayson,A103,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Grayson,A103,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Grayson,A103,U.S. Senate,,Republican,Michael James FARIS,52,6,42,3,1
Grayson,A103,U.S. Senate,,Republican,Nate MORRIS,13,3,10,0,0
Grayson,A103,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Grayson,A103,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,5,1,4,0,0
Grayson,A103,U.S. Senate,,Republican,George WASHINGTON,11,0,10,1,0
Grayson,A103,U.S. Senate,,Republican,Andy BARR,201,17,180,4,0
Grayson,A103,U.S. Senate,,Republican,Daniel CAMERON,185,31,146,5,3
Grayson,A103,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Grayson,A103,U.S. Senate,,Republican,James D. DUNCAN,6,0,6,0,0
Grayson,A103,U.S. Senate,,,Under Votes,29,3,26,0,0
Grayson,A103,U.S. Senate,,,Over Votes,1,0,1,0,0
Grayson,A103,Ballots Cast,,,,583,,,,
Grayson,A103,U.S. House,2,Republican,"G. ""Shay"" PERRY-ADELMANN",28,4,24,0,0
Grayson,A103,U.S. House,2,Republican,S. Brett GUTHRIE,378,46,318,12,2
Grayson,A103,U.S. House,2,Republican,Joshua M. FERGUSON,49,6,39,2,2
Grayson,A103,U.S. House,2,,Under Votes,58,6,51,1,0
Grayson,A103,U.S. House,2,,Over Votes,1,0,1,0,0
Grayson,A103,County Clerk,,,Tonya KESSINGER,279,37,228,11,3
Grayson,A103,County Clerk,,,Stephanie BROOKS,202,22,175,4,1
Grayson,A103,County Clerk,,,Under Votes,25,2,23,0,0
Grayson,A103,County Clerk,,,Over Votes,0,0,0,0,0
Grayson,A103,Sheriff,,,"Billy ""Buck"" MEREDITH",402,41,343,14,4
Grayson,A103,Sheriff,,,"D. R. ""Sonny"" POTEET JR.",103,20,82,1,0
Grayson,A103,Sheriff,,,Under Votes,0,0,0,0,0
Grayson,A103,Sheriff,,,Over Votes,1,0,1,0,0
Grayson,A103,U.S. Senate,,Democratic,Logan FORSYTHE,4,0,3,1,0
Grayson,A103,U.S. Senate,,Democratic,Amy McGRATH,38,3,34,1,0
Grayson,A103,U.S. Senate,,Democratic,Dale Lewis ROMANS,5,1,4,0,0
Grayson,A103,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Grayson,A103,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,4,1,3,0,0
Grayson,A103,U.S. Senate,,Democratic,Charles BOOKER,18,2,15,1,0
Grayson,A103,U.S. Senate,,Democratic,Pamela STEVENSON,3,0,3,0,0
