county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Todd,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Todd,A101,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,0
Todd,A101,U.S. Senate,,Republican,George WASHINGTON,2,0,2,0,0
Todd,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,1,0,0,0
Todd,A101,U.S. Senate,,Republican,Andy BARR,44,3,40,0,1
Todd,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Todd,A101,U.S. Senate,,Republican,A. Nick SHELLEY,2,0,2,0,0
Todd,A101,U.S. Senate,,Republican,Daniel CAMERON,17,6,11,0,0
Todd,A101,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,0
Todd,A101,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,0
Todd,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Todd,A101,U.S. Senate,,,Under Votes,5,0,4,0,1
Todd,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Todd,A101,Ballots Cast,,,,124,,,,
Todd,A101,U.S. House,1,Republican,David SIMS,2,0,2,0,0
Todd,A101,U.S. House,1,Republican,Robert James SUTHERBY,2,0,2,0,0
Todd,A101,U.S. House,1,Republican,Penny ARCOS,7,1,6,0,0
Todd,A101,U.S. House,1,Republican,James R. COMER,60,9,50,0,1
Todd,A101,U.S. House,1,,Under Votes,9,0,8,0,1
Todd,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Todd,A101,County Judge/Executive,,,Todd MANSFIELD,67,10,55,0,2
Todd,A101,County Judge/Executive,,,Kent KNIGHT,12,0,12,0,0
Todd,A101,County Judge/Executive,,,Under Votes,1,0,1,0,0
Todd,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Todd,A101,Sheriff,,,Mitch FRAZIER,23,3,20,0,0
Todd,A101,Sheriff,,,Patrick TURNER,54,7,45,0,2
Todd,A101,Sheriff,,,Under Votes,3,0,3,0,0
Todd,A101,Sheriff,,,Over Votes,0,0,0,0,0
Todd,A101,Jailer,,,Jeff PENICK,48,7,40,0,1
Todd,A101,Jailer,,,Michael TRIMMER,23,2,20,0,1
Todd,A101,Jailer,,,Under Votes,9,1,8,0,0
Todd,A101,Jailer,,,Over Votes,0,0,0,0,0
Todd,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,8,0,8,0,0
Todd,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,6,1,5,0,0
Todd,A101,U.S. Senate,,Democratic,Charles BOOKER,9,0,9,0,0
Todd,A101,U.S. Senate,,Democratic,Pamela STEVENSON,3,0,3,0,0
Todd,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Todd,A101,U.S. Senate,,Democratic,Logan FORSYTHE,5,0,5,0,0
Todd,A101,U.S. Senate,,Democratic,Amy McGRATH,11,1,10,0,0
Todd,A101,U.S. Senate,,,Under Votes,1,0,1,0,0
Todd,A101,U.S. Senate,,,Over Votes,1,0,1,0,0
Todd,A102,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Todd,A102,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,0
Todd,A102,U.S. Senate,,Republican,George WASHINGTON,2,1,1,0,0
Todd,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Todd,A102,U.S. Senate,,Republican,Andy BARR,39,5,34,0,0
Todd,A102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Todd,A102,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Todd,A102,U.S. Senate,,Republican,Daniel CAMERON,19,1,18,0,0
Todd,A102,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,0
Todd,A102,U.S. Senate,,Republican,Michael James FARIS,2,0,2,0,0
Todd,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Todd,A102,U.S. Senate,,,Under Votes,4,0,4,0,0
Todd,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
