county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Marshall,A100,U.S. Senate,,Republican,Other Donald WENZEL,4,0,3,1,0
Marshall,A100,U.S. Senate,,Republican,James D. DUNCAN,12,0,11,1,0
Marshall,A100,U.S. Senate,,Republican,George WASHINGTON,22,2,20,0,0
Marshall,A100,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",15,1,14,0,0
Marshall,A100,U.S. Senate,,Republican,Andy BARR,863,133,718,10,2
Marshall,A100,U.S. Senate,,Republican,Nate MORRIS,38,3,34,1,0
Marshall,A100,U.S. Senate,,Republican,Jimmy I. LEON,2,0,2,0,0
Marshall,A100,U.S. Senate,,Republican,A. Nick SHELLEY,3,0,3,0,0
Marshall,A100,U.S. Senate,,Republican,Daniel CAMERON,453,91,361,1,0
Marshall,A100,U.S. Senate,,Republican,Anissa CATLETT,14,3,11,0,0
Marshall,A100,U.S. Senate,,Republican,Michael James FARIS,17,2,14,0,1
Marshall,A100,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,20,3,17,0,0
Marshall,A100,U.S. Senate,,,Under Votes,32,5,27,0,0
Marshall,A100,U.S. Senate,,,Over Votes,2,0,2,0,0
Marshall,A100,Ballots Cast,,,,2220,,,,
Marshall,A100,U.S. House,1,Republican,David SIMS,58,1,57,0,0
Marshall,A100,U.S. House,1,Republican,Robert James SUTHERBY,36,8,28,0,0
Marshall,A100,U.S. House,1,Republican,Penny ARCOS,53,4,49,0,0
Marshall,A100,U.S. House,1,Republican,James R. COMER,1287,222,1048,14,3
Marshall,A100,U.S. House,1,,Under Votes,63,8,55,0,0
Marshall,A100,U.S. House,1,,Over Votes,0,0,0,0,0
Marshall,A100,Sheriff,,,Matt A. HILBRECHT,891,159,721,9,2
Marshall,A100,Sheriff,,,Doug JORDAN,587,77,504,5,1
Marshall,A100,Sheriff,,,Under Votes,19,7,12,0,0
Marshall,A100,Sheriff,,,Over Votes,0,0,0,0,0
Marshall,A100,Jailer,,,Robert JOHNSON,448,85,357,5,1
Marshall,A100,Jailer,,,Patti BURTON,68,7,61,0,0
Marshall,A100,Jailer,,,Barry HOWELL,560,88,467,3,2
Marshall,A100,Jailer,,,Brian CANNON,392,60,326,6,0
Marshall,A100,Jailer,,,Under Votes,29,3,26,0,0
Marshall,A100,Jailer,,,Over Votes,0,0,0,0,0
Marshall,A100,County Commissioner 1st District,,,Eddie McGUIRE,984,182,792,9,1
Marshall,A100,County Commissioner 1st District,,,J. D. MOREHEAD,462,52,405,4,1
Marshall,A100,County Commissioner 1st District,,,Under Votes,51,9,40,1,1
Marshall,A100,County Commissioner 1st District,,,Over Votes,0,0,0,0,0
Marshall,A100,Coroner,,,Kenny PRATT,1004,180,812,10,2
Marshall,A100,Coroner,,,Meagan O'BRYAN,429,54,371,4,0
Marshall,A100,Coroner,,,Under Votes,63,9,53,0,1
Marshall,A100,Coroner,,,Over Votes,1,0,1,0,0
Marshall,A100,U.S. Senate,,Democratic,Joshua BLANTON SR.,32,2,28,2,0
Marshall,A100,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,17,3,14,0,0
Marshall,A100,U.S. Senate,,Democratic,Charles BOOKER,189,32,153,2,2
Marshall,A100,U.S. Senate,,Democratic,Pamela STEVENSON,41,10,30,1,0
Marshall,A100,U.S. Senate,,Democratic,Dale Lewis ROMANS,8,0,8,0,0
Marshall,A100,U.S. Senate,,Democratic,Logan FORSYTHE,73,8,64,0,1
Marshall,A100,U.S. Senate,,Democratic,Amy McGRATH,334,57,264,12,1
Marshall,A100,U.S. Senate,,,Under Votes,29,4,25,0,0
Marshall,A100,U.S. Senate,,,Over Votes,0,0,0,0,0
Marshall,B200,U.S. Senate,,Republican,Other Donald WENZEL,4,1,3,0,0
Marshall,B200,U.S. Senate,,Republican,James D. DUNCAN,21,4,17,0,0
Marshall,B200,U.S. Senate,,Republican,George WASHINGTON,21,1,19,0,1
Marshall,B200,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",7,0,7,0,0
Marshall,B200,U.S. Senate,,Republican,Andy BARR,903,137,748,11,7
Marshall,B200,U.S. Senate,,Republican,Nate MORRIS,34,7,25,2,0
Marshall,B200,U.S. Senate,,Republican,Jimmy I. LEON,4,0,4,0,0
