county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Metcalfe,A101,U.S. Senate,,Republican,Other Donald WENZEL,2,0,2,0,0
Metcalfe,A101,U.S. Senate,,Republican,James D. DUNCAN,2,0,2,0,0
Metcalfe,A101,U.S. Senate,,Republican,George WASHINGTON,9,5,4,0,0
Metcalfe,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,0,2,1,0
Metcalfe,A101,U.S. Senate,,Republican,Andy BARR,105,26,79,0,0
Metcalfe,A101,U.S. Senate,,Republican,Nate MORRIS,11,5,6,0,0
Metcalfe,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Metcalfe,A101,U.S. Senate,,Republican,A. Nick SHELLEY,2,0,2,0,0
Metcalfe,A101,U.S. Senate,,Republican,Daniel CAMERON,50,7,41,2,0
Metcalfe,A101,U.S. Senate,,Republican,Anissa CATLETT,5,0,3,2,0
Metcalfe,A101,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,0
Metcalfe,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,1,1,0,0
Metcalfe,A101,U.S. Senate,,,Under Votes,16,7,9,0,0
Metcalfe,A101,U.S. Senate,,,Over Votes,1,0,1,0,0
Metcalfe,A101,Ballots Cast,,,,426,,,,
Metcalfe,A101,U.S. House,1,Republican,David SIMS,13,2,10,1,0
Metcalfe,A101,U.S. House,1,Republican,Robert James SUTHERBY,5,3,2,0,0
Metcalfe,A101,U.S. House,1,Republican,Penny ARCOS,5,0,5,0,0
Metcalfe,A101,U.S. House,1,Republican,James R. COMER,172,40,128,4,0
Metcalfe,A101,U.S. House,1,,Under Votes,14,6,8,0,0
Metcalfe,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Metcalfe,A101,County Judge/Executive,,,Harold D. STILTS,61,17,41,3,0
Metcalfe,A101,County Judge/Executive,,,Daniel BRAGG,134,30,102,2,0
Metcalfe,A101,County Judge/Executive,,,Under Votes,14,4,10,0,0
Metcalfe,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Metcalfe,A101,Sheriff,,,Jarrod STEELE,78,21,56,1,0
Metcalfe,A101,Sheriff,,,Joshua Coy NEAL,125,29,92,4,0
Metcalfe,A101,Sheriff,,,Under Votes,6,1,5,0,0
Metcalfe,A101,Sheriff,,,Over Votes,0,0,0,0,0
Metcalfe,A101,Jailer,,,Randall SHIVE,144,35,105,4,0
Metcalfe,A101,Jailer,,,Jacob R. GLIDEWELL,56,14,41,1,0
Metcalfe,A101,Jailer,,,Under Votes,9,2,7,0,0
Metcalfe,A101,Jailer,,,Over Votes,0,0,0,0,0
Metcalfe,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,15,5,10,0,0
Metcalfe,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,7,2,5,0,0
Metcalfe,A101,U.S. Senate,,Democratic,Charles BOOKER,44,19,22,3,0
Metcalfe,A101,U.S. Senate,,Democratic,Pamela STEVENSON,6,1,5,0,0
Metcalfe,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,5,2,3,0,0
Metcalfe,A101,U.S. Senate,,Democratic,Logan FORSYTHE,3,3,0,0,0
Metcalfe,A101,U.S. Senate,,Democratic,Amy McGRATH,92,31,53,8,0
Metcalfe,A101,U.S. Senate,,,Under Votes,45,15,26,4,0
Metcalfe,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Metcalfe,A101,County Clerk,,,Shannon FIELDS,133,50,71,12,0
Metcalfe,A101,County Clerk,,,Amy B. WILSON,82,26,53,3,0
Metcalfe,A101,County Clerk,,,Under Votes,2,2,0,0,0
Metcalfe,A101,County Clerk,,,Over Votes,0,0,0,0,0
Metcalfe,A101,Magistrate,,,Christopher JESSEE,74,28,42,4,0
Metcalfe,A101,Magistrate,,,Dalton BRAGG,138,49,78,11,0
Metcalfe,A101,Magistrate,,,Under Votes,5,1,4,0,0
Metcalfe,A101,Magistrate,,,Over Votes,0,0,0,0,0
Metcalfe,A102,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Metcalfe,A102,U.S. Senate,,Republican,James D. DUNCAN,2,1,1,0,0
Metcalfe,A102,U.S. Senate,,Republican,George WASHINGTON,4,2,2,0,0
Metcalfe,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Metcalfe,A102,U.S. Senate,,Republican,Andy BARR,117,32,83,2,0
Metcalfe,A102,U.S. Senate,,Republican,Nate MORRIS,8,3,5,0,0
Metcalfe,A102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Metcalfe,A102,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Metcalfe,A102,U.S. Senate,,Republican,Daniel CAMERON,63,18,43,2,0
Metcalfe,A102,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,0
Metcalfe,A102,U.S. Senate,,Republican,Michael James FARIS,5,3,2,0,0
Metcalfe,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Metcalfe,A102,U.S. Senate,,,Under Votes,10,1,8,1,0
Metcalfe,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Metcalfe,A102,Ballots Cast,,,,406,,,,
Metcalfe,A102,U.S. House,1,Republican,David SIMS,11,3,8,0,0
Metcalfe,A102,U.S. House,1,Republican,Robert James SUTHERBY,3,2,1,0,0
Metcalfe,A102,U.S. House,1,Republican,Penny ARCOS,5,1,4,0,0
Metcalfe,A102,U.S. House,1,Republican,James R. COMER,182,53,124,5,0
Metcalfe,A102,U.S. House,1,,Under Votes,11,1,10,0,0
Metcalfe,A102,U.S. House,1,,Over Votes,0,0,0,0,0
Metcalfe,A102,County Judge/Executive,,,Harold D. STILTS,85,27,57,1,0
Metcalfe,A102,County Judge/Executive,,,Daniel BRAGG,120,31,85,4,0
Metcalfe,A102,County Judge/Executive,,,Under Votes,7,2,5,0,0
Metcalfe,A102,County Judge/Executive,,,Over Votes,0,0,0,0,0
Metcalfe,A102,Sheriff,,,Jarrod STEELE,109,34,75,0,0
Metcalfe,A102,Sheriff,,,Joshua Coy NEAL,95,26,64,5,0
Metcalfe,A102,Sheriff,,,Under Votes,8,0,8,0,0
Metcalfe,A102,Sheriff,,,Over Votes,0,0,0,0,0
Metcalfe,A102,Jailer,,,Randall SHIVE,149,41,105,3,0
Metcalfe,A102,Jailer,,,Jacob R. GLIDEWELL,60,19,39,2,0
Metcalfe,A102,Jailer,,,Under Votes,3,0,3,0,0
Metcalfe,A102,Jailer,,,Over Votes,0,0,0,0,0
Metcalfe,A102,Constable,,,Andrew PULLIAM,51,16,33,2,0
Metcalfe,A102,Constable,,,Josh COLE,125,31,92,2,0
Metcalfe,A102,Constable,,,Under Votes,36,13,22,1,0
Metcalfe,A102,Constable,,,Over Votes,0,0,0,0,0
Metcalfe,A102,U.S. Senate,,Democratic,Joshua BLANTON SR.,11,2,9,0,0
Metcalfe,A102,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,6,4,2,0,0
