county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Marion,A101,U.S. Senate,,Republican,Other Donald WENZEL,2,1,1,0,0
Marion,A101,U.S. Senate,,Republican,James D. DUNCAN,2,0,1,1,0
Marion,A101,U.S. Senate,,Republican,George WASHINGTON,3,1,2,0,0
Marion,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,1,2,0,0
Marion,A101,U.S. Senate,,Republican,Andy BARR,173,29,142,2,0
Marion,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Marion,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Marion,A101,U.S. Senate,,Republican,Daniel CAMERON,101,21,80,0,0
Marion,A101,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Marion,A101,U.S. Senate,,Republican,Michael James FARIS,3,0,3,0,0
Marion,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,3,1,2,0,0
Marion,A101,U.S. Senate,,,Under Votes,113,34,79,0,0
Marion,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Marion,A101,Ballots Cast,,,,908,,,,
Marion,A101,U.S. House,1,Republican,David SIMS,23,4,19,0,0
Marion,A101,U.S. House,1,Republican,Robert James SUTHERBY,7,1,6,0,0
Marion,A101,U.S. House,1,Republican,Penny ARCOS,4,2,2,0,0
Marion,A101,U.S. House,1,Republican,James R. COMER,258,50,205,3,0
Marion,A101,U.S. House,1,,Under Votes,30,6,24,0,0
Marion,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Marion,A101,State Senate,14,Republican,Peggy Brady SMITH,10,0,10,0,0
Marion,A101,State Senate,14,Republican,Brian BAYERS,0,0,0,0,0
Marion,A101,State Senate,14,Republican,James VICTERY,15,3,12,0,0
Marion,A101,State Senate,14,Republican,Ben MUDD,194,44,147,3,0
Marion,A101,State Senate,14,Republican,Stephen CARNEY,49,11,38,0,0
Marion,A101,State Senate,14,Republican,Dallas ROBINSON,38,5,33,0,0
Marion,A101,State Senate,14,Republican,Lynn SHELBURNE,6,0,6,0,0
Marion,A101,State Senate,14,,Under Votes,52,12,39,1,0
Marion,A101,State Senate,14,,Over Votes,2,1,1,0,0
Marion,A101,County Judge/Executive,,,Joe STRONG,185,35,149,1,0
Marion,A101,County Judge/Executive,,,Under Votes,63,11,52,0,0
Marion,A101,County Judge/Executive,,,Over Votes,1,0,1,0,0
Marion,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,24,5,16,3,0
Marion,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,27,6,21,0,0
Marion,A101,U.S. Senate,,Democratic,Charles BOOKER,153,40,110,3,0
Marion,A101,U.S. Senate,,Democratic,Pamela STEVENSON,24,3,20,1,0
Marion,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,27,8,19,0,0
Marion,A101,U.S. Senate,,Democratic,Logan FORSYTHE,8,2,6,0,0
Marion,A101,U.S. Senate,,Democratic,Amy McGRATH,231,71,154,6,0
Marion,A101,State Senate,14,Democratic,Carrie Gribbins TRUITT,443,124,308,11,0
