county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Owsley,A101,U.S. Senate,,Republican,Daniel CAMERON,24,7,15,2,0
Owsley,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Owsley,A101,U.S. Senate,,Republican,Andy BARR,120,23,81,14,2
Owsley,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Owsley,A101,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Owsley,A101,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Owsley,A101,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,0
Owsley,A101,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Owsley,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Owsley,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Owsley,A101,U.S. Senate,,Republican,George WASHINGTON,8,4,4,0,0
Owsley,A101,U.S. Senate,,,Under Votes,24,6,14,4,0
Owsley,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Owsley,A101,Ballots Cast,,,,203,,,,
Owsley,A101,U.S. House,5,Republican,Kevin SMITH,6,0,5,1,0
Owsley,A101,U.S. House,5,Republican,Benjamin HURLEY,2,1,1,0,0
Owsley,A101,U.S. House,5,Republican,Hal ROGERS,142,29,94,17,2
Owsley,A101,U.S. House,5,Republican,Jerry Lee SHELTON,5,1,4,0,0
Owsley,A101,U.S. House,5,Republican,Brandon R. MONHOLLEN,3,0,3,0,0
Owsley,A101,U.S. House,5,,Under Votes,22,9,12,1,0
Owsley,A101,U.S. House,5,,Over Votes,0,0,0,0,0
Owsley,A101,County Clerk,,,Rebecca FRYE,45,12,32,1,0
Owsley,A101,County Clerk,,,Austin McIntosh BOWLING,132,27,85,18,2
Owsley,A101,County Clerk,,,Under Votes,3,1,2,0,0
Owsley,A101,County Clerk,,,Over Votes,0,0,0,0,0
Owsley,A101,Sheriff,,,Brent LYNCH,24,9,12,3,0
Owsley,A101,Sheriff,,,Jason HOLLAN,8,2,6,0,0
Owsley,A101,Sheriff,,,Matthew WRIGHT,29,6,23,0,0
Owsley,A101,Sheriff,,,Claude HUDSON JR.,22,5,17,0,0
Owsley,A101,Sheriff,,,Tara CHADWELL,15,4,7,4,0
Owsley,A101,Sheriff,,,"Donald ""Ramey"" BEGLEY",15,0,15,0,0
Owsley,A101,Sheriff,,,Randy BURNS,15,8,7,0,0
Owsley,A101,Sheriff,,,"Donald ""Rob"" MORGAN",14,3,10,1,0
Owsley,A101,Sheriff,,,Matt SIZEMORE,10,3,6,1,0
Owsley,A101,Sheriff,,,Wallace THOMAS,28,0,16,10,2
Owsley,A101,Sheriff,,,Under Votes,0,0,0,0,0
Owsley,A101,Sheriff,,,Over Votes,0,0,0,0,0
Owsley,A101,Jailer,,,Scotty BARRETT,46,11,31,4,0
Owsley,A101,Jailer,,,Matthew BEGLEY,63,13,49,1,0
Owsley,A101,Jailer,,,Craig BOWMAN,31,8,14,9,0
Owsley,A101,Jailer,,,Roderick BINGHAM,21,4,12,3,2
Owsley,A101,Jailer,,,Under Votes,8,2,5,1,0
Owsley,A101,Jailer,,,Over Votes,0,0,0,0,0
Owsley,A101,Coroner,,,Donna Jo SHOUSE,24,4,18,2,0
Owsley,A101,Coroner,,,Cassie Smith MORGAN,125,27,81,15,2
Owsley,A101,Coroner,,,Kenzie PENDERGRASS,12,4,8,0,0
Owsley,A101,Coroner,,,Shannon RATLIFF,17,5,10,2,0
Owsley,A101,Coroner,,,Under Votes,2,0,2,0,0
Owsley,A101,Coroner,,,Over Votes,0,0,0,0,0
Owsley,A101,Magistrate,,,Carl SMITH,8,0,8,0,0
Owsley,A101,Magistrate,,,Jerry Lee SANDLIN,64,16,38,8,2
Owsley,A101,Magistrate,,,Brant HENSON,24,9,11,4,0
Owsley,A101,Magistrate,,,Gary HOBBS,39,4,32,3,0
Owsley,A101,Magistrate,,,Alan TAYLOR,45,11,30,4,0
Owsley,A101,Magistrate,,,Under Votes,0,0,0,0,0
Owsley,A101,Magistrate,,,Over Votes,0,0,0,0,0
Owsley,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,1,1,0
Owsley,A101,U.S. Senate,,Democratic,Amy McGRATH,6,1,4,1,0
Owsley,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Owsley,A101,U.S. Senate,,Democratic,Charles BOOKER,3,0,3,0,0
Owsley,A101,U.S. Senate,,Democratic,Pamela STEVENSON,2,0,2,0,0
Owsley,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,0,0,1
Owsley,A101,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,0
Owsley,A101,County Judge/Executive,,,Charlie COMBS,10,1,8,1,0
Owsley,A101,County Judge/Executive,,,Cale TURNER,13,1,7,4,1
Owsley,A101,County Judge/Executive,,,Under Votes,0,0,0,0,0
Owsley,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Owsley,A102,U.S. Senate,,Republican,Daniel CAMERON,25,6,15,3,1
Owsley,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,1,1,0
Owsley,A102,U.S. Senate,,Republican,Andy BARR,188,41,128,13,6
Owsley,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,1,1,0,0
Owsley,A102,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Owsley,A102,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Owsley,A102,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,0
Owsley,A102,U.S. Senate,,Republican,Anissa CATLETT,1,1,0,0,0
Owsley,A102,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Owsley,A102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Owsley,A102,U.S. Senate,,Republican,George WASHINGTON,2,0,2,0,0
Owsley,A102,U.S. Senate,,,Under Votes,31,10,18,1,2
Owsley,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Owsley,A102,Ballots Cast,,,,308,,,,
Owsley,A102,U.S. House,5,Republican,Kevin SMITH,25,5,19,1,0
Owsley,A102,U.S. House,5,Republican,Benjamin HURLEY,8,3,4,1,0
Owsley,A102,U.S. House,5,Republican,Hal ROGERS,186,39,123,18,6
Owsley,A102,U.S. House,5,Republican,Jerry Lee SHELTON,6,1,4,1,0
Owsley,A102,U.S. House,5,Republican,Brandon R. MONHOLLEN,5,1,4,0,0
Owsley,A102,U.S. House,5,,Under Votes,35,13,19,1,2
Owsley,A102,U.S. House,5,,Over Votes,0,0,0,0,0
Owsley,A102,County Clerk,,,Rebecca FRYE,67,23,36,7,1
Owsley,A102,County Clerk,,,Austin McIntosh BOWLING,189,38,130,14,7
Owsley,A102,County Clerk,,,Under Votes,9,1,7,1,0
Owsley,A102,County Clerk,,,Over Votes,0,0,0,0,0
Owsley,A102,Sheriff,,,Brent LYNCH,44,10,29,5,0
Owsley,A102,Sheriff,,,Jason HOLLAN,3,0,3,0,0
Owsley,A102,Sheriff,,,Matthew WRIGHT,28,8,19,0,1
Owsley,A102,Sheriff,,,Claude HUDSON JR.,50,7,40,3,0
Owsley,A102,Sheriff,,,Tara CHADWELL,20,4,15,0,1
Owsley,A102,Sheriff,,,"Donald ""Ramey"" BEGLEY",31,8,19,3,1
Owsley,A102,Sheriff,,,Randy BURNS,11,5,6,0,0
Owsley,A102,Sheriff,,,"Donald ""Rob"" MORGAN",17,4,7,5,1
Owsley,A102,Sheriff,,,Matt SIZEMORE,8,3,4,1,0
Owsley,A102,Sheriff,,,Wallace THOMAS,52,13,30,5,4
Owsley,A102,Sheriff,,,Under Votes,1,0,1,0,0
Owsley,A102,Sheriff,,,Over Votes,0,0,0,0,0
Owsley,A102,Jailer,,,Scotty BARRETT,53,18,31,2,2
Owsley,A102,Jailer,,,Matthew BEGLEY,86,16,61,8,1
Owsley,A102,Jailer,,,Craig BOWMAN,64,12,45,6,1
Owsley,A102,Jailer,,,Roderick BINGHAM,24,5,16,2,1
Owsley,A102,Jailer,,,Under Votes,12,3,8,1,0
Owsley,A102,Jailer,,,Over Votes,0,0,0,0,0
Owsley,A102,Coroner,,,Donna Jo SHOUSE,32,7,22,1,2
Owsley,A102,Coroner,,,Cassie Smith MORGAN,146,27,101,12,6
Owsley,A102,Coroner,,,Kenzie PENDERGRASS,42,12,26,4,0
Owsley,A102,Coroner,,,Shannon RATLIFF,36,13,18,5,0
Owsley,A102,Coroner,,,Under Votes,9,3,6,0,0
Owsley,A102,Coroner,,,Over Votes,0,0,0,0,0
Owsley,A102,Magistrate,,,Carl SMITH,6,4,2,0,0
Owsley,A102,Magistrate,,,Jerry Lee SANDLIN,93,24,58,8,3
Owsley,A102,Magistrate,,,Brant HENSON,40,9,27,0,4
Owsley,A102,Magistrate,,,Gary HOBBS,18,2,13,3,0
Owsley,A102,Magistrate,,,Alan TAYLOR,102,19,71,11,1
Owsley,A102,Magistrate,,,Under Votes,6,4,2,0,0
Owsley,A102,Magistrate,,,Over Votes,0,0,0,0,0
Owsley,A102,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,3,0,3,0,0
Owsley,A102,U.S. Senate,,Democratic,Amy McGRATH,16,1,12,3,0
Owsley,A102,U.S. Senate,,Democratic,Dale Lewis ROMANS,2,0,1,1,0
Owsley,A102,U.S. Senate,,Democratic,Charles BOOKER,10,1,8,1,0
Owsley,A102,U.S. Senate,,Democratic,Pamela STEVENSON,5,0,3,2,0
Owsley,A102,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,0
Owsley,A102,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,0
Owsley,A102,County Judge/Executive,,,Charlie COMBS,19,1,12,5,1
Owsley,A102,County Judge/Executive,,,Cale TURNER,22,1,19,2,0
Owsley,A102,County Judge/Executive,,,Under Votes,1,0,1,0,0
Owsley,A102,County Judge/Executive,,,Over Votes,1,0,1,0,0
Owsley,A103,U.S. Senate,,Republican,Daniel CAMERON,21,4,15,1,1
Owsley,A103,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Owsley,A103,U.S. Senate,,Republican,Andy BARR,76,15,49,11,1
Owsley,A103,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,0,1,2,0
Owsley,A103,U.S. Senate,,Republican,A. Nick SHELLEY,2,0,2,0,0
