county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Washington,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Washington,A101,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,0
Washington,A101,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,0
Washington,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Washington,A101,U.S. Senate,,Republican,Andy BARR,51,16,35,0,0
Washington,A101,U.S. Senate,,Republican,Nate MORRIS,7,2,5,0,0
Washington,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Washington,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Washington,A101,U.S. Senate,,Republican,Daniel CAMERON,50,11,39,0,0
Washington,A101,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Washington,A101,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,0
Washington,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Washington,A101,U.S. Senate,,,Under Votes,5,1,4,0,0
Washington,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Washington,A101,Ballots Cast,,,,168,,,,
Washington,A101,U.S. House,1,Republican,David SIMS,5,1,4,0,0
Washington,A101,U.S. House,1,Republican,Robert James SUTHERBY,5,1,4,0,0
Washington,A101,U.S. House,1,Republican,Penny ARCOS,3,1,2,0,0
Washington,A101,U.S. House,1,Republican,James R. COMER,91,25,66,0,0
Washington,A101,U.S. House,1,,Under Votes,13,2,11,0,0
Washington,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Washington,A101,State Senate,14,Republican,Peggy Brady SMITH,1,0,1,0,0
Washington,A101,State Senate,14,Republican,Brian BAYERS,3,2,1,0,0
Washington,A101,State Senate,14,Republican,James VICTERY,12,5,7,0,0
Washington,A101,State Senate,14,Republican,Ben MUDD,27,12,15,0,0
Washington,A101,State Senate,14,Republican,Stephen CARNEY,56,11,45,0,0
Washington,A101,State Senate,14,Republican,Dallas ROBINSON,11,0,11,0,0
Washington,A101,State Senate,14,Republican,Lynn SHELBURNE,4,0,4,0,0
Washington,A101,State Senate,14,,Under Votes,3,0,3,0,0
Washington,A101,State Senate,14,,Over Votes,0,0,0,0,0
Washington,A101,Magistrate,,,Devin HOOD,12,6,6,0,0
Washington,A101,Magistrate,,,Mike JONES,50,15,35,0,0
Washington,A101,Magistrate,,,Dallas D. LEWIS,52,7,45,0,0
Washington,A101,Magistrate,,,Under Votes,3,2,1,0,0
Washington,A101,Magistrate,,,Over Votes,0,0,0,0,0
Washington,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Washington,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,0
Washington,A101,U.S. Senate,,Democratic,Charles BOOKER,13,4,9,0,0
Washington,A101,U.S. Senate,,Democratic,Pamela STEVENSON,1,0,1,0,0
Washington,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,4,1,3,0,0
Washington,A101,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,0
Washington,A101,U.S. Senate,,Democratic,Amy McGRATH,30,10,19,1,0
Washington,A101,U.S. Senate,,,Under Votes,0,0,0,0,0
Washington,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Washington,A101,State Senate,14,Democratic,Carrie Gribbins TRUITT,37,11,25,1,0
Washington,A101,State Senate,14,Democratic,Malcolm W. JONES,11,2,9,0,0
Washington,A101,State Senate,14,,Under Votes,3,2,1,0,0
Washington,A101,State Senate,14,,Over Votes,0,0,0,0,0
Washington,A101,State Representative,55,Democratic,Katrina A. SEXTON,27,9,17,1,0
Washington,A101,State Representative,55,Democratic,Nathan SAUCEDO,19,4,15,0,0
Washington,A101,State Representative,55,,Under Votes,5,2,3,0,0
Washington,A101,State Representative,55,,Over Votes,0,0,0,0,0
Washington,A102,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Washington,A102,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,0
Washington,A102,U.S. Senate,,Republican,George WASHINGTON,2,1,1,0,0
Washington,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Washington,A102,U.S. Senate,,Republican,Andy BARR,115,17,98,0,0
Washington,A102,U.S. Senate,,Republican,Nate MORRIS,7,0,7,0,0
Washington,A102,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Washington,A102,U.S. Senate,,Republican,A. Nick SHELLEY,1,1,0,0,0
Washington,A102,U.S. Senate,,Republican,Daniel CAMERON,88,25,62,0,1
Washington,A102,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Washington,A102,U.S. Senate,,Republican,Michael James FARIS,3,2,1,0,0
Washington,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,2,0,0
Washington,A102,U.S. Senate,,,Under Votes,8,3,5,0,0
Washington,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Washington,A102,Ballots Cast,,,,271,,,,
Washington,A102,U.S. House,1,Republican,David SIMS,26,9,17,0,0
Washington,A102,U.S. House,1,Republican,Robert James SUTHERBY,10,1,9,0,0
Washington,A102,U.S. House,1,Republican,Penny ARCOS,4,1,3,0,0
Washington,A102,U.S. House,1,Republican,James R. COMER,158,31,126,0,1
Washington,A102,U.S. House,1,,Under Votes,31,7,24,0,0
Washington,A102,U.S. House,1,,Over Votes,0,0,0,0,0
Washington,A102,State Senate,14,Republican,Peggy Brady SMITH,5,0,5,0,0
Washington,A102,State Senate,14,Republican,Brian BAYERS,1,1,0,0,0
Washington,A102,State Senate,14,Republican,James VICTERY,5,0,5,0,0
Washington,A102,State Senate,14,Republican,Ben MUDD,40,8,32,0,0
Washington,A102,State Senate,14,Republican,Stephen CARNEY,113,18,94,0,1
Washington,A102,State Senate,14,Republican,Dallas ROBINSON,40,14,26,0,0
Washington,A102,State Senate,14,Republican,Lynn SHELBURNE,8,2,6,0,0
Washington,A102,State Senate,14,,Under Votes,17,6,11,0,0
Washington,A102,State Senate,14,,Over Votes,0,0,0,0,0
Washington,A102,Magistrate,,,Devin HOOD,21,2,19,0,0
Washington,A102,Magistrate,,,Mike JONES,25,0,25,0,0
Washington,A102,Magistrate,,,Dallas D. LEWIS,179,47,131,0,1
Washington,A102,Magistrate,,,Under Votes,4,0,4,0,0
Washington,A102,Magistrate,,,Over Votes,0,0,0,0,0
Washington,A102,U.S. Senate,,Democratic,Joshua BLANTON SR.,4,1,3,0,0
Washington,A102,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Washington,A102,U.S. Senate,,Democratic,Charles BOOKER,21,0,17,3,1
Washington,A102,U.S. Senate,,Democratic,Pamela STEVENSON,1,0,1,0,0
Washington,A102,U.S. Senate,,Democratic,Dale Lewis ROMANS,5,1,4,0,0
Washington,A102,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,0
Washington,A102,U.S. Senate,,Democratic,Amy McGRATH,7,0,6,1,0
Washington,A102,U.S. Senate,,,Under Votes,1,0,0,0,1
Washington,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Washington,A102,State Senate,14,Democratic,Carrie Gribbins TRUITT,22,2,18,2,0
Washington,A102,State Senate,14,Democratic,Malcolm W. JONES,16,0,14,2,0
Washington,A102,State Senate,14,,Under Votes,4,0,2,0,2
Washington,A102,State Senate,14,,Over Votes,0,0,0,0,0
Washington,A102,State Representative,55,Democratic,Katrina A. SEXTON,23,2,18,3,0
