county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Mason,A101,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Mason,A101,U.S. Senate,,Republican,Daniel CAMERON,16,5,9,2,0
Mason,A101,U.S. Senate,,Republican,Andy BARR,23,2,16,5,0
Mason,A101,U.S. Senate,,Republican,Anissa CATLETT,3,0,3,0,0
Mason,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Mason,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Mason,A101,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Mason,A101,U.S. Senate,,Republican,Michael James FARIS,4,2,1,1,0
Mason,A101,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Mason,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Mason,A101,U.S. Senate,,Republican,George WASHINGTON,2,0,1,1,0
Mason,A101,U.S. Senate,,,Under Votes,15,3,11,1,0
Mason,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Mason,A101,U.S. House,4,Republican,Thomas MASSIE,31,4,25,2,0
Mason,A101,U.S. House,4,Republican,Ed GALLREIN,24,5,14,5,0
Mason,A101,U.S. House,4,,Under Votes,43,15,24,4,0
Mason,A101,U.S. House,4,,Over Votes,0,0,0,0,0
Mason,A101,Ballots Cast,,,,212,,,,
Mason,A101,State Representative,70,Republican,Mike FISHER,19,2,13,4,0
Mason,A101,State Representative,70,Republican,Travis HUBER,33,6,24,3,0
Mason,A101,State Representative,70,,Under Votes,5,1,2,2,0
Mason,A101,State Representative,70,,Over Votes,0,0,0,0,0
Mason,A101,County Judge/Executive,,,Peggy S. FRAME,9,1,7,1,0
Mason,A101,County Judge/Executive,,,Eric BACH,26,5,14,7,0
Mason,A101,County Judge/Executive,,,S. Max MORAN,18,3,14,1,0
Mason,A101,County Judge/Executive,,,Under Votes,4,0,4,0,0
Mason,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Mason,A101,County Commissioner 1st District,,,Paula COKONOUGHER,18,1,15,2,0
Mason,A101,County Commissioner 1st District,,,Glenny RIGGS JR.,26,3,17,6,0
Mason,A101,County Commissioner 1st District,,,Under Votes,20,5,14,1,0
Mason,A101,County Commissioner 1st District,,,Over Votes,0,0,0,0,0
Mason,A101,County Commissioner 2nd District,,,Dwayne SHARP,14,1,11,2,0
Mason,A101,County Commissioner 2nd District,,,Jason C. SHEPPECK,32,6,20,6,0
Mason,A101,County Commissioner 2nd District,,,"Larry ""Speedy"" FETTERS",4,0,3,1,0
Mason,A101,County Commissioner 2nd District,,,Under Votes,23,4,18,1,0
Mason,A101,County Commissioner 2nd District,,,Over Votes,0,0,0,0,0
Mason,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,4,2,1,1,0
Mason,A101,U.S. Senate,,Democratic,Charles BOOKER,62,19,42,1,0
Mason,A101,U.S. Senate,,Democratic,Logan FORSYTHE,3,0,2,1,0
Mason,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,1,1,0
Mason,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Mason,A101,U.S. Senate,,Democratic,Pamela STEVENSON,5,2,3,0,0
Mason,A101,U.S. Senate,,Democratic,Amy McGRATH,55,19,35,1,0
Mason,A101,U.S. House,4,Democratic,Melissa Claire STRANGE,76,24,50,2,0
Mason,A101,U.S. House,4,Democratic,Jesse Russell BREWER,24,6,16,2,0
Mason,A101,County Commissioner 1st District,,,Noah Kaleb KALB,25,8,15,2,0
Mason,A101,County Commissioner 1st District,,,Rebecca CARTMELL,109,37,68,4,0
Mason,A101,County Commissioner 2nd District,,,Henry C. BOONE,62,21,37,4,0
Mason,A101,County Commissioner 2nd District,,,Janet Hauke GARRISON,63,22,40,1,0
Mason,A101,City Commissioners City OF Maysville,,,David IRWIN,44,10,29,5,0
Mason,A101,City Commissioners City OF Maysville,,,John T. MENG,58,9,45,4,0
Mason,A101,City Commissioners City OF Maysville,,,Rick LAWRENCE,32,5,25,2,0
Mason,A101,City Commissioners City OF Maysville,,,Kirby BENNETT,78,25,48,5,0
Mason,A101,City Commissioners City OF Maysville,,,Tommy MARSHALL JR.,35,8,24,3,0
Mason,A101,City Commissioners City OF Maysville,,,Steve CHANDLER,24,5,13,6,0
Mason,A101,City Commissioners City OF Maysville,,,Ann BRAMMER,68,20,45,3,0
Mason,A101,City Commissioners City OF Maysville,,,David C. DOYLE,41,14,19,8,0
Mason,A101,City Commissioners City OF Maysville,,,Victor C. McKAY,91,26,61,4,0
Mason,A101,City Commissioners City OF Maysville,,,Brey FOSTER,36,9,27,0,0
Mason,A101,City Commissioners City OF Maysville,,,David CARTMELL,71,24,40,7,0
Mason,A101,City Commissioners City OF Maysville,,,LaRon WASHINGTON,92,23,64,5,0
Mason,A101,City Commissioners City OF Maysville,,,Under Votes,178,58,112,8,0
Mason,A101,City Commissioners City OF Maysville,,,Over Votes,0,0,0,0,0
Mason,A103,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Mason,A103,U.S. Senate,,Republican,Daniel CAMERON,23,5,16,2,0
Mason,A103,U.S. Senate,,Republican,Andy BARR,62,18,44,0,0
Mason,A103,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,0
Mason,A103,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Mason,A103,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
