county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Breathitt,A101,U.S. Senate,,Republican,Daniel CAMERON,0,,,,
Breathitt,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,,,,
Breathitt,A101,U.S. Senate,,Republican,Andy BARR,4,,,,
Breathitt,A101,U.S. Senate,,Republican,Nate MORRIS,1,,,,
Breathitt,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,,,,
Breathitt,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,,,,
Breathitt,A101,U.S. Senate,,Republican,James D. DUNCAN,0,,,,
Breathitt,A101,U.S. Senate,,Republican,Michael James FARIS,3,,,,
Breathitt,A101,U.S. Senate,,Republican,Anissa CATLETT,0,,,,
Breathitt,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,,,,
Breathitt,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,,,,
Breathitt,A101,U.S. Senate,,Republican,George WASHINGTON,0,,,,
Breathitt,A101,U.S. House,5,Republican,Kevin SMITH,2,,,,
Breathitt,A101,U.S. House,5,Republican,Benjamin HURLEY,1,,,,
Breathitt,A101,U.S. House,5,Republican,Hal ROGERS,4,,,,
Breathitt,A101,U.S. House,5,Republican,Jerry Lee SHELTON,0,,,,
Breathitt,A101,U.S. House,5,Republican,Brandon R. MONHOLLEN,0,,,,
Breathitt,A101,State Senate,30,Republican,Brandon D. SMITH,2,,,,
Breathitt,A101,State Senate,30,Republican,Billy WESLEY,6,,,,
Breathitt,A101,County Judge/Executive,,Republican,Jeremy Keith SOUTHWOOD,5,,,,
Breathitt,A101,County Judge/Executive,,Republican,Tim SPENCER,3,,,,
Breathitt,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,5,,,,
Breathitt,A101,U.S. Senate,,Democratic,Amy McGRATH,21,,,,
Breathitt,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,,,,
Breathitt,A101,U.S. Senate,,Democratic,Charles BOOKER,20,,,,
Breathitt,A101,U.S. Senate,,Democratic,Pamela STEVENSON,3,,,,
Breathitt,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,5,,,,
Breathitt,A101,U.S. Senate,,Democratic,Logan FORSYTHE,3,,,,
Breathitt,A101,Property Valuation Administrator,,Democratic,Jeff D. ALLEN,43,,,,
Breathitt,A101,Property Valuation Administrator,,Democratic,Matthew Reeve HUDSON,27,,,,
Breathitt,A101,Property Valuation Administrator,,Democratic,David C. TURNER,3,,,,
Breathitt,A101,County Judge/Executive,,Democratic,Jeff NOBLE,26,,,,
