county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Henderson,A101,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Henderson,A101,U.S. Senate,,Republican,James D. DUNCAN,6,1,5,0,0
Henderson,A101,U.S. Senate,,Republican,George WASHINGTON,4,0,3,1,0
Henderson,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Henderson,A101,U.S. Senate,,Republican,Andy BARR,64,16,46,2,0
Henderson,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Henderson,A101,U.S. Senate,,Republican,A. Nick SHELLEY,2,0,2,0,0
Henderson,A101,U.S. Senate,,Republican,Daniel CAMERON,29,8,21,0,0
Henderson,A101,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Henderson,A101,U.S. Senate,,Republican,Michael James FARIS,8,1,7,0,0
Henderson,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,2,0,0
Henderson,A101,U.S. Senate,,,Under Votes,8,1,7,0,0
Henderson,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Henderson,A101,Ballots Cast,,,,219,,,,
Henderson,A101,U.S. House,1,Republican,David SIMS,5,1,4,0,0
Henderson,A101,U.S. House,1,Republican,Robert James SUTHERBY,5,2,3,0,0
Henderson,A101,U.S. House,1,Republican,Penny ARCOS,2,0,2,0,0
Henderson,A101,U.S. House,1,Republican,James R. COMER,103,23,77,3,0
Henderson,A101,U.S. House,1,,Under Votes,7,1,6,0,0
Henderson,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Henderson,A101,County Judge/Executive,,,Randall GREEN,7,2,4,1,0
Henderson,A101,County Judge/Executive,,,Brad SCHNEIDER,29,3,25,1,0
Henderson,A101,County Judge/Executive,,,Timothy R. DUNN,83,22,60,1,0
Henderson,A101,County Judge/Executive,,,Under Votes,11,3,8,0,0
Henderson,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Henderson,A101,Jailer,,,Eddie VAUGHT,46,10,34,2,0
Henderson,A101,Jailer,,,Anthony WILLETT,72,17,54,1,0
Henderson,A101,Jailer,,,Under Votes,4,0,4,0,0
Henderson,A101,Jailer,,,Over Votes,0,0,0,0,0
Henderson,A101,Coroner,,,Dewayne L. RENEER,60,17,41,2,0
Henderson,A101,Coroner,,,Shelia R. PATTERSON,56,10,45,1,0
Henderson,A101,Coroner,,,Under Votes,6,0,6,0,0
Henderson,A101,Coroner,,,Over Votes,0,0,0,0,0
Henderson,A101,Magistrate,,,J. R. STANLEY,75,22,50,3,0
Henderson,A101,Magistrate,,,Keith C. BERRY,41,5,36,0,0
Henderson,A101,Magistrate,,,Under Votes,6,0,6,0,0
Henderson,A101,Magistrate,,,Over Votes,0,0,0,0,0
Henderson,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,0
Henderson,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,4,1,3,0,0
Henderson,A101,U.S. Senate,,Democratic,Charles BOOKER,25,10,14,1,0
Henderson,A101,U.S. Senate,,Democratic,Pamela STEVENSON,4,1,3,0,0
Henderson,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,6,4,2,0,0
Henderson,A101,U.S. Senate,,Democratic,Logan FORSYTHE,2,1,1,0,0
Henderson,A101,U.S. Senate,,Democratic,Amy McGRATH,48,13,33,2,0
Henderson,A101,County Judge/Executive,,,Lisa Thompson MEYER,49,18,28,3,0
Henderson,A101,County Judge/Executive,,,"L. ""Les"" JENKINS-MACKEY",40,10,30,0,0
Henderson,A108,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Henderson,A108,U.S. Senate,,Republican,James D. DUNCAN,2,0,2,0,0
Henderson,A108,U.S. Senate,,Republican,George WASHINGTON,1,1,0,0,0
Henderson,A108,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",4,0,4,0,0
Henderson,A108,U.S. Senate,,Republican,Andy BARR,44,8,35,1,0
Henderson,A108,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Henderson,A108,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Henderson,A108,U.S. Senate,,Republican,Daniel CAMERON,18,2,16,0,0
Henderson,A108,U.S. Senate,,Republican,Anissa CATLETT,3,0,3,0,0
Henderson,A108,U.S. Senate,,Republican,Michael James FARIS,2,0,2,0,0
Henderson,A108,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Henderson,A108,U.S. Senate,,,Under Votes,10,3,7,0,0
Henderson,A108,U.S. Senate,,,Over Votes,0,0,0,0,0
Henderson,A108,Ballots Cast,,,,158,,,,
Henderson,A108,U.S. House,1,Republican,David SIMS,5,1,4,0,0
Henderson,A108,U.S. House,1,Republican,Robert James SUTHERBY,4,1,3,0,0
Henderson,A108,U.S. House,1,Republican,Penny ARCOS,3,2,1,0,0
Henderson,A108,U.S. House,1,Republican,James R. COMER,62,7,54,1,0
Henderson,A108,U.S. House,1,,Under Votes,7,1,6,0,0
Henderson,A108,U.S. House,1,,Over Votes,0,0,0,0,0
Henderson,A108,County Judge/Executive,,,Randall GREEN,9,2,7,0,0
Henderson,A108,County Judge/Executive,,,Brad SCHNEIDER,35,8,26,1,0
Henderson,A108,County Judge/Executive,,,Timothy R. DUNN,34,2,32,0,0
Henderson,A108,County Judge/Executive,,,Under Votes,13,2,11,0,0
Henderson,A108,County Judge/Executive,,,Over Votes,0,0,0,0,0
Henderson,A108,Jailer,,,Eddie VAUGHT,25,5,20,0,0
Henderson,A108,Jailer,,,Anthony WILLETT,47,6,40,1,0
Henderson,A108,Jailer,,,Under Votes,9,1,8,0,0
Henderson,A108,Jailer,,,Over Votes,0,0,0,0,0
Henderson,A108,Coroner,,,Dewayne L. RENEER,45,5,40,0,0
Henderson,A108,Coroner,,,Shelia R. PATTERSON,27,6,20,1,0
Henderson,A108,Coroner,,,Under Votes,9,1,8,0,0
Henderson,A108,Coroner,,,Over Votes,0,0,0,0,0
Henderson,A108,Magistrate,,,J. R. STANLEY,36,4,31,1,0
Henderson,A108,Magistrate,,,Keith C. BERRY,37,7,30,0,0
Henderson,A108,Magistrate,,,Under Votes,8,1,7,0,0
Henderson,A108,Magistrate,,,Over Votes,0,0,0,0,0
Henderson,A108,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,0
Henderson,A108,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Henderson,A108,U.S. Senate,,Democratic,Charles BOOKER,19,2,16,1,0
Henderson,A108,U.S. Senate,,Democratic,Pamela STEVENSON,3,2,1,0,0
Henderson,A108,U.S. Senate,,Democratic,Dale Lewis ROMANS,2,1,1,0,0
Henderson,A108,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,1,1,0
Henderson,A108,U.S. Senate,,Democratic,Amy McGRATH,39,10,29,0,0
Henderson,A108,County Judge/Executive,,,Lisa Thompson MEYER,26,6,19,1,0
Henderson,A108,County Judge/Executive,,,"L. ""Les"" JENKINS-MACKEY",37,9,27,1,0
Henderson,A108,City Commissioners City of Henderson,,,Adam L. BLYTHE,16,3,11,2,0
Henderson,A108,City Commissioners City of Henderson,,,Tré Michel PERKINS,25,6,17,2,0
Henderson,A108,City Commissioners City of Henderson,,,Robert N. PRUITT,38,6,29,3,0
Henderson,A108,City Commissioners City of Henderson,,,Isaac Michael CHURCH,36,7,29,0,0
Henderson,A108,City Commissioners City of Henderson,,,Chris THOMAS,30,7,23,0,0
Henderson,A108,City Commissioners City of Henderson,,,Tom WILLIAMS,31,8,23,0,0
Henderson,A108,City Commissioners City of Henderson,,,Kristie RANDOLPH,20,4,16,0,0
Henderson,A108,City Commissioners City of Henderson,,,Kelsey HARGIS,49,10,38,1,0
Henderson,A108,City Commissioners City of Henderson,,,"Nicholas ""Nick"" WHITT",43,11,29,3,0
Henderson,A108,City Commissioners City of Henderson,,,Cooper Wayne-Benson BECK,30,1,28,1,0
Henderson,A108,City Commissioners City of Henderson,,,Under Votes,110,17,93,0,0
Henderson,A108,City Commissioners City of Henderson,,,Over Votes,0,0,0,0,0
Henderson,A110,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Henderson,A110,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Henderson,A110,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,0
Henderson,A110,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Henderson,A110,U.S. Senate,,Republican,Andy BARR,95,18,74,3,0
Henderson,A110,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Henderson,A110,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Henderson,A110,U.S. Senate,,Republican,Daniel CAMERON,39,9,30,0,0
Henderson,A110,U.S. Senate,,Republican,Anissa CATLETT,2,0,2,0,0
Henderson,A110,U.S. Senate,,Republican,Michael James FARIS,6,1,5,0,0
Henderson,A110,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Henderson,A110,U.S. Senate,,,Under Votes,11,2,9,0,0
Henderson,A110,U.S. Senate,,,Over Votes,0,0,0,0,0
Henderson,A110,Ballots Cast,,,,273,,,,
Henderson,A110,U.S. House,1,Republican,David SIMS,9,0,9,0,0
Henderson,A110,U.S. House,1,Republican,Robert James SUTHERBY,6,2,4,0,0
Henderson,A110,U.S. House,1,Republican,Penny ARCOS,7,0,7,0,0
Henderson,A110,U.S. House,1,Republican,James R. COMER,130,29,98,3,0
Henderson,A110,U.S. House,1,,Under Votes,2,0,2,0,0
Henderson,A110,U.S. House,1,,Over Votes,0,0,0,0,0
Henderson,A110,County Judge/Executive,,,Randall GREEN,18,5,13,0,0
Henderson,A110,County Judge/Executive,,,Brad SCHNEIDER,84,19,64,1,0
Henderson,A110,County Judge/Executive,,,Timothy R. DUNN,50,7,41,2,0
Henderson,A110,County Judge/Executive,,,Under Votes,17,2,15,0,0
Henderson,A110,County Judge/Executive,,,Over Votes,0,0,0,0,0
Henderson,A110,Jailer,,,Eddie VAUGHT,48,10,38,0,0
Henderson,A110,Jailer,,,Anthony WILLETT,91,16,72,3,0
Henderson,A110,Jailer,,,Under Votes,15,5,10,0,0
Henderson,A110,Jailer,,,Over Votes,0,0,0,0,0
Henderson,A110,Coroner,,,Dewayne L. RENEER,67,13,52,2,0
Henderson,A110,Coroner,,,Shelia R. PATTERSON,79,16,62,1,0
Henderson,A110,Coroner,,,Under Votes,8,2,6,0,0
Henderson,A110,Coroner,,,Over Votes,0,0,0,0,0
Henderson,A110,Magistrate,,,J. R. STANLEY,75,12,61,2,0
Henderson,A110,Magistrate,,,Keith C. BERRY,73,18,54,1,0
Henderson,A110,Magistrate,,,Under Votes,6,1,5,0,0
Henderson,A110,Magistrate,,,Over Votes,0,0,0,0,0
Henderson,A110,U.S. Senate,,Democratic,Joshua BLANTON SR.,8,0,8,0,0
Henderson,A110,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,6,2,4,0,0
Henderson,A110,U.S. Senate,,Democratic,Charles BOOKER,39,15,24,0,0
Henderson,A110,U.S. Senate,,Democratic,Pamela STEVENSON,5,3,2,0,0
Henderson,A110,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,0,1,0,0
Henderson,A110,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,0
Henderson,A110,U.S. Senate,,Democratic,Amy McGRATH,47,18,26,3,0
Henderson,A110,County Judge/Executive,,,Lisa Thompson MEYER,50,19,29,2,0
Henderson,A110,County Judge/Executive,,,"L. ""Les"" JENKINS-MACKEY",52,19,32,1,0
Henderson,A110,City Commissioners City of Henderson,,,Adam L. BLYTHE,12,8,2,2,0
Henderson,A110,City Commissioners City of Henderson,,,Tré Michel PERKINS,14,3,11,0,0
Henderson,A110,City Commissioners City of Henderson,,,Robert N. PRUITT,24,7,16,1,0
Henderson,A110,City Commissioners City of Henderson,,,Isaac Michael CHURCH,22,2,17,3,0
Henderson,A110,City Commissioners City of Henderson,,,Chris THOMAS,26,5,18,3,0
Henderson,A110,City Commissioners City of Henderson,,,Tom WILLIAMS,22,3,16,3,0
Henderson,A110,City Commissioners City of Henderson,,,Kristie RANDOLPH,12,3,9,0,0
Henderson,A110,City Commissioners City of Henderson,,,Kelsey HARGIS,38,9,29,0,0
Henderson,A110,City Commissioners City of Henderson,,,"Nicholas ""Nick"" WHITT",30,7,23,0,0
Henderson,A110,City Commissioners City of Henderson,,,Cooper Wayne-Benson BECK,8,1,7,0,0
Henderson,A110,City Commissioners City of Henderson,,,Under Votes,28,4,24,0,0
Henderson,A110,City Commissioners City of Henderson,,,Over Votes,0,0,0,0,0
Henderson,A111,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Henderson,A111,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Henderson,A111,U.S. Senate,,Republican,George WASHINGTON,8,1,7,0,0
Henderson,A111,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,0
Henderson,A111,U.S. Senate,,Republican,Andy BARR,206,38,166,2,0
Henderson,A111,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Henderson,A111,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Henderson,A111,U.S. Senate,,Republican,Daniel CAMERON,88,14,71,1,2
Henderson,A111,U.S. Senate,,Republican,Anissa CATLETT,2,1,1,0,0
Henderson,A111,U.S. Senate,,Republican,Michael James FARIS,3,0,3,0,0
Henderson,A111,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Henderson,A111,U.S. Senate,,,Under Votes,33,7,25,1,0
Henderson,A111,U.S. Senate,,,Over Votes,0,0,0,0,0
Henderson,A111,Ballots Cast,,,,576,,,,
Henderson,A111,U.S. House,1,Republican,David SIMS,18,0,18,0,0
Henderson,A111,U.S. House,1,Republican,Robert James SUTHERBY,9,1,8,0,0
Henderson,A111,U.S. House,1,Republican,Penny ARCOS,10,0,10,0,0
Henderson,A111,U.S. House,1,Republican,James R. COMER,273,50,218,3,2
Henderson,A111,U.S. House,1,,Under Votes,19,5,14,0,0
Henderson,A111,U.S. House,1,,Over Votes,0,0,0,0,0
Henderson,A111,County Judge/Executive,,,Randall GREEN,22,0,21,1,0
Henderson,A111,County Judge/Executive,,,Brad SCHNEIDER,159,30,127,2,0
Henderson,A111,County Judge/Executive,,,Timothy R. DUNN,132,24,106,0,2
Henderson,A111,County Judge/Executive,,,Under Votes,40,8,32,0,0
Henderson,A111,County Judge/Executive,,,Over Votes,0,0,0,0,0
Henderson,A111,Jailer,,,Eddie VAUGHT,104,25,76,2,1
Henderson,A111,Jailer,,,Anthony WILLETT,202,30,170,1,1
Henderson,A111,Jailer,,,Under Votes,23,1,22,0,0
Henderson,A111,Jailer,,,Over Votes,0,0,0,0,0
Henderson,A111,Coroner,,,Dewayne L. RENEER,165,32,130,1,2
Henderson,A111,Coroner,,,Shelia R. PATTERSON,153,24,127,2,0
Henderson,A111,Coroner,,,Under Votes,11,0,11,0,0
Henderson,A111,Coroner,,,Over Votes,0,0,0,0,0
Henderson,A111,Magistrate,,,J. R. STANLEY,188,30,157,1,0
Henderson,A111,Magistrate,,,Keith C. BERRY,129,24,101,2,2
Henderson,A111,Magistrate,,,Under Votes,12,2,10,0,0
Henderson,A111,Magistrate,,,Over Votes,0,0,0,0,0
Henderson,A111,U.S. Senate,,Democratic,Joshua BLANTON SR.,17,2,15,0,0
Henderson,A111,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,7,0,7,0,0
Henderson,A111,U.S. Senate,,Democratic,Charles BOOKER,62,12,49,1,0
Henderson,A111,U.S. Senate,,Democratic,Pamela STEVENSON,10,1,9,0,0
Henderson,A111,U.S. Senate,,Democratic,Dale Lewis ROMANS,7,1,5,1,0
Henderson,A111,U.S. Senate,,Democratic,Logan FORSYTHE,8,4,4,0,0
Henderson,A111,U.S. Senate,,Democratic,Amy McGRATH,113,16,92,2,3
Henderson,A111,County Judge/Executive,,,Lisa Thompson MEYER,90,11,75,4,0
Henderson,A111,County Judge/Executive,,,"L. ""Les"" JENKINS-MACKEY",133,24,105,1,3
Henderson,A112,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Henderson,A112,U.S. Senate,,Republican,James D. DUNCAN,2,0,2,0,0
Henderson,A112,U.S. Senate,,Republican,George WASHINGTON,3,0,3,0,0
Henderson,A112,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,1,2,0,0
Henderson,A112,U.S. Senate,,Republican,Andy BARR,113,28,81,4,0
Henderson,A112,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Henderson,A112,U.S. Senate,,Republican,A. Nick SHELLEY,1,1,0,0,0
Henderson,A112,U.S. Senate,,Republican,Daniel CAMERON,52,17,34,1,0
Henderson,A112,U.S. Senate,,Republican,Anissa CATLETT,2,1,1,0,0
Henderson,A112,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,0
Henderson,A112,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Henderson,A112,U.S. Senate,,,Under Votes,30,9,20,1,0
Henderson,A112,U.S. Senate,,,Over Votes,0,0,0,0,0
Henderson,A112,Ballots Cast,,,,422,,,,
Henderson,A112,U.S. House,1,Republican,David SIMS,8,1,7,0,0
Henderson,A112,U.S. House,1,Republican,Robert James SUTHERBY,4,2,2,0,0
Henderson,A112,U.S. House,1,Republican,Penny ARCOS,6,1,5,0,0
Henderson,A112,U.S. House,1,Republican,James R. COMER,161,42,114,5,0
Henderson,A112,U.S. House,1,,Under Votes,13,5,8,0,0
Henderson,A112,U.S. House,1,,Over Votes,0,0,0,0,0
Henderson,A112,County Judge/Executive,,,Randall GREEN,15,4,11,0,0
Henderson,A112,County Judge/Executive,,,Brad SCHNEIDER,118,30,83,5,0
Henderson,A112,County Judge/Executive,,,Timothy R. DUNN,48,11,37,0,0
Henderson,A112,County Judge/Executive,,,Under Votes,42,20,21,1,0
Henderson,A112,County Judge/Executive,,,Over Votes,0,0,0,0,0
Henderson,A112,Jailer,,,Eddie VAUGHT,34,10,23,1,0
Henderson,A112,Jailer,,,Anthony WILLETT,131,36,91,4,0
Henderson,A112,Jailer,,,Under Votes,27,5,22,0,0
Henderson,A112,Jailer,,,Over Votes,0,0,0,0,0
Henderson,A112,Coroner,,,Dewayne L. RENEER,98,22,75,1,0
Henderson,A112,Coroner,,,Shelia R. PATTERSON,74,24,46,4,0
Henderson,A112,Coroner,,,Under Votes,20,5,15,0,0
Henderson,A112,Coroner,,,Over Votes,0,0,0,0,0
Henderson,A112,Magistrate,,,J. R. STANLEY,83,21,58,4,0
Henderson,A112,Magistrate,,,Keith C. BERRY,87,23,63,1,0
Henderson,A112,Magistrate,,,Under Votes,22,7,15,0,0
Henderson,A112,Magistrate,,,Over Votes,0,0,0,0,0
Henderson,A112,U.S. Senate,,Democratic,Joshua BLANTON SR.,6,5,1,0,0
Henderson,A112,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,0
Henderson,A112,U.S. Senate,,Democratic,Charles BOOKER,71,17,51,3,0
Henderson,A112,U.S. Senate,,Democratic,Pamela STEVENSON,11,4,7,0,0
Henderson,A112,U.S. Senate,,Democratic,Dale Lewis ROMANS,9,1,8,0,0
Henderson,A112,U.S. Senate,,Democratic,Logan FORSYTHE,5,2,2,1,0
Henderson,A112,U.S. Senate,,Democratic,Amy McGRATH,102,17,76,9,0
