county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Green,A101,U.S. Senate,,Republican,Anissa CATLETT,4,0,4,0,0
Green,A101,U.S. Senate,,Republican,A. Nick SHELLEY,2,0,2,0,0
Green,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,1,0,0,0
Green,A101,U.S. Senate,,Republican,Michael James FARIS,8,1,7,0,0
Green,A101,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Green,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,1,1,0,0
Green,A101,U.S. Senate,,Republican,George WASHINGTON,4,1,3,0,0
Green,A101,U.S. Senate,,Republican,Andy BARR,142,32,103,6,1
Green,A101,U.S. Senate,,Republican,Daniel CAMERON,94,14,78,1,1
Green,A101,U.S. Senate,,Republican,Jimmy I. LEON,2,0,1,1,0
Green,A101,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,0
Green,A101,U.S. Senate,,,Under Votes,16,5,9,2,0
Green,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Green,A101,U.S. House,2,Republican,"G. ""Shay"" PERRY-ADELMANN",6,2,4,0,0
Green,A101,U.S. House,2,Republican,S. Brett GUTHRIE,227,46,170,10,1
Green,A101,U.S. House,2,Republican,Joshua M. FERGUSON,26,4,22,0,0
Green,A101,U.S. House,2,,Under Votes,26,5,19,1,1
Green,A101,U.S. House,2,,Over Votes,0,0,0,0,0
Green,A101,Ballots Cast,,,,339,,,,
Green,A101,State Representative,24,Republican,Ryan Dale BIVENS,123,23,98,2,0
Green,A101,State Representative,24,Republican,Steven T. CAVEN,146,31,105,9,1
Green,A101,State Representative,24,,Under Votes,16,3,12,0,1
Green,A101,State Representative,24,,Over Votes,0,0,0,0,0
Green,A101,County Judge/Executive,,,James Daren BONTA,110,22,85,2,1
Green,A101,County Judge/Executive,,,John H. FRANK,169,35,124,9,1
Green,A101,County Judge/Executive,,,Under Votes,6,0,6,0,0
Green,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Green,A101,Constable,,,Albert Lee RAY,120,26,86,7,1
