county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Larue,A101,U.S. Senate,,Republican,Anissa CATLETT,4,2,2,0,0
Larue,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Larue,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Larue,A101,U.S. Senate,,Republican,Michael James FARIS,11,2,8,0,1
Larue,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Larue,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Larue,A101,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,0
Larue,A101,U.S. Senate,,Republican,Andy BARR,87,21,65,0,1
Larue,A101,U.S. Senate,,Republican,Daniel CAMERON,188,53,130,2,3
Larue,A101,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Larue,A101,U.S. Senate,,Republican,James D. DUNCAN,4,0,4,0,0
Larue,A101,U.S. Senate,,,Under Votes,7,4,2,0,1
Larue,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Larue,A101,U.S. House,2,Republican,"G. ""Shay"" PERRY-ADELMANN",6,0,6,0,0
Larue,A101,U.S. House,2,Republican,S. Brett GUTHRIE,272,71,193,3,5
Larue,A101,U.S. House,2,Republican,Joshua M. FERGUSON,23,5,18,0,0
Larue,A101,U.S. House,2,,Under Votes,24,8,14,1,1
Larue,A101,U.S. House,2,,Over Votes,0,0,0,0,0
Larue,A101,Ballots Cast,,,,455,,,,
Larue,A101,State Senate,14,Republican,Peggy Brady SMITH,4,2,2,0,0
Larue,A101,State Senate,14,Republican,Brian BAYERS,5,2,3,0,0
Larue,A101,State Senate,14,Republican,James VICTERY,57,14,42,0,1
Larue,A101,State Senate,14,Republican,Ben MUDD,94,23,70,1,0
Larue,A101,State Senate,14,Republican,Stephen CARNEY,8,1,7,0,0
Larue,A101,State Senate,14,Republican,Dallas ROBINSON,119,32,80,3,4
Larue,A101,State Senate,14,Republican,Lynn SHELBURNE,7,3,4,0,0
Larue,A101,State Senate,14,,Under Votes,31,8,22,0,1
Larue,A101,State Senate,14,,Over Votes,1,0,1,0,0
Larue,A101,State Representative,24,Republican,Ryan Dale BIVENS,253,55,190,2,6
Larue,A101,State Representative,24,Republican,Steven T. CAVEN,62,26,34,2,0
Larue,A101,State Representative,24,,Under Votes,5,3,2,0,0
Larue,A101,State Representative,24,,Over Votes,0,0,0,0,0
Larue,A101,Property Valuation Administrator,,,Chad PUYEAR,241,62,169,4,6
Larue,A101,Property Valuation Administrator,,,David DANGERFIELD,70,21,49,0,0
Larue,A101,Property Valuation Administrator,,,Under Votes,9,1,8,0,0
Larue,A101,Property Valuation Administrator,,,Over Votes,0,0,0,0,0
