county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Fayette,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Fayette,A101,U.S. Senate,,Republican,Anissa CATLETT,3,1,2,0,0
Fayette,A101,U.S. Senate,,Republican,Daniel CAMERON,8,1,6,1,0
Fayette,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Fayette,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Fayette,A101,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,0
Fayette,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Fayette,A101,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,0
Fayette,A101,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,0
Fayette,A101,U.S. Senate,,Republican,Andy BARR,23,1,21,1,0
Fayette,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,0,3,0,0
Fayette,A101,U.S. Senate,,,Under Votes,1,0,1,0,0
Fayette,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Fayette,A101,Ballots Cast,,,,129,,,,
Fayette,A101,U.S. House,6,Republican,Gregory George PLUCINSKI,4,0,4,0,0
Fayette,A101,U.S. House,6,Republican,Adam Perez ARQUETTE,0,0,0,0,0
Fayette,A101,U.S. House,6,Republican,Ralph ALVARADO,25,2,21,2,0
Fayette,A101,U.S. House,6,Republican,Steve SHANNON,2,0,2,0,0
Fayette,A101,U.S. House,6,Republican,Ryan DOTSON,7,1,6,0,0
Fayette,A101,U.S. House,6,,Under Votes,1,0,1,0,0
Fayette,A101,U.S. House,6,,Over Votes,0,0,0,0,0
Fayette,A101,U.S. Senate,,Democratic,Pamela STEVENSON,9,2,7,0,0
Fayette,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Fayette,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Fayette,A101,U.S. Senate,,Democratic,Charles BOOKER,45,3,38,4,0
Fayette,A101,U.S. Senate,,Democratic,Amy McGRATH,28,5,22,1,0
Fayette,A101,U.S. Senate,,Democratic,Logan FORSYTHE,4,0,4,0,0
Fayette,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Fayette,A101,U.S. Senate,,,Under Votes,0,0,0,0,0
Fayette,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Fayette,A101,U.S. House,6,Democratic,Harvey CARROLL JR.,2,0,2,0,0
Fayette,A101,U.S. House,6,Democratic,David KLOIBER,3,1,2,0,0
Fayette,A101,U.S. House,6,Democratic,Erin PETREY,18,1,17,0,0
Fayette,A101,U.S. House,6,Democratic,Cherlynn STEVENSON,30,1,25,4,0
Fayette,A101,U.S. House,6,Democratic,Jimmy Clifton AUSBROOKS,2,1,1,0,0
Fayette,A101,U.S. House,6,Democratic,Corey EDWARDS,4,1,3,0,0
Fayette,A101,U.S. House,6,Democratic,Zach DEMBO,25,4,20,1,0
Fayette,A101,U.S. House,6,,Under Votes,3,1,2,0,0
Fayette,A101,U.S. House,6,,Over Votes,0,0,0,0,0
Fayette,A101,County Judge/Executive,,,Mary Diane McCord HANNA,54,6,44,4,0
Fayette,A101,County Judge/Executive,,,Mike PICKARD,17,1,16,0,0
Fayette,A101,County Judge/Executive,,,Under Votes,16,3,12,1,0
Fayette,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Fayette,A101,County Commissioner District 1,1,,Perry Scott GIBSON,48,6,39,3,0
Fayette,A101,County Commissioner District 1,1,,Sean EBBITT,16,2,14,0,0
Fayette,A101,County Commissioner District 1,1,,Under Votes,23,2,19,2,0
Fayette,A101,County Commissioner District 1,1,,Over Votes,0,0,0,0,0
Fayette,A101,Constable,1,,Robert MILLER,26,1,25,0,0
Fayette,A101,Constable,1,,Michael A. BRUMLEY,40,7,30,3,0
Fayette,A101,Constable,1,,Under Votes,21,2,17,2,0
Fayette,A101,Constable,1,,Over Votes,0,0,0,0,0
Fayette,A101,District Judge 22nd Judicial District 2nd Division,2,,Shannon BROOKS,66,3,61,2,0
Fayette,A101,District Judge 22nd Judicial District 2nd Division,2,,Alex GARCIA,41,7,29,5,0
