county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Knox,A101,U.S. Senate,,Republican,Daniel CAMERON,132,25,100,7,
Knox,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,9,2,4,3,
Knox,A101,U.S. Senate,,Republican,Andy BARR,360,55,284,21,
Knox,A101,U.S. Senate,,Republican,Nate MORRIS,27,4,23,0,
Knox,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",4,0,4,0,
Knox,A101,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,
Knox,A101,U.S. Senate,,Republican,James D. DUNCAN,4,0,4,0,
Knox,A101,U.S. Senate,,Republican,Michael James FARIS,2,0,2,0,
Knox,A101,U.S. Senate,,Republican,Anissa CATLETT,3,0,1,2,
Knox,A101,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,
Knox,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,
Knox,A101,U.S. Senate,,Republican,George WASHINGTON,10,3,7,0,
Knox,A101,U.S. House,5,Republican,Kevin SMITH,56,6,45,5,
Knox,A101,U.S. House,5,Republican,Benjamin HURLEY,24,3,19,2,
Knox,A101,U.S. House,5,Republican,Hal ROGERS,448,80,343,25,
Knox,A101,U.S. House,5,Republican,Jerry Lee SHELTON,5,1,4,0,
Knox,A101,U.S. House,5,Republican,Brandon R. MONHOLLEN,16,3,12,1,
Knox,A101,County Judge/Executive,,Republican,Mike MITCHELL,120,9,106,5,
Knox,A101,County Judge/Executive,,Republican,Jeff KETCHAM,454,83,337,34,
Knox,A101,Sheriff,,Republican,Bobby JONES,353,60,265,28,
Knox,A101,Sheriff,,Republican,Mike SMITH,229,33,185,11,
Knox,A101,Jailer,,Republican,Steve MILLS,109,17,85,7,
Knox,A101,Jailer,,Republican,Jerry BAKER,46,6,38,2,
Knox,A101,Jailer,,Republican,Mary S. HAMMONS,281,58,203,20,
Knox,A101,Jailer,,Republican,Clyde TRENT JR.,136,10,116,10,
Knox,A101,Magistrate District 1,1,Republican,Jordan Scott DANIELS,73,8,62,3,
