county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Kenton,A101,U.S. Senate,,Republican,A. Nick SHELLEY,2,,,,
Kenton,A101,U.S. Senate,,Republican,Daniel CAMERON,40,,,,
Kenton,A101,U.S. Senate,,Republican,Andy BARR,97,,,,
Kenton,A101,U.S. Senate,,Republican,Anissa CATLETT,1,,,,
Kenton,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,,,,
Kenton,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,,,,
Kenton,A101,U.S. Senate,,Republican,Other Donald WENZEL,3,,,,
Kenton,A101,U.S. Senate,,Republican,Michael James FARIS,6,,,,
Kenton,A101,U.S. Senate,,Republican,Nate MORRIS (Withdrawn),9,,,,
Kenton,A101,U.S. Senate,,Republican,James D. DUNCAN,1,,,,
Kenton,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,,,,
Kenton,A101,U.S. Senate,,Republican,George WASHINGTON,2,,,,
Kenton,A101,U.S. House,4,Republican,Thomas MASSIE,92,,,,
Kenton,A101,U.S. House,4,Republican,Ed GALLREIN,89,,,,
Kenton,A101,Property Valuation Administrator,,Republican,Darlene M. PLUMMER,76,,,,
Kenton,A101,Property Valuation Administrator,,Republican,Chris REINERSMAN,64,,,,
Kenton,A101,Sheriff,,Republican,Jude HEHMAN,71,,,,
Kenton,A101,Sheriff,,Republican,Larry SHELTON,76,,,,
Kenton,A101,County Commissioner,2,Republican,Sherry GOODRIDGE,63,,,,
Kenton,A101,County Commissioner,2,Republican,Jeff NICELEY,70,,,,
Kenton,A101,County Commissioner,3,Republican,Rebecca RECKERS,54,,,,
Kenton,A101,County Commissioner,3,Republican,"Richard ""Scott"" KIMMICH",40,,,,
Kenton,A101,County Commissioner,3,Republican,Matthew James HAYDEN,50,,,,
Kenton,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,4,,,,
Kenton,A101,U.S. Senate,,Democratic,Charles BOOKER,146,,,,
Kenton,A101,U.S. Senate,,Democratic,Logan FORSYTHE,6,,,,
Kenton,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,3,,,,
Kenton,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,,,,
Kenton,A101,U.S. Senate,,Democratic,Pamela STEVENSON,18,,,,
Kenton,A101,U.S. Senate,,Democratic,Amy McGRATH,116,,,,
Kenton,A101,U.S. House,4,Democratic,Melissa Claire STRANGE,220,,,,
Kenton,A101,U.S. House,4,Democratic,Jesse Russell BREWER,57,,,,
Kenton,A101,County Commissioner,3,Democratic,Jordan T. BALDRIDGE,176,,,,
Kenton,A101,County Commissioner,3,Democratic,John BUSSE,90,,,,
Kenton,A102,U.S. Senate,,Republican,A. Nick SHELLEY,0,,,,
Kenton,A102,U.S. Senate,,Republican,Daniel CAMERON,33,,,,
Kenton,A102,U.S. Senate,,Republican,Andy BARR,55,,,,
Kenton,A102,U.S. Senate,,Republican,Anissa CATLETT,7,,,,
Kenton,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3,,,,
Kenton,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,,,,
Kenton,A102,U.S. Senate,,Republican,Other Donald WENZEL,1,,,,
Kenton,A102,U.S. Senate,,Republican,Michael James FARIS,3,,,,
Kenton,A102,U.S. Senate,,Republican,Nate MORRIS (Withdrawn),1,,,,
Kenton,A102,U.S. Senate,,Republican,James D. DUNCAN,0,,,,
Kenton,A102,U.S. Senate,,Republican,Jimmy I. LEON,0,,,,
Kenton,A102,U.S. Senate,,Republican,George WASHINGTON,6,,,,
Kenton,A102,U.S. House,4,Republican,Thomas MASSIE,76,,,,
Kenton,A102,U.S. House,4,Republican,Ed GALLREIN,44,,,,
Kenton,A102,Property Valuation Administrator,,Republican,Darlene M. PLUMMER,58,,,,
Kenton,A102,Property Valuation Administrator,,Republican,Chris REINERSMAN,37,,,,
Kenton,A102,Sheriff,,Republican,Jude HEHMAN,44,,,,
Kenton,A102,Sheriff,,Republican,Larry SHELTON,52,,,,
Kenton,A102,County Commissioner,2,Republican,Sherry GOODRIDGE,35,,,,
Kenton,A102,County Commissioner,2,Republican,Jeff NICELEY,54,,,,
Kenton,A102,County Commissioner,3,Republican,Rebecca RECKERS,39,,,,
Kenton,A102,County Commissioner,3,Republican,"Richard ""Scott"" KIMMICH",21,,,,
Kenton,A102,County Commissioner,3,Republican,Matthew James HAYDEN,31,,,,
Kenton,A102,U.S. Senate,,Democratic,Dale Lewis ROMANS,4,,,,
Kenton,A102,U.S. Senate,,Democratic,Charles BOOKER,226,,,,
Kenton,A102,U.S. Senate,,Democratic,Logan FORSYTHE,6,,,,
Kenton,A102,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,,,,
Kenton,A102,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,,,,
Kenton,A102,U.S. Senate,,Democratic,Pamela STEVENSON,16,,,,
Kenton,A102,U.S. Senate,,Democratic,Amy McGRATH,125,,,,
Kenton,A102,U.S. House,4,Democratic,Melissa Claire STRANGE,294,,,,
Kenton,A102,U.S. House,4,Democratic,Jesse Russell BREWER,54,,,,
Kenton,A102,County Commissioner,3,Democratic,Jordan T. BALDRIDGE,211,,,,
Kenton,A102,County Commissioner,3,Democratic,John BUSSE,109,,,,
Kenton,A103,U.S. Senate,,Republican,A. Nick SHELLEY,3,,,,
Kenton,A103,U.S. Senate,,Republican,Daniel CAMERON,15,,,,
Kenton,A103,U.S. Senate,,Republican,Andy BARR,50,,,,
Kenton,A103,U.S. Senate,,Republican,Anissa CATLETT,3,,,,
Kenton,A103,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,,,,
Kenton,A103,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,,,,
Kenton,A103,U.S. Senate,,Republican,Other Donald WENZEL,0,,,,
Kenton,A103,U.S. Senate,,Republican,Michael James FARIS,1,,,,
Kenton,A103,U.S. Senate,,Republican,Nate MORRIS (Withdrawn),3,,,,
Kenton,A103,U.S. Senate,,Republican,James D. DUNCAN,1,,,,
Kenton,A103,U.S. Senate,,Republican,Jimmy I. LEON,0,,,,
Kenton,A103,U.S. Senate,,Republican,George WASHINGTON,2,,,,
Kenton,A103,U.S. House,4,Republican,Thomas MASSIE,31,,,,
Kenton,A103,U.S. House,4,Republican,Ed GALLREIN,48,,,,
Kenton,A103,Property Valuation Administrator,,Republican,Darlene M. PLUMMER,48,,,,
Kenton,A103,Property Valuation Administrator,,Republican,Chris REINERSMAN,26,,,,
Kenton,A103,Sheriff,,Republican,Jude HEHMAN,39,,,,
Kenton,A103,Sheriff,,Republican,Larry SHELTON,29,,,,
Kenton,A103,County Commissioner,2,Republican,Sherry GOODRIDGE,31,,,,
Kenton,A103,County Commissioner,2,Republican,Jeff NICELEY,34,,,,
Kenton,A103,County Commissioner,3,Republican,Rebecca RECKERS,19,,,,
Kenton,A103,County Commissioner,3,Republican,"Richard ""Scott"" KIMMICH",31,,,,
Kenton,A103,County Commissioner,3,Republican,Matthew James HAYDEN,18,,,,
Kenton,A103,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,,,,
Kenton,A103,U.S. Senate,,Democratic,Charles BOOKER,32,,,,
Kenton,A103,U.S. Senate,,Democratic,Logan FORSYTHE,3,,,,
Kenton,A103,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,,,,
Kenton,A103,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,,,,
Kenton,A103,U.S. Senate,,Democratic,Pamela STEVENSON,6,,,,
Kenton,A103,U.S. Senate,,Democratic,Amy McGRATH,32,,,,
Kenton,A103,U.S. House,4,Democratic,Melissa Claire STRANGE,45,,,,
Kenton,A103,U.S. House,4,Democratic,Jesse Russell BREWER,22,,,,
Kenton,A103,County Commissioner,3,Democratic,Jordan T. BALDRIDGE,41,,,,
Kenton,A103,County Commissioner,3,Democratic,John BUSSE,22,,,,
Kenton,A104,U.S. Senate,,Republican,A. Nick SHELLEY,1,,,,
Kenton,A104,U.S. Senate,,Republican,Daniel CAMERON,15,,,,
Kenton,A104,U.S. Senate,,Republican,Andy BARR,22,,,,
Kenton,A104,U.S. Senate,,Republican,Anissa CATLETT,1,,,,
Kenton,A104,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,,,,
Kenton,A104,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,,,,
Kenton,A104,U.S. Senate,,Republican,Other Donald WENZEL,0,,,,
Kenton,A104,U.S. Senate,,Republican,Michael James FARIS,0,,,,
Kenton,A104,U.S. Senate,,Republican,Nate MORRIS (Withdrawn),1,,,,
Kenton,A104,U.S. Senate,,Republican,James D. DUNCAN,0,,,,
Kenton,A104,U.S. Senate,,Republican,Jimmy I. LEON,0,,,,
Kenton,A104,U.S. Senate,,Republican,George WASHINGTON,1,,,,
Kenton,A104,U.S. House,4,Republican,Thomas MASSIE,19,,,,
