county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Lewis,A100,U.S. Senate,,Republican,A. Nick SHELLEY,16,3,11,2,0
Lewis,A100,U.S. Senate,,Republican,Daniel CAMERON,161,4,150,3,4
Lewis,A100,U.S. Senate,,Republican,Andy BARR,461,32,421,7,1
Lewis,A100,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,0
Lewis,A100,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",9,1,8,0,0
Lewis,A100,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Lewis,A100,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Lewis,A100,U.S. Senate,,Republican,Michael James FARIS,14,1,13,0,0
Lewis,A100,U.S. Senate,,Republican,Nate MORRIS,31,2,28,1,0
Lewis,A100,U.S. Senate,,Republican,James D. DUNCAN,3,0,3,0,0
Lewis,A100,U.S. Senate,,Republican,Jimmy I. LEON,5,0,5,0,0
Lewis,A100,U.S. Senate,,Republican,George WASHINGTON,23,0,22,1,0
Lewis,A100,U.S. Senate,,,Under Votes,36,7,27,2,0
Lewis,A100,U.S. Senate,,,Over Votes,1,0,1,0,0
Lewis,A100,U.S. House,4,Republican,Thomas MASSIE,382,15,353,11,3
Lewis,A100,U.S. House,4,Republican,Ed GALLREIN,363,34,322,5,2
Lewis,A100,U.S. House,4,,Under Votes,17,1,16,0,0
Lewis,A100,U.S. House,4,,Over Votes,0,0,0,0,0
Lewis,A100,Ballots Cast,,,,813,,,,
Lewis,A100,County Judge/Executive,,,George SPARKS,434,27,390,14,3
Lewis,A100,County Judge/Executive,,,Jonathan RUGGLES,313,22,287,2,2
Lewis,A100,County Judge/Executive,,,Under Votes,15,1,14,0,0
Lewis,A100,County Judge/Executive,,,Over Votes,0,0,0,0,0
Lewis,A100,Jailer,,,Bryon Keith WALKER,603,36,550,13,4
Lewis,A100,Jailer,,,Pamela May SMITH,118,10,105,2,1
Lewis,A100,Jailer,,,Under Votes,41,4,36,1,0
Lewis,A100,Jailer,,,Over Votes,0,0,0,0,0
Lewis,A100,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Lewis,A100,U.S. Senate,,Democratic,Charles BOOKER,17,1,14,2,0
Lewis,A100,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,0
Lewis,A100,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Lewis,A100,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,0
Lewis,A100,U.S. Senate,,Democratic,Pamela STEVENSON,1,0,1,0,0
Lewis,A100,U.S. Senate,,Democratic,Amy McGRATH,27,3,24,0,0
Lewis,A100,U.S. Senate,,,Under Votes,4,0,4,0,0
Lewis,A100,U.S. Senate,,,Over Votes,0,0,0,0,0
Lewis,A100,U.S. House,4,Democratic,Melissa Claire STRANGE,35,3,30,2,0
Lewis,A100,U.S. House,4,Democratic,Jesse Russell BREWER,9,1,8,0,0
Lewis,A100,U.S. House,4,,Under Votes,7,0,7,0,0
Lewis,A100,U.S. House,4,,Over Votes,0,0,0,0,0
Lewis,B200,U.S. Senate,,Republican,A. Nick SHELLEY,9,1,8,0,0
Lewis,B200,U.S. Senate,,Republican,Daniel CAMERON,182,29,143,7,3
Lewis,B200,U.S. Senate,,Republican,Andy BARR,323,52,262,9,0
Lewis,B200,U.S. Senate,,Republican,Anissa CATLETT,5,1,4,0,0
Lewis,B200,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",10,0,10,0,0
Lewis,B200,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,2,0,0
Lewis,B200,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Lewis,B200,U.S. Senate,,Republican,Michael James FARIS,36,8,28,0,0
Lewis,B200,U.S. Senate,,Republican,Nate MORRIS,21,3,18,0,0
Lewis,B200,U.S. Senate,,Republican,James D. DUNCAN,9,3,6,0,0
Lewis,B200,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Lewis,B200,U.S. Senate,,Republican,George WASHINGTON,29,6,23,0,0
Lewis,B200,U.S. Senate,,,Under Votes,45,9,34,1,1
Lewis,B200,U.S. Senate,,,Over Votes,1,0,1,0,0
Lewis,B200,U.S. House,4,Republican,Thomas MASSIE,446,70,365,8,3
Lewis,B200,U.S. House,4,Republican,Ed GALLREIN,209,38,162,8,1
Lewis,B200,U.S. House,4,,Under Votes,19,4,14,1,0
Lewis,B200,U.S. House,4,,Over Votes,0,0,0,0,0
Lewis,B200,Ballots Cast,,,,718,,,,
Lewis,B200,County Judge/Executive,,,George SPARKS,322,62,248,11,1
Lewis,B200,County Judge/Executive,,,Jonathan RUGGLES,339,48,282,6,3
Lewis,B200,County Judge/Executive,,,Under Votes,13,2,11,0,0
Lewis,B200,County Judge/Executive,,,Over Votes,0,0,0,0,0
Lewis,B200,Jailer,,,Bryon Keith WALKER,454,85,351,14,4
Lewis,B200,Jailer,,,Pamela May SMITH,180,18,159,3,0
Lewis,B200,Jailer,,,Under Votes,40,9,31,0,0
Lewis,B200,Jailer,,,Over Votes,0,0,0,0,0
Lewis,B200,Magistrate,,,Paul Bruce SWEARINGEN,339,59,272,8,0
Lewis,B200,Magistrate,,,Joseph McCANN,315,50,254,8,3
Lewis,B200,Magistrate,,,Under Votes,20,3,15,1,1
Lewis,B200,Magistrate,,,Over Votes,0,0,0,0,0
Lewis,B200,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,0,0,1,0
Lewis,B200,U.S. Senate,,Democratic,Charles BOOKER,16,4,12,0,0
