county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Breckinridge,A101,U.S. Senate,,Republican,Anissa CATLETT,3,0,3,0,0
Breckinridge,A101,U.S. Senate,,Republican,A. Nick SHELLEY,3,1,2,0,0
Breckinridge,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",5,0,5,0,0
Breckinridge,A101,U.S. Senate,,Republican,Michael James FARIS,7,1,6,0,0
Breckinridge,A101,U.S. Senate,,Republican,Nate MORRIS,14,2,11,1,0
Breckinridge,A101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Breckinridge,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,3,0,2,0,1
Breckinridge,A101,U.S. Senate,,Republican,George WASHINGTON,6,1,5,0,0
Breckinridge,A101,U.S. Senate,,Republican,Andy BARR,181,56,121,3,1
Breckinridge,A101,U.S. Senate,,Republican,Daniel CAMERON,135,24,107,1,3
Breckinridge,A101,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Breckinridge,A101,U.S. Senate,,Republican,James D. DUNCAN,6,1,3,1,1
Breckinridge,A101,U.S. Senate,,,Under Votes,23,9,13,0,1
Breckinridge,A101,U.S. Senate,,,Over Votes,1,0,1,0,0
Breckinridge,A101,Ballots Cast,,,,517,,,,
Breckinridge,A101,U.S. House,2,Republican,"G. ""Shay"" PERRY-ADELMANN",14,0,14,0,0
Breckinridge,A101,U.S. House,2,Republican,S. Brett GUTHRIE,310,83,217,5,5
Breckinridge,A101,U.S. House,2,Republican,Joshua M. FERGUSON,31,0,30,1,0
Breckinridge,A101,U.S. House,2,,Under Votes,43,13,28,0,2
Breckinridge,A101,U.S. House,2,,Over Votes,0,0,0,0,0
Breckinridge,A101,State Representative,10,Republican,Josh CALLOWAY,234,62,167,4,1
Breckinridge,A101,State Representative,10,Republican,Julie CANTWELL,141,30,104,2,5
Breckinridge,A101,State Representative,10,,Under Votes,11,3,7,0,1
Breckinridge,A101,State Representative,10,,Over Votes,0,0,0,0,0
Breckinridge,A101,County Judge/Executive,,,Jesse Stephen CLARK,20,3,16,1,0
Breckinridge,A101,County Judge/Executive,,,Maurice D. LUCAS,149,44,102,3,0
Breckinridge,A101,County Judge/Executive,,,Kevin Bruce DRANE,55,12,42,0,1
Breckinridge,A101,County Judge/Executive,,,Shane BEAVIN,153,33,113,2,5
Breckinridge,A101,County Judge/Executive,,,Under Votes,7,3,3,0,1
Breckinridge,A101,County Judge/Executive,,,Over Votes,2,0,2,0,0
