county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee
Crittenden,A101,County Judge/Executive,,,Perry A. NEWCOM,100,29,69,1,1
Crittenden,A101,County Judge/Executive,,,Nathan RATLEY,31,6,24,0,1
Crittenden,A101,County Judge/Executive,,,Todd CAMPBELL,50,7,43,0,0
Crittenden,A101,County Judge/Executive,,,Under Votes,3,0,3,0,0
Crittenden,A101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Crittenden,A101,Sheriff,,,Evan Franklin HEAD,104,31,71,1,1
Crittenden,A101,Sheriff,,,Ray AGENT,79,11,67,0,1
Crittenden,A101,Sheriff,,,Under Votes,1,0,1,0,0
Crittenden,A101,Sheriff,,,Over Votes,0,0,0,0,0
Crittenden,A101,Jailer,,,Robert P. KIRK,116,25,90,1,0
Crittenden,A101,Jailer,,,Athena HAYES,65,15,48,0,2
Crittenden,A101,Jailer,,,Under Votes,3,2,1,0,0
Crittenden,A101,Jailer,,,Over Votes,0,0,0,0,0
Crittenden,A101,Ballots Cast,,,,232,,,,
Crittenden,A101,County Attorney,,,Chad Eric NELSON,106,25,80,1,0
Crittenden,A101,County Attorney,,,Bart FRAZER,75,16,57,0,2
Crittenden,A101,County Attorney,,,Under Votes,3,1,2,0,0
Crittenden,A101,County Attorney,,,Over Votes,0,0,0,0,0
Crittenden,A101,Magistrate,,,Rob HORACK,45,14,30,0,1
Crittenden,A101,Magistrate,,,Danny Allen FOWLER,132,27,103,1,1
Crittenden,A101,Magistrate,,,Under Votes,7,1,6,0,0
Crittenden,A101,Magistrate,,,Over Votes,0,0,0,0,0
Crittenden,A101,U.S. House,1,Republican,David SIMS,7,2,5,0,0
Crittenden,A101,U.S. House,1,Republican,Robert James SUTHERBY,3,0,3,0,0
Crittenden,A101,U.S. House,1,Republican,Penny ARCOS,6,1,5,0,0
Crittenden,A101,U.S. House,1,Republican,James R. COMER,151,38,110,1,2
Crittenden,A101,U.S. House,1,,Under Votes,17,1,16,0,0
Crittenden,A101,U.S. House,1,,Over Votes,0,0,0,0,0
Crittenden,A101,U.S. Senate,,Republican,Other Donald WENZEL,3,0,3,0,0
Crittenden,A101,U.S. Senate,,Republican,James D. DUNCAN,4,0,4,0,0
Crittenden,A101,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,0
Crittenden,A101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,0
Crittenden,A101,U.S. Senate,,Republican,Andy BARR,113,23,88,0,2
Crittenden,A101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Crittenden,A101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Crittenden,A101,U.S. Senate,,Republican,Daniel CAMERON,37,12,24,1,0
Crittenden,A101,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,0
Crittenden,A101,U.S. Senate,,Republican,Michael James FARIS,15,7,8,0,0
Crittenden,A101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Crittenden,A101,U.S. Senate,,,Under Votes,9,0,9,0,0
Crittenden,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Crittenden,A101,U.S. Senate,,Democratic,Joshua BLANTON SR.,4,1,3,0,0
Crittenden,A101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,0
Crittenden,A101,U.S. Senate,,Democratic,Charles BOOKER,12,4,7,1,0
Crittenden,A101,U.S. Senate,,Democratic,Pamela STEVENSON,7,1,6,0,0
Crittenden,A101,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Crittenden,A101,U.S. Senate,,Democratic,Logan FORSYTHE,3,0,3,0,0
Crittenden,A101,U.S. Senate,,Democratic,Amy McGRATH,20,6,14,0,0
Crittenden,A101,U.S. Senate,,,Under Votes,0,0,0,0,0
Crittenden,A101,U.S. Senate,,,Over Votes,0,0,0,0,0
Crittenden,A102,County Judge/Executive,,,Perry A. NEWCOM,22,6,16,0,0
Crittenden,A102,County Judge/Executive,,,Nathan RATLEY,15,5,10,0,0
Crittenden,A102,County Judge/Executive,,,Todd CAMPBELL,30,12,18,0,0
Crittenden,A102,County Judge/Executive,,,Under Votes,2,0,1,0,1
Crittenden,A102,County Judge/Executive,,,Over Votes,0,0,0,0,0
Crittenden,A102,Sheriff,,,Evan Franklin HEAD,36,11,24,0,1
Crittenden,A102,Sheriff,,,Ray AGENT,33,12,21,0,0
Crittenden,A102,Sheriff,,,Under Votes,0,0,0,0,0
Crittenden,A102,Sheriff,,,Over Votes,0,0,0,0,0
Crittenden,A102,Jailer,,,Robert P. KIRK,31,13,17,0,1
Crittenden,A102,Jailer,,,Athena HAYES,38,10,28,0,0
Crittenden,A102,Jailer,,,Under Votes,0,0,0,0,0
Crittenden,A102,Jailer,,,Over Votes,0,0,0,0,0
Crittenden,A102,Ballots Cast,,,,85,,,,
Crittenden,A102,County Attorney,,,Chad Eric NELSON,36,14,21,0,1
Crittenden,A102,County Attorney,,,Bart FRAZER,32,9,23,0,0
Crittenden,A102,County Attorney,,,Under Votes,1,0,1,0,0
Crittenden,A102,County Attorney,,,Over Votes,0,0,0,0,0
Crittenden,A102,Magistrate,,,Rob HORACK,21,6,15,0,0
Crittenden,A102,Magistrate,,,Danny Allen FOWLER,43,15,28,0,0
Crittenden,A102,Magistrate,,,Under Votes,5,2,2,0,1
Crittenden,A102,Magistrate,,,Over Votes,0,0,0,0,0
Crittenden,A102,U.S. House,1,Republican,David SIMS,5,1,4,0,0
Crittenden,A102,U.S. House,1,Republican,Robert James SUTHERBY,3,0,3,0,0
Crittenden,A102,U.S. House,1,Republican,Penny ARCOS,2,1,1,0,0
Crittenden,A102,U.S. House,1,Republican,James R. COMER,56,20,35,0,1
Crittenden,A102,U.S. House,1,,Under Votes,3,1,2,0,0
Crittenden,A102,U.S. House,1,,Over Votes,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Republican,James D. DUNCAN,4,2,2,0,0
Crittenden,A102,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,1,0,0,0
Crittenden,A102,U.S. Senate,,Republican,Andy BARR,38,11,26,0,1
Crittenden,A102,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,0
Crittenden,A102,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,0
Crittenden,A102,U.S. Senate,,Republican,Daniel CAMERON,14,4,10,0,0
Crittenden,A102,U.S. Senate,,Republican,Anissa CATLETT,1,1,0,0,0
Crittenden,A102,U.S. Senate,,Republican,Michael James FARIS,2,2,0,0,0
Crittenden,A102,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Crittenden,A102,U.S. Senate,,,Under Votes,2,1,1,0,0
Crittenden,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Democratic,Charles BOOKER,3,0,3,0,0
Crittenden,A102,U.S. Senate,,Democratic,Pamela STEVENSON,2,1,1,0,0
Crittenden,A102,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,0
Crittenden,A102,U.S. Senate,,Democratic,Amy McGRATH,10,4,6,0,0
Crittenden,A102,U.S. Senate,,,Under Votes,1,0,1,0,0
Crittenden,A102,U.S. Senate,,,Over Votes,0,0,0,0,0
Crittenden,B101,County Judge/Executive,,,Perry A. NEWCOM,168,35,130,0,3
Crittenden,B101,County Judge/Executive,,,Nathan RATLEY,85,12,73,0,0
Crittenden,B101,County Judge/Executive,,,Todd CAMPBELL,144,27,113,0,4
Crittenden,B101,County Judge/Executive,,,Under Votes,8,1,7,0,0
Crittenden,B101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Crittenden,B101,Sheriff,,,Evan Franklin HEAD,273,52,214,0,7
Crittenden,B101,Sheriff,,,Ray AGENT,131,23,108,0,0
Crittenden,B101,Sheriff,,,Under Votes,1,0,1,0,0
Crittenden,B101,Sheriff,,,Over Votes,0,0,0,0,0
Crittenden,B101,Jailer,,,Robert P. KIRK,245,46,196,0,3
Crittenden,B101,Jailer,,,Athena HAYES,153,27,123,0,3
Crittenden,B101,Jailer,,,Under Votes,7,2,4,0,1
Crittenden,B101,Jailer,,,Over Votes,0,0,0,0,0
Crittenden,B101,Ballots Cast,,,,456,,,,
Crittenden,B101,County Attorney,,,Chad Eric NELSON,246,42,202,0,2
Crittenden,B101,County Attorney,,,Bart FRAZER,155,32,119,0,4
Crittenden,B101,County Attorney,,,Under Votes,4,1,2,0,1
Crittenden,B101,County Attorney,,,Over Votes,0,0,0,0,0
Crittenden,B101,U.S. House,1,Republican,David SIMS,26,4,22,0,0
Crittenden,B101,U.S. House,1,Republican,Robert James SUTHERBY,14,2,12,0,0
Crittenden,B101,U.S. House,1,Republican,Penny ARCOS,10,0,10,0,0
Crittenden,B101,U.S. House,1,Republican,James R. COMER,321,64,252,0,5
Crittenden,B101,U.S. House,1,,Under Votes,34,5,27,0,2
Crittenden,B101,U.S. House,1,,Over Votes,0,0,0,0,0
Crittenden,B101,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Crittenden,B101,U.S. Senate,,Republican,James D. DUNCAN,12,0,12,0,0
Crittenden,B101,U.S. Senate,,Republican,George WASHINGTON,9,4,5,0,0
Crittenden,B101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,0
Crittenden,B101,U.S. Senate,,Republican,Andy BARR,255,43,206,0,6
Crittenden,B101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Crittenden,B101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Crittenden,B101,U.S. Senate,,Republican,Daniel CAMERON,83,20,63,0,0
Crittenden,B101,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,0
Crittenden,B101,U.S. Senate,,Republican,Michael James FARIS,13,7,6,0,0
Crittenden,B101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,0
Crittenden,B101,U.S. Senate,,,Under Votes,17,1,16,0,0
Crittenden,B101,U.S. Senate,,,Over Votes,0,0,0,0,0
Crittenden,B101,U.S. Senate,,Democratic,Joshua BLANTON SR.,4,1,3,0,0
Crittenden,B101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,0
Crittenden,B101,U.S. Senate,,Democratic,Charles BOOKER,16,0,15,0,1
Crittenden,B101,U.S. Senate,,Democratic,Pamela STEVENSON,3,1,2,0,0
Crittenden,B101,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Crittenden,B101,U.S. Senate,,Democratic,Logan FORSYTHE,3,1,2,0,0
Crittenden,B101,U.S. Senate,,Democratic,Amy McGRATH,21,3,17,1,0
Crittenden,B101,U.S. Senate,,,Under Votes,2,0,2,0,0
Crittenden,B101,U.S. Senate,,,Over Votes,0,0,0,0,0
Crittenden,C101,County Judge/Executive,,,Perry A. NEWCOM,113,33,77,1,2
Crittenden,C101,County Judge/Executive,,,Nathan RATLEY,66,23,43,0,0
Crittenden,C101,County Judge/Executive,,,Todd CAMPBELL,63,24,38,1,0
Crittenden,C101,County Judge/Executive,,,Under Votes,3,1,2,0,0
Crittenden,C101,County Judge/Executive,,,Over Votes,0,0,0,0,0
Crittenden,C101,Sheriff,,,Evan Franklin HEAD,129,39,87,1,2
Crittenden,C101,Sheriff,,,Ray AGENT,115,42,72,1,0
Crittenden,C101,Sheriff,,,Under Votes,1,0,1,0,0
Crittenden,C101,Sheriff,,,Over Votes,0,0,0,0,0
Crittenden,C101,Jailer,,,Robert P. KIRK,131,40,88,1,2
Crittenden,C101,Jailer,,,Athena HAYES,114,41,72,1,0
Crittenden,C101,Jailer,,,Under Votes,0,0,0,0,0
Crittenden,C101,Jailer,,,Over Votes,0,0,0,0,0
Crittenden,C101,Ballots Cast,,,,269,,,,
Crittenden,C101,County Attorney,,,Chad Eric NELSON,149,54,94,1,0
Crittenden,C101,County Attorney,,,Bart FRAZER,94,26,65,1,2
Crittenden,C101,County Attorney,,,Under Votes,2,1,1,0,0
Crittenden,C101,County Attorney,,,Over Votes,0,0,0,0,0
Crittenden,C101,Magistrate,,,Pamela A. TODD,127,50,74,1,2
Crittenden,C101,Magistrate,,,Robert KIRBY,112,29,82,1,0
Crittenden,C101,Magistrate,,,Under Votes,6,2,4,0,0
Crittenden,C101,Magistrate,,,Over Votes,0,0,0,0,0
Crittenden,C101,U.S. House,1,Republican,David SIMS,20,6,14,0,0
Crittenden,C101,U.S. House,1,Republican,Robert James SUTHERBY,6,2,4,0,0
Crittenden,C101,U.S. House,1,Republican,Penny ARCOS,7,3,4,0,0
Crittenden,C101,U.S. House,1,Republican,James R. COMER,200,67,129,2,2
Crittenden,C101,U.S. House,1,,Under Votes,12,3,9,0,0
Crittenden,C101,U.S. House,1,,Over Votes,0,0,0,0,0
Crittenden,C101,U.S. Senate,,Republican,Other Donald WENZEL,1,0,1,0,0
Crittenden,C101,U.S. Senate,,Republican,James D. DUNCAN,8,3,5,0,0
Crittenden,C101,U.S. Senate,,Republican,George WASHINGTON,10,3,7,0,0
Crittenden,C101,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,1,1,0,0
Crittenden,C101,U.S. Senate,,Republican,Andy BARR,155,55,97,2,1
Crittenden,C101,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
Crittenden,C101,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,0
Crittenden,C101,U.S. Senate,,Republican,Daniel CAMERON,35,9,25,0,1
Crittenden,C101,U.S. Senate,,Republican,Anissa CATLETT,2,0,2,0,0
Crittenden,C101,U.S. Senate,,Republican,Michael James FARIS,11,4,7,0,0
Crittenden,C101,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,0
Crittenden,C101,U.S. Senate,,,Under Votes,13,4,9,0,0
Crittenden,C101,U.S. Senate,,,Over Votes,1,1,0,0,0
Crittenden,C101,U.S. Senate,,Democratic,Joshua BLANTON SR.,3,0,3,0,0
Crittenden,C101,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,0
Crittenden,C101,U.S. Senate,,Democratic,Charles BOOKER,7,1,6,0,0
Crittenden,C101,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,0
Crittenden,C101,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,0
Crittenden,C101,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,0
Crittenden,C101,U.S. Senate,,Democratic,Amy McGRATH,12,2,10,0,0
Crittenden,C101,U.S. Senate,,,Under Votes,1,0,1,0,0
Crittenden,C101,U.S. Senate,,,Over Votes,0,0,0,0,0
Crittenden,C102,County Judge/Executive,,,Perry A. NEWCOM,58,21,36,1,0
Crittenden,C102,County Judge/Executive,,,Nathan RATLEY,20,3,17,0,0
Crittenden,C102,County Judge/Executive,,,Todd CAMPBELL,33,8,25,0,0
Crittenden,C102,County Judge/Executive,,,Under Votes,2,0,2,0,0
Crittenden,C102,County Judge/Executive,,,Over Votes,0,0,0,0,0
Crittenden,C102,Sheriff,,,Evan Franklin HEAD,50,15,34,1,0
Crittenden,C102,Sheriff,,,Ray AGENT,63,17,46,0,0
Crittenden,C102,Sheriff,,,Under Votes,0,0,0,0,0
Crittenden,C102,Sheriff,,,Over Votes,0,0,0,0,0
Crittenden,C102,Jailer,,,Robert P. KIRK,70,17,53,0,0
Crittenden,C102,Jailer,,,Athena HAYES,40,12,27,1,0
Crittenden,C102,Jailer,,,Under Votes,3,3,0,0,0
Crittenden,C102,Jailer,,,Over Votes,0,0,0,0,0
Crittenden,C102,Ballots Cast,,,,137,,,,
Crittenden,C102,County Attorney,,,Chad Eric NELSON,55,12,43,0,0
Crittenden,C102,County Attorney,,,Bart FRAZER,56,18,37,1,0
Crittenden,C102,County Attorney,,,Under Votes,2,2,0,0,0
Crittenden,C102,County Attorney,,,Over Votes,0,0,0,0,0
Crittenden,C102,Magistrate,,,Pamela A. TODD,55,14,40,1,0
Crittenden,C102,Magistrate,,,Robert KIRBY,50,13,37,0,0
Crittenden,C102,Magistrate,,,Under Votes,8,5,3,0,0
Crittenden,C102,Magistrate,,,Over Votes,0,0,0,0,0
Crittenden,C102,U.S. House,1,Republican,David SIMS,8,1,6,1,0
Crittenden,C102,U.S. House,1,Republican,Robert James SUTHERBY,5,0,5,0,0
Crittenden,C102,U.S. House,1,Republican,Penny ARCOS,2,0,2,0,0
Crittenden,C102,U.S. House,1,Republican,James R. COMER,90,29,61,0,0
Crittenden,C102,U.S. House,1,,Under Votes,8,2,6,0,0
Crittenden,C102,U.S. House,1,,Over Votes,0,0,0,0,0
Crittenden,C102,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,0
Crittenden,C102,U.S. Senate,,Republican,James D. DUNCAN,6,2,4,0,0
Crittenden,C102,U.S. Senate,,Republican,George WASHINGTON,1,1,0,0,0
Crittenden,C102,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,0
Crittenden,C102,U.S. Senate,,Republican,Andy BARR,68,17,51,0,0
Crittenden,C102,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,0
