county,precinct,precinct_name,registered_voters,reg_dem_voters,reg_rep_voters,reg_other_voters,reg_ind_voters,reg_lib_voters,reg_grn_voters,reg_const_voters,reg_reform_voters,reg_socwk_voters,reg_male_voters,reg_female_voters
Adair,A102,WHITE OAK,461,77,367,8,9,0,0,0,0,0,225,236
Adair,A104,EUNICE PELLYTON,748,122,571,26,28,1,0,0,0,0,392,356
Adair,A105,LITTLE CAKE,583,84,466,14,18,1,0,0,0,0,288,295
Adair,B102,E. COLUMBIA,1040,314,642,38,43,1,2,0,0,0,468,572
Adair,B104,OZARK,733,158,532,22,17,4,0,0,0,0,370,363
Adair,C102,SOUTH COLUMBIA HARMONY,857,262,544,28,22,0,1,0,0,0,428,429
Adair,C104,GLENSFORK MELSON RIDGE,997,271,676,24,24,2,0,0,0,0,458,539
Adair,D101,GRADYVILLE NELL,654,120,483,34,16,0,1,0,0,0,347,307
Adair,D103,SPARKSVILLE BREEDING,684,153,453,43,34,1,0,0,0,0,337,347
Adair,D104,SOUTH COLUMBIA NO. 2,707,220,443,20,19,4,0,1,0,0,311,396
Adair,E101,MILLTOWN,798,162,597,22,16,1,0,0,0,0,396,402
Adair,E104,WEST COLUMBIA,1308,416,821,38,30,3,0,0,0,0,551,757
Adair,F101,CANE VALLEY HOLMES,1222,400,762,37,23,0,0,0,0,0,619,603
Adair,F103,KNIFLEY ROLEY,760,230,481,27,21,1,0,0,0,0,385,375
Adair,G101,NORTH COLUMBIA,1061,269,738,29,22,3,0,0,0,0,503,558
Adair,G102,HURT,1044,255,733,30,23,3,0,0,0,0,499,545
Allen,A101,ONE,1646,547,941,119,36,2,0,0,0,1,722,924
Allen,A102,FOUR,1285,383,800,80,18,2,0,1,0,1,628,657
Allen,B101,TWO,1175,352,743,64,15,0,1,0,0,0,553,622
Allen,B102,FIVE,1148,318,751,60,17,1,1,0,0,0,554,594
Allen,B103,NINE,562,176,349,28,9,0,0,0,0,0,278,284
Allen,C101,THREE,1670,520,1025,80,39,3,3,0,0,0,743,927
Allen,C102,SIX,1617,474,1048,66,20,8,1,0,0,0,784,833
Allen,D101,SEVEN,1653,467,1056,83,42,3,2,0,0,0,809,844
Allen,D102,EIGHT,687,220,408,44,12,2,0,1,0,0,346,341
Allen,D103,THIRTEEN,1243,408,740,69,24,2,0,0,0,0,622,621
Allen,E101,TEN,593,179,354,36,22,1,1,0,0,0,286,307
Allen,E102,ELEVEN,1397,472,801,85,32,5,2,0,0,0,653,744
Allen,E103,TWELVE,665,192,422,35,10,5,1,0,0,0,321,344
Anderson,A101,EAST LAWRENCEBURG,1177,642,458,48,28,1,0,0,0,0,551,626
Anderson,A102,DUNCAN,1533,815,587,86,41,2,1,1,0,0,718,815
Anderson,B101,WEST LAWRENCEBURG,1217,599,541,36,38,3,0,0,0,0,594,623
Anderson,B102,WEST DUNCAN,1982,990,859,86,41,6,0,0,0,0,926,1056
Anderson,C101,LILLARD,1289,699,506,56,25,3,0,0,0,0,586,703
Anderson,C102,WITHERSPOON,1678,847,679,89,59,4,0,0,0,0,762,916
Anderson,D101,MCBRAYER,1210,586,538,58,26,2,0,0,0,0,591,619
Anderson,D102,SOUTH LILLARD,1715,806,757,88,57,6,1,0,0,0,794,921
Anderson,E101,ALTON,2184,1102,957,74,47,3,0,1,0,0,1045,1139
Anderson,E103,WEST ALTON,1087,526,500,35,23,2,1,0,0,0,535,552
Anderson,F101,HICKORY GROVE,1019,502,435,47,33,2,0,0,0,0,514,505
Anderson,F102,WESTERN,748,382,311,32,18,4,0,0,1,0,387,361
Anderson,F103,RUTHERFORD,472,270,162,21,19,0,0,0,0,0,236,236
Anderson,F104,BIRDIE,1089,553,448,59,26,2,1,0,0,0,565,524
