county,office,district,party,candidate,votes
Oldham,D101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,47.0
Oldham,D103,Auditor of Public Accounts,,REP,Mike HARMON,579.0
Oldham,D103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,220.0
Oldham,D103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,29.0
Oldham,D104,Auditor of Public Accounts,,REP,Mike HARMON,299.0
Oldham,D104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,102.0
Oldham,D104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,14.0
Oldham,D106,Auditor of Public Accounts,,REP,Mike HARMON,293.0
Oldham,D106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,234.0
Oldham,D106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,43.0
Oldham,E101,Auditor of Public Accounts,,REP,Mike HARMON,483.0
Oldham,E101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,254.0
Oldham,E101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,38.0
Oldham,E102,Auditor of Public Accounts,,REP,Mike HARMON,661.0
Oldham,E102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,380.0
Oldham,E102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,34.0
Oldham,E103,Auditor of Public Accounts,,REP,Mike HARMON,318.0
Oldham,E103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,184.0
Oldham,E103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,32.0
Oldham,E104,Auditor of Public Accounts,,REP,Mike HARMON,143.0
Oldham,E104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,133.0
Oldham,E104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,14.0
Oldham,E105,Auditor of Public Accounts,,REP,Mike HARMON,344.0
Oldham,E105,Auditor of Public Accounts,,DEM,Sheri DONAHUE,228.0
Oldham,E105,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Oldham,E106,Auditor of Public Accounts,,REP,Mike HARMON,115.0
Oldham,E106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,53.0
Oldham,E106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,7.0
Oldham,F101,Auditor of Public Accounts,,REP,Mike HARMON,199.0
Oldham,F101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,136.0
Oldham,F101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,25.0
Oldham,F102,Auditor of Public Accounts,,REP,Mike HARMON,409.0
Oldham,F102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,228.0
Oldham,F102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,26.0
Oldham,F103,Auditor of Public Accounts,,REP,Mike HARMON,360.0
Oldham,F103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,275.0
Oldham,F103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,23.0
Oldham,F104,Auditor of Public Accounts,,REP,Mike HARMON,264.0
Oldham,F104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,165.0
Oldham,F104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Oldham,F105,Auditor of Public Accounts,,REP,Mike HARMON,450.0
Oldham,F105,Auditor of Public Accounts,,DEM,Sheri DONAHUE,329.0
Oldham,F105,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,39.0
Oldham,F106,Auditor of Public Accounts,,REP,Mike HARMON,95.0
Oldham,F106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,50.0
Oldham,F106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,7.0
Oldham,G101,Auditor of Public Accounts,,REP,Mike HARMON,485.0
Oldham,G101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,295.0
Oldham,G101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,32.0
Oldham,G102,Auditor of Public Accounts,,REP,Mike HARMON,605.0
Oldham,G102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,335.0
Oldham,G102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,36.0
Oldham,G103,Auditor of Public Accounts,,REP,Mike HARMON,362.0
Oldham,G103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,324.0
Oldham,G103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,46.0
Oldham,G105,Auditor of Public Accounts,,REP,Mike HARMON,181.0
Oldham,G105,Auditor of Public Accounts,,DEM,Sheri DONAHUE,128.0
Oldham,G105,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Oldham,H101,Auditor of Public Accounts,,REP,Mike HARMON,537.0
Oldham,H101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,425.0
Oldham,H101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,37.0
Oldham,H103,Auditor of Public Accounts,,REP,Mike HARMON,404.0
Oldham,H103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,246.0
Oldham,H103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,26.0
Oldham,H104,Auditor of Public Accounts,,REP,Mike HARMON,303.0
Oldham,H104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,213.0
Oldham,H104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,17.0
Oldham,H105,Auditor of Public Accounts,,REP,Mike HARMON,253.0
Oldham,H105,Auditor of Public Accounts,,DEM,Sheri DONAHUE,164.0
Oldham,H105,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,20.0
Oldham,H106,Auditor of Public Accounts,,REP,Mike HARMON,207.0
Oldham,H106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,103.0
Oldham,H106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Oldham,AB,State Treasurer,,REP,Allison BALL,659.0
Oldham,AB,State Treasurer,,DEM,Michael BOWMAN,457.0
Oldham,A101,State Treasurer,,REP,Allison BALL,667.0
Oldham,A101,State Treasurer,,DEM,Michael BOWMAN,380.0
Oldham,A103,State Treasurer,,REP,Allison BALL,687.0
Oldham,A103,State Treasurer,,DEM,Michael BOWMAN,391.0
Oldham,A104,State Treasurer,,REP,Allison BALL,580.0
Oldham,A104,State Treasurer,,DEM,Michael BOWMAN,449.0
Oldham,B101,State Treasurer,,REP,Allison BALL,222.0
Oldham,B101,State Treasurer,,DEM,Michael BOWMAN,155.0
Oldham,B102,State Treasurer,,REP,Allison BALL,633.0
Oldham,B102,State Treasurer,,DEM,Michael BOWMAN,359.0
Oldham,B104,State Treasurer,,REP,Allison BALL,291.0
Oldham,B104,State Treasurer,,DEM,Michael BOWMAN,164.0
Oldham,B105,State Treasurer,,REP,Allison BALL,762.0
Oldham,B105,State Treasurer,,DEM,Michael BOWMAN,330.0
Oldham,B106,State Treasurer,,REP,Allison BALL,354.0
Oldham,B106,State Treasurer,,DEM,Michael BOWMAN,241.0
Oldham,C101,State Treasurer,,REP,Allison BALL,382.0
Oldham,C101,State Treasurer,,DEM,Michael BOWMAN,151.0
Oldham,C102,State Treasurer,,REP,Allison BALL,597.0
Oldham,C102,State Treasurer,,DEM,Michael BOWMAN,235.0
Oldham,C103,State Treasurer,,REP,Allison BALL,391.0
Oldham,C103,State Treasurer,,DEM,Michael BOWMAN,213.0
Oldham,C105,State Treasurer,,REP,Allison BALL,381.0
Oldham,C105,State Treasurer,,DEM,Michael BOWMAN,169.0
Oldham,C106,State Treasurer,,REP,Allison BALL,196.0
Oldham,C106,State Treasurer,,DEM,Michael BOWMAN,129.0
Oldham,D101,State Treasurer,,REP,Allison BALL,498.0
Oldham,D101,State Treasurer,,DEM,Michael BOWMAN,302.0
Oldham,D103,State Treasurer,,REP,Allison BALL,642.0
Oldham,D103,State Treasurer,,DEM,Michael BOWMAN,194.0
Oldham,D104,State Treasurer,,REP,Allison BALL,323.0
Oldham,D104,State Treasurer,,DEM,Michael BOWMAN,95.0
Oldham,D106,State Treasurer,,REP,Allison BALL,352.0
Oldham,D106,State Treasurer,,DEM,Michael BOWMAN,221.0
Oldham,E101,State Treasurer,,REP,Allison BALL,549.0
Oldham,E101,State Treasurer,,DEM,Michael BOWMAN,233.0
Oldham,E102,State Treasurer,,REP,Allison BALL,744.0
Oldham,E102,State Treasurer,,DEM,Michael BOWMAN,339.0
Oldham,E103,State Treasurer,,REP,Allison BALL,358.0
Oldham,E103,State Treasurer,,DEM,Michael BOWMAN,175.0
Oldham,E104,State Treasurer,,REP,Allison BALL,154.0
Oldham,E104,State Treasurer,,DEM,Michael BOWMAN,135.0
Oldham,E105,State Treasurer,,REP,Allison BALL,388.0
Oldham,E105,State Treasurer,,DEM,Michael BOWMAN,205.0
Oldham,E106,State Treasurer,,REP,Allison BALL,127.0
Oldham,E106,State Treasurer,,DEM,Michael BOWMAN,49.0
Oldham,F101,State Treasurer,,REP,Allison BALL,232.0
Oldham,F101,State Treasurer,,DEM,Michael BOWMAN,134.0
Oldham,F102,State Treasurer,,REP,Allison BALL,468.0
Oldham,F102,State Treasurer,,DEM,Michael BOWMAN,202.0
Oldham,F103,State Treasurer,,REP,Allison BALL,415.0
Oldham,F103,State Treasurer,,DEM,Michael BOWMAN,247.0
Oldham,F104,State Treasurer,,REP,Allison BALL,299.0
Oldham,F104,State Treasurer,,DEM,Michael BOWMAN,159.0
Oldham,F105,State Treasurer,,REP,Allison BALL,529.0
Oldham,F105,State Treasurer,,DEM,Michael BOWMAN,293.0
Oldham,F106,State Treasurer,,REP,Allison BALL,113.0
Oldham,F106,State Treasurer,,DEM,Michael BOWMAN,41.0
Oldham,G101,State Treasurer,,REP,Allison BALL,541.0
Oldham,G101,State Treasurer,,DEM,Michael BOWMAN,272.0
Oldham,G102,State Treasurer,,REP,Allison BALL,670.0
Oldham,G102,State Treasurer,,DEM,Michael BOWMAN,313.0
Oldham,G103,State Treasurer,,REP,Allison BALL,417.0
Oldham,G103,State Treasurer,,DEM,Michael BOWMAN,316.0
Oldham,G105,State Treasurer,,REP,Allison BALL,214.0
Oldham,G105,State Treasurer,,DEM,Michael BOWMAN,115.0
Oldham,H101,State Treasurer,,REP,Allison BALL,607.0
Oldham,H101,State Treasurer,,DEM,Michael BOWMAN,400.0
Oldham,H103,State Treasurer,,REP,Allison BALL,447.0
Oldham,H103,State Treasurer,,DEM,Michael BOWMAN,230.0
Oldham,H104,State Treasurer,,REP,Allison BALL,347.0
Oldham,H104,State Treasurer,,DEM,Michael BOWMAN,195.0
Oldham,H105,State Treasurer,,REP,Allison BALL,283.0
Oldham,H105,State Treasurer,,DEM,Michael BOWMAN,155.0
Oldham,H106,State Treasurer,,REP,Allison BALL,232.0
Oldham,H106,State Treasurer,,DEM,Michael BOWMAN,99.0
Oldham,AB,Commissioner of Agriculture,,REP,Ryan F. QUARLES,662.0
Oldham,AB,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,411.0
Oldham,AB,Commissioner of Agriculture,,LIB,Josh GILPIN,34.0
Oldham,A101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,645.0
Oldham,A101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,346.0
Oldham,A101,Commissioner of Agriculture,,LIB,Josh GILPIN,44.0
Oldham,A103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,656.0
Oldham,A103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,367.0
Oldham,A103,Commissioner of Agriculture,,LIB,Josh GILPIN,46.0
Oldham,A104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,540.0
Oldham,A104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,439.0
Oldham,A104,Commissioner of Agriculture,,LIB,Josh GILPIN,38.0
Oldham,B101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,220.0
Oldham,B101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,145.0
Oldham,B101,Commissioner of Agriculture,,LIB,Josh GILPIN,13.0
Oldham,B102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,619.0
Oldham,B102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,341.0
Oldham,B102,Commissioner of Agriculture,,LIB,Josh GILPIN,33.0
Oldham,B104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,276.0
Oldham,B104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,161.0
Oldham,B104,Commissioner of Agriculture,,LIB,Josh GILPIN,14.0
Oldham,B105,Commissioner of Agriculture,,REP,Ryan F. QUARLES,734.0
Oldham,B105,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,324.0
Oldham,B105,Commissioner of Agriculture,,LIB,Josh GILPIN,34.0
Oldham,B106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,332.0
Oldham,B106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,239.0
Oldham,B106,Commissioner of Agriculture,,LIB,Josh GILPIN,24.0
Oldham,C101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,365.0
Oldham,C101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,137.0
Oldham,C101,Commissioner of Agriculture,,LIB,Josh GILPIN,27.0
Oldham,C102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,588.0
Oldham,C102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,206.0
Oldham,C102,Commissioner of Agriculture,,LIB,Josh GILPIN,42.0
Oldham,C103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,361.0
Oldham,C103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,220.0
Oldham,C103,Commissioner of Agriculture,,LIB,Josh GILPIN,24.0
Oldham,C105,Commissioner of Agriculture,,REP,Ryan F. QUARLES,358.0
Oldham,C105,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,164.0
Oldham,C105,Commissioner of Agriculture,,LIB,Josh GILPIN,27.0
Oldham,C106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,183.0
Oldham,C106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,123.0
Oldham,C106,Commissioner of Agriculture,,LIB,Josh GILPIN,17.0
Oldham,D101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,446.0
Oldham,D101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,308.0
Oldham,D101,Commissioner of Agriculture,,LIB,Josh GILPIN,50.0
Oldham,D103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,623.0
Oldham,D103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,185.0
Oldham,D103,Commissioner of Agriculture,,LIB,Josh GILPIN,28.0
Oldham,D104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,316.0
Oldham,D104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,97.0
Oldham,D104,Commissioner of Agriculture,,LIB,Josh GILPIN,6.0
Oldham,D106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,319.0
Oldham,D106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,212.0
Oldham,D106,Commissioner of Agriculture,,LIB,Josh GILPIN,38.0
Oldham,E101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,519.0
Oldham,E101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,229.0
Oldham,E101,Commissioner of Agriculture,,LIB,Josh GILPIN,30.0
Oldham,E102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,704.0
Oldham,E102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,335.0
Oldham,E102,Commissioner of Agriculture,,LIB,Josh GILPIN,40.0
Oldham,E103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,335.0
Oldham,E103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,166.0
Oldham,E103,Commissioner of Agriculture,,LIB,Josh GILPIN,25.0
Oldham,E104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,154.0
Oldham,E104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,130.0
Oldham,E104,Commissioner of Agriculture,,LIB,Josh GILPIN,9.0
Oldham,E105,Commissioner of Agriculture,,REP,Ryan F. QUARLES,369.0
Oldham,E105,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,207.0
Oldham,E105,Commissioner of Agriculture,,LIB,Josh GILPIN,20.0
Oldham,E106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,120.0
Oldham,E106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,47.0
Oldham,E106,Commissioner of Agriculture,,LIB,Josh GILPIN,7.0
Oldham,F101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,213.0
Oldham,F101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,131.0
Oldham,F101,Commissioner of Agriculture,,LIB,Josh GILPIN,19.0
Oldham,F102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,435.0
Oldham,F102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,204.0
Oldham,F102,Commissioner of Agriculture,,LIB,Josh GILPIN,25.0
Oldham,F103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,395.0
Oldham,F103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,237.0
Oldham,F103,Commissioner of Agriculture,,LIB,Josh GILPIN,25.0
Oldham,F104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,290.0
Oldham,F104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,147.0
Oldham,F104,Commissioner of Agriculture,,LIB,Josh GILPIN,19.0
Oldham,F105,Commissioner of Agriculture,,REP,Ryan F. QUARLES,477.0
Oldham,F105,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,298.0
Oldham,F105,Commissioner of Agriculture,,LIB,Josh GILPIN,43.0
Oldham,F106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,104.0
Oldham,F106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,42.0
Oldham,F106,Commissioner of Agriculture,,LIB,Josh GILPIN,7.0
Oldham,G101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,500.0
Oldham,G101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,277.0
Oldham,G101,Commissioner of Agriculture,,LIB,Josh GILPIN,31.0
Oldham,G102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,627.0
Oldham,G102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,304.0
Oldham,G102,Commissioner of Agriculture,,LIB,Josh GILPIN,46.0
Oldham,G103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,375.0
Oldham,G103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,309.0
Oldham,G103,Commissioner of Agriculture,,LIB,Josh GILPIN,52.0
Oldham,G105,Commissioner of Agriculture,,REP,Ryan F. QUARLES,200.0
Oldham,G105,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,108.0
Oldham,G105,Commissioner of Agriculture,,LIB,Josh GILPIN,20.0
Oldham,H101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,564.0
Oldham,H101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,382.0
Oldham,H101,Commissioner of Agriculture,,LIB,Josh GILPIN,53.0
Oldham,H103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,423.0
Oldham,H103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,235.0
Oldham,H103,Commissioner of Agriculture,,LIB,Josh GILPIN,23.0
Oldham,H104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,338.0
Oldham,H104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,181.0
Oldham,H104,Commissioner of Agriculture,,LIB,Josh GILPIN,17.0
Oldham,H105,Commissioner of Agriculture,,REP,Ryan F. QUARLES,265.0
Oldham,H105,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,153.0
Oldham,H105,Commissioner of Agriculture,,LIB,Josh GILPIN,19.0
Oldham,H106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,214.0
Oldham,H106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,100.0
Oldham,H106,Commissioner of Agriculture,,LIB,Josh GILPIN,18.0
