county,precinct,precinct_name,registered_voters,reg_dem_voters,reg_rep_voters,reg_other_voters,reg_ind_voters,reg_lib_voters,reg_grn_voters,reg_const_voters,reg_reform_voters,reg_socwk_voters,reg_male_voters,reg_female_voters
Adair,A102,WHITE OAK,449,74,360,7,8,0,0,0,0,0,219,230
Adair,A104,EUNICE PELLYTON,749,120,573,24,30,2,0,0,0,0,392,357
Adair,A105,LITTLE CAKE,589,81,476,14,16,1,1,0,0,0,294,295
Adair,B102,E. COLUMBIA,1035,307,643,40,42,2,1,0,0,0,469,566
Adair,B104,OZARK,745,160,541,23,17,4,0,0,0,0,373,372
Adair,C102,SOUTH COLUMBIA HARMONY,878,266,563,27,20,0,2,0,0,0,437,441
Adair,C104,GLENSFORK MELSON RIDGE,1024,274,693,25,30,1,1,0,0,0,475,549
Adair,D101,GRADYVILLE NELL,649,119,478,36,15,0,1,0,0,0,342,307
Adair,D103,SPARKSVILLE BREEDING,683,146,460,38,36,3,0,0,0,0,337,346
Adair,D104,SOUTH COLUMBIA NO. 2,701,214,440,21,21,4,0,1,0,0,310,391
Adair,E101,MILLTOWN,800,164,592,22,20,2,0,0,0,0,402,398
Adair,E104,WEST COLUMBIA,1311,411,827,38,32,3,0,0,0,0,550,761
Adair,F101,CANE VALLEY HOLMES,1231,393,774,36,27,1,0,0,0,0,611,620
Adair,F103,KNIFLEY ROLEY,763,233,482,27,21,0,0,0,0,0,387,376
Adair,G101,NORTH COLUMBIA,1066,273,739,28,22,4,0,0,0,0,507,559
Adair,G102,HURT,1046,246,746,30,22,2,0,0,0,0,503,543
Allen,A101,ONE,1651,554,946,112,36,2,0,0,0,1,728,923
Allen,A102,FOUR,1280,382,798,79,17,2,0,1,0,1,633,647
Allen,B101,TWO,1167,349,743,58,16,0,1,0,0,0,551,616
Allen,B102,FIVE,1143,308,754,60,18,2,1,0,0,0,553,590
Allen,B103,NINE,564,173,352,30,9,0,0,0,0,0,279,285
Allen,C101,THREE,1704,536,1043,81,37,4,2,1,0,0,760,944
Allen,C102,SIX,1646,472,1071,69,26,7,1,0,0,0,798,848
Allen,D101,SEVEN,1663,462,1074,82,41,2,2,0,0,0,821,842
Allen,D102,EIGHT,686,214,416,41,11,3,0,1,0,0,345,341
Allen,D103,THIRTEEN,1261,399,760,77,23,2,0,0,0,0,630,631
Allen,E101,TEN,587,181,350,33,21,1,1,0,0,0,277,310
Allen,E102,ELEVEN,1414,460,826,89,32,5,2,0,0,0,660,754
Allen,E103,TWELVE,689,191,439,41,12,5,1,0,0,0,334,355
Anderson,A101,EAST LAWRENCEBURG,1196,646,468,50,31,1,0,0,0,0,565,631
Anderson,A102,DUNCAN,1546,807,605,91,39,2,1,1,0,0,726,820
Anderson,B101,WEST LAWRENCEBURG,1220,589,552,40,38,1,0,0,0,0,589,630
Anderson,B102,WEST DUNCAN,1974,962,886,80,41,5,0,0,0,0,923,1051
Anderson,C101,LILLARD,1305,691,537,48,27,2,0,0,0,0,597,707
Anderson,C102,WITHERSPOON,1674,834,683,93,59,5,0,0,0,0,759,915
Anderson,D101,MCBRAYER,1220,570,565,53,30,2,0,0,0,0,602,618
Anderson,D102,SOUTH LILLARD,1741,796,795,85,58,6,1,0,0,0,803,938
Anderson,E101,ALTON,2222,1113,986,70,49,3,0,1,0,0,1067,1155
Anderson,E103,WEST ALTON,1087,507,522,34,21,2,1,0,0,0,534,553
Anderson,F101,HICKORY GROVE,1034,495,453,49,35,2,0,0,0,0,524,510
Anderson,F102,WESTERN,756,377,325,30,19,4,0,0,1,0,397,359
Anderson,F103,RUTHERFORD,477,264,176,19,18,0,0,0,0,0,235,242
Anderson,F104,BIRDIE,1097,544,466,59,25,2,1,0,0,0,568,529
Ballard,A101,BANDANA,398,251,129,11,7,0,0,0,0,0,197,201
Ballard,A102,KEVIL,1020,609,363,33,13,2,0,0,0,0,471,549
Ballard,A103,INGLESIDE,185,119,57,6,3,0,0,0,0,0,82,103
Ballard,B101,LA CENTER,943,634,248,46,12,3,0,0,0,0,435,508
Ballard,B102,OSCAR,206,149,51,4,2,0,0,0,0,0,105,101
