county,precinct,office,district,party,candidate,votes,election_day
Floyd,A101,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,6,6
Floyd,A102,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,A103,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,15,15
Floyd,A104,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,6,6
Floyd,A105,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,28,28
Floyd,A106,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,13,13
Floyd,A107,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,11,11
Floyd,A109,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,18,18
Floyd,A110,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,10,10
Floyd,A111,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,10,10
Floyd,A113,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,16,16
Floyd,A116,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,19,19
Floyd,B101,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,4,4
Floyd,B102,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,3,3
Floyd,B103,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,B104,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,B105,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,7,7
Floyd,B106,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,7,7
Floyd,B108,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,9,9
Floyd,B109,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,6,6
Floyd,B112,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,19,19
Floyd,C101,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,4,4
Floyd,C102,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,5,5
Floyd,C103,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,6,6
Floyd,C104,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,3,3
Floyd,C105,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,1,1
Floyd,C106,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,1,1
Floyd,C107,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,C108,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,1,1
Floyd,C109,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,0,0
Floyd,C110,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,3,3
Floyd,C111,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,1,1
Floyd,D101,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,D102,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,6,6
Floyd,D103,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,4,4
Floyd,D104,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,20,20
Floyd,D105,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,D106,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,10,10
Floyd,D107,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,21,21
Floyd,D108,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,20,20
Floyd,D109,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,D110,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,3,3
Floyd,ABSENTEE MACHINE,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,7,7
Floyd,ABSENTEE PAPER,Governor and Lieutenant Governor,,,Matthew G. BEVIN / Ralph A. ALVARADO,2,2
Floyd,A101,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,12,12
Floyd,A102,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,2,2
Floyd,A103,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,11,11
Floyd,A104,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,7,7
Floyd,A105,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,11,11
Floyd,A106,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,11,11
Floyd,A107,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,9,9
Floyd,A109,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,12,12
Floyd,A110,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,4,4
Floyd,A111,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,13,13
Floyd,A113,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,21,21
Floyd,A116,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,18,18
Floyd,B101,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,9,9
Floyd,B102,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,7,7
Floyd,B103,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,12,12
Floyd,B104,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,5,5
Floyd,B105,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,8,8
Floyd,B106,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,7,7
Floyd,B108,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,3,3
Floyd,B109,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,4,4
Floyd,B112,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,15,15
Floyd,C101,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,4,4
Floyd,C102,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,3,3
Floyd,C103,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,4,4
Floyd,C104,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,5,5
Floyd,C105,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,2,2
Floyd,C106,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,2,2
Floyd,C107,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,2,2
Floyd,C108,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,0,0
Floyd,C109,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,1,1
Floyd,C110,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,2,2
Floyd,C111,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,3,3
Floyd,D101,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,4,4
Floyd,D102,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,11,11
Floyd,D103,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,11,11
Floyd,D104,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,11,11
Floyd,D105,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,3,3
Floyd,D106,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,6,6
Floyd,D107,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,15,15
Floyd,D108,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,18,18
Floyd,D109,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,6,6
Floyd,D110,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,2,2
Floyd,ABSENTEE MACHINE,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,7,7
Floyd,ABSENTEE PAPER,Governor and Lieutenant Governor,,,Robert GOFORTH / Michael T. HOGAN,2,2
