county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Anderson,A101,STRAIGHT PARTY,,,Republican,177,57,120,0
Anderson,A101,STRAIGHT PARTY,,,Democratic,114,56,53,5
Anderson,A101,Govenor,,REP,Daniel CAMERON,252,82,168,2
Anderson,A101,Govenor,,DEM,Andy BESHEAR,298,123,168,7
Anderson,A101,Govenor,,,Brian Fishback (W),0,0,0,0
Anderson,A101,Govenor,,,Total Votes,550,205,336,9
Anderson,A101,Govenor,,,Under Votes,7,3,4,0
Anderson,A101,Govenor,,,Over Votes,0,0,0,0
Anderson,A101,Secretary of State,,REP,Michael ADAMS,346,118,226,2
Anderson,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",198,84,107,7
Anderson,A101,Secretary of State,,,Kenneth C. Moellman Jr. (W),0,0,0,0
Anderson,A101,Secretary of State,,,Total Votes,544,202,333,9
Anderson,A101,Secretary of State,,,Under Votes,13,6,7,0
Anderson,A101,Secretary of State,,,Over Votes,0,0,0,0
Anderson,A101,Attorney General,,REP,Russell COLEMAN,329,109,218,2
Anderson,A101,Attorney General,,DEM,Pamela STEVENSON,219,94,118,7
Anderson,A101,Attorney General,,,Total Votes,548,203,336,9
Anderson,A101,Attorney General,,,Under Votes,9,5,4,0
Anderson,A101,Attorney General,,,Over Votes,0,0,0,0
Anderson,A101,Auditor of Public Accounts,,REP,Allison BALL,357,121,234,2
Anderson,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",189,83,99,7
Anderson,A101,Auditor of Public Accounts,,,Total Votes,546,204,333,9
Anderson,A101,Auditor of Public Accounts,,,Under Votes,11,4,7,0
Anderson,A101,Auditor of Public Accounts,,,Over Votes,0,0,0,0
Anderson,A101,State Treasurer,,REP,Mark H. METCALF,311,98,211,2
Anderson,A101,State Treasurer,,DEM,Michael BOWMAN,225,102,116,7
Anderson,A101,State Treasurer,,,Robert Perry (W),0,0,0,0
Anderson,A101,State Treasurer,,,Total Votes,536,200,327,9
Anderson,A101,State Treasurer,,,Under Votes,21,8,13,0
Anderson,A101,State Treasurer,,,Over Votes,0,0,0,0
Anderson,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,334,107,225,2
Anderson,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,204,95,102,7
Anderson,A101,Commissioner of Agriculture,,,Total Votes,538,202,327,9
Anderson,A101,Commissioner of Agriculture,,,Under Votes,19,6,13,0
Anderson,A101,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Anderson,A102,STRAIGHT PARTY,,,Republican,193,69,121,3
Anderson,A102,STRAIGHT PARTY,,,Democratic,86,28,56,2
Anderson,A102,Govenor,,REP,Daniel CAMERON,248,93,152,3
Anderson,A102,Govenor,,DEM,Andy BESHEAR,265,80,176,9
