county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Clinton,A101,STRAIGHT PARTY,,,Republican,122,36,81,5
Clinton,A101,STRAIGHT PARTY,,,Democratic,24,12,12,0
Clinton,A101,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",161,52,101,8
Clinton,A101,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,73,27,38,8
Clinton,A101,Governor,,,Write-In Totals,0,0,0,0
Clinton,A101,Governor,,,Not Assigned,0,0,0,0
Clinton,A101,Governor,,,Total Votes,236,81,139,16
Clinton,A101,Secretary of State,,REP,Michael ADAMS,181,60,107,14
Clinton,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",47,17,28,2
Clinton,A101,Secretary of State,,,Write-In Totals,0,0,0,0
Clinton,A101,Secretary of State,,,Not Assigned,0,0,0,0
Clinton,A101,Secretary of State,,,Total Votes,236,81,139,16
Clinton,A101,Attorney General,,REP,Russell COLEMAN,181,60,109,12
Clinton,A101,Attorney General,,DEM,Pamela STEVENSON,49,17,28,4
Clinton,A101,Attorney General,,,Write-In Totals,0,0,0,0
Clinton,A101,Attorney General,,,Not Assigned,0,0,0,0
Clinton,A101,Attorney General,,,Total Votes,236,81,139,16
Clinton,A101,Auditor of Public Accounts,,REP,Allison BALL,183,57,113,13
Clinton,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",43,18,24,1
Clinton,A101,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Clinton,A101,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Clinton,A101,Auditor of Public Accounts,,,Total Votes,236,81,139,16
Clinton,A101,State Treasurer,,REP,Mark H. METCALF,179,58,110,11
Clinton,A101,State Treasurer,,DEM,Michael BOWMAN,50,19,26,5
Clinton,A101,State Treasurer,,,Write-In Totals,0,0,0,0
Clinton,A101,State Treasurer,,,Not Assigned,0,0,0,0
Clinton,A101,State Treasurer,,,Total Votes,236,81,139,16
Clinton,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,187,59,114,14
Clinton,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,43,19,23,1
Clinton,A101,Commissioner of Agriculture,,,Write-In Totals,1,0,0,1
Clinton,A101,Commissioner of Agriculture,,,Not Assigned,1,0,0,1
Clinton,A101,Commissioner of Agriculture,,,Total Votes,236,81,139,16
Clinton,A104,STRAIGHT PARTY,,,Republican,102,29,72,1
Clinton,A104,STRAIGHT PARTY,,,Democratic,20,10,8,2
Clinton,A104,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",146,38,103,5
Clinton,A104,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,56,19,30,7
Clinton,A104,Governor,,,Write-In Totals,0,0,0,0
Clinton,A104,Governor,,,Not Assigned,0,0,0,0
Clinton,A104,Governor,,,Total Votes,206,59,135,12
Clinton,A104,Secretary of State,,REP,Michael ADAMS,165,41,114,10
Clinton,A104,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",32,16,14,2
Clinton,A104,Secretary of State,,,Write-In Totals,0,0,0,0
Clinton,A104,Secretary of State,,,Not Assigned,0,0,0,0
Clinton,A104,Secretary of State,,,Total Votes,206,59,135,12
Clinton,A104,Attorney General,,REP,Russell COLEMAN,166,41,117,8
Clinton,A104,Attorney General,,DEM,Pamela STEVENSON,32,16,12,4
Clinton,A104,Attorney General,,,Write-In Totals,0,0,0,0
Clinton,A104,Attorney General,,,Not Assigned,0,0,0,0
Clinton,A104,Attorney General,,,Total Votes,206,59,135,12
Clinton,A104,Auditor of Public Accounts,,REP,Allison BALL,167,42,116,9
Clinton,A104,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",32,15,14,3
Clinton,A104,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Clinton,A104,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Clinton,A104,Auditor of Public Accounts,,,Total Votes,206,59,135,12
Clinton,A104,State Treasurer,,REP,Mark H. METCALF,164,41,115,8
Clinton,A104,State Treasurer,,DEM,Michael BOWMAN,35,16,15,4
Clinton,A104,State Treasurer,,,Write-In Totals,0,0,0,0
Clinton,A104,State Treasurer,,,Not Assigned,0,0,0,0
Clinton,A104,State Treasurer,,,Total Votes,206,59,135,12
Clinton,A104,Commissioner of Agriculture,,REP,Jonathan SHELL,173,46,118,9
Clinton,A104,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,27,11,13,3
Clinton,A104,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Clinton,A104,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Clinton,A104,Commissioner of Agriculture,,,Total Votes,206,59,135,12
Clinton,B101,STRAIGHT PARTY,,,Republican,99,23,71,5
Clinton,B101,STRAIGHT PARTY,,,Democratic,11,3,8,0
Clinton,B101,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",119,24,87,8
Clinton,B101,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,49,19,26,4
Clinton,B101,Governor,,,Write-In Totals,0,0,0,0
Clinton,B101,Governor,,,Not Assigned,0,0,0,0
Clinton,B101,Governor,,,Total Votes,170,44,114,12
Clinton,B101,Secretary of State,,REP,Michael ADAMS,146,36,98,12
Clinton,B101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",19,7,12,0
Clinton,B101,Secretary of State,,,Write-In Totals,0,0,0,0
Clinton,B101,Secretary of State,,,Not Assigned,0,0,0,0
Clinton,B101,Secretary of State,,,Total Votes,170,44,114,12
Clinton,B101,Attorney General,,REP,Russell COLEMAN,142,35,97,10
Clinton,B101,Attorney General,,DEM,Pamela STEVENSON,23,8,13,2
Clinton,B101,Attorney General,,,Write-In Totals,0,0,0,0
Clinton,B101,Attorney General,,,Not Assigned,0,0,0,0
Clinton,B101,Attorney General,,,Total Votes,170,44,114,12
Clinton,B101,Auditor of Public Accounts,,REP,Allison BALL,145,37,96,12
Clinton,B101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",19,6,13,0
Clinton,B101,Auditor of Public Accounts,,,Write-In Totals,1,0,1,0
Clinton,B101,Auditor of Public Accounts,,,Not Assigned,1,0,1,0
Clinton,B101,Auditor of Public Accounts,,,Total Votes,170,44,114,12
Clinton,B101,State Treasurer,,REP,Mark H. METCALF,144,36,96,12
Clinton,B101,State Treasurer,,DEM,Michael BOWMAN,22,7,15,0
Clinton,B101,State Treasurer,,,Write-In Totals,0,0,0,0
Clinton,B101,State Treasurer,,,Not Assigned,0,0,0,0
Clinton,B101,State Treasurer,,,Total Votes,170,44,114,12
Clinton,B101,Commissioner of Agriculture,,REP,Jonathan SHELL,146,36,98,12
Clinton,B101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,20,7,13,0
Clinton,B101,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Clinton,B101,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Clinton,B101,Commissioner of Agriculture,,,Total Votes,170,44,114,12
Clinton,B102,STRAIGHT PARTY,,,Republican,93,23,68,2
Clinton,B102,STRAIGHT PARTY,,,Democratic,11,3,6,2
Clinton,B102,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",120,32,86,2
Clinton,B102,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,42,16,21,5
Clinton,B102,Governor,,,Write-In Totals,0,0,0,0
Clinton,B102,Governor,,,Not Assigned,0,0,0,0
Clinton,B102,Governor,,,Total Votes,163,49,107,7
Clinton,B102,Secretary of State,,REP,Michael ADAMS,139,39,96,4
Clinton,B102,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",17,6,8,3
Clinton,B102,Secretary of State,,,Write-In Totals,1,0,1,0
Clinton,B102,Secretary of State,,,Not Assigned,1,0,1,0
Clinton,B102,Secretary of State,,,Total Votes,163,49,107,7
Clinton,B102,Attorney General,,REP,Russell COLEMAN,140,39,97,4
Clinton,B102,Attorney General,,DEM,Pamela STEVENSON,18,7,8,3
Clinton,B102,Attorney General,,,Write-In Totals,0,0,0,0
Clinton,B102,Attorney General,,,Not Assigned,0,0,0,0
Clinton,B102,Attorney General,,,Total Votes,163,49,107,7
Clinton,B102,Auditor of Public Accounts,,REP,Allison BALL,143,40,99,4
Clinton,B102,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",16,6,7,3
Clinton,B102,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Clinton,B102,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Clinton,B102,Auditor of Public Accounts,,,Total Votes,163,49,107,7
