county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Franklin,A101,STRAIGHT PARTY,,,Republican,125,33,90,2
Franklin,A101,STRAIGHT PARTY,,,Democratic,194,57,121,16
Franklin,A101,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",230,61,166,3
Franklin,A101,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,486,161,300,25
Franklin,A101,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Franklin,A101,Governor,,,Total Votes,716,222,466,28
Franklin,A101,Governor,,,Under Votes,5,3,2,0
Franklin,A101,Governor,,,Over Votes,0,0,0,0
Franklin,A101,Secretary of State,,REP,Michael ADAMS,353,106,241,6
Franklin,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",345,110,213,22
Franklin,A101,Secretary of State,,,Kenneth C. Moellman Jr.,0,0,0,0
Franklin,A101,Secretary of State,,,Total Votes,698,216,454,28
Franklin,A101,Secretary of State,,,Under Votes,23,9,14,0
Franklin,A101,Secretary of State,,,Over Votes,0,0,0,0
Franklin,A101,Attorney General,,REP,Russell COLEMAN,328,90,234,4
Franklin,A101,Attorney General,,DEM,Pamela STEVENSON,370,126,220,24
Franklin,A101,Attorney General,,,Total Votes,698,216,454,28
Franklin,A101,Attorney General,,,Under Votes,22,9,13,0
Franklin,A101,Attorney General,,,Over Votes,1,0,1,0
Franklin,A101,Auditor of Public Accounts,,REP,Allison BALL,368,101,262,5
Franklin,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",336,116,197,23
Franklin,A101,Auditor of Public Accounts,,,Total Votes,704,217,459,28
Franklin,A101,Auditor of Public Accounts,,,Under Votes,17,8,9,0
Franklin,A101,Auditor of Public Accounts,,,Over Votes,0,0,0,0
Franklin,A101,State Treasurer,,REP,Mark H. METCALF,277,75,197,5
Franklin,A101,State Treasurer,,DEM,Michael BOWMAN,410,135,252,23
Franklin,A101,State Treasurer,,,Robert Perry,0,0,0,0
Franklin,A101,State Treasurer,,,Total Votes,687,210,449,28
Franklin,A101,State Treasurer,,,Under Votes,34,15,19,0
Franklin,A101,State Treasurer,,,Over Votes,0,0,0,0
Franklin,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,329,93,232,4
Franklin,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,370,121,225,24
Franklin,A101,Commissioner of Agriculture,,,Total Votes,699,214,457,28
Franklin,A101,Commissioner of Agriculture,,,Under Votes,22,11,11,0
Franklin,A101,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Franklin,A102A,STRAIGHT PARTY,,,Republican,80,16,63,1
Franklin,A102A,STRAIGHT PARTY,,,Democratic,126,30,84,12
Franklin,A102A,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",134,28,105,1
Franklin,A102A,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,275,66,186,23
Franklin,A102A,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Franklin,A102A,Governor,,,Total Votes,409,94,291,24
Franklin,A102A,Governor,,,Under Votes,0,0,0,0
Franklin,A102A,Governor,,,Over Votes,0,0,0,0
Franklin,A102A,Secretary of State,,REP,Michael ADAMS,188,47,135,6
Franklin,A102A,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",216,46,152,18
Franklin,A102A,Secretary of State,,,Kenneth C. Moellman Jr.,0,0,0,0
Franklin,A102A,Secretary of State,,,Total Votes,404,93,287,24
Franklin,A102A,Secretary of State,,,Under Votes,5,1,4,0
Franklin,A102A,Secretary of State,,,Over Votes,0,0,0,0
Franklin,A102A,Attorney General,,REP,Russell COLEMAN,160,40,117,3
Franklin,A102A,Attorney General,,DEM,Pamela STEVENSON,238,51,168,19
Franklin,A102A,Attorney General,,,Total Votes,398,91,285,22
Franklin,A102A,Attorney General,,,Under Votes,11,3,6,2
Franklin,A102A,Attorney General,,,Over Votes,0,0,0,0
Franklin,A102A,Auditor of Public Accounts,,REP,Allison BALL,177,42,131,4
