county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Carroll,A101,STRAIGHT PARTY,,,Republican,76,6,68,2
Carroll,A101,STRAIGHT PARTY,,,Democratic,43,6,31,6
Carroll,A101,Govenor,,REP,Daniel CAMERON,119,10,106,3
Carroll,A101,Govenor,,DEM,Andy BESHEAR,88,20,58,10
Carroll,A101,Govenor,,,Brian FISHBACK (W),0,0,0,0
Carroll,A101,Govenor,,,Total Votes,207,30,164,13
Carroll,A101,Govenor,,,Under Votes,0,0,0,0
Carroll,A101,Govenor,,,Over Votes,0,0,0,0
Carroll,A101,Secretary of State,,REP,Michael ADAMS,134,15,114,5
Carroll,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",69,15,46,8
Carroll,A101,Secretary of State,,,Kenneth C. MOELLMAN Jr. (W),0,0,0,0
Carroll,A101,Secretary of State,,,Total Votes,203,30,160,13
Carroll,A101,Secretary of State,,,Under Votes,4,0,4,0
Carroll,A101,Secretary of State,,,Over Votes,0,0,0,0
Carroll,A101,Attorney General,,REP,Russell COLEMAN,133,16,113,4
Carroll,A101,Attorney General,,DEM,Pamela STEVENSON,71,14,48,9
Carroll,A101,Attorney General,,,Total Votes,204,30,161,13
Carroll,A101,Attorney General,,,Under Votes,3,0,3,0
Carroll,A101,Attorney General,,,Over Votes,0,0,0,0
Carroll,A101,Auditor of Public Accounts,,REP,Allison BALL,134,15,117,2
Carroll,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",69,15,43,11
Carroll,A101,Auditor of Public Accounts,,,Total Votes,203,30,160,13
Carroll,A101,Auditor of Public Accounts,,,Under Votes,4,0,4,0
Carroll,A101,Auditor of Public Accounts,,,Over Votes,0,0,0,0
Carroll,A101,State Treasurer,,REP,Mark H. METCALF,129,13,114,2
Carroll,A101,State Treasurer,,DEM,Michael BOWMAN,71,16,45,10
Carroll,A101,State Treasurer,,,Robert PERRY (W),0,0,0,0
Carroll,A101,State Treasurer,,,Total Votes,200,29,159,12
Carroll,A101,State Treasurer,,,Under Votes,7,1,5,1
Carroll,A101,State Treasurer,,,Over Votes,0,0,0,0
Carroll,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,137,17,117,3
