county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Fayette,A101 ALEXANDRIA,STRAIGHT PARTY,,,Republican,35,1,32,2
Fayette,A101 ALEXANDRIA,STRAIGHT PARTY,,,Democratic,85,5,73,7
Fayette,A101 ALEXANDRIA,Governor,,REP,Daniel CAMERON,56,1,51,4
Fayette,A101 ALEXANDRIA,Governor,,DEM,Andy BESHEAR,188,17,161,10
Fayette,A101 ALEXANDRIA,Governor,,,Brian FISHBACK / William FISHBACK,0,0,0,0
Fayette,A101 ALEXANDRIA,Governor,,,Total Votes,244,18,212,14
Fayette,A101 ALEXANDRIA,Governor,,,Under Votes,0,0,0,0
Fayette,A101 ALEXANDRIA,Governor,,,Over Votes,0,0,0,0
Fayette,A101 ALEXANDRIA,Secretary of State,,REP,Michael ADAMS,94,6,83,5
Fayette,A101 ALEXANDRIA,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",144,12,123,9
Fayette,A101 ALEXANDRIA,Secretary of State,,,Kenneth C. MOELLMAN JR (W),0,0,0,0
Fayette,A101 ALEXANDRIA,Secretary of State,,,Total Votes,238,18,206,14
Fayette,A101 ALEXANDRIA,Secretary of State,,,Under Votes,6,0,6,0
Fayette,A101 ALEXANDRIA,Secretary of State,,,Over Votes,0,0,0,0
Fayette,A101 ALEXANDRIA,Attorney General,,REP,Russell COLEMAN,80,3,73,4
Fayette,A101 ALEXANDRIA,Attorney General,,DEM,Pamela STEVENSON,153,13,130,10
Fayette,A101 ALEXANDRIA,Attorney General,,,Total Votes,233,16,203,14
Fayette,A101 ALEXANDRIA,Attorney General,,,Under Votes,11,2,9,0
Fayette,A101 ALEXANDRIA,Attorney General,,,Over Votes,0,0,0,0
Fayette,A101 ALEXANDRIA,Auditor of Public Accounts,,REP,Allison BALL,91,4,82,5
Fayette,A101 ALEXANDRIA,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",139,13,117,9
Fayette,A101 ALEXANDRIA,Auditor of Public Accounts,,,Total Votes,230,17,199,14
Fayette,A101 ALEXANDRIA,Auditor of Public Accounts,,,Under Votes,14,1,13,0
Fayette,A101 ALEXANDRIA,Auditor of Public Accounts,,,Over Votes,0,0,0,0
Fayette,A101 ALEXANDRIA,State Treasurer,,REP,Mark H. METCALF,76,2,70,4
Fayette,A101 ALEXANDRIA,State Treasurer,,DEM,Michael BOWMAN,152,14,128,10
Fayette,A101 ALEXANDRIA,State Treasurer,,,Robert PERRY (W),0,0,0,0
Fayette,A101 ALEXANDRIA,State Treasurer,,,Total Votes,228,16,198,14
Fayette,A101 ALEXANDRIA,State Treasurer,,,Under Votes,16,2,14,0
Fayette,A101 ALEXANDRIA,State Treasurer,,,Over Votes,0,0,0,0
Fayette,A101 ALEXANDRIA,Commissioner of Agriculture,,REP,Jonathan SHELL,80,1,74,5
Fayette,A101 ALEXANDRIA,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,152,16,127,9
Fayette,A101 ALEXANDRIA,Commissioner of Agriculture,,,Total Votes,232,17,201,14
Fayette,A101 ALEXANDRIA,Commissioner of Agriculture,,,Under Votes,12,1,11,0
Fayette,A101 ALEXANDRIA,Commissioner of Agriculture,,,Over Votes,0,0,0,0
Fayette,A102 BARKER,STRAIGHT PARTY,,,Republican,55,3,47,5
Fayette,A102 BARKER,STRAIGHT PARTY,,,Democratic,140,22,108,10
Fayette,A102 BARKER,Governor,,REP,Daniel CAMERON,91,7,78,6
Fayette,A102 BARKER,Governor,,DEM,Andy BESHEAR,297,41,228,28
Fayette,A102 BARKER,Governor,,,Brian FISHBACK / William FISHBACK,0,0,0,0
Fayette,A102 BARKER,Governor,,,Total Votes,388,48,306,34
Fayette,A102 BARKER,Governor,,,Under Votes,1,0,1,0
Fayette,A102 BARKER,Governor,,,Over Votes,0,0,0,0
Fayette,A102 BARKER,Secretary of State,,REP,Michael ADAMS,160,17,129,14
Fayette,A102 BARKER,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",224,30,174,20
Fayette,A102 BARKER,Secretary of State,,,Kenneth C. MOELLMAN JR (W),0,0,0,0
Fayette,A102 BARKER,Secretary of State,,,Total Votes,384,47,303,34
