county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Jackson,A101,STRAIGHT PARTY,,,Republican Party,104,18,85,1
Jackson,A101,STRAIGHT PARTY,,,Democratic Party,5,1,4,0
Jackson,A101,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",158,24,132,2
Jackson,A101,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,45,9,33,3
Jackson,A101,Governor,,,Write-In Totals,0,0,0,0
Jackson,A101,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Jackson,A101,Governor,,,Not Assigned,0,0,0,0
Jackson,A101,Governor,,,Total Votes,204,33,166,5
Jackson,A101,Secretary of State,,REP,Michael ADAMS,175,28,144,3
Jackson,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",20,5,14,1
Jackson,A101,Secretary of State,,,Write-In Totals,0,0,0,0
Jackson,A101,Secretary of State,,,Kenneth C. Moellman Jr.,0,0,0,0
Jackson,A101,Secretary of State,,,Not Assigned,0,0,0,0
Jackson,A101,Secretary of State,,,Total Votes,204,33,166,5
Jackson,A101,Attorney General,,REP,Russell COLEMAN,179,28,147,4
Jackson,A101,Attorney General,,DEM,Pamela STEVENSON,19,5,13,1
Jackson,A101,Attorney General,,,Write-In Totals,0,0,0,0
Jackson,A101,Attorney General,,,Not Assigned,0,0,0,0
Jackson,A101,Attorney General,,,Total Votes,204,33,166,5
Jackson,A101,Auditor of Public Accounts,,REP,Allison BALL,179,29,147,3
Jackson,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",19,4,14,1
Jackson,A101,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Jackson,A101,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Jackson,A101,Auditor of Public Accounts,,,Total Votes,204,33,166,5
Jackson,A101,State Treasurer,,REP,Mark H. METCALF,179,27,149,3
Jackson,A101,State Treasurer,,DEM,Michael BOWMAN,17,5,11,1
Jackson,A101,State Treasurer,,,Write-In Totals,0,0,0,0
Jackson,A101,State Treasurer,,,Write-In: Robert,0,0,0,0
Jackson,A101,State Treasurer,,,Not Assigned,0,0,0,0
Jackson,A101,State Treasurer,,,Total Votes,204,33,166,5
Jackson,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,178,29,145,4
Jackson,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,17,4,12,1
Jackson,A101,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Jackson,A101,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Jackson,A101,Commissioner of Agriculture,,,Total Votes,204,33,166,5
Jackson,A102,STRAIGHT PARTY,,,Republican Party,119,27,90,2
Jackson,A102,STRAIGHT PARTY,,,Democratic Party,15,5,7,3
Jackson,A102,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",152,28,123,1
Jackson,A102,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,65,18,37,10
Jackson,A102,Governor,,,Write-In Totals,1,0,1,0
Jackson,A102,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Jackson,A102,Governor,,,Not Assigned,1,0,1,0
Jackson,A102,Governor,,,Total Votes,224,50,162,12
Jackson,A102,Secretary of State,,REP,Michael ADAMS,188,41,140,7
Jackson,A102,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",27,7,15,5
Jackson,A102,Secretary of State,,,Write-In Totals,0,0,0,0
Jackson,A102,Secretary of State,,,Kenneth C. Moellman Jr.,0,0,0,0
Jackson,A102,Secretary of State,,,Not Assigned,0,0,0,0
Jackson,A102,Secretary of State,,,Total Votes,224,50,162,12
Jackson,A102,Attorney General,,REP,Russell COLEMAN,185,38,139,8
Jackson,A102,Attorney General,,DEM,Pamela STEVENSON,27,9,14,4
Jackson,A102,Attorney General,,,Write-In Totals,0,0,0,0
Jackson,A102,Attorney General,,,Not Assigned,0,0,0,0
Jackson,A102,Attorney General,,,Total Votes,224,50,162,12
Jackson,A102,Auditor of Public Accounts,,REP,Allison BALL,187,38,142,7
Jackson,A102,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",26,9,12,5
Jackson,A102,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Jackson,A102,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Jackson,A102,Auditor of Public Accounts,,,Total Votes,224,50,162,12
Jackson,A102,State Treasurer,,REP,Mark H. METCALF,185,39,138,8
Jackson,A102,State Treasurer,,DEM,Michael BOWMAN,27,7,16,4
Jackson,A102,State Treasurer,,,Write-In Totals,0,0,0,0
Jackson,A102,State Treasurer,,,Write-In: Robert,0,0,0,0
Jackson,A102,State Treasurer,,,Not Assigned,0,0,0,0
Jackson,A102,State Treasurer,,,Total Votes,224,50,162,12
Jackson,A102,Commissioner of Agriculture,,REP,Jonathan SHELL,188,40,139,9
Jackson,A102,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,23,7,13,3
Jackson,A102,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Jackson,A102,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Jackson,A102,Commissioner of Agriculture,,,Total Votes,224,50,162,12
Jackson,A103,STRAIGHT PARTY,,,Republican Party,214,42,170,2
Jackson,A103,STRAIGHT PARTY,,,Democratic Party,13,0,11,2
Jackson,A103,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",280,55,221,4
Jackson,A103,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,70,13,47,10
Jackson,A103,Governor,,,Write-In Totals,0,0,0,0
Jackson,A103,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Jackson,A103,Governor,,,Not Assigned,0,0,0,0
Jackson,A103,Governor,,,Total Votes,353,69,270,14
Jackson,A103,Secretary of State,,REP,Michael ADAMS,326,67,249,10
Jackson,A103,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",18,1,15,2
Jackson,A103,Secretary of State,,,Write-In Totals,0,0,0,0
Jackson,A103,Secretary of State,,,Kenneth C. Moellman Jr.,0,0,0,0
Jackson,A103,Secretary of State,,,Not Assigned,0,0,0,0
Jackson,A103,Secretary of State,,,Total Votes,353,69,270,14
Jackson,A103,Attorney General,,REP,Russell COLEMAN,318,66,244,8
Jackson,A103,Attorney General,,DEM,Pamela STEVENSON,23,2,19,2
Jackson,A103,Attorney General,,,Write-In Totals,0,0,0,0
Jackson,A103,Attorney General,,,Not Assigned,0,0,0,0
Jackson,A103,Attorney General,,,Total Votes,353,69,270,14
Jackson,A103,Auditor of Public Accounts,,REP,Allison BALL,315,66,242,7
Jackson,A103,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",23,2,18,3
Jackson,A103,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Jackson,A103,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Jackson,A103,Auditor of Public Accounts,,,Total Votes,353,69,270,14
Jackson,A103,State Treasurer,,REP,Mark H. METCALF,320,67,245,8
Jackson,A103,State Treasurer,,DEM,Michael BOWMAN,23,1,20,2
Jackson,A103,State Treasurer,,,Write-In Totals,0,0,0,0
Jackson,A103,State Treasurer,,,Write-In: Robert,0,0,0,0
Jackson,A103,State Treasurer,,,Not Assigned,0,0,0,0
Jackson,A103,State Treasurer,,,Total Votes,353,69,270,14
Jackson,A103,Commissioner of Agriculture,,REP,Jonathan SHELL,319,67,244,8
Jackson,A103,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,22,1,19,2
Jackson,A103,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Jackson,A103,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Jackson,A103,Commissioner of Agriculture,,,Total Votes,353,69,270,14
Jackson,A104,STRAIGHT PARTY,,,Republican Party,62,21,40,1
Jackson,A104,STRAIGHT PARTY,,,Democratic Party,1,0,1,0
Jackson,A104,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",75,23,51,1
