county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Floyd,A101,STRAIGHT PARTY,,,Republican,54,5,43,6
Floyd,A101,STRAIGHT PARTY,,,Democratic,42,14,25,3
Floyd,A101,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",101,12,83,6
Floyd,A101,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,143,38,96,9
Floyd,A101,Governor,,,Write-In Totals,0,0,0,0
Floyd,A101,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Floyd,A101,Governor,,,Not Assigned,0,0,0,0
Floyd,A101,Governor,,,Total Votes,244,50,179,15
Floyd,A101,Secretary of State,,REP,Michael ADAMS,137,23,106,8
Floyd,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",93,24,62,7
Floyd,A101,Secretary of State,,,Write-In Totals,0,0,0,0
Floyd,A101,Secretary of State,,,Not Assigned,0,0,0,0
Floyd,A101,Secretary of State,,,Total Votes,244,50,179,15
Floyd,A101,Attorney General,,REP,Russell COLEMAN,138,24,106,8
Floyd,A101,Attorney General,,DEM,Pamela STEVENSON,97,25,65,7
Floyd,A101,Attorney General,,,Write-In Totals,0,0,0,0
Floyd,A101,Attorney General,,,Not Assigned,0,0,0,0
Floyd,A101,Attorney General,,,Total Votes,244,50,179,15
Floyd,A101,Auditor of Public Accounts,,REP,Allison BALL,181,27,144,10
Floyd,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",62,22,35,5
Floyd,A101,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Floyd,A101,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Floyd,A101,Auditor of Public Accounts,,,Total Votes,244,50,179,15
Floyd,A101,State Treasurer,,REP,Mark H. METCALF,130,19,103,8
Floyd,A101,State Treasurer,,DEM,Michael BOWMAN,102,30,65,7
Floyd,A101,State Treasurer,,,Write-In Totals,0,0,0,0
Floyd,A101,State Treasurer,,,Not Assigned,0,0,0,0
Floyd,A101,State Treasurer,,,Total Votes,244,50,179,15
Floyd,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,142,24,108,10
Floyd,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,91,25,61,5
Floyd,A101,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Floyd,A101,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Floyd,A101,Commissioner of Agriculture,,,Total Votes,244,50,179,15
Floyd,A102,STRAIGHT PARTY,,,Republican,11,2,9,0
Floyd,A102,STRAIGHT PARTY,,,Democratic,3,0,3,0
Floyd,A102,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",32,4,28,0
Floyd,A102,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,10,0,10,0
Floyd,A102,Governor,,,Write-In Totals,0,0,0,0
Floyd,A102,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Floyd,A102,Governor,,,Not Assigned,0,0,0,0
Floyd,A102,Governor,,,Total Votes,42,4,38,0
Floyd,A102,Secretary of State,,REP,Michael ADAMS,33,4,29,0
Floyd,A102,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",5,0,5,0
Floyd,A102,Secretary of State,,,Write-In Totals,0,0,0,0
Floyd,A102,Secretary of State,,,Not Assigned,0,0,0,0
Floyd,A102,Secretary of State,,,Total Votes,42,4,38,0
Floyd,A102,Attorney General,,REP,Russell COLEMAN,34,4,30,0
Floyd,A102,Attorney General,,DEM,Pamela STEVENSON,5,0,5,0
Floyd,A102,Attorney General,,,Write-In Totals,0,0,0,0
Floyd,A102,Attorney General,,,Not Assigned,0,0,0,0
Floyd,A102,Attorney General,,,Total Votes,42,4,38,0
Floyd,A102,Auditor of Public Accounts,,REP,Allison BALL,33,4,29,0
Floyd,A102,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",7,0,7,0
Floyd,A102,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Floyd,A102,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Floyd,A102,Auditor of Public Accounts,,,Total Votes,42,4,38,0
Floyd,A102,State Treasurer,,REP,Mark H. METCALF,31,4,27,0
Floyd,A102,State Treasurer,,DEM,Michael BOWMAN,6,0,6,0
Floyd,A102,State Treasurer,,,Write-In Totals,0,0,0,0
Floyd,A102,State Treasurer,,,Not Assigned,0,0,0,0
Floyd,A102,State Treasurer,,,Total Votes,42,4,38,0
Floyd,A102,Commissioner of Agriculture,,REP,Jonathan SHELL,35,4,31,0
Floyd,A102,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,5,0,5,0
Floyd,A102,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Floyd,A102,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Floyd,A102,Commissioner of Agriculture,,,Total Votes,42,4,38,0
Floyd,A103,STRAIGHT PARTY,,,Republican,74,4,69,1
Floyd,A103,STRAIGHT PARTY,,,Democratic,25,2,21,2
Floyd,A103,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",132,8,121,3
Floyd,A103,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,85,6,76,3
Floyd,A103,Governor,,,Write-In Totals,2,1,1,0
Floyd,A103,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Floyd,A103,Governor,,,Not Assigned,2,1,1,0
Floyd,A103,Governor,,,Total Votes,220,15,199,6
Floyd,A103,Secretary of State,,REP,Michael ADAMS,154,10,141,3
Floyd,A103,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",58,4,51,3
Floyd,A103,Secretary of State,,,Write-In Totals,0,0,0,0
Floyd,A103,Secretary of State,,,Not Assigned,0,0,0,0
Floyd,A103,Secretary of State,,,Total Votes,220,15,199,6
Floyd,A103,Attorney General,,REP,Russell COLEMAN,165,10,152,3
Floyd,A103,Attorney General,,DEM,Pamela STEVENSON,48,4,41,3
Floyd,A103,Attorney General,,,Write-In Totals,0,0,0,0
Floyd,A103,Attorney General,,,Not Assigned,0,0,0,0
Floyd,A103,Attorney General,,,Total Votes,220,15,199,6
Floyd,A103,Auditor of Public Accounts,,REP,Allison BALL,178,12,162,4
Floyd,A103,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",40,3,35,2
Floyd,A103,Auditor of Public Accounts,,,Write-In Totals,0,0,0,0
Floyd,A103,Auditor of Public Accounts,,,Not Assigned,0,0,0,0
Floyd,A103,Auditor of Public Accounts,,,Total Votes,220,15,199,6
Floyd,A103,State Treasurer,,REP,Mark H. METCALF,149,9,137,3
Floyd,A103,State Treasurer,,DEM,Michael BOWMAN,64,5,56,3
Floyd,A103,State Treasurer,,,Write-In Totals,0,0,0,0
Floyd,A103,State Treasurer,,,Not Assigned,0,0,0,0
Floyd,A103,State Treasurer,,,Total Votes,220,15,199,6
Floyd,A103,Commissioner of Agriculture,,REP,Jonathan SHELL,169,11,155,3
Floyd,A103,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,47,3,41,3
Floyd,A103,Commissioner of Agriculture,,,Write-In Totals,0,0,0,0
Floyd,A103,Commissioner of Agriculture,,,Not Assigned,0,0,0,0
Floyd,A103,Commissioner of Agriculture,,,Total Votes,220,15,199,6
Floyd,A104,STRAIGHT PARTY,,,Republican,31,4,25,2
Floyd,A104,STRAIGHT PARTY,,,Democratic,17,3,13,1
Floyd,A104,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",58,8,43,7
Floyd,A104,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,69,14,52,3
Floyd,A104,Governor,,,Write-In Totals,0,0,0,0
Floyd,A104,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Floyd,A104,Governor,,,Not Assigned,0,0,0,0
Floyd,A104,Governor,,,Total Votes,127,22,95,10
Floyd,A104,Secretary of State,,REP,Michael ADAMS,80,13,60,7
Floyd,A104,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",40,6,31,3
Floyd,A104,Secretary of State,,,Write-In Totals,0,0,0,0
Floyd,A104,Secretary of State,,,Not Assigned,0,0,0,0
Floyd,A104,Secretary of State,,,Total Votes,127,22,95,10
Floyd,A104,Attorney General,,REP,Russell COLEMAN,72,12,53,7
Floyd,A104,Attorney General,,DEM,Pamela STEVENSON,47,8,36,3
Floyd,A104,Attorney General,,,Write-In Totals,0,0,0,0
