county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Fleming,A101,STRAIGHT PARTY,,,Republican,107,13,94,0
Fleming,A101,STRAIGHT PARTY,,,Democratic,32,5,26,1
Fleming,A101,Governor,,REP,Daniel CAMERON,172,22,149,1
Fleming,A101,Governor,,DEM,Andy BESHEAR,114,11,102,1
Fleming,A101,Governor,,,Brian FISHBACK and William FISHBACK,0,0,0,0
Fleming,A101,Governor,,,Total Votes,286,33,251,2
Fleming,A101,Governor,,,Under Votes,4,0,4,0
Fleming,A101,Governor,,,Over Votes,0,0,0,0
Fleming,A101,Secretary of State,,REP,Michael ADAMS,208,25,182,1
Fleming,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",77,7,69,1
Fleming,A101,Secretary of State,,,Kenneth C MOELLMAN JR (W),0,0,0,0
Fleming,A101,Secretary of State,,,Total Votes,285,32,251,2
Fleming,A101,Secretary of State,,,Under Votes,5,1,4,0
Fleming,A101,Secretary of State,,,Over Votes,0,0,0,0
Fleming,A101,Attorney General,,REP,Russell COLEMAN,209,25,183,1
Fleming,A101,Attorney General,,DEM,Pamela STEVENSON,73,7,65,1
Fleming,A101,Attorney General,,,Total Votes,282,32,248,2
Fleming,A101,Attorney General,,,Under Votes,8,1,7,0
Fleming,A101,Attorney General,,,Over Votes,0,0,0,0
Fleming,A101,Auditor of Public Accounts,,REP,Allison BALL,200,27,172,1
Fleming,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",80,6,73,1
Fleming,A101,Auditor of Public Accounts,,,Total Votes,280,33,245,2
Fleming,A101,Auditor of Public Accounts,,,Under Votes,10,0,10,0
Fleming,A101,Auditor of Public Accounts,,,Over Votes,0,0,0,0
Fleming,A101,State Treasurer,,REP,Mark H. METCALF,196,24,171,1
Fleming,A101,State Treasurer,,DEM,Michael BOWMAN,79,7,71,1
Fleming,A101,State Treasurer,,,Robert PERRY (W),0,0,0,0
Fleming,A101,State Treasurer,,,Total Votes,275,31,242,2
Fleming,A101,State Treasurer,,,Under Votes,14,2,12,0
Fleming,A101,State Treasurer,,,Over Votes,1,0,1,0
Fleming,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,220,28,191,1
Fleming,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,63,5,57,1
Fleming,A101,Commissioner of Agriculture,,,Total Votes,283,33,248,2
