county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Monroe,A101,STRAIGHT PARTY,,,Republican,82,5,76,1
Monroe,A101,STRAIGHT PARTY,,,Democratic,9,0,8,1
Monroe,A101,Governor,,REP,"Daniel CAMERON / Robert M. ""Robby"" MILLS",113,6,106,1
Monroe,A101,Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,41,1,39,1
Monroe,A101,Governor,,,Brian Fishback / William Fishback,0,0,0,0
Monroe,A101,Governor,,,Total Votes,154,7,145,2
Monroe,A101,Governor,,,Under Votes,2,0,2,0
Monroe,A101,Governor,,,Over Votes,0,0,0,0
Monroe,A101,Secretary of State,,REP,Michael ADAMS,124,7,116,1
Monroe,A101,Secretary of State,,DEM,"Charles ""Buddy"" WHEATLEY",20,0,19,1
Monroe,A101,Secretary of State,,,Kenneth C. Moellman Jr.,0,0,0,0
Monroe,A101,Secretary of State,,,Robert Perry,0,0,0,0
Monroe,A101,Secretary of State,,,Total Votes,144,7,135,2
Monroe,A101,Secretary of State,,,Under Votes,11,0,11,0
Monroe,A101,Secretary of State,,,Over Votes,1,0,1,0
Monroe,A101,Attorney General,,REP,Russell COLEMAN,123,7,115,1
Monroe,A101,Attorney General,,DEM,Pamela STEVENSON,20,0,19,1
Monroe,A101,Attorney General,,,Total Votes,143,7,134,2
Monroe,A101,Attorney General,,,Under Votes,13,0,13,0
Monroe,A101,Attorney General,,,Over Votes,0,0,0,0
Monroe,A101,Auditor of Public Accounts,,REP,Allison BALL,124,7,116,1
Monroe,A101,Auditor of Public Accounts,,DEM,"Kimberley ""Kim"" REEDER",22,0,21,1
Monroe,A101,Auditor of Public Accounts,,,Total Votes,146,7,137,2
Monroe,A101,Auditor of Public Accounts,,,Under Votes,10,0,10,0
Monroe,A101,Auditor of Public Accounts,,,Over Votes,0,0,0,0
Monroe,A101,State Treasurer,,REP,Mark H. METCALF,119,7,111,1
Monroe,A101,State Treasurer,,DEM,Michael BOWMAN,23,0,22,1
Monroe,A101,State Treasurer,,,Total Votes,142,7,133,2
Monroe,A101,State Treasurer,,,Under Votes,13,0,13,0
Monroe,A101,State Treasurer,,,Over Votes,1,0,1,0
