county,precinct,candidate,office,district,party,votes
Jefferson,F151,John A Yarmuth,U.S. House,3,,471
Jefferson,F151,Gregory Boles,U.S. House,3,,5
Jefferson,F151,Julie Raque Adams,State Senate,36,,587
Jefferson,F151,Sheri A Donahue,State Senate,36,,393
Jefferson,F151,Jason Michael Nemes,State Representative,33,,522
Jefferson,F151,Rob Walker,State Representative,33,,455
Jefferson,F152,,Ballots Cast,,,933
Jefferson,F152,,Straight Party,,REP,228
Jefferson,F152,,Straight Party,,DEM,155
Jefferson,F152,,Straight Party,,LIB,0
Jefferson,F152,,Straight Party,,AME,2
Jefferson,F152,Vickie Yates B Glisson,U.S. House,3,,511
Jefferson,F152,John A Yarmuth,U.S. House,3,,411
Jefferson,F152,Gregory Boles,U.S. House,3,,8
Jefferson,F152,Julie Raque Adams,State Senate,36,,565
Jefferson,F152,Sheri A Donahue,State Senate,36,,360
Jefferson,F152,Jason Michael Nemes,State Representative,33,,530
Jefferson,F152,Rob Walker,State Representative,33,,393
Jefferson,F153,,Ballots Cast,,,703
Jefferson,F153,,Straight Party,,REP,157
Jefferson,F153,,Straight Party,,DEM,164
Jefferson,F153,,Straight Party,,LIB,3
Jefferson,F153,,Straight Party,,AME,4
Jefferson,F153,Vickie Yates B Glisson,U.S. House,3,,333
Jefferson,F153,John A Yarmuth,U.S. House,3,,353
Jefferson,F153,Gregory Boles,U.S. House,3,,11
Jefferson,F153,Julie Raque Adams,State Senate,36,,372
Jefferson,F153,Sheri A Donahue,State Senate,36,,319
Jefferson,F153,Jason Michael Nemes,State Representative,33,,354
Jefferson,F153,Rob Walker,State Representative,33,,337
Jefferson,F154,,Ballots Cast,,,691
Jefferson,F154,,Straight Party,,REP,124
Jefferson,F154,,Straight Party,,DEM,86
Jefferson,F154,,Straight Party,,LIB,4
Jefferson,F154,,Straight Party,,AME,0
Jefferson,F154,Vickie Yates B Glisson,U.S. House,3,,356
Jefferson,F154,John A Yarmuth,U.S. House,3,,324
Jefferson,F154,Gregory Boles,U.S. House,3,,4
Jefferson,F154,Julie Raque Adams,State Senate,36,,436
Jefferson,F154,Sheri A Donahue,State Senate,36,,241
Jefferson,F154,Jason Michael Nemes,State Representative,33,,380
Jefferson,F154,Rob Walker,State Representative,33,,300
Jefferson,F155,,Ballots Cast,,,367
Jefferson,F155,,Straight Party,,REP,75
Jefferson,F155,,Straight Party,,DEM,37
Jefferson,F155,,Straight Party,,LIB,3
Jefferson,F155,,Straight Party,,AME,0
Jefferson,F155,Vickie Yates B Glisson,U.S. House,3,,203
Jefferson,F155,John A Yarmuth,U.S. House,3,,157
Jefferson,F155,Gregory Boles,U.S. House,3,,3
Jefferson,F155,Julie Raque Adams,State Senate,36,,239
Jefferson,F155,Sheri A Donahue,State Senate,36,,121
Jefferson,F155,Jason Michael Nemes,State Representative,33,,210
Jefferson,F155,Rob Walker,State Representative,33,,152
Jefferson,F156,,Ballots Cast,,,786
Jefferson,F156,,Straight Party,,REP,174
Jefferson,F156,,Straight Party,,DEM,188
Jefferson,F156,,Straight Party,,LIB,3
Jefferson,F156,,Straight Party,,AME,1
Jefferson,F156,Vickie Yates B Glisson,U.S. House,3,,376
Jefferson,F156,John A Yarmuth,U.S. House,3,,394
Jefferson,F156,Gregory Boles,U.S. House,3,,11
Jefferson,F156,Julie Raque Adams,State Senate,36,,423
Jefferson,F156,Sheri A Donahue,State Senate,36,,348
Jefferson,F156,Jason Michael Nemes,State Representative,33,,382
Jefferson,F156,Rob Walker,State Representative,33,,392
Jefferson,F158-MID,,Ballots Cast,,,257
Jefferson,F158-MID,,Straight Party,,REP,62
Jefferson,F158-MID,,Straight Party,,DEM,46
Jefferson,F158-MID,,Straight Party,,LIB,0
Jefferson,F158-MID,,Straight Party,,AME,1
Jefferson,F158-MID,Vickie Yates B Glisson,U.S. House,3,,132
Jefferson,F158-MID,John A Yarmuth,U.S. House,3,,118
Jefferson,F158-MID,Gregory Boles,U.S. House,3,,4
Jefferson,F158-MID,Julie Raque Adams,State Senate,36,,151
Jefferson,F158-MID,Sheri A Donahue,State Senate,36,,102
Jefferson,F158-MID,Jason Michael Nemes,State Representative,33,,143
Jefferson,F158-MID,Rob Walker,State Representative,33,,110
Jefferson,F161-DOH,,Ballots Cast,,,562
Jefferson,F161-DOH,,Straight Party,,REP,127
Jefferson,F161-DOH,,Straight Party,,DEM,73
Jefferson,F161-DOH,,Straight Party,,LIB,0
Jefferson,F161-DOH,,Straight Party,,AME,1
Jefferson,F161-DOH,Vickie Yates B Glisson,U.S. House,3,,328
Jefferson,F161-DOH,John A Yarmuth,U.S. House,3,,224
Jefferson,F161-DOH,Gregory Boles,U.S. House,3,,8
Jefferson,F161-DOH,Julie Raque Adams,State Senate,36,,365
Jefferson,F161-DOH,Sheri A Donahue,State Senate,36,,185
Jefferson,F161-DOH,Jason Michael Nemes,State Representative,33,,360
Jefferson,F161-DOH,Rob Walker,State Representative,33,,195
Jefferson,F163,,Ballots Cast,,,610
Jefferson,F163,,Straight Party,,REP,160
Jefferson,F163,,Straight Party,,DEM,107
Jefferson,F163,,Straight Party,,LIB,0
Jefferson,F163,,Straight Party,,AME,0
Jefferson,F163,Vickie Yates B Glisson,U.S. House,3,,329
Jefferson,F163,John A Yarmuth,U.S. House,3,,268
Jefferson,F163,Gregory Boles,U.S. House,3,,9
Jefferson,F163,Julie Raque Adams,State Senate,36,,374
Jefferson,F163,Sheri A Donahue,State Senate,36,,226
Jefferson,F163,Jason Michael Nemes,State Representative,33,,356
Jefferson,F163,Rob Walker,State Representative,33,,238
Jefferson,F164,,Ballots Cast,,,694
Jefferson,F164,,Straight Party,,REP,178
Jefferson,F164,,Straight Party,,DEM,80
Jefferson,F164,,Straight Party,,LIB,0
Jefferson,F164,,Straight Party,,AME,0
Jefferson,F164,Vickie Yates B Glisson,U.S. House,3,,406
Jefferson,F164,John A Yarmuth,U.S. House,3,,274
Jefferson,F164,Gregory Boles,U.S. House,3,,8
Jefferson,F164,Julie Raque Adams,State Senate,36,,488
Jefferson,F164,Sheri A Donahue,State Senate,36,,200
Jefferson,F164,Jason Michael Nemes,State Representative,33,,437
Jefferson,F164,Rob Walker,State Representative,33,,247
Jefferson,F166,,Ballots Cast,,,598
Jefferson,F166,,Straight Party,,REP,160
Jefferson,F166,,Straight Party,,DEM,112
Jefferson,F166,,Straight Party,,LIB,1
Jefferson,F166,,Straight Party,,AME,2
Jefferson,F166,Vickie Yates B Glisson,U.S. House,3,,326
Jefferson,F166,John A Yarmuth,U.S. House,3,,262
Jefferson,F166,Gregory Boles,U.S. House,3,,6
Jefferson,F166,Julie Raque Adams,State Senate,36,,381
Jefferson,F166,Sheri A Donahue,State Senate,36,,210
Jefferson,F166,Jason Michael Nemes,State Representative,33,,348
Jefferson,F166,Rob Walker,State Representative,33,,239
Jefferson,F167,,Ballots Cast,,,512
Jefferson,F167,,Straight Party,,REP,83
Jefferson,F167,,Straight Party,,DEM,182
Jefferson,F167,,Straight Party,,LIB,1
Jefferson,F167,,Straight Party,,AME,2
Jefferson,F167,Vickie Yates B Glisson,U.S. House,3,,191
Jefferson,F167,John A Yarmuth,U.S. House,3,,305
Jefferson,F167,Gregory Boles,U.S. House,3,,10
Jefferson,F167,Julie Raque Adams,State Senate,36,,217
Jefferson,F167,Sheri A Donahue,State Senate,36,,291
Jefferson,F167,Jason Michael Nemes,State Representative,33,,192
Jefferson,F167,Rob Walker,State Representative,33,,308
Jefferson,F169,,Ballots Cast,,,338
Jefferson,F169,,Straight Party,,REP,72
Jefferson,F169,,Straight Party,,DEM,92
Jefferson,F169,,Straight Party,,LIB,1
Jefferson,F169,,Straight Party,,AME,1
Jefferson,F169,Vickie Yates B Glisson,U.S. House,3,,138
Jefferson,F169,John A Yarmuth,U.S. House,3,,195
Jefferson,F169,Gregory Boles,U.S. House,3,,2
Jefferson,F169,Julie Raque Adams,State Senate,36,,166
Jefferson,F169,Sheri A Donahue,State Senate,36,,167
Jefferson,F169,Jason Michael Nemes,State Representative,33,,146
Jefferson,F169,Rob Walker,State Representative,33,,185
Jefferson,F170-DOH,,Ballots Cast,,,294
Jefferson,F170-DOH,,Straight Party,,REP,52
Jefferson,F170-DOH,,Straight Party,,DEM,98
Jefferson,F170-DOH,,Straight Party,,LIB,1
Jefferson,F170-DOH,,Straight Party,,AME,2
Jefferson,F170-DOH,Vickie Yates B Glisson,U.S. House,3,,99
Jefferson,F170-DOH,John A Yarmuth,U.S. House,3,,189
Jefferson,F170-DOH,Gregory Boles,U.S. House,3,,4
Jefferson,F170-DOH,Jason Michael Nemes,State Representative,33,,106
Jefferson,F170-DOH,Rob Walker,State Representative,33,,183
Jefferson,F170-DOH,Jerry T Miller,State Representative,36,,112
Jefferson,F170-DOH,Maurice M Sweeney,State Representative,36,,178
Jefferson,F171,,Ballots Cast,,,595
Jefferson,F171,,Straight Party,,REP,131
Jefferson,F171,,Straight Party,,DEM,86
Jefferson,F171,,Straight Party,,LIB,1
Jefferson,F171,,Straight Party,,AME,0
Jefferson,F171,Vickie Yates B Glisson,U.S. House,3,,321
Jefferson,F171,John A Yarmuth,U.S. House,3,,263
Jefferson,F171,Gregory Boles,U.S. House,3,,9
Jefferson,F171,Julie Raque Adams,State Senate,36,,374
Jefferson,F171,Sheri A Donahue,State Senate,36,,216
Jefferson,F171,Jason Michael Nemes,State Representative,33,,346
Jefferson,F171,Rob Walker,State Representative,33,,242
Jefferson,F172,,Ballots Cast,,,584
Jefferson,F172,,Straight Party,,REP,121
Jefferson,F172,,Straight Party,,DEM,125
Jefferson,F172,,Straight Party,,LIB,3
Jefferson,F172,,Straight Party,,AME,1
Jefferson,F172,Vickie Yates B Glisson,U.S. House,3,,284
Jefferson,F172,John A Yarmuth,U.S. House,3,,290
Jefferson,F172,Gregory Boles,U.S. House,3,,9
Jefferson,F172,Julie Raque Adams,State Senate,36,,311
Jefferson,F172,Sheri A Donahue,State Senate,36,,264
Jefferson,F172,Jason Michael Nemes,State Representative,33,,293
Jefferson,F172,Rob Walker,State Representative,33,,278
Jefferson,F176,,Ballots Cast,,,540
Jefferson,F176,,Straight Party,,REP,120
Jefferson,F176,,Straight Party,,DEM,99
Jefferson,F176,,Straight Party,,LIB,5
Jefferson,F176,,Straight Party,,AME,2
Jefferson,F176,Vickie Yates B Glisson,U.S. House,3,,271
Jefferson,F176,John A Yarmuth,U.S. House,3,,255
Jefferson,F176,Gregory Boles,U.S. House,3,,8
Jefferson,F176,Julie Raque Adams,State Senate,36,,307
Jefferson,F176,Sheri A Donahue,State Senate,36,,222
Jefferson,F176,Jason Michael Nemes,State Representative,33,,291
Jefferson,F176,Rob Walker,State Representative,33,,238
Jefferson,F179-LYN,,Ballots Cast,,,669
Jefferson,F179-LYN,,Straight Party,,REP,124
Jefferson,F179-LYN,,Straight Party,,DEM,181
Jefferson,F179-LYN,,Straight Party,,LIB,3
Jefferson,F179-LYN,,Straight Party,,AME,3
Jefferson,F179-LYN,Vickie Yates B Glisson,U.S. House,3,,271
Jefferson,F179-LYN,John A Yarmuth,U.S. House,3,,383
Jefferson,F179-LYN,Gregory Boles,U.S. House,3,,14
Jefferson,F179-LYN,Julie Raque Adams,State Senate,36,,314
Jefferson,F179-LYN,Sheri A Donahue,State Senate,36,,349
Jefferson,F179-LYN,Jason Michael Nemes,State Representative,33,,282
Jefferson,F179-LYN,Rob Walker,State Representative,33,,382
Jefferson,F180-LYN,,Ballots Cast,,,920
Jefferson,F180-LYN,,Straight Party,,REP,194
Jefferson,F180-LYN,,Straight Party,,DEM,230
Jefferson,F180-LYN,,Straight Party,,LIB,3
Jefferson,F180-LYN,,Straight Party,,AME,5
Jefferson,F180-LYN,Vickie Yates B Glisson,U.S. House,3,,391
Jefferson,F180-LYN,John A Yarmuth,U.S. House,3,,509
Jefferson,F180-LYN,Gregory Boles,U.S. House,3,,14
Jefferson,F180-LYN,Julie Raque Adams,State Senate,36,,464
Jefferson,F180-LYN,Sheri A Donahue,State Senate,36,,444
Jefferson,F180-LYN,Jason Michael Nemes,State Representative,33,,408
Jefferson,F180-LYN,Rob Walker,State Representative,33,,494
Jefferson,F181,,Ballots Cast,,,924
Jefferson,F181,,Straight Party,,REP,176
Jefferson,F181,,Straight Party,,DEM,261
Jefferson,F181,,Straight Party,,LIB,3
Jefferson,F181,,Straight Party,,AME,2
Jefferson,F181,Vickie Yates B Glisson,U.S. House,3,,355
Jefferson,F181,John A Yarmuth,U.S. House,3,,552
Jefferson,F181,Gregory Boles,U.S. House,3,,15
Jefferson,F181,Julie Raque Adams,State Senate,36,,396
Jefferson,F181,Sheri A Donahue,State Senate,36,,522
Jefferson,F181,Jason Michael Nemes,State Representative,33,,360
Jefferson,F181,Rob Walker,State Representative,33,,552
Jefferson,F182,,Ballots Cast,,,966
Jefferson,F182,,Straight Party,,REP,211
Jefferson,F182,,Straight Party,,DEM,254
Jefferson,F182,,Straight Party,,LIB,8
Jefferson,F182,,Straight Party,,AME,3
Jefferson,F182,Vickie Yates B Glisson,U.S. House,3,,379
Jefferson,F182,John A Yarmuth,U.S. House,3,,571
Jefferson,F182,Gregory Boles,U.S. House,3,,14
Jefferson,F182,Julie Raque Adams,State Senate,36,,432
Jefferson,F182,Sheri A Donahue,State Senate,36,,524
Jefferson,F182,Jason Michael Nemes,State Representative,33,,382
Jefferson,F182,Rob Walker,State Representative,33,,570
Jefferson,F183,,Ballots Cast,,,365
Jefferson,F183,,Straight Party,,REP,78
Jefferson,F183,,Straight Party,,DEM,47
Jefferson,F183,,Straight Party,,LIB,0
Jefferson,F183,,Straight Party,,AME,2
Jefferson,F183,Vickie Yates B Glisson,U.S. House,3,,202
Jefferson,F183,John A Yarmuth,U.S. House,3,,155
Jefferson,F183,Gregory Boles,U.S. House,3,,5
Jefferson,F183,Julie Raque Adams,State Senate,36,,237
Jefferson,F183,Sheri A Donahue,State Senate,36,,121
Jefferson,F183,Jason Michael Nemes,State Representative,33,,218
Jefferson,F183,Rob Walker,State Representative,33,,141
Jefferson,F184,,Ballots Cast,,,663
Jefferson,F184,,Straight Party,,REP,162
Jefferson,F184,,Straight Party,,DEM,147
Jefferson,F184,,Straight Party,,LIB,5
Jefferson,F184,,Straight Party,,AME,4
Jefferson,F184,Vickie Yates B Glisson,U.S. House,3,,313
Jefferson,F184,John A Yarmuth,U.S. House,3,,338
Jefferson,F184,Gregory Boles,U.S. House,3,,7
Jefferson,F184,Julie Raque Adams,State Senate,36,,350
Jefferson,F184,Sheri A Donahue,State Senate,36,,306
Jefferson,F184,Jason Michael Nemes,State Representative,33,,333
Jefferson,F184,Rob Walker,State Representative,33,,322
Jefferson,F185,,Ballots Cast,,,610
Jefferson,F185,,Straight Party,,REP,89
Jefferson,F185,,Straight Party,,DEM,239
Jefferson,F185,,Straight Party,,LIB,2
Jefferson,F185,,Straight Party,,AME,1
Jefferson,F185,Vickie Yates B Glisson,U.S. House,3,,173
Jefferson,F185,John A Yarmuth,U.S. House,3,,426
Jefferson,F185,Gregory Boles,U.S. House,3,,9
Jefferson,F185,Julie Raque Adams,State Senate,36,,202
Jefferson,F185,Sheri A Donahue,State Senate,36,,402
Jefferson,F185,Jason Michael Nemes,State Representative,33,,178
Jefferson,F185,Rob Walker,State Representative,33,,422
Jefferson,F186,,Ballots Cast,,,910
Jefferson,F186,,Straight Party,,REP,133
Jefferson,F186,,Straight Party,,DEM,342
Jefferson,F186,,Straight Party,,LIB,5
Jefferson,F186,,Straight Party,,AME,10
Jefferson,F186,Vickie Yates B Glisson,U.S. House,3,,227
Jefferson,F186,John A Yarmuth,U.S. House,3,,656
Jefferson,F186,Gregory Boles,U.S. House,3,,21
Jefferson,F186,Julie Raque Adams,State Senate,36,,283
Jefferson,F186,Sheri A Donahue,State Senate,36,,617
Jefferson,F186,Jason Michael Nemes,State Representative,33,,257
Jefferson,F186,Rob Walker,State Representative,33,,643
Jefferson,F187,,Ballots Cast,,,524
Jefferson,F187,,Straight Party,,REP,88
Jefferson,F187,,Straight Party,,DEM,154
Jefferson,F187,,Straight Party,,LIB,1
Jefferson,F187,,Straight Party,,AME,3
Jefferson,F187,Vickie Yates B Glisson,U.S. House,3,,196
Jefferson,F187,John A Yarmuth,U.S. House,3,,316
Jefferson,F187,Gregory Boles,U.S. House,3,,5
Jefferson,F187,Julie Raque Adams,State Senate,36,,221
Jefferson,F187,Sheri A Donahue,State Senate,36,,296
Jefferson,F187,Jason Michael Nemes,State Representative,33,,195
Jefferson,F187,Rob Walker,State Representative,33,,320
Jefferson,G103,,Ballots Cast,,,476
Jefferson,G103,,Straight Party,,REP,22
Jefferson,G103,,Straight Party,,DEM,168
Jefferson,G103,,Straight Party,,LIB,2
Jefferson,G103,,Straight Party,,AME,1
Jefferson,G103,Vickie Yates B Glisson,U.S. House,3,,49
Jefferson,G103,John A Yarmuth,U.S. House,3,,421
Jefferson,G103,Gregory Boles,U.S. House,3,,6
Jefferson,G103,Robert James Douglas,State Representative,34,,54
Jefferson,G103,Mary Lou Marzian,State Representative,34,,418
Jefferson,G104,,Ballots Cast,,,413
Jefferson,G104,,Straight Party,,REP,36
Jefferson,G104,,Straight Party,,DEM,139
Jefferson,G104,,Straight Party,,LIB,1
Jefferson,G104,,Straight Party,,AME,3
Jefferson,G104,Vickie Yates B Glisson,U.S. House,3,,85
Jefferson,G104,John A Yarmuth,U.S. House,3,,322
Jefferson,G104,Gregory Boles,U.S. House,3,,6
Jefferson,G104,Robert James Douglas,State Representative,34,,85
Jefferson,G104,Mary Lou Marzian,State Representative,34,,323
Jefferson,G106,,Ballots Cast,,,487
Jefferson,G106,,Straight Party,,REP,34
Jefferson,G106,,Straight Party,,DEM,142
Jefferson,G106,,Straight Party,,LIB,3
Jefferson,G106,,Straight Party,,AME,0
Jefferson,G106,Vickie Yates B Glisson,U.S. House,3,,83
Jefferson,G106,John A Yarmuth,U.S. House,3,,399
Jefferson,G106,Gregory Boles,U.S. House,3,,5
Jefferson,G106,Robert James Douglas,State Representative,34,,81
Jefferson,G106,Mary Lou Marzian,State Representative,34,,398
Jefferson,G107,,Ballots Cast,,,510
Jefferson,G107,,Straight Party,,REP,26
Jefferson,G107,,Straight Party,,DEM,160
Jefferson,G107,,Straight Party,,LIB,3
Jefferson,G107,,Straight Party,,AME,1
Jefferson,G107,Vickie Yates B Glisson,U.S. House,3,,71
Jefferson,G107,John A Yarmuth,U.S. House,3,,432
Jefferson,G107,Gregory Boles,U.S. House,3,,6
Jefferson,G107,Robert James Douglas,State Representative,34,,70
Jefferson,G107,Mary Lou Marzian,State Representative,34,,432
Jefferson,G108,,Ballots Cast,,,382
Jefferson,G108,,Straight Party,,REP,27
Jefferson,G108,,Straight Party,,DEM,114
Jefferson,G108,,Straight Party,,LIB,1
Jefferson,G108,,Straight Party,,AME,0
Jefferson,G108,Vickie Yates B Glisson,U.S. House,3,,56
Jefferson,G108,John A Yarmuth,U.S. House,3,,322
Jefferson,G108,Gregory Boles,U.S. House,3,,3
Jefferson,G108,Robert James Douglas,State Representative,34,,55
Jefferson,G108,Mary Lou Marzian,State Representative,34,,324
Jefferson,G109,,Ballots Cast,,,725
Jefferson,G109,,Straight Party,,REP,47
Jefferson,G109,,Straight Party,,DEM,227
Jefferson,G109,,Straight Party,,LIB,1
Jefferson,G109,,Straight Party,,AME,1
Jefferson,G109,Vickie Yates B Glisson,U.S. House,3,,120
Jefferson,G109,John A Yarmuth,U.S. House,3,,598
Jefferson,G109,Gregory Boles,U.S. House,3,,4
Jefferson,G109,Robert James Douglas,State Representative,34,,102
Jefferson,G109,Mary Lou Marzian,State Representative,34,,609
Jefferson,G111,,Ballots Cast,,,580
Jefferson,G111,,Straight Party,,REP,34
Jefferson,G111,,Straight Party,,DEM,182
Jefferson,G111,,Straight Party,,LIB,4
Jefferson,G111,,Straight Party,,AME,0
Jefferson,G111,Vickie Yates B Glisson,U.S. House,3,,89
Jefferson,G111,John A Yarmuth,U.S. House,3,,484
Jefferson,G111,Gregory Boles,U.S. House,3,,5
Jefferson,G111,Robert James Douglas,State Representative,34,,80
Jefferson,G111,Mary Lou Marzian,State Representative,34,,494
Jefferson,G112,,Ballots Cast,,,980
Jefferson,G112,,Straight Party,,REP,72
Jefferson,G112,,Straight Party,,DEM,337
Jefferson,G112,,Straight Party,,LIB,3
Jefferson,G112,,Straight Party,,AME,2
Jefferson,G112,Vickie Yates B Glisson,U.S. House,3,,151
Jefferson,G112,John A Yarmuth,U.S. House,3,,809
Jefferson,G112,Gregory Boles,U.S. House,3,,16
Jefferson,G112,Robert James Douglas,State Representative,34,,145
Jefferson,G112,Mary Lou Marzian,State Representative,34,,823
Jefferson,G116,,Ballots Cast,,,791
Jefferson,G116,,Straight Party,,REP,57
Jefferson,G116,,Straight Party,,DEM,228
Jefferson,G116,,Straight Party,,LIB,4
Jefferson,G116,,Straight Party,,AME,3
Jefferson,G116,Vickie Yates B Glisson,U.S. House,3,,153
Jefferson,G116,John A Yarmuth,U.S. House,3,,627
Jefferson,G116,Gregory Boles,U.S. House,3,,9
Jefferson,G116,Robert James Douglas,State Representative,34,,142
Jefferson,G116,Mary Lou Marzian,State Representative,34,,644
Jefferson,G117,,Ballots Cast,,,980
Jefferson,G117,,Straight Party,,REP,60
Jefferson,G117,,Straight Party,,DEM,259
Jefferson,G117,,Straight Party,,LIB,2
Jefferson,G117,,Straight Party,,AME,1
Jefferson,G117,Vickie Yates B Glisson,U.S. House,3,,194
Jefferson,G117,John A Yarmuth,U.S. House,3,,774
Jefferson,G117,Gregory Boles,U.S. House,3,,6
Jefferson,G117,Robert James Douglas,State Representative,34,,162
Jefferson,G117,Mary Lou Marzian,State Representative,34,,790
Jefferson,G119,,Ballots Cast,,,477
Jefferson,G119,,Straight Party,,REP,48
Jefferson,G119,,Straight Party,,DEM,104
Jefferson,G119,,Straight Party,,LIB,1
Jefferson,G119,,Straight Party,,AME,0
Jefferson,G119,Vickie Yates B Glisson,U.S. House,3,,131
Jefferson,G119,John A Yarmuth,U.S. House,3,,342
Jefferson,G119,Gregory Boles,U.S. House,3,,2
Jefferson,G119,Robert James Douglas,State Representative,34,,119
Jefferson,G119,Mary Lou Marzian,State Representative,34,,353
Jefferson,G120,,Ballots Cast,,,536
Jefferson,G120,,Straight Party,,REP,48
Jefferson,G120,,Straight Party,,DEM,152
Jefferson,G120,,Straight Party,,LIB,2
Jefferson,G120,,Straight Party,,AME,0
Jefferson,G120,Vickie Yates B Glisson,U.S. House,3,,115
Jefferson,G120,John A Yarmuth,U.S. House,3,,413
Jefferson,G120,Gregory Boles,U.S. House,3,,6
Jefferson,G120,Robert James Douglas,State Representative,34,,115
Jefferson,G120,Mary Lou Marzian,State Representative,34,,415
Jefferson,G121,,Ballots Cast,,,539
Jefferson,G121,,Straight Party,,REP,61
Jefferson,G121,,Straight Party,,DEM,115
Jefferson,G121,,Straight Party,,LIB,1
Jefferson,G121,,Straight Party,,AME,2
Jefferson,G121,Vickie Yates B Glisson,U.S. House,3,,180
Jefferson,G121,John A Yarmuth,U.S. House,3,,349
Jefferson,G121,Gregory Boles,U.S. House,3,,7
Jefferson,G121,Robert James Douglas,State Representative,34,,168
Jefferson,G121,Mary Lou Marzian,State Representative,34,,365
Jefferson,G122,,Ballots Cast,,,427
Jefferson,G122,,Straight Party,,REP,33
Jefferson,G122,,Straight Party,,DEM,103
Jefferson,G122,,Straight Party,,LIB,0
Jefferson,G122,,Straight Party,,AME,1
Jefferson,G122,Vickie Yates B Glisson,U.S. House,3,,94
Jefferson,G122,John A Yarmuth,U.S. House,3,,326
Jefferson,G122,Gregory Boles,U.S. House,3,,4
Jefferson,G122,Robert James Douglas,State Representative,34,,82
Jefferson,G122,Mary Lou Marzian,State Representative,34,,337
Jefferson,G123-SMM,,Ballots Cast,,,232
Jefferson,G123-SMM,,Straight Party,,REP,17
Jefferson,G123-SMM,,Straight Party,,DEM,55
Jefferson,G123-SMM,,Straight Party,,LIB,0
Jefferson,G123-SMM,,Straight Party,,AME,0
Jefferson,G123-SMM,Vickie Yates B Glisson,U.S. House,3,,62
Jefferson,G123-SMM,John A Yarmuth,U.S. House,3,,168
Jefferson,G123-SMM,Gregory Boles,U.S. House,3,,1
Jefferson,G123-SMM,Robert James Douglas,State Representative,34,,51
Jefferson,G123-SMM,Mary Lou Marzian,State Representative,34,,178
Jefferson,G124,,Ballots Cast,,,841
Jefferson,G124,,Straight Party,,REP,124
Jefferson,G124,,Straight Party,,DEM,192
Jefferson,G124,,Straight Party,,LIB,1
Jefferson,G124,,Straight Party,,AME,2
Jefferson,G124,Vickie Yates B Glisson,U.S. House,3,,281
Jefferson,G124,John A Yarmuth,U.S. House,3,,548
Jefferson,G124,Gregory Boles,U.S. House,3,,8
Jefferson,G124,Robert James Douglas,State Representative,34,,248
Jefferson,G124,Mary Lou Marzian,State Representative,34,,578
Jefferson,G126,,Ballots Cast,,,503
Jefferson,G126,,Straight Party,,REP,72
Jefferson,G126,,Straight Party,,DEM,119
Jefferson,G126,,Straight Party,,LIB,0
Jefferson,G126,,Straight Party,,AME,1
Jefferson,G126,Vickie Yates B Glisson,U.S. House,3,,157
Jefferson,G126,John A Yarmuth,U.S. House,3,,339
Jefferson,G126,Gregory Boles,U.S. House,3,,3
Jefferson,G126,Robert James Douglas,State Representative,34,,129
Jefferson,G126,Mary Lou Marzian,State Representative,34,,364
Jefferson,G129,,Ballots Cast,,,168
Jefferson,G129,,Straight Party,,REP,30
Jefferson,G129,,Straight Party,,DEM,35
Jefferson,G129,,Straight Party,,LIB,0
Jefferson,G129,,Straight Party,,AME,2
Jefferson,G129,Vickie Yates B Glisson,U.S. House,3,,67
Jefferson,G129,John A Yarmuth,U.S. House,3,,96
Jefferson,G129,Gregory Boles,U.S. House,3,,4
Jefferson,G129,Robert James Douglas,State Representative,34,,57
Jefferson,G129,Mary Lou Marzian,State Representative,34,,109
Jefferson,G140,,Ballots Cast,,,494
Jefferson,G140,,Straight Party,,REP,43
Jefferson,G140,,Straight Party,,DEM,174
Jefferson,G140,,Straight Party,,LIB,1
Jefferson,G140,,Straight Party,,AME,0
Jefferson,G140,Vickie Yates B Glisson,U.S. House,3,,87
Jefferson,G140,John A Yarmuth,U.S. House,3,,397
Jefferson,G140,Gregory Boles,U.S. House,3,,8
Jefferson,G140,Robert James Douglas,State Representative,34,,92
Jefferson,G140,Mary Lou Marzian,State Representative,34,,395
Jefferson,G141,,Ballots Cast,,,554
Jefferson,G141,,Straight Party,,REP,42
Jefferson,G141,,Straight Party,,DEM,153
Jefferson,G141,,Straight Party,,LIB,1
Jefferson,G141,,Straight Party,,AME,0
Jefferson,G141,Vickie Yates B Glisson,U.S. House,3,,109
Jefferson,G141,John A Yarmuth,U.S. House,3,,441
Jefferson,G141,Gregory Boles,U.S. House,3,,2
Jefferson,G141,Ernie Harris,State Senate,26,,106
Jefferson,G141,Karen Berg,State Senate,26,,434
Jefferson,G141,Jody Hurt,State Senate,26,,5
Jefferson,G141,Robert James Douglas,State Representative,34,,105
Jefferson,G141,Mary Lou Marzian,State Representative,34,,437
Jefferson,G142,,Ballots Cast,,,169
Jefferson,G142,,Straight Party,,REP,21
Jefferson,G142,,Straight Party,,DEM,41
Jefferson,G142,,Straight Party,,LIB,0
Jefferson,G142,,Straight Party,,AME,0
Jefferson,G142,Vickie Yates B Glisson,U.S. House,3,,45
Jefferson,G142,John A Yarmuth,U.S. House,3,,120
Jefferson,G142,Gregory Boles,U.S. House,3,,4
Jefferson,G142,Robert James Douglas,State Representative,34,,46
Jefferson,G142,Mary Lou Marzian,State Representative,34,,120
Jefferson,G143,,Ballots Cast,,,778
Jefferson,G143,,Straight Party,,REP,64
Jefferson,G143,,Straight Party,,DEM,246
Jefferson,G143,,Straight Party,,LIB,6
