candidate,office,district,party,county,precinct,votes
,Ballots Cast,,,Marion,AB,368
,Straight Party,,REP,Marion,AB,38
,Straight Party,,DEM,Marion,AB,87
James R Comer,U.S. House,1,REP,Marion,AB,157
Paul Walker,U.S. House,1,DEM,Marion,AB,184
Jimmy Higdon,State Senate,14,REP,Marion,AB,197
Stephanie Compton,State Senate,14,DEM,Marion,AB,166
Brandon Reed,State Representative,24,REP,Marion,AB,92
Terry Mills,State Representative,24,DEM,Marion,AB,271
,Ballots Cast,,,Marion,A101,291
,Straight Party,,REP,Marion,A101,57
,Straight Party,,DEM,Marion,A101,39
James R Comer,U.S. House,1,REP,Marion,A101,196
Paul Walker,U.S. House,1,DEM,Marion,A101,86
Jimmy Higdon,State Senate,14,REP,Marion,A101,218
Stephanie Compton,State Senate,14,DEM,Marion,A101,67
Brandon Reed,State Representative,24,REP,Marion,A101,147
Terry Mills,State Representative,24,DEM,Marion,A101,140
,Ballots Cast,,,Marion,A102,320
,Straight Party,,REP,Marion,A102,56
,Straight Party,,DEM,Marion,A102,47
James R Comer,U.S. House,1,REP,Marion,A102,200
Paul Walker,U.S. House,1,DEM,Marion,A102,89
Jimmy Higdon,State Senate,14,REP,Marion,A102,243
Stephanie Compton,State Senate,14,DEM,Marion,A102,71
Brandon Reed,State Representative,24,REP,Marion,A102,138
Terry Mills,State Representative,24,DEM,Marion,A102,177
,Ballots Cast,,,Marion,A103,365
,Straight Party,,REP,Marion,A103,61
,Straight Party,,DEM,Marion,A103,48
James R Comer,U.S. House,1,REP,Marion,A103,226
Paul Walker,U.S. House,1,DEM,Marion,A103,118
Jimmy Higdon,State Senate,14,REP,Marion,A103,253
Stephanie Compton,State Senate,14,DEM,Marion,A103,108
Brandon Reed,State Representative,24,REP,Marion,A103,166
Terry Mills,State Representative,24,DEM,Marion,A103,195
,Ballots Cast,,,Marion,A104,301
,Straight Party,,REP,Marion,A104,44
,Straight Party,,DEM,Marion,A104,74
James R Comer,U.S. House,1,REP,Marion,A104,120
Paul Walker,U.S. House,1,DEM,Marion,A104,151
Jimmy Higdon,State Senate,14,REP,Marion,A104,175
Stephanie Compton,State Senate,14,DEM,Marion,A104,120
Brandon Reed,State Representative,24,REP,Marion,A104,83
Terry Mills,State Representative,24,DEM,Marion,A104,211
,Ballots Cast,,,Marion,C102,650
,Straight Party,,REP,Marion,C102,87
,Straight Party,,DEM,Marion,C102,168
James R Comer,U.S. House,1,REP,Marion,C102,266
Paul Walker,U.S. House,1,DEM,Marion,C102,327
Jimmy Higdon,State Senate,14,REP,Marion,C102,377
Stephanie Compton,State Senate,14,DEM,Marion,C102,262
Brandon Reed,State Representative,24,REP,Marion,C102,173
Terry Mills,State Representative,24,DEM,Marion,C102,465
,Ballots Cast,,,Marion,C103,298
,Straight Party,,REP,Marion,C103,41
,Straight Party,,DEM,Marion,C103,46
James R Comer,U.S. House,1,REP,Marion,C103,143
Paul Walker,U.S. House,1,DEM,Marion,C103,135
Jimmy Higdon,State Senate,14,REP,Marion,C103,195
Stephanie Compton,State Senate,14,DEM,Marion,C103,101
Brandon Reed,State Representative,24,REP,Marion,C103,77
Terry Mills,State Representative,24,DEM,Marion,C103,218
,Ballots Cast,,,Marion,C105,199
,Straight Party,,REP,Marion,C105,25
,Straight Party,,DEM,Marion,C105,19
James R Comer,U.S. House,1,REP,Marion,C105,123
Paul Walker,U.S. House,1,DEM,Marion,C105,58
Jimmy Higdon,State Senate,14,REP,Marion,C105,155
Stephanie Compton,State Senate,14,DEM,Marion,C105,42
Brandon Reed,State Representative,24,REP,Marion,C105,77
Terry Mills,State Representative,24,DEM,Marion,C105,122
,Ballots Cast,,,Marion,D102,550
,Straight Party,,REP,Marion,D102,71
,Straight Party,,DEM,Marion,D102,85
James R Comer,U.S. House,1,REP,Marion,D102,291
Paul Walker,U.S. House,1,DEM,Marion,D102,209
Jimmy Higdon,State Senate,14,REP,Marion,D102,339
Stephanie Compton,State Senate,14,DEM,Marion,D102,203
Brandon Reed,State Representative,24,REP,Marion,D102,169
Terry Mills,State Representative,24,DEM,Marion,D102,376
,Ballots Cast,,,Marion,D103,423
,Straight Party,,REP,Marion,D103,75
,Straight Party,,DEM,Marion,D103,64
James R Comer,U.S. House,1,REP,Marion,D103,225
Paul Walker,U.S. House,1,DEM,Marion,D103,167
Jimmy Higdon,State Senate,14,REP,Marion,D103,287
Stephanie Compton,State Senate,14,DEM,Marion,D103,128
Brandon Reed,State Representative,24,REP,Marion,D103,143
Terry Mills,State Representative,24,DEM,Marion,D103,273
,Ballots Cast,,,Marion,D104,246
,Straight Party,,REP,Marion,D104,34
,Straight Party,,DEM,Marion,D104,75
James R Comer,U.S. House,1,REP,Marion,D104,113
Paul Walker,U.S. House,1,DEM,Marion,D104,117
Jimmy Higdon,State Senate,14,REP,Marion,D104,138
Stephanie Compton,State Senate,14,DEM,Marion,D104,104
Brandon Reed,State Representative,24,REP,Marion,D104,62
Terry Mills,State Representative,24,DEM,Marion,D104,178
,Ballots Cast,,,Marion,E101,291
,Straight Party,,REP,Marion,E101,50
,Straight Party,,DEM,Marion,E101,49
James R Comer,U.S. House,1,REP,Marion,E101,150
Paul Walker,U.S. House,1,DEM,Marion,E101,110
Jimmy Higdon,State Senate,14,REP,Marion,E101,182
Stephanie Compton,State Senate,14,DEM,Marion,E101,98
Brandon Reed,State Representative,24,REP,Marion,E101,109
Terry Mills,State Representative,24,DEM,Marion,E101,177
,Ballots Cast,,,Marion,E102,451
,Straight Party,,REP,Marion,E102,41
,Straight Party,,DEM,Marion,E102,91
James R Comer,U.S. House,1,REP,Marion,E102,230
Paul Walker,U.S. House,1,DEM,Marion,E102,187
Jimmy Higdon,State Senate,14,REP,Marion,E102,268
Stephanie Compton,State Senate,14,DEM,Marion,E102,174
Brandon Reed,State Representative,24,REP,Marion,E102,136
