candidate,office,district,party,county,precinct,votes
,Straight Party,,REP,Mason,A101-Maysville 1,30
,Straight Party,,DEM,Mason,A101-Maysville 1,53
,Straight Party,,LIB,Mason,A101-Maysville 1,1
Thomas Massie,U.S. House,4,REP,Mason,A101-Maysville 1,211
Seth Hall,U.S. House,4,DEM,Mason,A101-Maysville 1,114
Mike Moffett,U.S. House,4,IND,Mason,A101-Maysville 1,3
David Goowin (Write In),U.S. House,4,,Mason,A101-Maysville 1,0
John Sims,State Representative,70,DEM,Mason,A101-Maysville 1,256
,Straight Party,,REP,Mason,A103-Maysville 3,36
,Straight Party,,DEM,Mason,A103-Maysville 3,92
,Straight Party,,LIB,Mason,A103-Maysville 3,7
Thomas Massie,U.S. House,4,REP,Mason,A103-Maysville 3,130
Seth Hall,U.S. House,4,DEM,Mason,A103-Maysville 3,170
Mike Moffett,U.S. House,4,IND,Mason,A103-Maysville 3,13
David Goowin (Write In),U.S. House,4,,Mason,A103-Maysville 3,0
John Sims,State Representative,70,DEM,Mason,A103-Maysville 3,245
,Straight Party,,REP,Mason,A104-Maysville 4,50
,Straight Party,,DEM,Mason,A104-Maysville 4,78
,Straight Party,,LIB,Mason,A104-Maysville 4,9
Thomas Massie,U.S. House,4,REP,Mason,A104-Maysville 4,155
Seth Hall,U.S. House,4,DEM,Mason,A104-Maysville 4,126
Mike Moffett,U.S. House,4,IND,Mason,A104-Maysville 4,11
David Goowin (Write In),U.S. House,4,,Mason,A104-Maysville 4,0
John Sims,State Representative,70,DEM,Mason,A104-Maysville 4,225
,Straight Party,,REP,Mason,A105-Plugtown,57
,Straight Party,,DEM,Mason,A105-Plugtown,23
,Straight Party,,LIB,Mason,A105-Plugtown,0
Thomas Massie,U.S. House,4,REP,Mason,A105-Plugtown,196
Seth Hall,U.S. House,4,DEM,Mason,A105-Plugtown,65
Mike Moffett,U.S. House,4,IND,Mason,A105-Plugtown,4
David Goowin (Write In),U.S. House,4,,Mason,A105-Plugtown,0
John Sims,State Representative,70,DEM,Mason,A105-Plugtown,188
,Straight Party,,REP,Mason,B102 - Dover-Minerva,75
,Straight Party,,DEM,Mason,B102 - Dover-Minerva,34
,Straight Party,,LIB,Mason,B102 - Dover-Minerva,5
Thomas Massie,U.S. House,4,REP,Mason,B102 - Dover-Minerva,197
