candidate,office,district,party,county,precinct,votes
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,Absentee Paper,90
Kenneth S. Stepp,U.S. House,5,DEM,Perry,Absentee Paper,48
Brandon Smith,State Senate,30,REP,Perry,Absentee Paper,85
Paula Clemons-Combs,State Senate,30,DEM,Perry,Absentee Paper,53
Chris Fugate,State Representative,84,REP,Perry,Absentee Paper,80
Tom R. Pope,State Representative,84,DEM,Perry,Absentee Paper,64
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,Absentee Machine,286
Kenneth S. Stepp,U.S. House,5,DEM,Perry,Absentee Machine,141
Brandon Smith,State Senate,30,REP,Perry,Absentee Machine,290
Paula Clemons-Combs,State Senate,30,DEM,Perry,Absentee Machine,142
Chris Fugate,State Representative,84,REP,Perry,Absentee Machine,208
Tom R. Pope,State Representative,84,DEM,Perry,Absentee Machine,227
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A101 Buckhorn,208
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A101 Buckhorn,79
Brandon Smith,State Senate,30,REP,Perry,A101 Buckhorn,229
Paula Clemons-Combs,State Senate,30,DEM,Perry,A101 Buckhorn,69
Chris Fugate,State Representative,84,REP,Perry,A101 Buckhorn,181
Tom R. Pope,State Representative,84,DEM,Perry,A101 Buckhorn,110
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A102 Chavies,201
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A102 Chavies,37
Brandon Smith,State Senate,30,REP,Perry,A102 Chavies,184
Paula Clemons-Combs,State Senate,30,DEM,Perry,A102 Chavies,47
Chris Fugate,State Representative,84,REP,Perry,A102 Chavies,172
Tom R. Pope,State Representative,84,DEM,Perry,A102 Chavies,75
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A103 Krypton,208
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A103 Krypton,33
Brandon Smith,State Senate,30,REP,Perry,A103 Krypton,205
Paula Clemons-Combs,State Senate,30,DEM,Perry,A103 Krypton,36
Chris Fugate,State Representative,84,REP,Perry,A103 Krypton,167
Tom R. Pope,State Representative,84,DEM,Perry,A103 Krypton,74
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A104 Yerkes,72
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A104 Yerkes,13
Brandon Smith,State Senate,30,REP,Perry,A104 Yerkes,70
Paula Clemons-Combs,State Senate,30,DEM,Perry,A104 Yerkes,15
Chris Fugate,State Representative,84,REP,Perry,A104 Yerkes,50
Tom R. Pope,State Representative,84,DEM,Perry,A104 Yerkes,36
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A105 Busy,194
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A105 Busy,54
Brandon Smith,State Senate,30,REP,Perry,A105 Busy,212
Paula Clemons-Combs,State Senate,30,DEM,Perry,A105 Busy,43
Chris Fugate,State Representative,84,REP,Perry,A105 Busy,159
Tom R. Pope,State Representative,84,DEM,Perry,A105 Busy,96
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A107 Bulan,178
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A107 Bulan,49
Brandon Smith,State Senate,30,REP,Perry,A107 Bulan,161
Paula Clemons-Combs,State Senate,30,DEM,Perry,A107 Bulan,63
Chris Fugate,State Representative,84,REP,Perry,A107 Bulan,125
Tom R. Pope,State Representative,84,DEM,Perry,A107 Bulan,101
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A108 Hardburly,69
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A108 Hardburly,27
Brandon Smith,State Senate,30,REP,Perry,A108 Hardburly,74
Paula Clemons-Combs,State Senate,30,DEM,Perry,A108 Hardburly,26
Chris Fugate,State Representative,84,REP,Perry,A108 Hardburly,42
Tom R. Pope,State Representative,84,DEM,Perry,A108 Hardburly,58
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A109 Dice,270
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A109 Dice,114
Brandon Smith,State Senate,30,REP,Perry,A109 Dice,270
Paula Clemons-Combs,State Senate,30,DEM,Perry,A109 Dice,106
Chris Fugate,State Representative,84,REP,Perry,A109 Dice,234
Tom R. Pope,State Representative,84,DEM,Perry,A109 Dice,158
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A110 Ary,198
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A110 Ary,44
Brandon Smith,State Senate,30,REP,Perry,A110 Ary,197
Paula Clemons-Combs,State Senate,30,DEM,Perry,A110 Ary,51
Chris Fugate,State Representative,84,REP,Perry,A110 Ary,125
Tom R. Pope,State Representative,84,DEM,Perry,A110 Ary,121
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A111 Rowdy,70
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A111 Rowdy,38
Brandon Smith,State Senate,30,REP,Perry,A111 Rowdy,67
Paula Clemons-Combs,State Senate,30,DEM,Perry,A111 Rowdy,47
Chris Fugate,State Representative,84,REP,Perry,A111 Rowdy,49
Tom R. Pope,State Representative,84,DEM,Perry,A111 Rowdy,67
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A112 Dwarf,255
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A112 Dwarf,81
Brandon Smith,State Senate,30,REP,Perry,A112 Dwarf,258
Paula Clemons-Combs,State Senate,30,DEM,Perry,A112 Dwarf,77
Chris Fugate,State Representative,84,REP,Perry,A112 Dwarf,161
Tom R. Pope,State Representative,84,DEM,Perry,A112 Dwarf,174
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A113 Butterfly,199
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A113 Butterfly,77
Brandon Smith,State Senate,30,REP,Perry,A113 Butterfly,205
Paula Clemons-Combs,State Senate,30,DEM,Perry,A113 Butterfly,73
Chris Fugate,State Representative,84,REP,Perry,A113 Butterfly,169
Tom R. Pope,State Representative,84,DEM,Perry,A113 Butterfly,112
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,A114 Grapevine,342
Kenneth S. Stepp,U.S. House,5,DEM,Perry,A114 Grapevine,114
Brandon Smith,State Senate,30,REP,Perry,A114 Grapevine,348
Paula Clemons-Combs,State Senate,30,DEM,Perry,A114 Grapevine,122
Chris Fugate,State Representative,84,REP,Perry,A114 Grapevine,244
Tom R. Pope,State Representative,84,DEM,Perry,A114 Grapevine,227
"Harold ""Hal"" Roggers",U.S. House,5,REP,Perry,B101 Bonnyman,203
Kenneth S. Stepp,U.S. House,5,DEM,Perry,B101 Bonnyman,84
