candidate,office,district,party,county,precinct,votes
,Ballots Cast,,,Garrard,Precinct AB,304
,Straight Party,,REP,Garrard,Precinct AB,131
,Straight Party,,DEM,Garrard,Precinct AB,32
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct AB,210
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct AB,78
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct AB,5
Tom Buford,State Senate,22,REP,Garrard,Precinct AB,206
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct AB,90
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct AB,220
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct AB,65
,Ballots Cast,,,Garrard,Precinct A101,237
,Straight Party,,REP,Garrard,Precinct A101,63
,Straight Party,,DEM,Garrard,Precinct A101,22
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct A101,151
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct A101,69
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct A101,4
Tom Buford,State Senate,22,REP,Garrard,Precinct A101,139
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct A101,90
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct A101,151
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct A101,65
,Ballots Cast,,,Garrard,Precinct A103,483
,Straight Party,,REP,Garrard,Precinct A103,189
,Straight Party,,DEM,Garrard,Precinct A103,50
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct A103,360
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct A103,107
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct A103,3
Tom Buford,State Senate,22,REP,Garrard,Precinct A103,358
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct A103,115
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct A103,374
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct A103,96
,Ballots Cast,,,Garrard,Precinct A104,572
,Straight Party,,REP,Garrard,Precinct A104,282
,Straight Party,,DEM,Garrard,Precinct A104,52
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct A104,447
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct A104,109
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct A104,8
Tom Buford,State Senate,22,REP,Garrard,Precinct A104,433
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct A104,132
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct A104,449
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct A104,113
,Ballots Cast,,,Garrard,Precinct B101,311
,Straight Party,,REP,Garrard,Precinct B101,96
,Straight Party,,DEM,Garrard,Precinct B101,54
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct B101,196
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct B101,92
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct B101,10
Tom Buford,State Senate,22,REP,Garrard,Precinct B101,186
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct B101,120
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct B101,217
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct B101,85
,Ballots Cast,,,Garrard,Precinct B102,555
,Straight Party,,REP,Garrard,Precinct B102,188
,Straight Party,,DEM,Garrard,Precinct B102,38
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct B102,417
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct B102,102
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct B102,11
Tom Buford,State Senate,22,REP,Garrard,Precinct B102,404
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct B102,144
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct B102,434
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct B102,91
,Ballots Cast,,,Garrard,Precinct B103,130
,Straight Party,,REP,Garrard,Precinct B103,51
,Straight Party,,DEM,Garrard,Precinct B103,18
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct B103,86
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct B103,34
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct B103,2
Tom Buford,State Senate,22,REP,Garrard,Precinct B103,84
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct B103,43
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct B103,95
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct B103,29
,Ballots Cast,,,Garrard,Precinct C102,567
,Straight Party,,REP,Garrard,Precinct C102,278
,Straight Party,,DEM,Garrard,Precinct C102,56
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct C102,430
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct C102,111
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct C102,14
Tom Buford,State Senate,22,REP,Garrard,Precinct C102,437
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct C102,124
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct C102,446
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct C102,112
,Ballots Cast,,,Garrard,Precinct C103,564
,Straight Party,,REP,Garrard,Precinct C103,264
,Straight Party,,DEM,Garrard,Precinct C103,74
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct C103,412
Hank Linderman,U.S. House,2,DEM,Garrard,Precinct C103,129
Thomas A. Loecken,U.S. House,2,IND,Garrard,Precinct C103,9
Tom Buford,State Senate,22,REP,Garrard,Precinct C103,413
Carolyn Dupont,State Senate,22,DEM,Garrard,Precinct C103,147
R. Travis Brenda,State Representative,71,REP,Garrard,Precinct C103,424
Mary J. Renfro,State Representative,71,DEM,Garrard,Precinct C103,132
,Ballots Cast,,,Garrard,Precinct D101,385
,Straight Party,,REP,Garrard,Precinct D101,166
,Straight Party,,DEM,Garrard,Precinct D101,23
S Brett Guthrie,U.S. House,2,REP,Garrard,Precinct D101,307
