county,precinct,candidate,office,district,party,votes
Madison,A107 Clay,Amy McGrath,U.S. House,6,DEM,250
Madison,A107 Clay,Frank Harris,U.S. House,6,LIB,3
Madison,A107 Clay,Rikka Wallin,U.S. House,6,IND,0
Madison,A107 Clay,James Germalic,U.S. House,6,IND,0
Madison,A107 Clay,Write In,U.S. House,6,NON,1
Madison,A107 Clay,Jared K. Carpenter,State Senate,34,REP,531
Madison,A107 Clay,Susan Byrne Haddix,State Senate,34,DEM,270
Madison,A107 Clay,Write In,State Senate,34,NON,5
Madison,A107 Clay,Robert Goforth,State Representative,89,REP,542
Madison,A107 Clay,Kelly Smith,State Representative,89,DEM,265
Madison,A107 Clay,Write In,State Representative,89,NON,1
Madison,A108 Silver Creek,,Registered Voters,,,1460
Madison,A108 Silver Creek,,Ballots Cast,,,859
Madison,A108 Silver Creek,,Straight Party,,REP,159
Madison,A108 Silver Creek,,Straight Party,,DEM,79
Madison,A108 Silver Creek,,Straight Party,,LIB,6
Madison,A108 Silver Creek,Andy Barr,U.S. House,6,REP,592
Madison,A108 Silver Creek,Amy McGrath,U.S. House,6,DEM,249
Madison,A108 Silver Creek,Frank Harris,U.S. House,6,LIB,8
Madison,A108 Silver Creek,Rikka Wallin,U.S. House,6,IND,1
Madison,A108 Silver Creek,James Germalic,U.S. House,6,IND,1
Madison,A108 Silver Creek,Write In,U.S. House,6,NON,0
Madison,A108 Silver Creek,Jared K. Carpenter,State Senate,34,REP,556
Madison,A108 Silver Creek,Susan Byrne Haddix,State Senate,34,DEM,274
Madison,A108 Silver Creek,Write In,State Senate,34,NON,2
Madison,A108 Silver Creek,Robert Goforth,State Representative,89,REP,572
Madison,A108 Silver Creek,Kelly Smith,State Representative,89,DEM,247
Madison,A108 Silver Creek,Write In,State Representative,89,NON,2
Madison,A 109 Bobtown-Redlick,,Registered Voters,,,2255
Madison,A 109 Bobtown-Redlick,,Ballots Cast,,,1212
Madison,A 109 Bobtown-Redlick,,Straight Party,,REP,311
Madison,A 109 Bobtown-Redlick,,Straight Party,,DEM,139
Madison,A 109 Bobtown-Redlick,,Straight Party,,LIB,5
Madison,A 109 Bobtown-Redlick,Andy Barr,U.S. House,6,REP,854
Madison,A 109 Bobtown-Redlick,Amy McGrath,U.S. House,6,DEM,342
Madison,A 109 Bobtown-Redlick,Frank Harris,U.S. House,6,LIB,4
Madison,A 109 Bobtown-Redlick,Rikka Wallin,U.S. House,6,IND,5
Madison,A 109 Bobtown-Redlick,James Germalic,U.S. House,6,IND,2
Madison,A 109 Bobtown-Redlick,Write In,U.S. House,6,NON,1
Madison,A 109 Bobtown-Redlick,Jared K. Carpenter,State Senate,34,REP,813
Madison,A 109 Bobtown-Redlick,Susan Byrne Haddix,State Senate,34,DEM,373
Madison,A 109 Bobtown-Redlick,Write In,State Senate,34,NON,3
Madison,A 109 Bobtown-Redlick,Robert Goforth,State Representative,89,REP,839
Madison,A 109 Bobtown-Redlick,Kelly Smith,State Representative,89,DEM,347
Madison,A 109 Bobtown-Redlick,Write In,State Representative,89,NON,0
Madison,A110 Walker Branch,,Registered Voters,,,922
Madison,A110 Walker Branch,,Ballots Cast,,,464
Madison,A110 Walker Branch,,Straight Party,,REP,85
Madison,A110 Walker Branch,,Straight Party,,DEM,46
Madison,A110 Walker Branch,,Straight Party,,LIB,3
Madison,A110 Walker Branch,Andy Barr,U.S. House,6,REP,316
Madison,A110 Walker Branch,Amy McGrath,U.S. House,6,DEM,138
Madison,A110 Walker Branch,Frank Harris,U.S. House,6,LIB,6
Madison,A110 Walker Branch,Rikka Wallin,U.S. House,6,IND,1
Madison,A110 Walker Branch,James Germalic,U.S. House,6,IND,2
Madison,A110 Walker Branch,Write In,U.S. House,6,NON,0
Madison,A110 Walker Branch,Jared K. Carpenter,State Senate,34,REP,312
Madison,A110 Walker Branch,Susan Byrne Haddix,State Senate,34,DEM,143
Madison,A110 Walker Branch,Write In,State Senate,34,NON,0
Madison,A110 Walker Branch,Robert Goforth,State Representative,89,REP,305
Madison,A110 Walker Branch,Kelly Smith,State Representative,89,DEM,144
Madison,A110 Walker Branch,Write In,State Representative,89,NON,2
Madison,B101 SaratogaArlingtonRosedale,,Registered Voters,,,2246
Madison,B101 SaratogaArlingtonRosedale,,Ballots Cast,,,933
Madison,B101 SaratogaArlingtonRosedale,,Straight Party,,REP,171
Madison,B101 SaratogaArlingtonRosedale,,Straight Party,,DEM,176
Madison,B101 SaratogaArlingtonRosedale,,Straight Party,,LIB,7
Madison,B101 SaratogaArlingtonRosedale,Andy Barr,U.S. House,6,REP,439
Madison,B101 SaratogaArlingtonRosedale,Amy McGrath,U.S. House,6,DEM,466
Madison,B101 SaratogaArlingtonRosedale,Frank Harris,U.S. House,6,LIB,13
Madison,B101 SaratogaArlingtonRosedale,Rikka Wallin,U.S. House,6,IND,5
Madison,B101 SaratogaArlingtonRosedale,James Germalic,U.S. House,6,IND,3
Madison,B101 SaratogaArlingtonRosedale,Write In,U.S. House,6,NON,0
Madison,B101 SaratogaArlingtonRosedale,Jared K. Carpenter,State Senate,34,REP,475
Madison,B101 SaratogaArlingtonRosedale,Susan Byrne Haddix,State Senate,34,DEM,430
Madison,B101 SaratogaArlingtonRosedale,Write In,State Senate,34,NON,2
Madison,B101 SaratogaArlingtonRosedale,Deanna L. Frazier,State Representative,81,REP,439
Madison,B101 SaratogaArlingtonRosedale,Morgan H Eaves,State Representative,81,DEM,479
Madison,B101 SaratogaArlingtonRosedale,Write In,State Representative,81,NON,1
Madison,B102 North Chenault,,Registered Voters,,,1033
Madison,B102 North Chenault,,Ballots Cast,,,651
Madison,B102 North Chenault,,Straight Party,,REP,124
Madison,B102 North Chenault,,Straight Party,,DEM,69
Madison,B102 North Chenault,,Straight Party,,LIB,3
Madison,B102 North Chenault,Andy Barr,U.S. House,6,REP,423
Madison,B102 North Chenault,Amy McGrath,U.S. House,6,DEM,225
Madison,B102 North Chenault,Frank Harris,U.S. House,6,LIB,2
Madison,B102 North Chenault,Rikka Wallin,U.S. House,6,IND,0
Madison,B102 North Chenault,James Germalic,U.S. House,6,IND,0
Madison,B102 North Chenault,Write In,U.S. House,6,NON,0
Madison,B102 North Chenault,Jared K. Carpenter,State Senate,34,REP,416
Madison,B102 North Chenault,Susan Byrne Haddix,State Senate,34,DEM,220
Madison,B102 North Chenault,Write In,State Senate,34,NON,0
Madison,B102 North Chenault,Deanna L. Frazier,State Representative,81,REP,403
Madison,B102 North Chenault,Morgan H Eaves,State Representative,81,DEM,236
Madison,B102 North Chenault,Write In,State Representative,81,NON,1
Madison,B 103 South Chenault,,Registered Voters,,,1664
Madison,B 103 South Chenault,,Ballots Cast,,,970
Madison,B 103 South Chenault,,Straight Party,,REP,157
Madison,B 103 South Chenault,,Straight Party,,DEM,161
Madison,B 103 South Chenault,,Straight Party,,LIB,4
Madison,B 103 South Chenault,Andy Barr,U.S. House,6,REP,525
Madison,B 103 South Chenault,Amy McGrath,U.S. House,6,DEM,431
Madison,B 103 South Chenault,Frank Harris,U.S. House,6,LIB,6
Madison,B 103 South Chenault,Rikka Wallin,U.S. House,6,IND,4
Madison,B 103 South Chenault,James Germalic,U.S. House,6,IND,1
Madison,B 103 South Chenault,Write In,U.S. House,6,NON,1
Madison,B 103 South Chenault,Jared K. Carpenter,State Senate,34,REP,535
Madison,B 103 South Chenault,Susan Byrne Haddix,State Senate,34,DEM,411
Madison,B 103 South Chenault,Write In,State Senate,34,NON,0
Madison,B 103 South Chenault,Deanna L. Frazier,State Representative,81,REP,517
Madison,B 103 South Chenault,Morgan H Eaves,State Representative,81,DEM,440
Madison,B 103 South Chenault,Write In,State Representative,81,NON,0
Madison,B 104 Newby Jones - Valley View,,Registered Voters,,,1227
Madison,B 104 Newby Jones - Valley View,,Ballots Cast,,,707
Madison,B 104 Newby Jones - Valley View,,Straight Party,,REP,167
Madison,B 104 Newby Jones - Valley View,,Straight Party,,DEM,61
Madison,B 104 Newby Jones - Valley View,,Straight Party,,LIB,3
Madison,B 104 Newby Jones - Valley View,Andy Barr,U.S. House,6,REP,510
Madison,B 104 Newby Jones - Valley View,Amy McGrath,U.S. House,6,DEM,189
Madison,B 104 Newby Jones - Valley View,Frank Harris,U.S. House,6,LIB,4
Madison,B 104 Newby Jones - Valley View,Rikka Wallin,U.S. House,6,IND,1
Madison,B 104 Newby Jones - Valley View,James Germalic,U.S. House,6,IND,3
Madison,B 104 Newby Jones - Valley View,Write In,U.S. House,6,NON,0
Madison,B 104 Newby Jones - Valley View,Jared K. Carpenter,State Senate,34,REP,526
Madison,B 104 Newby Jones - Valley View,Susan Byrne Haddix,State Senate,34,DEM,170
Madison,B 104 Newby Jones - Valley View,Write In,State Senate,34,NON,1
Madison,B 104 Newby Jones - Valley View,R. Travis Brenda,State Representative,71,REP,480
Madison,B 104 Newby Jones - Valley View,Mary J. Renfro,State Representative,71,DEM,198
Madison,B 104 Newby Jones - Valley View,Write In,State Representative,71,NON,4
Madison,B 105 West RichmondCollegeBreck,,Registered Voters,,,2459
Madison,B 105 West RichmondCollegeBreck,,Ballots Cast,,,1403
Madison,B 105 West RichmondCollegeBreck,,Straight Party,,REP,199
Madison,B 105 West RichmondCollegeBreck,,Straight Party,,DEM,210
Madison,B 105 West RichmondCollegeBreck,,Straight Party,,LIB,8
Madison,B 105 West RichmondCollegeBreck,Andy Barr,U.S. House,6,REP,712
Madison,B 105 West RichmondCollegeBreck,Amy McGrath,U.S. House,6,DEM,670
Madison,B 105 West RichmondCollegeBreck,Frank Harris,U.S. House,6,LIB,8
Madison,B 105 West RichmondCollegeBreck,Rikka Wallin,U.S. House,6,IND,4
Madison,B 105 West RichmondCollegeBreck,James Germalic,U.S. House,6,IND,2
Madison,B 105 West RichmondCollegeBreck,Write In,U.S. House,6,NON,0
Madison,B 105 West RichmondCollegeBreck,Jared K. Carpenter,State Senate,34,REP,712
Madison,B 105 West RichmondCollegeBreck,Susan Byrne Haddix,State Senate,34,DEM,654
Madison,B 105 West RichmondCollegeBreck,Write In,State Senate,34,NON,0
Madison,B 105 West RichmondCollegeBreck,Deanna L. Frazier,State Representative,81,REP,677
Madison,B 105 West RichmondCollegeBreck,Morgan H Eaves,State Representative,81,DEM,699
Madison,B 105 West RichmondCollegeBreck,Write In,State Representative,81,NON,6
Madison,B106 Greenway,,Registered Voters,,,703
Madison,B106 Greenway,,Ballots Cast,,,350
Madison,B106 Greenway,,Straight Party,,REP,31
Madison,B106 Greenway,,Straight Party,,DEM,74
Madison,B106 Greenway,,Straight Party,,LIB,1
Madison,B106 Greenway,Andy Barr,U.S. House,6,REP,138
Madison,B106 Greenway,Amy McGrath,U.S. House,6,DEM,205
Madison,B106 Greenway,Frank Harris,U.S. House,6,LIB,3
Madison,B106 Greenway,Rikka Wallin,U.S. House,6,IND,1
Madison,B106 Greenway,James Germalic,U.S. House,6,IND,0
Madison,B106 Greenway,Write In,U.S. House,6,NON,1
Madison,B106 Greenway,Jared K. Carpenter,State Senate,34,REP,145
Madison,B106 Greenway,Susan Byrne Haddix,State Senate,34,DEM,198
Madison,B106 Greenway,Write In,State Senate,34,NON,1
Madison,B106 Greenway,Deanna L. Frazier,State Representative,81,REP,138
Madison,B106 Greenway,Morgan H Eaves,State Representative,81,DEM,204
Madison,B106 Greenway,Write In,State Representative,81,NON,0
Madison,B107 Killarney,,Registered Voters,,,2744
Madison,B107 Killarney,,Ballots Cast,,,1013
Madison,B107 Killarney,,Straight Party,,REP,175
Madison,B107 Killarney,,Straight Party,,DEM,231
Madison,B107 Killarney,,Straight Party,,LIB,9
Madison,B107 Killarney,Andy Barr,U.S. House,6,REP,466
Madison,B107 Killarney,Amy McGrath,U.S. House,6,DEM,525
Madison,B107 Killarney,Frank Harris,U.S. House,6,LIB,4
Madison,B107 Killarney,Rikka Wallin,U.S. House,6,IND,10
Madison,B107 Killarney,James Germalic,U.S. House,6,IND,1
Madison,B107 Killarney,Write In,U.S. House,6,NON,1
Madison,B107 Killarney,Jared K. Carpenter,State Senate,34,REP,459
Madison,B107 Killarney,Susan Byrne Haddix,State Senate,34,DEM,522
Madison,B107 Killarney,Write In,State Senate,34,NON,3
Madison,B107 Killarney,Deanna L. Frazier,State Representative,81,REP,465
Madison,B107 Killarney,Morgan H Eaves,State Representative,81,DEM,518
Madison,B107 Killarney,Write In,State Representative,81,NON,2
Madison,B 108 N. Whitehall/Daniel Boone,,Registered Voters,,,955
Madison,B 108 N. Whitehall/Daniel Boone,,Ballots Cast,,,544
Madison,B 108 N. Whitehall/Daniel Boone,,Straight Party,,REP,165
Madison,B 108 N. Whitehall/Daniel Boone,,Straight Party,,DEM,47
Madison,B 108 N. Whitehall/Daniel Boone,,Straight Party,,LIB,0
Madison,B 108 N. Whitehall/Daniel Boone,Andy Barr,U.S. House,6,REP,375
Madison,B 108 N. Whitehall/Daniel Boone,Amy McGrath,U.S. House,6,DEM,160
Madison,B 108 N. Whitehall/Daniel Boone,Frank Harris,U.S. House,6,LIB,4
Madison,B 108 N. Whitehall/Daniel Boone,Rikka Wallin,U.S. House,6,IND,3
Madison,B 108 N. Whitehall/Daniel Boone,James Germalic,U.S. House,6,IND,1
Madison,B 108 N. Whitehall/Daniel Boone,Write In,U.S. House,6,NON,0
Madison,B 108 N. Whitehall/Daniel Boone,Jared K. Carpenter,State Senate,34,REP,366
Madison,B 108 N. Whitehall/Daniel Boone,Susan Byrne Haddix,State Senate,34,DEM,162
Madison,B 108 N. Whitehall/Daniel Boone,Write In,State Senate,34,NON,0
Madison,B 108 N. Whitehall/Daniel Boone,R. Travis Brenda,State Representative,71,REP,377
Madison,B 108 N. Whitehall/Daniel Boone,Mary J. Renfro,State Representative,71,DEM,148
Madison,B 108 N. Whitehall/Daniel Boone,Write In,State Representative,71,NON,0
Madison,B109 S. Whitehall/Daniel Boone,,Registered Voters,,,1649
Madison,B109 S. Whitehall/Daniel Boone,,Ballots Cast,,,956
Madison,B109 S. Whitehall/Daniel Boone,,Straight Party,,REP,241
Madison,B109 S. Whitehall/Daniel Boone,,Straight Party,,DEM,105
Madison,B109 S. Whitehall/Daniel Boone,,Straight Party,,LIB,4
Madison,B109 S. Whitehall/Daniel Boone,Andy Barr,U.S. House,6,REP,632
Madison,B109 S. Whitehall/Daniel Boone,Amy McGrath,U.S. House,6,DEM,313
Madison,B109 S. Whitehall/Daniel Boone,Frank Harris,U.S. House,6,LIB,6
Madison,B109 S. Whitehall/Daniel Boone,Rikka Wallin,U.S. House,6,IND,2
Madison,B109 S. Whitehall/Daniel Boone,James Germalic,U.S. House,6,IND,1
Madison,B109 S. Whitehall/Daniel Boone,Write In,U.S. House,6,NON,0
Madison,B109 S. Whitehall/Daniel Boone,Jared K. Carpenter,State Senate,34,REP,630
Madison,B109 S. Whitehall/Daniel Boone,Susan Byrne Haddix,State Senate,34,DEM,296
Madison,B109 S. Whitehall/Daniel Boone,Write In,State Senate,34,NON,1
Madison,B109 S. Whitehall/Daniel Boone,R. Travis Brenda,State Representative,71,REP,615
Madison,B109 S. Whitehall/Daniel Boone,Mary J. Renfro,State Representative,71,DEM,299
Madison,B109 S. Whitehall/Daniel Boone,Write In,State Representative,71,NON,4
Madison,B110 Forest Hill,,Registered Voters,,,3025
Madison,B110 Forest Hill,,Ballots Cast,,,1828
Madison,B110 Forest Hill,,Straight Party,,REP,481
Madison,B110 Forest Hill,,Straight Party,,DEM,229
Madison,B110 Forest Hill,,Straight Party,,LIB,5
Madison,B110 Forest Hill,Andy Barr,U.S. House,6,REP,1175
Madison,B110 Forest Hill,Amy McGrath,U.S. House,6,DEM,627
Madison,B110 Forest Hill,Frank Harris,U.S. House,6,LIB,14
Madison,B110 Forest Hill,Rikka Wallin,U.S. House,6,IND,3
Madison,B110 Forest Hill,James Germalic,U.S. House,6,IND,2
Madison,B110 Forest Hill,Write In,U.S. House,6,NON,1
Madison,B110 Forest Hill,Jared K. Carpenter,State Senate,34,REP,1195
Madison,B110 Forest Hill,Susan Byrne Haddix,State Senate,34,DEM,595
Madison,B110 Forest Hill,Write In,State Senate,34,NON,4
Madison,B110 Forest Hill,R. Travis Brenda,State Representative,71,REP,1213
Madison,B110 Forest Hill,Mary J. Renfro,State Representative,71,DEM,570
Madison,B110 Forest Hill,Write In,State Representative,71,NON,2
Madison,C101 Lost Fork,,Registered Voters,,,7
Madison,C101 Lost Fork,,Ballots Cast,,,7
Madison,C101 Lost Fork,,Straight Party,,REP,2
Madison,C101 Lost Fork,,Straight Party,,DEM,0
Madison,C101 Lost Fork,,Straight Party,,LIB,0
Madison,C101 Lost Fork,Andy Barr,U.S. House,6,REP,6
Madison,C101 Lost Fork,Amy McGrath,U.S. House,6,DEM,1
Madison,C101 Lost Fork,Frank Harris,U.S. House,6,LIB,0
Madison,C101 Lost Fork,Rikka Wallin,U.S. House,6,IND,0
Madison,C101 Lost Fork,James Germalic,U.S. House,6,IND,0
Madison,C101 Lost Fork,Write In,U.S. House,6,NON,0
Madison,C101 Lost Fork,Jared K. Carpenter,State Senate,34,REP,6
Madison,C101 Lost Fork,Susan Byrne Haddix,State Senate,34,DEM,1
Madison,C101 Lost Fork,Write In,State Senate,34,NON,0
Madison,C101 Lost Fork,R. Travis Brenda,State Representative,71,REP,7
Madison,C101 Lost Fork,Mary J. Renfro,State Representative,71,DEM,0
Madison,C101 Lost Fork,Write In,State Representative,71,NON,0
Madison,C102 Redhouse,,Registered Voters,,,527
Madison,C102 Redhouse,,Ballots Cast,,,345
Madison,C102 Redhouse,,Straight Party,,REP,61
Madison,C102 Redhouse,,Straight Party,,DEM,37
Madison,C102 Redhouse,,Straight Party,,LIB,3
Madison,C102 Redhouse,Andy Barr,U.S. House,6,REP,238
Madison,C102 Redhouse,Amy McGrath,U.S. House,6,DEM,100
Madison,C102 Redhouse,Frank Harris,U.S. House,6,LIB,2
Madison,C102 Redhouse,Rikka Wallin,U.S. House,6,IND,2
Madison,C102 Redhouse,James Germalic,U.S. House,6,IND,2
Madison,C102 Redhouse,Write In,U.S. House,6,NON,0
Madison,C102 Redhouse,Jared K. Carpenter,State Senate,34,REP,248
Madison,C102 Redhouse,Susan Byrne Haddix,State Senate,34,DEM,92
Madison,C102 Redhouse,Write In,State Senate,34,NON,0
Madison,C102 Redhouse,Les Yates,State Representative,73,REP,225
Madison,C102 Redhouse,Pat Banks,State Representative,73,DEM,110
Madison,C102 Redhouse,Write In,State Representative,73,NON,0
Madison,C103 McCreary,,Registered Voters,,,1513
Madison,C103 McCreary,,Ballots Cast,,,961
Madison,C103 McCreary,,Straight Party,,REP,201
Madison,C103 McCreary,,Straight Party,,DEM,89
Madison,C103 McCreary,,Straight Party,,LIB,4
Madison,C103 McCreary,Andy Barr,U.S. House,6,REP,637
Madison,C103 McCreary,Amy McGrath,U.S. House,6,DEM,302
Madison,C103 McCreary,Frank Harris,U.S. House,6,LIB,12
Madison,C103 McCreary,Rikka Wallin,U.S. House,6,IND,4
Madison,C103 McCreary,James Germalic,U.S. House,6,IND,1
Madison,C103 McCreary,Write In,U.S. House,6,NON,0
Madison,C103 McCreary,Jared K. Carpenter,State Senate,34,REP,650
Madison,C103 McCreary,Susan Byrne Haddix,State Senate,34,DEM,284
Madison,C103 McCreary,Write In,State Senate,34,NON,1
Madison,C103 McCreary,Les Yates,State Representative,73,REP,595
Madison,C103 McCreary,Pat Banks,State Representative,73,DEM,328
Madison,C103 McCreary,Write In,State Representative,73,NON,0
Madison,C104 College Hill,,Registered Voters,,,651
Madison,C104 College Hill,,Ballots Cast,,,369
Madison,C104 College Hill,,Straight Party,,REP,95
Madison,C104 College Hill,,Straight Party,,DEM,31
Madison,C104 College Hill,,Straight Party,,LIB,4
Madison,C104 College Hill,Andy Barr,U.S. House,6,REP,279
Madison,C104 College Hill,Amy McGrath,U.S. House,6,DEM,81
Madison,C104 College Hill,Frank Harris,U.S. House,6,LIB,1
Madison,C104 College Hill,Rikka Wallin,U.S. House,6,IND,3
Madison,C104 College Hill,James Germalic,U.S. House,6,IND,0
Madison,C104 College Hill,Write In,U.S. House,6,NON,0
Madison,C104 College Hill,Jared K. Carpenter,State Senate,34,REP,276
Madison,C104 College Hill,Susan Byrne Haddix,State Senate,34,DEM,80
Madison,C104 College Hill,Write In,State Senate,34,NON,0
Madison,C104 College Hill,Les Yates,State Representative,73,REP,239
Madison,C104 College Hill,Pat Banks,State Representative,73,DEM,111
Madison,C104 College Hill,Write In,State Representative,73,NON,1
Madison,C105 Waco,,Registered Voters,,,1054
Madison,C105 Waco,,Ballots Cast,,,666
Madison,C105 Waco,,Straight Party,,REP,175
