county,precinct,office,district,party,candidate,votes,election_day
Martin,A101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,25,25
Martin,A102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,15,15
Martin,A103,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,24,24
Martin,B101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,20,20
Martin,B102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,34,34
Martin,B103,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,25,25
Martin,C101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,52,52
Martin,C102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,32,32
Martin,D101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,11,11
Martin,D102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,22,22
Martin,D103,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,32,32
Martin,D104,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,13,13
Martin,E101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,13,13
Martin,E102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,24,24
Martin,ABSENTEE MACHINE,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,15,15
Martin,ABSENTEE PAPER,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,Gerardo SERRANO,10,10
Martin,A101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",190,190
Martin,A102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",116,116
Martin,A103,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",128,128
Martin,B101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",139,139
Martin,B102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",236,236
Martin,B103,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",160,160
Martin,C101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",301,301
Martin,C102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",191,191
Martin,D101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",85,85
Martin,D102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",139,139
Martin,D103,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",171,171
Martin,D104,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",68,68
Martin,E101,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",111,111
Martin,E102,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",170,170
Martin,ABSENTEE MACHINE,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",116,116
Martin,ABSENTEE PAPER,"US Representative, 5th Congressional District",5th Congressional District - REPUBLICAN,,"Harold ""Hal"" ROGERS",93,93
Martin,A101,Circuit Clerk,,,Steven Matthew GOBLE,99,99
Martin,A102,Circuit Clerk,,,Steven Matthew GOBLE,64,64
Martin,A103,Circuit Clerk,,,Steven Matthew GOBLE,88,88
Martin,B101,Circuit Clerk,,,Steven Matthew GOBLE,86,86
Martin,B102,Circuit Clerk,,,Steven Matthew GOBLE,130,130
Martin,B103,Circuit Clerk,,,Steven Matthew GOBLE,74,74
Martin,C101,Circuit Clerk,,,Steven Matthew GOBLE,192,192
Martin,C102,Circuit Clerk,,,Steven Matthew GOBLE,118,118
Martin,D101,Circuit Clerk,,,Steven Matthew GOBLE,52,52
Martin,D102,Circuit Clerk,,,Steven Matthew GOBLE,76,76
Martin,D103,Circuit Clerk,,,Steven Matthew GOBLE,85,85
