county,precinct,candidate,office,district,party,votes
Campbell,B910,David Goodwin,U.S. Senate,4,W,0
Campbell,B910,Wil Schroder,State Senate,24,R,77
Campbell,B910,Rachel Roberts,State Senate,24,D,88
Campbell,B910,Bob Schrage,State Representative,67,R,74
Campbell,B910,Dennis Keene,State Representative,67,D,91
Campbell,B901,,Ballots Cast,,,393
Campbell,B901,,Straight Party,,D,107
Campbell,B901,,Straight Party,,R,21
Campbell,B901,Thomas Massie,U.S. Senate,4,R,307
Campbell,B901,Seth Hall,U.S. Senate,4,D,69
Campbell,B901,Mike Moffett,U.S. Senate,4,IND,10
Campbell,B901,David Goodwin,U.S. Senate,4,W,0
Campbell,B901,Wil Schroder,State Senate,24,R,285
Campbell,B901,Rachel Roberts,State Senate,24,D,102
Campbell,B901,Joseph M Fischer,State Representative,68,R,287
Campbell,B901,Jason Kilmer,State Representative,68,D,98
Campbell,C301,,Ballots Cast,,,520
Campbell,C301,,Straight Party,,D,70
Campbell,C301,,Straight Party,,R,181
Campbell,C301,Thomas Massie,U.S. Senate,4,R,165
Campbell,C301,Seth Hall,U.S. Senate,4,D,333
Campbell,C301,Mike Moffett,U.S. Senate,4,IND,14
Campbell,C301,David Goodwin,U.S. Senate,4,W,0
Campbell,C301,Wil Schroder,State Senate,24,R,143
Campbell,C301,Rachel Roberts,State Senate,24,D,370
Campbell,C301,Bob Schrage,State Representative,67,R,144
Campbell,C301,Dennis Keene,State Representative,67,D,370
Campbell,C302,,Ballots Cast,,,533
Campbell,C302,,Straight Party,,D,96
Campbell,C302,,Straight Party,,R,124
Campbell,C302,Thomas Massie,U.S. Senate,4,R,191
Campbell,C302,Seth Hall,U.S. Senate,4,D,311
Campbell,C302,Mike Moffett,U.S. Senate,4,IND,19
Campbell,C302,David Goodwin,U.S. Senate,4,W,0
Campbell,C302,Wil Schroder,State Senate,24,R,183
Campbell,C302,Rachel Roberts,State Senate,24,D,343
Campbell,C302,Bob Schrage,State Representative,67,R,187
Campbell,C302,Dennis Keene,State Representative,67,D,339
Campbell,C303,,Ballots Cast,,,170
Campbell,C303,,Straight Party,,D,30
Campbell,C303,,Straight Party,,R,74
Campbell,C303,Thomas Massie,U.S. Senate,4,R,50
Campbell,C303,Seth Hall,U.S. Senate,4,D,110
Campbell,C303,Mike Moffett,U.S. Senate,4,IND,7
Campbell,C303,David Goodwin,U.S. Senate,4,W,0
Campbell,C303,Wil Schroder,State Senate,24,R,50
Campbell,C303,Rachel Roberts,State Senate,24,D,118
Campbell,C303,Bob Schrage,State Representative,67,R,42
Campbell,C303,Dennis Keene,State Representative,67,D,125
Campbell,C304,,Ballots Cast,,,376
Campbell,C304,,Straight Party,,D,53
Campbell,C304,,Straight Party,,R,100
Campbell,C304,Thomas Massie,U.S. Senate,4,R,129
Campbell,C304,Seth Hall,U.S. Senate,4,D,231
Campbell,C304,Mike Moffett,U.S. Senate,4,IND,8
Campbell,C304,David Goodwin,U.S. Senate,4,W,0
Campbell,C304,Wil Schroder,State Senate,24,R,108
Campbell,C304,Rachel Roberts,State Senate,24,D,265
Campbell,C304,Bob Schrage,State Representative,67,R,113
Campbell,C304,Dennis Keene,State Representative,67,D,256
Campbell,C305,,Ballots Cast,,,258
Campbell,C305,,Straight Party,,D,58
Campbell,C305,,Straight Party,,R,78
Campbell,C305,Thomas Massie,U.S. Senate,4,R,102
Campbell,C305,Seth Hall,U.S. Senate,4,D,140
Campbell,C305,Mike Moffett,U.S. Senate,4,IND,11
Campbell,C305,David Goodwin,U.S. Senate,4,W,0
Campbell,C305,Wil Schroder,State Senate,24,R,95
Campbell,C305,Rachel Roberts,State Senate,24,D,161
Campbell,C305,Bob Schrage,State Representative,67,R,92
Campbell,C305,Dennis Keene,State Representative,67,D,163
Campbell,C306,,Ballots Cast,,,179
Campbell,C306,,Straight Party,,D,39
Campbell,C306,,Straight Party,,R,60
Campbell,C306,Thomas Massie,U.S. Senate,4,R,67
Campbell,C306,Seth Hall,U.S. Senate,4,D,100
Campbell,C306,Mike Moffett,U.S. Senate,4,IND,8
Campbell,C306,David Goodwin,U.S. Senate,4,W,0
Campbell,C306,Wil Schroder,State Senate,24,R,60
Campbell,C306,Rachel Roberts,State Senate,24,D,117
Campbell,C306,Bob Schrage,State Representative,67,R,58
Campbell,C306,Dennis Keene,State Representative,67,D,119
Campbell,C307,,Ballots Cast,,,190
Campbell,C307,,Straight Party,,D,49
Campbell,C307,,Straight Party,,R,57
Campbell,C307,Thomas Massie,U.S. Senate,4,R,85
Campbell,C307,Seth Hall,U.S. Senate,4,D,95
Campbell,C307,Mike Moffett,U.S. Senate,4,IND,4
Campbell,C307,David Goodwin,U.S. Senate,4,W,0
Campbell,C307,Wil Schroder,State Senate,24,R,80
Campbell,C307,Rachel Roberts,State Senate,24,D,106
Campbell,C307,Bob Schrage,State Representative,67,R,72
Campbell,C307,Dennis Keene,State Representative,67,D,116
Campbell,C308,,Ballots Cast,,,423
Campbell,C308,,Straight Party,,D,83
Campbell,C308,,Straight Party,,R,102
Campbell,C308,Thomas Massie,U.S. Senate,4,R,189
Campbell,C308,Seth Hall,U.S. Senate,4,D,211
Campbell,C308,Mike Moffett,U.S. Senate,4,IND,16
Campbell,C308,David Goodwin,U.S. Senate,4,W,0
Campbell,C308,Wil Schroder,State Senate,24,R,185
Campbell,C308,Rachel Roberts,State Senate,24,D,231
Campbell,C308,Bob Schrage,State Representative,67,R,159
Campbell,C308,Dennis Keene,State Representative,67,D,256
Campbell,C309,,Ballots Cast,,,402
Campbell,C309,,Straight Party,,D,79
Campbell,C309,,Straight Party,,R,92
Campbell,C309,Thomas Massie,U.S. Senate,4,R,185
Campbell,C309,Seth Hall,U.S. Senate,4,D,190
Campbell,C309,Mike Moffett,U.S. Senate,4,IND,20
Campbell,C309,David Goodwin,U.S. Senate,4,W,0
Campbell,C309,Wil Schroder,State Senate,24,R,180
Campbell,C309,Rachel Roberts,State Senate,24,D,220
Campbell,C309,Bob Schrage,State Representative,67,R,167
Campbell,C309,Dennis Keene,State Representative,67,D,227
Campbell,C310,,Ballots Cast,,,369
Campbell,C310,,Straight Party,,D,65
Campbell,C310,,Straight Party,,R,80
Campbell,C310,Thomas Massie,U.S. Senate,4,R,166
Campbell,C310,Seth Hall,U.S. Senate,4,D,180
Campbell,C310,Mike Moffett,U.S. Senate,4,IND,18
Campbell,C310,David Goodwin,U.S. Senate,4,W,0
Campbell,C310,Wil Schroder,State Senate,24,R,156
Campbell,C310,Rachel Roberts,State Senate,24,D,206
Campbell,C310,Bob Schrage,State Representative,67,R,145
Campbell,C310,Dennis Keene,State Representative,67,D,219
Campbell,C311,,Ballots Cast,,,338
Campbell,C311,,Straight Party,,D,71
Campbell,C311,,Straight Party,,R,75
Campbell,C311,Thomas Massie,U.S. Senate,4,R,160
Campbell,C311,Seth Hall,U.S. Senate,4,D,160
Campbell,C311,Mike Moffett,U.S. Senate,4,IND,10
Campbell,C311,David Goodwin,U.S. Senate,4,W,0
Campbell,C311,Wil Schroder,State Senate,24,R,161
Campbell,C311,Rachel Roberts,State Senate,24,D,173
Campbell,C311,Bob Schrage,State Representative,67,R,134
Campbell,C311,Dennis Keene,State Representative,67,D,198
Campbell,B907,,Ballots Cast,,,400
Campbell,B907,,Straight Party,,D,104
Campbell,B907,,Straight Party,,R,39
Campbell,B907,Thomas Massie,U.S. Senate,4,R,288
Campbell,B907,Seth Hall,U.S. Senate,4,D,93
Campbell,B907,Mike Moffett,U.S. Senate,4,IND,14
Campbell,B907,David Goodwin,U.S. Senate,4,W,0
Campbell,B907,Wil Schroder,State Senate,24,R,274
Campbell,B907,Rachel Roberts,State Senate,24,D,121
Campbell,B907,Joseph M Fischer,State Representative,68,R,267
Campbell,B907,Jason Kilmer,State Representative,68,D,127
Campbell,B912,,Ballots Cast,,,356
Campbell,B912,,Straight Party,,D,90
Campbell,B912,,Straight Party,,R,56
Campbell,B912,Thomas Massie,U.S. Senate,4,R,203
Campbell,B912,Seth Hall,U.S. Senate,4,D,130
Campbell,B912,Mike Moffett,U.S. Senate,4,IND,12
Campbell,B912,David Goodwin,U.S. Senate,4,W,0
Campbell,B912,Wil Schroder,State Senate,24,R,194
Campbell,B912,Rachel Roberts,State Senate,24,D,153
Campbell,B912,Bob Schrage,State Representative,67,R,168
Campbell,B912,Dennis Keene,State Representative,67,D,175
Campbell,C501,,Ballots Cast,,,319
Campbell,C501,,Straight Party,,D,61
Campbell,C501,,Straight Party,,R,85
Campbell,C501,Thomas Massie,U.S. Senate,4,R,151
Campbell,C501,Seth Hall,U.S. Senate,4,D,148
Campbell,C501,Mike Moffett,U.S. Senate,4,IND,12
Campbell,C501,David Goodwin,U.S. Senate,4,W,0
Campbell,C501,Wil Schroder,State Senate,24,R,134
Campbell,C501,Rachel Roberts,State Senate,24,D,178
Campbell,C501,Bob Schrage,State Representative,67,R,134
Campbell,C501,Dennis Keene,State Representative,67,D,182
Campbell,A502,,Ballots Cast,,,443
Campbell,A502,,Straight Party,,D,106
Campbell,A502,,Straight Party,,R,88
Campbell,A502,Thomas Massie,U.S. Senate,4,R,242
Campbell,A502,Seth Hall,U.S. Senate,4,D,173
Campbell,A502,Mike Moffett,U.S. Senate,4,IND,23
Campbell,A502,David Goodwin,U.S. Senate,4,W,0
Campbell,A502,Wil Schroder,State Senate,24,R,226
Campbell,A502,Rachel Roberts,State Senate,24,D,211
Campbell,A502,Bob Schrage,State Representative,67,R,189
Campbell,A502,Dennis Keene,State Representative,67,D,246
Campbell,A503,,Ballots Cast,,,200
Campbell,A503,,Straight Party,,D,59
Campbell,A503,,Straight Party,,R,21
Campbell,A503,Thomas Massie,U.S. Senate,4,R,133
Campbell,A503,Seth Hall,U.S. Senate,4,D,61
Campbell,A503,Mike Moffett,U.S. Senate,4,IND,4
Campbell,A503,David Goodwin,U.S. Senate,4,W,0
Campbell,A503,Wil Schroder,State Senate,24,R,126
Campbell,A503,Rachel Roberts,State Senate,24,D,72
Campbell,A503,Joseph M Fischer,State Representative,68,R,128
Campbell,A503,Jason Kilmer,State Representative,68,D,68
Campbell,A504,,Ballots Cast,,,273
Campbell,A504,,Straight Party,,D,57
Campbell,A504,,Straight Party,,R,80
Campbell,A504,Thomas Massie,U.S. Senate,4,R,113
Campbell,A504,Seth Hall,U.S. Senate,4,D,160
Campbell,A504,Mike Moffett,U.S. Senate,4,IND,7
Campbell,A504,David Goodwin,U.S. Senate,4,W,0
Campbell,A504,Wil Schroder,State Senate,24,R,108
Campbell,A504,Rachel Roberts,State Senate,24,D,164
Campbell,A504,Bob Schrage,State Representative,67,R,102
Campbell,A504,Dennis Keene,State Representative,67,D,171
Campbell,B903,,Ballots Cast,,,923
Campbell,B903,,Straight Party,,D,257
Campbell,B903,,Straight Party,,R,75
Campbell,B903,Thomas Massie,U.S. Senate,4,R,667
Campbell,B903,Seth Hall,U.S. Senate,4,D,206
Campbell,B903,Mike Moffett,U.S. Senate,4,IND,31
Campbell,B903,David Goodwin,U.S. Senate,4,W,0
Campbell,B903,Wil Schroder,State Senate,24,R,645
Campbell,B903,Rachel Roberts,State Senate,24,D,271
Campbell,B903,Joseph M Fischer,State Representative,68,R,621
Campbell,B903,Jason Kilmer,State Representative,68,D,282
Campbell,B913,,Ballots Cast,,,536
Campbell,B913,,Straight Party,,D,129
Campbell,B913,,Straight Party,,R,135
Campbell,B913,Thomas Massie,U.S. Senate,4,R,255
Campbell,B913,Seth Hall,U.S. Senate,4,D,248
Campbell,B913,Mike Moffett,U.S. Senate,4,IND,21
Campbell,B913,David Goodwin,U.S. Senate,4,W,2
Campbell,B913,Wil Schroder,State Senate,24,R,245
Campbell,B913,Rachel Roberts,State Senate,24,D,282
Campbell,B913,Bob Schrage,State Representative,67,R,218
Campbell,B913,Dennis Keene,State Representative,67,D,311
