county,office,district,party,candidate,votes
Adair,U.S. Senate,,Republican,Andy BARR,2757
Adair,U.S. Senate,,Republican,Daniel CAMERON,1271
Adair,U.S. Senate,,Republican,Michael James FARIS,47
Adair,U.S. Senate,,Republican,George WASHINGTON,62
Adair,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",21
Adair,U.S. Senate,,Republican,Anissa CATLETT,24
Adair,U.S. Senate,,Republican,James D. DUNCAN,32
Adair,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,27
Adair,U.S. Senate,,Republican,A. Nick SHELLEY,22
Adair,U.S. Senate,,Republican,Other Donald WENZEL,16
Adair,U.S. Senate,,Republican,Jimmy I. LEON,6
Adair,U.S. Senate,,Republican,Nate MORRIS,160
Allen,U.S. Senate,,Republican,Andy BARR,1906
Allen,U.S. Senate,,Republican,Daniel CAMERON,1084
Allen,U.S. Senate,,Republican,Michael James FARIS,51
Allen,U.S. Senate,,Republican,George WASHINGTON,43
Allen,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",31
Allen,U.S. Senate,,Republican,Anissa CATLETT,28
Allen,U.S. Senate,,Republican,James D. DUNCAN,25
Allen,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,28
Allen,U.S. Senate,,Republican,A. Nick SHELLEY,6
Allen,U.S. Senate,,Republican,Other Donald WENZEL,9
Allen,U.S. Senate,,Republican,Jimmy I. LEON,8
Allen,U.S. Senate,,Republican,Nate MORRIS,134
Anderson,U.S. Senate,,Republican,Andy BARR,2625
Anderson,U.S. Senate,,Republican,Daniel CAMERON,912
Anderson,U.S. Senate,,Republican,Michael James FARIS,51
Anderson,U.S. Senate,,Republican,George WASHINGTON,51
Anderson,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",37
Anderson,U.S. Senate,,Republican,Anissa CATLETT,37
Anderson,U.S. Senate,,Republican,James D. DUNCAN,31
Anderson,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,22
Anderson,U.S. Senate,,Republican,A. Nick SHELLEY,26
Anderson,U.S. Senate,,Republican,Other Donald WENZEL,9
Anderson,U.S. Senate,,Republican,Jimmy I. LEON,7
Ballard,U.S. Senate,,Republican,Andy BARR,578
Ballard,U.S. Senate,,Republican,Daniel CAMERON,247
Ballard,U.S. Senate,,Republican,Michael James FARIS,13
Ballard,U.S. Senate,,Republican,George WASHINGTON,14
Ballard,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",3
Ballard,U.S. Senate,,Republican,Anissa CATLETT,8
Ballard,U.S. Senate,,Republican,James D. DUNCAN,7
Ballard,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,4
Ballard,U.S. Senate,,Republican,A. Nick SHELLEY,3
Ballard,U.S. Senate,,Republican,Other Donald WENZEL,7
Ballard,U.S. Senate,,Republican,Jimmy I. LEON,1
Ballard,U.S. Senate,,Republican,Nate MORRIS,42
Barren,U.S. Senate,,Republican,Andy BARR,3168
Barren,U.S. Senate,,Republican,Daniel CAMERON,1670
Barren,U.S. Senate,,Republican,Michael James FARIS,132
Barren,U.S. Senate,,Republican,George WASHINGTON,43
Barren,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",56
Barren,U.S. Senate,,Republican,Anissa CATLETT,31
Barren,U.S. Senate,,Republican,James D. DUNCAN,54
Barren,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,27
Barren,U.S. Senate,,Republican,A. Nick SHELLEY,24
Barren,U.S. Senate,,Republican,Other Donald WENZEL,7
Barren,U.S. Senate,,Republican,Jimmy I. LEON,11
Barren,U.S. Senate,,Republican,Nate MORRIS,228
Bath,U.S. Senate,,Republican,Andy BARR,728
Bath,U.S. Senate,,Republican,Daniel CAMERON,183
Bath,U.S. Senate,,Republican,Michael James FARIS,25
Bath,U.S. Senate,,Republican,George WASHINGTON,13
Bath,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",5
Bath,U.S. Senate,,Republican,Anissa CATLETT,4
Bath,U.S. Senate,,Republican,James D. DUNCAN,5
Bath,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,6
Bath,U.S. Senate,,Republican,A. Nick SHELLEY,7
Bath,U.S. Senate,,Republican,Other Donald WENZEL,2
Bath,U.S. Senate,,Republican,Jimmy I. LEON,3
Bell,U.S. Senate,,Republican,Andy BARR,3071
Bell,U.S. Senate,,Republican,Daniel CAMERON,982
Bell,U.S. Senate,,Republican,Michael James FARIS,33
Bell,U.S. Senate,,Republican,George WASHINGTON,123
Bell,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",39
Bell,U.S. Senate,,Republican,Anissa CATLETT,21
Bell,U.S. Senate,,Republican,James D. DUNCAN,35
Bell,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,29
Bell,U.S. Senate,,Republican,A. Nick SHELLEY,16
Bell,U.S. Senate,,Republican,Other Donald WENZEL,6
Bell,U.S. Senate,,Republican,Jimmy I. LEON,7
Boone,U.S. Senate,,Republican,Andy BARR,10434
Boone,U.S. Senate,,Republican,Daniel CAMERON,5772
Boone,U.S. Senate,,Republican,Michael James FARIS,1376
Boone,U.S. Senate,,Republican,George WASHINGTON,317
Boone,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",270
Boone,U.S. Senate,,Republican,Anissa CATLETT,251
Boone,U.S. Senate,,Republican,James D. DUNCAN,99
Boone,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,109
Boone,U.S. Senate,,Republican,A. Nick SHELLEY,157
Boone,U.S. Senate,,Republican,Other Donald WENZEL,29
Boone,U.S. Senate,,Republican,Jimmy I. LEON,31
Boone,U.S. Senate,,Republican,Nate MORRIS,574
Bourbon,U.S. Senate,,Republican,Andy BARR,1534
Bourbon,U.S. Senate,,Republican,Daniel CAMERON,398
Bourbon,U.S. Senate,,Republican,Michael James FARIS,24
Bourbon,U.S. Senate,,Republican,George WASHINGTON,28
Bourbon,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",35
Bourbon,U.S. Senate,,Republican,Anissa CATLETT,16
Bourbon,U.S. Senate,,Republican,James D. DUNCAN,8
Bourbon,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,10
Bourbon,U.S. Senate,,Republican,A. Nick SHELLEY,16
Bourbon,U.S. Senate,,Republican,Other Donald WENZEL,5
Bourbon,U.S. Senate,,Republican,Jimmy I. LEON,5
Bourbon,U.S. Senate,,Republican,Nate MORRIS,70
Boyd,U.S. Senate,,Republican,Andy BARR,2244
Boyd,U.S. Senate,,Republican,Daniel CAMERON,1553
Boyd,U.S. Senate,,Republican,Michael James FARIS,85
Boyd,U.S. Senate,,Republican,George WASHINGTON,86
Boyd,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",80
Boyd,U.S. Senate,,Republican,Anissa CATLETT,35
Boyd,U.S. Senate,,Republican,James D. DUNCAN,58
Boyd,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,46
Boyd,U.S. Senate,,Republican,A. Nick SHELLEY,20
Boyd,U.S. Senate,,Republican,Other Donald WENZEL,5
Boyd,U.S. Senate,,Republican,Jimmy I. LEON,7
Boyle,U.S. Senate,,Republican,Andy BARR,1890
Boyle,U.S. Senate,,Republican,Daniel CAMERON,842
Boyle,U.S. Senate,,Republican,Michael James FARIS,53
Boyle,U.S. Senate,,Republican,George WASHINGTON,29
Boyle,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",29
Boyle,U.S. Senate,,Republican,Anissa CATLETT,30
Boyle,U.S. Senate,,Republican,James D. DUNCAN,26
Boyle,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,30
Boyle,U.S. Senate,,Republican,A. Nick SHELLEY,10
Boyle,U.S. Senate,,Republican,Other Donald WENZEL,7
Boyle,U.S. Senate,,Republican,Jimmy I. LEON,3
Bracken,U.S. Senate,,Republican,Andy BARR,629
Bracken,U.S. Senate,,Republican,Daniel CAMERON,337
Bracken,U.S. Senate,,Republican,Michael James FARIS,61
Bracken,U.S. Senate,,Republican,George WASHINGTON,20
Bracken,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",15
Bracken,U.S. Senate,,Republican,Anissa CATLETT,6
Bracken,U.S. Senate,,Republican,James D. DUNCAN,3
Bracken,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,9
Bracken,U.S. Senate,,Republican,A. Nick SHELLEY,23
Bracken,U.S. Senate,,Republican,Other Donald WENZEL,4
Bracken,U.S. Senate,,Republican,Jimmy I. LEON,1
Breathitt,U.S. Senate,,Republican,Andy BARR,274
Breathitt,U.S. Senate,,Republican,Daniel CAMERON,153
Breathitt,U.S. Senate,,Republican,Michael James FARIS,8
Breathitt,U.S. Senate,,Republican,George WASHINGTON,10
Breathitt,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",6
Breathitt,U.S. Senate,,Republican,Anissa CATLETT,3
Breathitt,U.S. Senate,,Republican,James D. DUNCAN,3
Breathitt,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,7
Breathitt,U.S. Senate,,Republican,A. Nick SHELLEY,0
Breathitt,U.S. Senate,,Republican,Other Donald WENZEL,0
Breathitt,U.S. Senate,,Republican,Jimmy I. LEON,0
Breathitt,U.S. Senate,,Republican,Nate MORRIS,22
Breckinridge,U.S. Senate,,Republican,Andy BARR,2044
Breckinridge,U.S. Senate,,Republican,Daniel CAMERON,1446
Breckinridge,U.S. Senate,,Republican,Michael James FARIS,130
Breckinridge,U.S. Senate,,Republican,George WASHINGTON,66
Breckinridge,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",37
Breckinridge,U.S. Senate,,Republican,Anissa CATLETT,46
Breckinridge,U.S. Senate,,Republican,James D. DUNCAN,60
Breckinridge,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,35
Breckinridge,U.S. Senate,,Republican,A. Nick SHELLEY,26
Breckinridge,U.S. Senate,,Republican,Other Donald WENZEL,4
Breckinridge,U.S. Senate,,Republican,Jimmy I. LEON,8
Breckinridge,U.S. Senate,,Republican,Nate MORRIS,194
Bullitt,U.S. Senate,,Republican,Andy BARR,4624
Bullitt,U.S. Senate,,Republican,Daniel CAMERON,3109
Bullitt,U.S. Senate,,Republican,Michael James FARIS,184
Bullitt,U.S. Senate,,Republican,George WASHINGTON,88
Bullitt,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",76
Bullitt,U.S. Senate,,Republican,Anissa CATLETT,69
Bullitt,U.S. Senate,,Republican,James D. DUNCAN,51
Bullitt,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,43
Bullitt,U.S. Senate,,Republican,A. Nick SHELLEY,35
Bullitt,U.S. Senate,,Republican,Other Donald WENZEL,10
Bullitt,U.S. Senate,,Republican,Jimmy I. LEON,13
Bullitt,U.S. Senate,,Republican,Nate MORRIS,292
Butler,U.S. Senate,,Republican,Andy BARR,1534
Butler,U.S. Senate,,Republican,Daniel CAMERON,702
Butler,U.S. Senate,,Republican,Michael James FARIS,339
Butler,U.S. Senate,,Republican,George WASHINGTON,51
Butler,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",34
Butler,U.S. Senate,,Republican,Anissa CATLETT,39
Butler,U.S. Senate,,Republican,James D. DUNCAN,27
Butler,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,21
Butler,U.S. Senate,,Republican,A. Nick SHELLEY,17
Butler,U.S. Senate,,Republican,Other Donald WENZEL,4
Butler,U.S. Senate,,Republican,Jimmy I. LEON,7
Caldwell,U.S. Senate,,Republican,Andy BARR,1155
Caldwell,U.S. Senate,,Republican,Daniel CAMERON,418
Caldwell,U.S. Senate,,Republican,Michael James FARIS,23
Caldwell,U.S. Senate,,Republican,George WASHINGTON,18
Caldwell,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",12
Caldwell,U.S. Senate,,Republican,Anissa CATLETT,9
Caldwell,U.S. Senate,,Republican,James D. DUNCAN,20
Caldwell,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,15
Caldwell,U.S. Senate,,Republican,A. Nick SHELLEY,4
Caldwell,U.S. Senate,,Republican,Other Donald WENZEL,13
Caldwell,U.S. Senate,,Republican,Jimmy I. LEON,3
Caldwell,U.S. Senate,,Republican,Nate MORRIS,65
Calloway,U.S. Senate,,Republican,Andy BARR,1868
Calloway,U.S. Senate,,Republican,Daniel CAMERON,848
Calloway,U.S. Senate,,Republican,Michael James FARIS,34
Calloway,U.S. Senate,,Republican,George WASHINGTON,23
Calloway,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",46
Calloway,U.S. Senate,,Republican,Anissa CATLETT,20
Calloway,U.S. Senate,,Republican,James D. DUNCAN,32
Calloway,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,17
Calloway,U.S. Senate,,Republican,A. Nick SHELLEY,0
Calloway,U.S. Senate,,Republican,Other Donald WENZEL,9
Calloway,U.S. Senate,,Republican,Jimmy I. LEON,5
Calloway,U.S. Senate,,Republican,Nate MORRIS,128
Campbell,U.S. Senate,,Republican,Andy BARR,6679
Campbell,U.S. Senate,,Republican,Daniel CAMERON,3641
Campbell,U.S. Senate,,Republican,Michael James FARIS,467
Campbell,U.S. Senate,,Republican,George WASHINGTON,250
Campbell,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",198
Campbell,U.S. Senate,,Republican,Anissa CATLETT,157
Campbell,U.S. Senate,,Republican,James D. DUNCAN,101
Campbell,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,61
Campbell,U.S. Senate,,Republican,A. Nick SHELLEY,151
Campbell,U.S. Senate,,Republican,Other Donald WENZEL,24
Campbell,U.S. Senate,,Republican,Jimmy I. LEON,16
Carlisle,U.S. Senate,,Republican,Andy BARR,429
Carlisle,U.S. Senate,,Republican,Daniel CAMERON,313
Carlisle,U.S. Senate,,Republican,Michael James FARIS,16
Carlisle,U.S. Senate,,Republican,George WASHINGTON,6
Carlisle,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2
Carlisle,U.S. Senate,,Republican,Anissa CATLETT,4
Carlisle,U.S. Senate,,Republican,James D. DUNCAN,8
Carlisle,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2
Carlisle,U.S. Senate,,Republican,A. Nick SHELLEY,1
Carlisle,U.S. Senate,,Republican,Other Donald WENZEL,0
Carlisle,U.S. Senate,,Republican,Jimmy I. LEON,0
Carlisle,U.S. Senate,,Republican,Nate MORRIS,36
Carroll,U.S. Senate,,Republican,Andy BARR,453
Carroll,U.S. Senate,,Republican,Daniel CAMERON,367
Carroll,U.S. Senate,,Republican,Michael James FARIS,22
Carroll,U.S. Senate,,Republican,George WASHINGTON,29
Carroll,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",11
Carroll,U.S. Senate,,Republican,Anissa CATLETT,11
Carroll,U.S. Senate,,Republican,James D. DUNCAN,7
Carroll,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,7
Carroll,U.S. Senate,,Republican,A. Nick SHELLEY,5
Carroll,U.S. Senate,,Republican,Other Donald WENZEL,2
Carroll,U.S. Senate,,Republican,Jimmy I. LEON,1
Carter,U.S. Senate,,Republican,Andy BARR,1246
Carter,U.S. Senate,,Republican,Daniel CAMERON,495
Carter,U.S. Senate,,Republican,Michael James FARIS,34
Carter,U.S. Senate,,Republican,George WASHINGTON,38
Carter,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",19
Carter,U.S. Senate,,Republican,Anissa CATLETT,9
Carter,U.S. Senate,,Republican,James D. DUNCAN,24
Carter,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,27
Carter,U.S. Senate,,Republican,A. Nick SHELLEY,20
Carter,U.S. Senate,,Republican,Other Donald WENZEL,1
Carter,U.S. Senate,,Republican,Jimmy I. LEON,3
Casey,U.S. Senate,,Republican,Andy BARR,2608
Casey,U.S. Senate,,Republican,Daniel CAMERON,1274
Casey,U.S. Senate,,Republican,Michael James FARIS,49
Casey,U.S. Senate,,Republican,George WASHINGTON,71
Casey,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",39
Casey,U.S. Senate,,Republican,Anissa CATLETT,23
Casey,U.S. Senate,,Republican,James D. DUNCAN,18
Casey,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,30
Casey,U.S. Senate,,Republican,A. Nick SHELLEY,7
Casey,U.S. Senate,,Republican,Other Donald WENZEL,11
Casey,U.S. Senate,,Republican,Jimmy I. LEON,9
Casey,U.S. Senate,,Republican,Nate MORRIS,154
Christian,U.S. Senate,,Republican,Andy BARR,2738
Christian,U.S. Senate,,Republican,Daniel CAMERON,1058
Christian,U.S. Senate,,Republican,Michael James FARIS,55
Christian,U.S. Senate,,Republican,George WASHINGTON,80
Christian,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",51
