county,precinct,precinct_name,registered_voters,reg_dem_voters,reg_rep_voters,reg_other_voters,reg_ind_voters,reg_lib_voters,reg_grn_voters,reg_const_voters,reg_reform_voters,reg_socwk_voters,reg_male_voters,reg_female_voters
Allen,D101,SEVEN,1694,386,1145,84,66,9,3,1,0,0,827,867
Allen,D102,EIGHT,707,160,487,32,23,5,0,0,0,0,363,344
Allen,D103,THIRTEEN,1352,330,902,69,45,5,0,0,0,1,673,679
Allen,E101,TEN,464,96,309,29,27,2,0,1,0,0,202,261
Allen,E102,ELEVEN,1032,246,675,63,44,3,1,0,0,0,496,536
Allen,E103,TWELVE,979,222,682,40,29,4,1,1,0,0,470,508
Allen,E104,FOURTEEN,363,106,215,21,18,1,1,0,1,0,169,194
Anderson,A101,LILLARD,2753,1169,1305,134,135,8,1,0,0,1,1261,1488
Anderson,B101,DUNCAN,3256,1288,1728,98,130,9,2,1,0,0,1534,1717
Anderson,C101,WITHERSPOON,3014,1254,1483,133,128,14,1,1,0,0,1365,1644
Anderson,D101,MCBRAYER,3127,1066,1792,129,123,16,1,0,0,0,1506,1620
Anderson,E101,ALTON,2013,756,1144,46,66,0,0,0,1,0,976,1035
Anderson,E103,WEST ALTON,1517,545,854,43,64,9,2,0,0,0,708,807
Anderson,F101,HICKORY GROVE,1406,480,801,65,56,3,1,0,0,0,719,687
Anderson,F102,WESTERN,2066,746,1138,91,79,10,1,0,1,0,1040,1021
Ballard,A001,A1,1345,668,593,47,32,5,0,0,0,0,621,724
Ballard,B002,B2,1228,646,481,52,43,5,0,1,0,0,579,649
Ballard,C003,C3,1259,619,561,41,35,3,0,0,0,0,628,631
Ballard,D004,D4,1240,714,452,43,20,9,1,1,0,0,580,660
Ballard,E005,E5,1252,597,547,75,30,1,0,2,0,0,613,636
Barren,A101,GLASGOW #1,1767,811,810,57,80,7,2,0,0,0,786,980
Barren,A102,GLASGOW #2,2396,1007,1132,120,128,7,1,0,0,1,1084,1311
Barren,B101,HAYWOOD,2607,894,1513,66,116,15,2,0,0,1,1229,1378
Barren,B102,AUSTIN,2305,776,1358,64,101,4,0,2,0,0,1115,1189
Barren,C101,EASTERN,2290,802,1297,84,86,18,2,0,0,1,1127,1162
Barren,C102,TEMPLE HILL,2087,642,1270,83,84,8,0,0,0,0,1022,1065
Barren,D101,HISEVILLE,2429,899,1347,85,89,4,2,3,0,0,1165,1264
Barren,D102,GLASGOW MIDDLE SCHOOL,2620,1094,1345,82,90,5,0,1,1,2,1165,1454
Barren,E101,BECKTON,2571,938,1392,99,130,10,1,1,0,0,1215,1355
Barren,E102,RED CROSS,2102,788,1134,83,89,8,0,0,0,0,1046,1055
Barren,F101,CAVE CITY,2666,1210,1193,111,137,12,3,0,0,0,1258,1407
Barren,F102,PARK CITY,2309,927,1180,96,87,16,2,1,0,0,1102,1205
Barren,G101,GLASGOW #3,2184,942,1004,107,119,10,0,2,0,0,1008,1176
Barren,G102,GLASGOW #4,2283,1008,1054,91,114,12,3,0,1,0,1010,1272
Bath,A101,SHARPSBURG NO. 1,453,269,151,22,11,0,0,0,0,0,214,238
Bath,A102,SHARPSBURG NO. 2,454,252,163,22,16,1,0,0,0,0,229,225
Bath,A103,BETHEL,447,257,162,13,13,2,0,0,0,0,219,227
Bath,A104,SOUTH SHERBURNE,279,168,95,12,4,0,0,0,0,0,139,140
Bath,A105,OWINGSVILLE NO. 1,833,425,335,45,25,2,1,0,0,0,408,423
Bath,A106,OWINGSVILLE NO. 4,752,533,180,17,18,4,0,0,0,0,334,416
Bath,B102,OWINGSVILLE NO. 2,555,325,186,23,17,4,0,0,0,0,275,277
Bath,B103,OWINGSVILLE NO. 3,1655,1033,511,54,53,2,1,1,0,0,758,897
Bath,B104,PRESTON 1,811,447,307,38,14,4,0,0,1,0,393,416
Bath,C101,SALT LICK NO. 1,911,526,334,27,21,2,0,1,0,0,442,469
Bath,C102,SALT LICK NO. 2,954,571,300,52,27,2,1,1,0,0,456,496
Bath,C103,WHITE SULPHUR,556,380,145,18,13,0,0,0,0,0,283,272
Bath,C104,OLYMPIA,581,348,191,25,14,2,0,1,0,0,282,299
Bath,C105,PRESTON 2,253,132,104,13,1,1,0,1,0,1,141,110
Bell,A101,PAGE,689,204,447,24,9,5,0,0,0,0,335,354
Bell,A102,BLACKMONT,633,213,390,19,10,0,0,0,0,1,314,316
Bell,A103,BROWNIES CREEK,469,99,349,12,6,1,0,2,0,0,238,231
Bell,A104,HUTCH,507,113,364,20,8,2,0,0,0,0,244,261
Bell,A105,MELDRUM,921,296,554,46,23,2,0,0,0,0,445,474
Bell,A106,LAUREL A,879,263,570,30,16,0,0,0,0,0,421,456
Bell,B101,PINEVILLE EAST,412,174,209,17,10,2,0,0,0,0,173,238
Bell,B102,PINEVILLE CENTRAL,431,110,309,8,3,1,0,0,0,0,203,225
Bell,B103,PINEVILLE WEST,524,146,343,17,16,2,0,0,0,0,235,288
Bell,B104,ARJAY,642,296,324,15,7,0,0,0,0,0,306,336
Bell,B105,DORTON BRANCH,303,109,179,9,3,3,0,0,0,0,147,156
Bell,B106,BEVERLY,94,30,55,5,4,0,0,0,0,0,43,51
Bell,B107,RIGHT FORK,782,150,613,13,5,1,0,0,0,0,382,394
Bell,B108,STRAIGHT CREEK,442,170,253,14,4,0,1,0,0,0,197,244
Bell,B109,LONE JACK,536,158,347,19,9,3,0,0,0,0,261,275
Bell,C101,BINGHAMTOWN,707,236,411,38,19,3,0,0,0,0,330,376
Bell,C102,DORCHESTER,656,253,354,36,12,1,0,0,0,0,294,361
Bell,C103,NOETOWN,756,247,430,46,32,1,0,0,0,0,333,422
Bell,C104,JUNCTION,1029,377,567,57,27,1,0,0,0,0,438,590
Bell,C105,WEST CENTRAL,567,183,342,28,14,0,0,0,0,0,260,307
Bell,D101,CITY HALL,607,216,334,39,18,0,0,0,0,0,313,293
Bell,D102,EAST END,1084,407,557,70,41,8,0,0,1,0,473,611
Bell,D103,WINCHESTER,665,248,354,40,23,0,0,0,0,0,305,360
Bell,D104,SOUTHSIDE,515,237,219,41,13,3,1,1,0,0,230,285
Bell,D105,EXETER,944,355,509,47,29,3,0,1,0,0,412,531
Bell,E101,LAUREL B,438,76,335,18,9,0,0,0,0,0,197,241
Bell,E102,GREASY CREEK,745,211,509,16,9,0,0,0,0,0,371,374
Bell,E103,CLEAR CREEK,583,124,430,18,9,1,0,0,0,1,302,278
Bell,E104,SUTTY,734,173,520,27,14,0,0,0,0,0,369,363
Bell,E105,EDGEWOOD,1276,401,762,74,36,2,0,0,1,0,618,656
Boone,A102,BELLEVIEW,809,183,520,62,40,3,0,1,0,0,399,410
Boone,A103,BULLITTSVILLE,2101,488,1334,146,111,19,1,2,0,0,1027,1074
Boone,A104,BURLINGTON #1,1908,469,1165,153,104,12,2,1,0,2,944,964
Boone,A105,BURLINGTON #2,1076,213,707,88,60,4,3,0,0,1,534,542
Boone,A106,CARLTON,893,235,537,71,44,5,0,0,0,1,451,442
Boone,A107,CONSTANCE,902,258,470,115,44,12,2,1,0,0,434,468
Boone,A108,HEBRON #1,1851,538,1008,166,121,16,1,1,0,0,859,991
Boone,A109,HEBRON #2,2178,657,1182,197,115,16,6,3,0,2,1076,1102
Boone,A110,PETERSBURG,1059,264,654,89,42,7,0,3,0,0,527,532
Boone,A111,BURLINGTON #3,2313,763,1124,259,144,18,3,1,0,1,1079,1232
Boone,A112,BURLINGTON #4,1232,327,721,106,67,11,0,0,0,0,589,643
Boone,A113,BURLINGTON #5,2590,861,1285,260,161,18,2,2,0,1,1241,1347
Boone,A114,HEBRON #3,2718,642,1638,206,205,23,3,1,0,0,1298,1420
Boone,A115,BURLINGTON #6,2510,755,1332,240,153,27,1,1,0,1,1218,1291
Boone,A116,BURLINGTON #7,1060,303,600,103,47,5,1,1,0,0,524,536
Boone,A117,HEBRON #4,2759,650,1689,200,203,15,1,1,0,0,1383,1375
Boone,A118,HAMILTON,1396,293,940,86,74,3,0,0,0,0,701,695
Boone,A119,LIMABURG,1016,330,485,126,63,8,3,0,0,1,473,543
Boone,A120,BURLINGTON #8,2296,556,1450,166,109,13,1,0,0,1,1150,1146
Boone,A121,HEBRON 5,3112,760,1863,226,243,19,1,0,0,0,1548,1563
Boone,A122,BURLINGTON #9,1408,424,768,136,71,7,2,0,0,0,668,740
Boone,A123,CAMP ERNST,2583,754,1423,235,144,23,4,0,0,0,1292,1291
Boone,B114,BEAVER,1525,314,1044,94,66,7,0,0,0,0,760,765
Boone,B115,GLENVIEW,949,261,517,88,72,7,2,2,0,0,452,497
Boone,B118,LINKVIEW,882,263,486,65,66,2,0,0,0,0,392,490
Boone,B120,PLEASANT VALLEY,1262,327,753,107,71,3,1,0,0,0,637,625
Boone,B121,RICHWOOD,3303,781,2032,252,212,22,1,3,0,0,1598,1705
Boone,B122,UNION # 1,2818,689,1696,220,195,15,2,1,0,0,1402,1416
Boone,B123,UNION # 2,3356,948,1919,233,239,13,2,2,0,0,1563,1792
Boone,B124,UNION # 3,1295,337,776,89,87,4,1,0,1,0,645,650
Boone,B125,UNION # 4,2152,638,1194,158,137,22,2,1,0,0,1054,1097
Boone,B126,VERONA,1522,336,1011,91,72,10,1,1,0,0,756,766
Boone,B127,WALTON #1,2727,655,1592,245,199,31,2,2,0,1,1336,1390
Boone,B128,WALTON #2,1818,454,1085,167,101,8,2,1,0,0,828,990
Boone,B129,UNION 5,2062,552,1207,147,139,14,3,0,0,0,1018,1043
Boone,B130,UNION 6,2252,551,1373,168,153,6,0,0,1,0,1079,1173
Boone,B131,SUMMITVIEW,1948,559,1109,161,99,16,2,2,0,0,958,990
Boone,B132,HEARTHSTONE,2642,752,1464,222,190,13,0,0,0,1,1273,1369
Boone,B133,FLORENCE #15,2515,713,1432,205,150,9,4,1,0,1,1205,1310
Boone,B134,KENSINGTON,1587,353,1013,114,102,4,1,0,0,0,804,783
Boone,B135,UNION 7,2737,605,1772,147,195,13,1,2,0,2,1376,1361
Boone,B136,UNION #8,827,250,468,59,40,8,0,2,0,0,402,425
Boone,C102,DEVON #1,2431,757,1259,233,150,26,3,1,1,1,1185,1245
Boone,C110,DEVON #2,3103,1119,1414,366,185,15,2,1,1,0,1366,1737
Boone,C116,GREENVIEW,1460,474,760,129,84,12,1,0,0,0,717,743
Boone,C117,DEVON #3,1291,342,768,99,72,8,2,0,0,0,624,667
Boone,C118,HOPEFUL,2205,650,1199,209,131,14,1,1,0,0,1053,1150
Boone,C119,OAKBROOK,998,306,512,94,77,5,1,1,0,2,487,511
Boone,C121,SHAMROCK,1813,712,789,181,117,11,1,2,0,0,860,953
Boone,C123,AIRPORT,795,298,359,87,40,8,0,3,0,0,380,415
Boone,C124,FLORENCE #1,1790,743,705,209,117,12,1,0,0,3,850,940
Boone,C125,FLORENCE #2,821,284,396,105,32,4,0,0,0,0,400,421
Boone,C126,FLORENCE #3,1250,548,443,156,87,10,0,5,0,1,617,633
Boone,C127,FLORENCE #4,1449,523,662,151,103,5,3,1,0,1,719,729
Boone,C128,FLORENCE #5,935,344,446,82,57,4,2,0,0,0,448,487
Boone,C129,FLORENCE #6,1105,413,485,124,73,9,0,0,0,1,541,564
Boone,C130,FLORENCE #7,1947,694,947,168,123,14,1,0,0,0,925,1022
Boone,C131,FLORENCE #8,2021,817,798,251,125,23,3,3,1,0,1050,971
Boone,C132,FLORENCE # 9,1604,600,675,204,107,14,2,1,0,1,762,842
Boone,C133,FLORENCE # 10,784,282,359,93,46,2,2,0,0,0,381,402
Boone,C134,FLORENCE #11,2842,830,1560,222,197,28,2,0,1,2,1293,1549
Boone,C135,FLORENCE #12,1426,500,707,124,83,9,3,0,0,0,689,737
Boone,C136,FLORENCE #13,956,318,505,84,43,5,1,0,0,0,435,521
Boone,C137,FLORENCE #14,2048,655,1101,153,130,6,0,3,0,0,909,1138
Bourbon,B101,MILLERSBURG,2106,995,900,110,90,6,4,0,0,1,978,1128
Bourbon,C101,FLAT ROCK,2106,993,910,93,99,8,1,2,0,0,988,1118
Bourbon,D101,NORTH MIDDLETOWN,2089,952,915,109,100,7,3,3,0,0,985,1104
Bourbon,E101,CLINTONVILLE,2208,1017,1009,81,90,9,0,1,0,1,1013,1194
Bourbon,F101,HUTCHISON,2395,1022,1153,80,125,13,2,0,0,0,1104,1290
Bourbon,G101,CENTERVILLE,2094,1020,862,112,83,13,3,0,0,1,935,1159
Bourbon,H101,RUDDLES MILLS,2050,1048,814,87,92,8,1,0,0,0,972,1078
Boyd,A101,CATLETTSBURG,1374,668,549,74,78,4,1,0,0,0,645,729
Boyd,A105,RUSH,616,235,344,10,24,2,1,0,0,0,290,324
Boyd,A106,ASHLAND OIL,712,312,327,24,45,4,0,0,0,0,343,368
Boyd,A107,ENGLAND HILL,1291,503,667,41,73,6,1,0,0,0,601,690
Boyd,A108,DURBIN,628,244,333,21,26,3,0,1,0,0,321,307
Boyd,A109,EAST FORK,549,215,281,19,32,1,0,1,0,0,273,275
Boyd,A110,ELMWOOD-HILL TOP,1136,498,457,73,100,7,1,0,0,0,501,634
Boyd,A111,GARTRELL,788,376,315,24,66,7,0,0,0,0,361,424
Boyd,A113,GARTIN,736,329,327,27,50,2,0,0,0,1,331,405
Boyd,A114,CARP,482,235,167,32,43,5,0,0,0,0,212,268
Boyd,A115,SOUTH ASHLAND,988,437,427,55,65,2,1,1,0,0,464,523
Boyd,A116,RATCLIFF,733,360,304,26,39,3,0,1,0,0,336,397
Boyd,A118,FANNIN 1,1408,497,779,45,82,5,0,0,0,0,684,722
Boyd,A119,FANNIN 2,970,421,455,35,49,9,0,0,0,1,463,507
Boyd,A121,CANNONSBURG,1019,415,498,28,64,12,0,2,0,0,499,518
Boyd,A122,MARSH RUN,13,2,10,0,0,1,0,0,0,0,9,4
Boyd,B101,CENTRAL,1200,549,486,62,94,6,1,2,0,0,599,601
Boyd,B102,POLLARD,1113,524,398,66,111,9,3,1,1,0,458,655
Boyd,B103,LEWIS,952,469,356,47,73,6,1,0,0,0,410,540
Boyd,B105,DEBORD-TANNERY,1054,500,396,45,103,10,0,0,0,0,516,536
Boyd,B106,BARBER,910,420,378,46,60,6,0,0,0,0,382,528
Boyd,B107,VINCENT,538,203,285,15,32,3,0,0,0,0,272,266
Boyd,B108,MT ADAMS,709,311,331,23,41,3,0,0,0,0,345,363
Boyd,B109,PRICHARD,1123,504,477,47,91,4,0,0,0,0,511,612
Boyd,B110,FOREST HILLS,1040,466,431,43,91,7,1,1,0,0,498,539
Boyd,B114,BEECH,860,416,326,41,71,5,0,0,0,1,339,521
Boyd,B115,GRAYSON-SPRINGHILL,1105,447,534,43,74,5,2,0,0,0,501,602
Boyd,B116,AVONDALE,773,334,336,34,62,7,0,0,0,0,363,410
Boyd,B117,HILLENDALE,604,264,297,6,34,2,0,1,0,0,264,340
Boyd,B118,RICE # 1,706,281,355,27,40,3,0,0,0,0,352,351
Boyd,B119,RICE # 2,787,298,409,27,50,2,1,0,0,0,400,385
Boyd,B121,POAGE,786,309,400,27,42,3,1,4,0,0,368,417
Boyd,C102,PRINCESS,790,324,379,38,45,4,0,0,0,0,395,393
Boyd,C103,KYOVA,716,316,335,27,37,1,0,0,0,0,341,375
Boyd,C104,HOODS CREEK,1055,437,505,36,70,7,0,0,0,0,497,556
Boyd,C105,FAIRVIEW,810,370,350,32,52,5,0,1,0,0,397,412
Boyd,C106,BUCKLEY,840,379,370,30,56,5,0,0,0,0,401,439
Boyd,C107,WESTWOOD,663,302,261,34,60,4,1,1,0,0,331,331
Boyd,C108,MILLSEAT,864,382,368,36,73,4,0,0,0,1,416,446
Boyd,C109,MOORE,574,265,227,28,51,2,1,0,0,0,242,331
Boyd,C110,PYRAMID,7,2,4,1,0,0,0,0,0,0,3,4
Boyd,C111,WILLOW,217,90,111,1,13,1,0,1,0,0,99,118
Boyd,C112,SANDY CREEK,935,410,443,27,47,7,1,0,0,0,446,489
Boyd,C113,GREEN HILL,953,378,466,35,69,4,1,0,0,0,440,512
Boyd,C114,MEADS  1,1118,473,508,62,70,5,0,0,0,0,558,557
Boyd,C115,ROCKDALE-SUMMITT,1263,523,615,52,67,5,0,0,0,1,581,681
Boyd,C116,WINSLOW-IRONVILLE,1010,426,491,31,59,2,1,0,0,0,495,514
Boyd,C117,MEADS  2,706,255,383,28,39,1,0,0,0,0,335,371
Boyle,A101,WEST PERRYVILLE,905,352,483,41,26,2,1,0,0,0,432,469
Boyle,A102,EAST PERRYVILLE,1093,385,624,48,31,5,0,0,0,0,509,578
Boyle,A103,MITCHELLSBURG,551,219,299,13,18,2,0,0,0,0,275,275
Boyle,A104,PARKSVILLE,1027,345,599,50,27,5,1,0,0,0,503,523
Boyle,A105,BLUEGRASS,491,180,278,11,19,3,0,0,0,0,247,241
Boyle,B101,EAST PARKSVILLE,233,102,108,11,9,3,0,0,0,0,117,115
Boyle,B102,WEST JUNCTION CITY,886,315,462,57,47,3,1,1,0,0,450,431
Boyle,B103,JUNCTION CITY,1576,591,828,75,74,7,1,0,0,0,723,850
Boyle,B104,EAST JUNCTION CITY,1267,481,675,62,42,6,1,0,0,0,596,670
Boyle,C101,R. E. C. C.,1230,594,519,59,48,8,1,0,0,1,552,673
Boyle,C102,NAZARENE CHURCH,1186,563,507,59,54,3,0,0,0,0,544,641
Boyle,C103,PERRYVILLE ROAD,344,193,111,17,20,2,1,0,0,0,146,197
Boyle,C104,CLARKS RUN,891,486,299,58,42,4,1,1,0,0,396,494
Boyle,D101,INDIAN HILLS CHRISTIAN,1347,599,595,70,78,3,1,1,0,0,623,715
Boyle,D102,LEXINGTON RD,1546,511,908,56,68,2,0,1,0,0,771,768
Boyle,D103,LANCASTER ROAD,892,340,467,28,47,10,0,0,0,0,444,445
Boyle,E101,DANVILLE HIGH SCHOOL,985,452,414,53,59,5,0,0,1,1,427,553
Boyle,E102,ST PETER AND PAUL CATHOLIC CHURCH,821,395,337,38,44,6,0,0,1,0,374,445
Boyle,E103,COURT HOUSE,749,376,270,54,44,3,2,0,0,0,329,419
Boyle,E104,CENTRE COLLEGE,736,445,178,52,51,6,3,0,0,1,346,388
Boyle,F101,LEX AVE BAPTIST CHURCH,959,475,376,45,50,10,3,0,0,0,425,531
Boyle,F102,STREAMLAND,749,319,373,25,29,3,0,0,0,0,350,397
Boyle,F103,BOYLE CO HIGH SCHOOL,1180,458,606,61,49,5,0,0,0,1,540,633
Boyle,F104,MILLENNIUM PARK,959,430,427,47,49,3,1,2,0,0,422,532
Boyle,F105,SHAKERTOWN,655,289,292,27,45,2,0,0,0,0,299,354
Bracken,A101,FOSTER,920,403,446,40,28,3,0,0,0,0,465,453
Bracken,B101,AUGUSTA W,740,360,310,31,36,2,0,1,0,0,360,380
Bracken,C101,AUGUSTA E,814,413,337,31,28,3,2,0,0,0,387,426
Bracken,D101,BERLIN,892,448,392,29,21,1,0,1,0,0,450,442
Bracken,E101,CHATHAM,866,454,352,40,14,4,2,0,0,0,419,447
Bracken,F101,BROOKSVILLE,794,415,338,19,22,0,0,0,0,0,356,438
Bracken,G101,MILFORD,798,361,373,35,26,2,1,0,0,0,417,379
Bracken,H101,GERMANTOWN,854,479,309,30,33,3,0,0,0,0,419,433
Breathitt,A101,COURTHOUSE,176,138,30,4,4,0,0,0,0,0,89,87
Breathitt,A102,VANCLEVE,767,544,189,24,7,3,0,0,0,0,381,386
Breathitt,A103,WAR CREEK,937,681,217,22,12,4,1,0,0,0,459,478
Breathitt,A104,CITY #2,516,414,86,8,7,0,0,1,0,0,234,282
Breathitt,A105,BLANTON BRIDGE,399,330,59,6,4,0,0,0,0,0,190,209
Breathitt,B101,OAKDALE,376,269,87,14,6,0,0,0,0,0,177,197
Breathitt,B102,BIG ROCK,510,404,77,17,12,0,0,0,0,0,255,255
Breathitt,B103,SHOULDERBLADE,667,546,97,15,9,0,0,0,0,0,318,348
Breathitt,B104,TURNERS CREEK,517,426,88,0,3,0,0,0,0,0,257,260
Breathitt,B105,WOLFCOAL,508,421,64,16,7,0,0,0,0,0,262,246
Breathitt,C101,LOST CREEK,803,627,137,20,16,3,0,0,0,0,396,405
Breathitt,C102,CANEY SCHOOL,347,283,52,4,7,0,1,0,0,0,182,165
Breathitt,C103,QUICKSAND,553,432,95,11,12,1,2,0,0,0,257,295
Breathitt,C104,WHICK,492,382,90,8,11,0,0,1,0,0,244,248
Breathitt,C105,HAYS BRANCH,337,278,43,10,4,2,0,0,0,0,178,159
Breathitt,D101,ARMORY,192,163,23,2,4,0,0,0,0,0,97,94
Breathitt,D102,CITY SCHOOL,605,459,106,22,16,0,2,0,0,0,283,322
Breathitt,D103,STATE GARAGE,625,493,109,13,10,0,0,0,0,0,316,306
Breathitt,D104,HUNTING CREEK,343,271,65,3,3,1,0,0,0,0,164,178
Breathitt,D105,SPRING FORK,113,96,14,1,2,0,0,0,0,0,57,56
Breathitt,D106,CITY #1,487,377,78,18,14,0,0,0,0,0,216,270
Breckinridge,A101,HARDINSBURG #1,1593,613,871,34,68,5,1,1,0,0,732,861
Breckinridge,A102,HARDINSBURG #2,924,316,558,17,30,2,0,1,0,0,437,487
Breckinridge,B101,CLOVERPORT #1,930,357,516,21,31,5,0,0,0,0,463,467
Breckinridge,B102,CLOVERPORT #2,957,341,524,33,56,3,0,0,0,0,467,489
Breckinridge,B103,MCQUADY,824,256,514,22,30,2,0,0,0,0,414,410
Breckinridge,C101,UNION STAR,1149,397,665,42,34,7,2,2,0,0,570,579
Breckinridge,C102,GARFIELD,1432,373,942,44,69,3,0,1,0,0,704,728
Breckinridge,D101,IRVINGTON #1,963,363,530,26,38,5,0,1,0,0,476,487
Breckinridge,D102,IRVINGTON #2,1009,388,511,47,56,6,0,1,0,0,463,546
Breckinridge,D103,BEWLEYVILLE,588,163,356,40,25,3,1,0,0,0,293,295
Breckinridge,E101,HUDSON,769,222,487,32,26,2,0,0,0,0,379,390
Breckinridge,E102,CUSTER,1120,321,696,41,54,6,2,0,0,0,559,561
Breckinridge,E103,HARNED,666,191,435,12,24,2,2,0,0,0,321,345
Breckinridge,F101,MCDANIELS,2273,717,1371,79,99,7,0,0,0,0,1151,1120
Breckinridge,F103,WESTVIEW,703,209,462,12,18,2,0,0,0,0,340,363
Bullitt,A102,SHEPHERDSVILLE #1A,942,362,455,85,32,7,1,0,0,0,463,479
Bullitt,A103,SHEPHERDSVILLE #3,1744,666,842,135,92,9,0,0,0,0,832,911
Bullitt,A104,PLEASANT GROVE #4N,870,286,514,37,27,5,0,1,0,0,430,440
Bullitt,A105,CUPIO #13,1752,549,1010,123,58,10,0,0,1,1,881,871
Bullitt,A106,SHEPHERDSVILLE #2A,2227,743,1183,159,121,17,2,2,0,0,1080,1147
Bullitt,A107,BROOKS #12,1835,633,1005,111,83,3,0,0,0,0,883,952
Bullitt,A108,BROOKS #12A,867,314,409,84,47,12,0,1,0,0,406,461
Bullitt,A111,SHEPHERDSVILLE #3A,1898,679,936,186,82,10,0,4,1,0,883,1014
Bullitt,A112,PLEASANT GROVE 4A,1567,535,898,71,58,3,1,1,0,0,769,798
Bullitt,A113,SHEPHERDSVILLE #2N,1342,486,714,79,57,4,2,0,0,0,615,727
Bullitt,B101,MT. WASHINGTON #7,477,159,256,34,25,2,0,1,0,0,234,243
Bullitt,B102,MT. WASHINGTON #8,1444,514,803,56,60,9,2,0,0,0,693,751
Bullitt,B103,MT. WASHINGTON #9,1709,543,959,118,73,10,2,3,1,0,790,919
Bullitt,B104,MT. WASHINGTON #10,2387,777,1373,113,109,15,0,0,0,0,1107,1280
Bullitt,B108,MT. WASHINGTON #8A,2489,785,1440,132,114,15,1,2,0,0,1197,1292
Bullitt,B109,MT. WASHINGTON #7-A,1997,639,1155,114,82,5,1,1,0,0,977,1020
Bullitt,B110,MT. WASHINGTON #9-NORTH,1877,631,988,136,110,9,2,1,0,0,883,994
Bullitt,B111,MT. WASHINGTON #9-B,2294,777,1271,140,95,9,2,0,0,0,1079,1215
Bullitt,B112,MT. WASHINGTON #7B,961,318,509,53,72,8,1,0,0,0,413,548
Bullitt,B113,MT. WASHINGTON #8-B,1859,583,1063,106,99,8,0,0,0,0,918,940
Bullitt,C101,HEBRON #5,1166,475,572,70,42,6,0,0,0,1,552,614
Bullitt,C102,MARYVILLE #6,1243,485,585,106,60,6,1,0,0,0,561,682
Bullitt,C103,ZONETON # 11-A,2278,808,1219,146,96,4,5,0,0,0,1095,1182
Bullitt,C104,MARYVILLE SOUTH #19,1160,436,583,81,53,6,0,0,0,1,551,609
Bullitt,C105,HEBRON #5A,841,309,445,48,33,6,0,0,0,0,437,404
Bullitt,C106,HEBRON #5B,1052,430,513,72,34,1,1,1,0,0,504,548
Bullitt,C107,MARYVILLE #6A,1650,596,845,117,79,11,1,1,0,0,790,859
Bullitt,C108,ZONETON #11-B,1308,461,735,68,41,3,0,0,0,0,659,649
Bullitt,C109,ZONETON #11 NORTH,1226,359,747,69,48,3,0,0,0,0,607,619
Bullitt,C110,HEBRON #20,1385,500,724,91,59,9,1,1,0,0,644,741
Bullitt,C111,HEBRON #21,397,129,235,26,7,0,0,0,0,0,171,226
Bullitt,C112,MARYVILLE SOUTH #19A,787,330,353,52,45,6,1,0,0,0,364,423
Bullitt,C113,ZONETON #11,661,232,370,35,22,1,1,0,0,0,318,343
Bullitt,C114,MT. WASHINGTON 9C,1614,508,934,85,80,6,1,0,0,0,799,815
Bullitt,D101,LEBANON JUNCTION #14,626,229,316,49,22,6,1,0,1,2,304,322
Bullitt,D102,LEBANON JUNCTION #15,1187,433,641,72,36,4,0,0,0,1,591,596
Bullitt,D103,BERNHEIM #16,1248,413,693,88,45,6,1,2,0,0,640,607
