county,precinct,precinct_name,registered_dems,registered_reps,registered_other,registered_males,registered_females,registered_total
MADISON,B102,N. RICHMOND-ARLINGTON #3A,310,186,70,249,317,566
MADISON,B103,BRECK #4,436,219,71,303,423,726
MADISON,B104,ROSEDALE #5,340,153,68,239,322,561
MADISON,B105,NORTH CHENAULT #10,453,366,61,440,440,880
MADISON,B106,N WHITE HALL/D. BOONE #11,365,346,71,392,390,782
MADISON,B110,FOREST HILL #30,864,1332,189,1195,1190,2385
MADISON,B111,NEWBY-JONES #31,350,290,61,358,343,701
MADISON,B112,VALLEY VIEW #32,229,160,35,215,209,424
MADISON,B113,WEST RICHMOND #34,436,362,64,415,447,862
MADISON,B114,COLLEGE #35,342,164,37,260,283,543
MADISON,B115,GREENWAY #36,397,185,61,292,351,643
MADISON,B117,SOUTH CHENAULT #10A,431,328,89,413,435,848
MADISON,B118,S WHITE HALL/D.BOONE #11A,702,661,133,738,758,1496
MADISON,B119,N. RICHMOND-KEENELAND #3B,243,181,33,194,263,457
MADISON,B120,N. RICHMOND-SARATOGA #3C,496,415,121,460,572,1032
MADISON,B122,KILLARNEY #34A,1031,830,251,1015,1097,2112
MADISON,C101,COURT HOUSE #1,862,473,173,699,809,1508
MADISON,C102,CITY HALL #2,296,103,64,167,296,463
MADISON,C104,DILLINGHAM #9,755,419,119,548,745,1293
MADISON,C105,RED HOUSE #12,281,157,29,235,232,467
MADISON,C106,MCCREARY #13,829,504,110,707,736,1443
MADISON,C107,KAVANAUGH #14,203,120,31,166,188,354
MADISON,C108,COLLEGE HILL #15,346,182,41,279,290,569
MADISON,C109,WACO #16,509,418,72,467,532,999
MADISON,C110,EAST RICHMOND #26,985,756,179,881,1039,1920
MADISON,C111,MOBERLY #33,907,671,143,824,897,1721
MADISON,C112,CENTRAL NO 37,335,169,32,240,296,536
MADISON,C113,WATER TOWER #3,583,305,99,417,569,987
MADISON,C114,TELFORD #7,114,26,17,56,101,157
MADISON,C115,BRASSFIELD-BEARWALLOW #17,619,464,77,572,588,1160
MADISON,D101,EASTERN #6,276,127,48,221,230,451
MADISON,D102,CAMPUS #6A,215,115,63,170,223,393
MADISON,D103,RIDGEHAVEN #39,202,156,44,194,208,402
MADISON,D104,MAYDE # 40,10,14,3,12,15,27
MADISON,D105,KINGSTON #18,1259,1266,216,1319,1422,2741
MADISON,D106,SOUTH ROBINSON #41,0,2,0,1,1,2
MADISON,D107,DUNCANNON #25,3,8,2,5,8,13
MADISON,D108,SOUTH RICHMOND #6B,513,365,94,478,494,972
MADISON,D109,FRANCIS #8,1009,740,187,884,1052,1936
MADISON,D110,MENELAUS-TODD #24,719,610,111,705,735,1440
MADISON,D111,BURNAM-HIGH POINT #27,537,420,58,487,528,1015
MADISON,D112,TEVIS-COTTONBG-POOSEY 28,423,207,46,332,344,676
MADISON,D113,NORTH CRUTCHER #29,422,366,67,424,431,855
MADISON,D114,SOUTH CRUTCHER #29A,592,516,113,577,644,1221
MADISON,D115,DEACON HILLS #38,659,503,98,606,654,1260
MAGOFFIN,A101,SALYERSVILLE WARD #2,818,253,14,513,572,1085
MAGOFFIN,A102,BLOOMINGTON,656,237,9,461,441,902
MAGOFFIN,A103,JOHNSON FORK,305,215,11,285,246,531
MAGOFFIN,A104,CARTY BRANCH,727,336,15,543,535,1078
MAGOFFIN,B101,SALYERSVILLE WARD #1,708,276,21,483,522,1005
MAGOFFIN,B102,STATE ROAD,561,235,5,396,405,801
MAGOFFIN,B103,NEW IVYTOWN,214,131,7,169,183,352
MAGOFFIN,B104,FLAT FORK,370,201,10,301,280,581
MAGOFFIN,B105,BAYES,325,112,7,226,218,444
MAGOFFIN,C101,MEADOWS,493,133,4,304,326,630
MAGOFFIN,C102,WIREMAN,478,50,12,284,256,540
MAGOFFIN,C103,LAKEVILLE,374,250,8,302,330,632
MAGOFFIN,C104,ATKINSON,556,130,7,349,344,693
MAGOFFIN,C105,BRADLEY,539,228,15,389,393,782
MARION,A101,GRAVEL SWITCH,502,91,20,308,305,613
MARION,A102,BRADFORDSVILLE,483,106,18,299,308,607
MARION,A103,GLASSCOCK,614,167,28,414,395,809
MARION,A104,FIRE DEPT.,450,95,20,223,342,565
MARION,C102,LIBRARY,468,91,25,256,328,584
MARION,C103,BASEMENT JR HIGH,876,177,45,516,582,1098
MARION,C105,ROLLING HILLS,467,90,14,239,332,571
MARION,D102,COURT HOUSE,898,199,29,527,599,1126
MARION,D103,CALVARY,613,145,32,391,399,790
MARION,D104,HAMILTON HEIGHTS,446,108,31,236,349,585
MARION,E101,JESSE TOWN,524,112,16,336,316,652
MARION,E102,DEPOT,669,112,23,386,418,804
MARION,E103,RAYWICK,699,126,33,443,415,858
MARION,H101,LORETTO,891,110,23,472,552,1024
MARION,H102,ST FRANCIS,406,67,8,241,240,481
MARION,H103,HOLY CROSS,368,69,19,233,223,456
MARION,H104,ST. CHARLES,767,162,30,477,482,959
MARSHALL,A101,SOUTH BENTON,776,219,45,475,565,1040
MARSHALL,A102,ROSS,802,352,79,581,652,1233
MARSHALL,A103,OLIVE,887,224,59,563,607,1170
MARSHALL,A104,SOUTH MARSHALL,577,155,28,378,382,760
MARSHALL,A105,HARDIN,703,192,41,438,498,936
MARSHALL,A106,BREWERS,469,121,21,308,303,611
MARSHALL,A107,SOUTH-WEST BENTON,1041,351,56,660,788,1448
MARSHALL,A108,HARVEY,597,138,21,395,361,756
MARSHALL,B101,BRIENSBURG,529,155,24,344,364,708
MARSHALL,B102,DRAFFENVILLE,933,390,50,675,698,1373
MARSHALL,B103,WEST BENTON,426,173,21,301,319,620
MARSHALL,B104,NORTH BENTON,568,179,42,356,433,789
MARSHALL,B105,WEST MARSHALL,764,211,52,503,524,1027
MARSHALL,B106,EAST MARSHALL,628,430,74,574,558,1132
MARSHALL,B107,BIRMINGHAM,725,303,47,522,553,1075
MARSHALL,B108,FAIRDEALING,477,233,39,381,368,749
MARSHALL,B109,TATUMSVILLE,513,239,46,387,411,798
MARSHALL,C101,LITTLE CYPRESS,808,296,55,570,589,1159
MARSHALL,C102,EAST CALVERT,407,170,33,294,316,610
MARSHALL,C103,WEST CALVERT,810,250,57,542,575,1117
MARSHALL,C104,SHARPE,1129,531,67,849,878,1727
MARSHALL,C105,PALMA,875,267,47,600,589,1189
MARSHALL,C106,WEST GILBERTSVILLE,440,229,41,337,373,710
MARSHALL,C107,GILBERTSVILLE,278,141,22,221,220,441
MARSHALL,C108,CENTRAL CALVERT,609,207,47,399,464,863
MARTIN,A101,LOWER INEZ,233,578,12,379,444,823
MARTIN,A102,UPPER INEZ,80,217,5,144,158,302
MARTIN,A103,TURKEY,98,380,4,249,233,482
MARTIN,B101,BLACKLOG,79,242,5,158,168,326
MARTIN,B102,COLDWATER,158,444,8,284,326,610
MARTIN,B103,SAM MOORE,26,150,2,91,87,178
MARTIN,B104,JOHN DAVIS,247,345,11,309,294,603
MARTIN,C101,TOMAHAWK,307,761,20,529,559,1088
MARTIN,C102,LICK BRANCH,187,534,6,364,363,727
MARTIN,D101,LONG BRANCH,197,230,14,226,215,441
MARTIN,D102,EMILY,117,372,4,250,243,493
MARTIN,D103,PIGEON ROOST,72,403,4,260,218,479
MARTIN,E101,HIMLERVILLE,177,353,6,271,265,536
MARTIN,E102,WARFIELD,363,578,27,420,548,968
MASON,A101,MAYSVILLE 1,439,156,64,287,372,659
MASON,A102,MAYSVILLE 2,210,48,23,122,159,281
MASON,A103,MAYSVILLE 3,775,239,80,470,624,1094
MASON,A104,MAYSVILLE 4,624,196,73,348,544,893
MASON,A105,PLUGTOWN,367,191,34,282,310,592
MASON,B102,DOVER,296,109,31,210,226,436
MASON,B103,MINERVA,155,46,20,110,111,221
MASON,B104,FERNLEAF & GERMANTOWN,513,186,54,372,380,753
MASON,B105,MURPHYSVILLE & SARDIS,242,133,22,191,206,397
MASON,B106,MAYSLICK,474,238,40,371,381,752
MASON,B107,WASHINGTON,1112,517,124,826,927,1753
MASON,B108,KENTON STATION 16A,347,152,29,220,308,528
MASON,C102,HILLTOP,703,418,75,559,637,1196
MASON,C103,HELENA & LEWISBURG,570,292,57,432,487,919
MASON,C104,LIMESTONE & PLUMVILLE,465,190,41,333,363,696
MASON,C105,RECTORVILLE & ORANGEBURG,681,316,68,537,528,1065
MEADE,A101,MULDRAUGH,602,438,107,550,597,1147
MEADE,A102,WOODLAND,538,421,123,523,559,1082
MEADE,A103,GRAHAMTON,511,450,142,459,644,1103
MEADE,B101,WELDON-DOE RUN,956,493,109,760,797,1558
MEADE,B102,ROCKHAVEN-DOE VALLEY,1054,916,186,1061,1094,2156
MEADE,C101,FLAHERTY,608,405,66,522,557,1079
MEADE,C102,GUSTON,555,282,46,439,444,883
MEADE,C103,OTTER CREEK,479,448,104,499,532,1031
MEADE,D101,BRANDENBURG WEST,848,374,72,597,697,1294
MEADE,D102,ASHCRAFT,630,260,36,446,480,926
MEADE,D103,BRANDENBURG EAST,734,328,69,469,662,1131
MEADE,E101,EKRON,605,260,47,458,454,912
MEADE,E102,BUCKGROVE,594,348,59,487,514,1001
MEADE,E103,GARRETT,586,492,110,605,583,1188
MEADE,F101,WOLF CREEK-CONCORDIA,545,165,29,370,369,739
MEADE,F102,BATTLETOWN,356,147,26,259,270,529
MEADE,F103,PAYNEVILLE,504,202,44,382,368,750
MEADE,F104,SIROCCO-MIDWAY,403,161,32,297,299,596
MENIFEE,A101,FRENCHBURG,449,68,25,262,280,542
MENIFEE,A102,FRENCHBURG 2,402,61,19,207,275,482
MENIFEE,B101,WELLINGTON,871,225,77,603,570,1173
MENIFEE,C101,MEANS,704,184,53,451,490,941
MENIFEE,D101,POMEROYTON,1030,166,49,697,548,1245
MENIFEE,E101,MARIBA,681,87,25,393,400,793
MERCER,A101,PERRYVILLE TOLL GATE,979,494,51,746,778,1524
MERCER,A102,DIXVILLE,225,118,22,182,183,365
MERCER,A103,ROSE HILL,524,276,32,421,411,832
MERCER,C101,TERRAPIN,285,170,19,233,241,474
MERCER,C102,SALVISA,820,350,51,599,622,1221
MERCER,C103,CORNISHVILLE,224,97,27,186,162,348
MERCER,C104,BOHON,418,208,27,321,332,653
MERCER,C105,DUNCAN,138,99,17,124,130,254
MERCER,D101,MCAFEE,679,433,67,589,590,1179
MERCER,D102,STRINGTOWN,835,426,49,617,693,1310
MERCER,D103,ROBINSON HOUSE,450,226,37,322,391,713
MERCER,E101,NORTH BURGIN,1031,583,100,839,875,1714
MERCER,E102,SOUTH BURGIN,593,326,56,480,495,975
MERCER,F101,COURTHOUSE,800,347,89,550,686,1236
MERCER,F102,CHAMBERS HOUSE,857,297,70,527,697,1224
MERCER,G101,PASSMORE HOUSE,899,369,71,629,710,1339
MERCER,G102,OPERA HOUSE,759,309,66,502,632,1134
METCALFE,A101,EAST EDMONTON,764,405,54,555,668,1223
METCALFE,A102,WEST EDMONTON,570,363,34,461,506,967
METCALFE,A103,RANDOLPH-WISDOM,559,445,63,532,535,1067
METCALFE,A104,EAST FORK-SPARKS,254,118,21,199,194,393
METCALFE,B101,KNOB LICK,354,170,16,265,275,540
METCALFE,B102,SAVOYARD,77,94,4,75,100,175
METCALFE,B103,CENTER,273,160,17,221,229,450
METCALFE,B104,SULPHUR WELL,301,147,23,233,238,471
METCALFE,C101,SUMMER SHADE,367,374,45,382,404,786
METCALFE,C102,WILLOW SHADE-BEAUMONT,156,160,22,168,170,338
METCALFE,D101,GOOD LUCK-CURTIS,305,340,36,342,339,681
METCALFE,D102,MOORE SPRINGS-FLAT ROCK,146,173,37,176,180,356
MONROE,A101,FOUNTAIN RUN,57,295,19,179,192,371
MONROE,A102,GAMALIEL,95,865,18,474,504,978
MONROE,A103,WHITE OAK RIDGE,34,181,10,115,110,225
MONROE,B101,GUM TREE,92,788,29,444,465,909
MONROE,B102,POPLAR LOG,122,532,31,318,367,685
MONROE,C101,ROCK BRIDGE,80,616,23,376,343,719
MONROE,C102,SULPHUR LICK,61,303,5,197,172,369
MONROE,C103,NORTHWEST TOMPKINSVILLE,147,575,17,329,410,739
MONROE,D101,WEST TOMPKINSVILLE,91,703,18,393,419,812
MONROE,D102,COURTHOUSE,129,823,26,465,513,978
MONROE,E101,EAST TOMPKINSVILLE,111,624,21,369,387,756
MONROE,E102,NORTH TOMPKINSVILLE,111,717,27,419,436,855
MONTGOMERY,A101,MT STERLING 1-A,334,128,30,239,253,492
MONTGOMERY,A102,MT STERLING 1-B,483,179,50,318,394,712
MONTGOMERY,A103,MT STERLING 2-B,553,255,43,384,467,851
MONTGOMERY,A104,MT STERLING 2-A,601,233,55,394,495,889
MONTGOMERY,A105,MT STERLING 3,301,50,15,169,197,366
MONTGOMERY,A106,MT STERLING 4,965,346,75,591,795,1386
MONTGOMERY,B101,CAMARGO,854,245,50,570,579,1149
MONTGOMERY,B102,JEFFERSONVILLE,1078,324,68,707,763,1470
MONTGOMERY,B103,LEVEE,949,229,39,611,606,1217
MONTGOMERY,B104,BEANS-1,785,281,39,514,591,1105
MONTGOMERY,B105,GRASSY VIEW,752,264,63,526,553,1079
MONTGOMERY,B107,OLD SALEM,1012,262,55,647,682,1329
MONTGOMERY,B108,BEANS-2,852,281,53,563,623,1186
MONTGOMERY,C101,SPENCER,510,167,34,351,360,711
MONTGOMERY,C102,HOWARDS MILL,976,412,78,715,751,1466
MONTGOMERY,C103,JUDY,1051,419,77,752,795,1547
MONTGOMERY,C104,LITTLE MOUNT,918,302,48,598,670,1268
MONTGOMERY,C105,MIDLAND TRAIL,577,181,44,347,455,802
MORGAN,A101,WEST LIBERTY #1,578,62,7,300,347,647
MORGAN,A102,WEST LIBERTY #2,617,83,11,338,373,711
MORGAN,A103,LACY CREEK,403,70,5,240,238,478
MORGAN,B101,DINGUS,936,76,15,500,527,1027
MORGAN,B102,CROCKETT,540,27,6,283,290,573
MORGAN,C101,WEST LIBERTY #3,1098,114,24,600,635,1236
MORGAN,C102,WRIGLEY,640,79,13,384,348,732
MORGAN,D101,CHAPEL,587,73,5,331,334,665
MORGAN,D102,EZEL,932,105,16,524,529,1053
MORGAN,E101,CANEY,842,80,7,462,467,929
MORGAN,E102,SALEM,380,35,7,214,208,422
MORGAN,E103,INDEX #12,411,34,2,212,235,447
MUHLENBERG,A101,CLEATON,278,48,5,168,163,331
MUHLENBERG,A102,CENTRAL CITY,563,160,39,345,417,762
MUHLENBERG,A103,NELSON,324,89,12,208,217,425
MUHLENBERG,A104,SOUTH EAST CENTRAL CITY,498,104,25,268,359,627
MUHLENBERG,A105,DRAKESBORO,554,130,34,328,390,718
MUHLENBERG,A106,W CENTRAL CITY,472,132,21,288,337,625
MUHLENBERG,A107,SPRINGRIDGE,446,150,26,308,314,622
MUHLENBERG,B102,ENNIS,722,251,55,497,531,1028
MUHLENBERG,B103,PENROD,502,252,44,399,399,798
MUHLENBERG,B104,BEECHMONT,1047,286,86,706,713,1419
MUHLENBERG,B105,ROSEWOOD,318,146,37,245,256,501
MUHLENBERG,C101,COURTHOUSE,460,176,18,325,329,654
MUHLENBERG,C103,POWDERLY,624,125,36,370,415,785
MUHLENBERG,C104,NORTH GREENVILLE,1372,416,104,941,951,1892
MUHLENBERG,C106,EAST BOGGESS,682,206,37,409,516,925
MUHLENBERG,C107,WEST COURTHOUSE,802,281,37,510,610,1120
MUHLENBERG,D101,WEST GREENVILLE,1493,372,107,940,1032,1972
MUHLENBERG,D102,GRAHAM,668,151,39,414,444,858
MUHLENBERG,D103,WEIR,413,122,24,268,291,559
MUHLENBERG,D104,DEPOY,545,128,23,329,367,696
MUHLENBERG,E101,SOUTH CARROLLTON,445,85,33,290,273,563
MUHLENBERG,E102,NORTH CENTRAL CITY,461,91,48,244,356,600
MUHLENBERG,E103,BREMEN,1043,336,55,688,746,1434
MUHLENBERG,E104,CHERRY HILL,749,215,52,492,524,1016
MUHLENBERG,E105,MIDLAND,662,209,28,436,463,899
MUHLENBERG,E107,MILLPORT,275,67,6,161,187,348
NELSON,A101,A1,100,33,6,76,63,139
NELSON,A102,A2,704,274,74,519,533,1052
NELSON,A103,A3,673,163,72,477,431,908
NELSON,A104,A4,586,203,63,430,422,852
NELSON,A105,A5,751,220,104,536,539,1075
NELSON,A106,A6,652,212,69,441,492,933
NELSON,B101,B1,1374,675,158,1121,1086,2207
NELSON,B102,B2,643,253,114,451,559,1010
NELSON,B103,B3,989,604,124,818,899,1717
NELSON,B104,B4,565,255,90,393,517,910
NELSON,B105,B5,771,282,159,519,693,1212
NELSON,C101,C1,905,366,111,626,756,1382
NELSON,C102,C2,655,247,90,440,552,992
NELSON,C103,C3,559,234,91,416,468,884
NELSON,C104,C4,801,295,77,544,629,1173
NELSON,C105,C5,684,382,117,612,571,1183
NELSON,D101,D1,947,467,108,732,790,1522
NELSON,D102,D2,1105,632,147,902,982,1884
NELSON,D103,D3,594,372,77,523,520,1043
NELSON,D104,D4,479,335,64,436,442,878
NELSON,D105,D5,824,341,74,504,735,1239
NELSON,E101,E1,416,188,44,331,317,648
NELSON,E102,E2,364,162,42,278,290,568
NELSON,E103,E3,605,291,84,450,530,980
NELSON,E104,E4,522,330,94,451,495,946
NELSON,E105,E5,796,393,145,577,757,1334
NELSON,E106,E6,1116,574,170,842,1018,1860
NICHOLAS,A101,HEADQUARTERS-BARTERVILLE,907,182,53,579,563,1142
NICHOLAS,B101,RAFFERTY-MYERS,890,138,28,515,540,1056
NICHOLAS,C101,MOOREFIELD-EAST UNION,885,131,30,530,516,1046
NICHOLAS,D101,MAYORS OFFICE ENGINE H,854,147,55,473,583,1056
NICHOLAS,E101,MATHIAS CITY BUILDING,893,144,47,527,557,1084
OHIO,A101,E HARTFORD,480,475,50,436,569,1005
OHIO,A102,W HARTFORD,403,360,42,366,439,805
OHIO,A103,HARTFORD #22,318,254,29,300,301,601
OHIO,A104,HARTFORD #21,55,67,4,62,64,126
OHIO,A105,BUFORD,854,568,93,717,798,1515
OHIO,B101,E. BEAVER DAM,374,342,39,334,421,755
OHIO,B102,W. BEAVER DAM,391,357,40,348,440,788
OHIO,B103,BEAVER DAM #20,501,501,55,511,546,1057
OHIO,B104,N BEAVER DAM,313,370,24,327,380,707
OHIO,B105,BEAVER DAM #19,36,51,2,38,51,89
OHIO,C101,ROCKPORT,349,179,21,264,285,549
OHIO,C102,MCHENRY,435,328,41,389,415,804
OHIO,C103,BEDA,549,464,62,534,541,1075
OHIO,C104,N. CENTERTOWN,269,162,20,232,219,451
OHIO,C105,S. CENTERTOWN,290,233,33,263,293,556
OHIO,D101,FORDSVILLE,140,140,21,142,159,301
OHIO,D102,DEANFIELD,318,310,33,323,338,661
OHIO,D103,ELMITCH,390,403,70,434,429,863
OHIO,D104,MAGAN,169,229,22,220,200,420
OHIO,D106,DUNDEE,217,216,27,229,231,460
OHIO,E101,CROMWELL,424,522,61,488,519,1007
OHIO,E102,HORSE BRANCH,219,476,32,357,370,727
OHIO,E103,ROSINE,211,366,24,307,294,601
OHIO,E104,OLATON,71,97,19,83,104,187
OHIO,E105,COOL SPRINGS,195,194,19,200,208,408
OLDHAM,A101,NORTH GOSHEN,843,1729,286,1405,1453,2858
OLDHAM,A103,HARMONY,564,929,160,808,845,1653
OLDHAM,A104,SOUTH HARMONY,493,700,128,631,690,1321
OLDHAM,A105,SOUTH GOSHEN,242,472,61,369,405,775
OLDHAM,B101,SKYLIGHT,206,390,84,341,339,680
OLDHAM,B103,CENTRAL PRECINCT,264,241,59,258,306,564
OLDHAM,B104,WEST BUCKNER,783,1407,237,1220,1207,2427
OLDHAM,B105,NORTHEAST BUCKNER,256,416,55,324,403,727
OLDHAM,C101,COVINGTON,307,463,98,436,432,868
OLDHAM,C102,NORTH LAGRANGE,505,788,158,719,732,1451
OLDHAM,C104,EAST LAGRANGE,610,580,183,595,778,1373
OLDHAM,C105,WESTPORT,392,499,85,482,494,976
OLDHAM,D101,SOUTHEAST LAGRANGE,707,785,170,784,878,1662
OLDHAM,D102,WEST LAGRANGE,527,547,155,535,694,1229
OLDHAM,D103,EAST BALLARDSVILLE,400,723,104,605,622,1227
OLDHAM,D104,WEST BALLARDSVILLE,400,749,110,640,619,1259
OLDHAM,D105,MAIN PRECINCT,94,89,21,91,113,204
OLDHAM,E101,EAST WORTH,461,674,119,644,610,1254
OLDHAM,E102,WEST WORTH,485,803,132,689,731,1420
OLDHAM,E103,SOUTH PEWEE VALLY,579,780,155,732,782,1514
OLDHAM,E105,WORTH,440,735,133,631,676,1308
OLDHAM,F102,EAST BUCKNER,427,657,147,614,617,1231
OLDHAM,F103,GLENARM,525,740,135,692,708,1400
OLDHAM,F104,CENTERFIELD,338,414,82,415,419,834
OLDHAM,F105,SOUTH LAGRANGE,663,768,174,757,848,1605
OLDHAM,G101,WEST BROWNSBORO,461,1043,137,815,826,1641
OLDHAM,G102,BRIAR HILL,652,1345,231,1096,1132,2228
OLDHAM,G103,NORTH 22,666,694,188,735,813,1548
OLDHAM,G104,COVERED BRIDGE,321,602,118,512,529,1041
OLDHAM,H101,NORTH CRESTWOOD,634,930,160,802,922,1724
OLDHAM,H103,NORTH PEWEE VALLY,500,678,110,635,653,1288
OLDHAM,H104,CRESTWOOD,407,510,109,483,543,1026
OLDHAM,H105,EAST BROWNSBORO,261,390,78,356,373,729
OLDHAM,H106,SOUTH CRESTWOOD,271,334,64,326,343,669
OWEN,A101,NEW LIBERTY,236,48,15,152,147,299
OWEN,A103,BROMLEY,403,183,44,330,300,630
OWEN,A104,JONESVILLE,163,86,10,128,131,259
OWEN,A105,NORTH OWENTON,696,238,37,497,474,971
OWEN,B102,SOUTH OWENTON,501,127,27,338,317,655
OWEN,B103,OWENTON INC,771,187,46,445,559,1004
OWEN,C101,NEW COLUMBUS,442,190,46,334,344,678
OWEN,C102,BETHANY,150,41,7,111,87,198
OWEN,C103,HESLER,441,175,33,327,322,649
OWEN,C104,LUSBYS MILL,362,186,32,286,294,580
OWEN,D101,MONTEREY,499,134,27,338,322,660
OWEN,D102,GRATZ,370,147,17,271,263,534
OWEN,D103,WHEATLEY,460,135,39,305,329,634
OWSLEY,A101,COW CREEK,113,312,6,218,213,431
OWSLEY,A102,SOUTH BOONEVILLE,156,399,7,273,289,562
OWSLEY,A103,INDIAN CREEK,76,232,6,163,151,314
OWSLEY,B101,ISLAND CREEK,34,166,5,106,99,205
OWSLEY,B102,STURGEON,120,342,10,251,221,472
OWSLEY,C101,ELK LICK,139,405,17,269,292,561
OWSLEY,C102,NORTH BOONEVILLE,175,389,9,287,286,573
OWSLEY,C103,NORTH BOONEVILLE EAST,104,268,7,162,217,379
PENDLETON,A101,GARDNERSVILLE BAPTISH CH.,271,223,41,275,260,535
PENDLETON,A102,BUTLER COMMUNITY CENTER,641,328,69,459,579,1038
PENDLETON,A103,PLEASANT RIDGE BAPTIST,408,276,50,394,340,734
PENDLETON,B101,FLOUR CREEK CHRISTIAN,551,343,61,464,491,955
PENDLETON,B102,N PENDLETON FIRE HOUSE,505,386,83,471,503,974
PENDLETON,B103,KINCAID MULTI-PURPOSE BLD,471,269,64,409,395,804
PENDLETON,C101,SHORT CREEK BAPTIST CH.,434,309,68,414,397,811
PENDLETON,C102,COURTHOUSE COMMUNITY ROOM,621,258,71,443,507,950
PENDLETON,C103,FLOYD WILLS GARAGE,345,162,38,272,273,545
PENDLETON,D101,PENDLETON COUNTY LIBRARY,794,309,69,528,644,1172
PENDLETON,D102,BLANKET CREEK CHURCH,398,176,45,315,304,619
PENDLETON,D103,OAKLAND CHRISTIAN CHURCH,523,265,69,417,440,857
PERRY,A101,BUCKHORN,422,246,11,347,332,679
PERRY,A102,CHAVIES,434,101,10,284,261,545
PERRY,A103,KRYPTON,328,270,13,312,299,611
PERRY,A104,YERKES,204,71,8,136,146,283
PERRY,A105,BUSY,431,232,21,354,330,684
PERRY,A107,BULAN,465,59,14,274,264,538
PERRY,A108,HARDBURLEY,218,28,5,119,132,251
PERRY,A109,DICE,653,104,14,386,385,771
PERRY,A110,ARY,424,103,12,262,277,539
PERRY,A111,ROWDY,219,33,6,127,131,258
PERRY,A112,DWARF,461,127,16,283,321,604
PERRY,A113,BUTTERFLY,490,115,16,299,322,621
PERRY,A114,GRAPEVINE,784,137,19,439,501,940
PERRY,B101,BONNYMAN,526,99,12,314,323,637
PERRY,B102,COMBS,499,120,15,291,343,634
PERRY,B103,AIRPORT GARDENS,363,126,15,239,265,504
PERRY,B104,LOTTS CREEK,362,36,10,195,213,408
PERRY,B105,FARMERTOWN,592,140,23,358,397,755
PERRY,B106,AVAWAM,479,229,16,365,359,724
PERRY,B107,WALKERTOWN,271,77,11,158,201,359
PERRY,B108,COURT HOUSE,259,85,19,167,196,363
PERRY,B109,CITY HALL,382,121,17,235,285,520
PERRY,B110,GYM,390,165,21,263,313,576
PERRY,B111,PERRY COUNTY LIBRARY,282,82,15,181,198,379
PERRY,B112,TURNER,231,81,13,151,174,325
PERRY,B113,MEDICAL CENTER,231,119,18,177,191,368
PERRY,C102,TOWN MOUNTAIN,417,180,10,307,300,607
PERRY,C103,LOTHAIR,385,120,15,230,290,520
PERRY,C104,CHRISTOPHER,578,114,16,328,380,708
PERRY,C105,HAPPY,474,79,10,280,283,563
PERRY,C106,VICCO,613,85,17,343,372,715
PERRY,C107,VIPER,508,200,17,369,356,725
PERRY,C108,FUSONIA,355,63,8,212,214,426
PERRY,C109,CORNETTSVILLE,400,152,14,266,300,566
PERRY,C110,BIG LEATHERWOOD,499,149,20,340,328,668
PERRY,C111,JEFF,281,93,10,187,197,384
PERRY,C114,ROGERS BRANCH,503,223,12,358,380,738
PIKE,A101,BESSIE RIDDLE ARNOLD,358,218,52,284,344,628
PIKE,A102,HURRICANE,630,175,33,418,420,838
PIKE,A103,PIKEVILLE HIGH SCHOOL,503,238,30,374,397,771
PIKE,A104,LOWER PIKE,821,511,81,658,755,1413
PIKE,A105,MYERS TOWERS,564,155,50,333,436,769
PIKE,A106,COAL RUN,543,269,32,392,452,844
PIKE,A107,BY PASS,792,308,65,555,610,1165
PIKE,A108,MULLINS SCHOOL,927,362,71,658,702,1360
PIKE,A109,BRUSHY,300,255,29,310,274,584
PIKE,A110,LOWER JOHNS CREEK,418,281,33,370,361,732
PIKE,B101,CANEY,806,353,43,607,595,1202
PIKE,B102,YEAGER,1129,399,69,744,853,1597
PIKE,B103,OLD SHELBY,985,274,46,645,660,1305
PIKE,B104,LONG FORK,595,170,19,389,395,784
PIKE,B105,DORTON,786,358,35,569,610,1179
PIKE,B106,ELWOOD,721,230,29,472,508,980
PIKE,B107,ISLAND CREEK,743,171,36,457,493,950
PIKE,C101,MOUTHCARD,472,113,20,300,305,605
PIKE,C102,UPPER ELKHORN,358,64,14,211,225,436
PIKE,C103,ELKHORN CITY HALL,785,185,31,482,519,1001
PIKE,C104,BELCHER,326,108,14,217,231,448
PIKE,C105,RACCOON,583,140,44,367,400,767
PIKE,C106,RASNICK,307,98,16,204,217,421
PIKE,C107,LICK CREEK,260,45,17,162,160,322
PIKE,C108,GRAPEVINE,672,113,28,410,403,813
PIKE,C109,FEDS CREEK,492,116,21,315,314,629
PIKE,C110,LOONEY,256,65,13,158,176,334
PIKE,C111,BURNING FORK,754,315,50,544,575,1119
PIKE,C112,STONE COAL,202,78,16,143,153,296
PIKE,D101,MILLARD,1017,338,53,716,692,1408
PIKE,D102,GREASY CREEK,617,223,39,447,432,879
PIKE,D103,UPPER CHLOE,662,245,57,473,491,964
PIKE,D104,MARROWBONE,217,177,18,202,210,412
PIKE,D105,ROCKHOUSE,304,235,21,279,281,560
PIKE,D106,NEW SHELBY,438,164,36,305,333,638
PIKE,D107,GARDEN VILLAGE,221,77,11,146,163,309
PIKE,D108,HENRY CLAY,323,214,25,287,275,562
PIKE,D109,HELLIER,217,56,10,140,143,283
PIKE,D110,YORK,268,115,23,196,210,406
