county,precinct,total_reg,total_voted,dems_reg,dems_voted,reps_reg,reps_voted,other_reg,other_voted
CAMPBELL,A704,1212,179,468,41,612,137,132,1
CAMPBELL,A706,1856,224,734,68,943,156,179,0
CAMPBELL,A801,1081,167,381,28,593,139,107,0
CAMPBELL,A802,893,108,369,24,432,84,92,0
CAMPBELL,A803,955,145,379,35,471,108,105,2
CAMPBELL,A804,1158,203,404,35,635,168,119,0
CAMPBELL,A805,1309,122,505,30,674,91,130,1
CAMPBELL,A806,1436,160,498,41,789,118,149,1
CAMPBELL,A807,969,134,400,29,482,105,87,0
CAMPBELL,A901,795,128,332,40,390,87,73,1
CAMPBELL,A902,847,178,308,48,477,130,62,0
CAMPBELL,A903,1563,277,548,59,882,218,133,0
CAMPBELL,A904,1747,287,657,68,944,218,146,1
CAMPBELL,A905,1634,252,628,66,845,185,161,1
CAMPBELL,A909,1210,177,526,44,574,133,110,0
CAMPBELL,A913,1268,120,595,38,539,82,134,0
CAMPBELL,B101,1036,69,552,38,318,31,166,0
CAMPBELL,B102,1134,88,582,39,403,48,149,1
CAMPBELL,B103,1129,83,563,36,399,47,167,0
CAMPBELL,B201,1148,101,589,48,403,52,156,1
CAMPBELL,B202,909,114,425,46,388,67,96,1
CAMPBELL,B203,1019,116,519,52,377,64,123,0
CAMPBELL,B204,1144,80,578,34,388,43,178,3
CAMPBELL,B401,981,245,287,41,613,203,81,1
CAMPBELL,B402,1125,212,456,59,566,153,103,0
CAMPBELL,B403,969,169,373,35,487,134,109,0
CAMPBELL,B405,807,98,278,26,429,72,100,0
CAMPBELL,B406,536,78,216,20,264,58,56,0
CAMPBELL,B408,809,122,293,25,408,96,108,1
CAMPBELL,B409,680,115,245,21,373,94,62,0
CAMPBELL,B410,689,119,251,18,351,101,87,0
CAMPBELL,B411,565,83,215,17,274,66,76,0
CAMPBELL,B412,661,132,230,28,359,104,72,0
CAMPBELL,B414,1027,107,470,41,437,66,120,0
CAMPBELL,B415,887,102,384,26,395,75,108,1
CAMPBELL,B416,770,93,293,24,380,67,97,2
CAMPBELL,B705,714,103,297,24,336,77,81,2
CAMPBELL,B906,772,132,347,37,339,95,86,0
CAMPBELL,B907,722,122,284,45,360,77,78,0
CAMPBELL,B910,619,94,334,53,217,41,68,0
CAMPBELL,B912,707,73,360,35,267,38,80,0
CAMPBELL,C301,1044,94,581,48,297,44,166,2
CAMPBELL,C302,835,81,410,34,292,47,133,0
CAMPBELL,C303,848,55,552,47,172,8,124,0
CAMPBELL,C304,701,64,404,38,199,25,98,1
CAMPBELL,C305,798,22,476,14,203,8,119,0
CAMPBELL,C306,774,40,451,24,195,16,128,0
CAMPBELL,C307,729,29,373,13,224,15,132,1
CAMPBELL,C308,917,102,481,56,307,46,129,0
CAMPBELL,C309,956,96,483,40,355,56,118,0
CAMPBELL,C310,833,78,459,38,274,40,100,0
CAMPBELL,C311,727,76,398,30,244,46,85,0
CAMPBELL,C418,1103,131,484,49,480,82,139,0
CAMPBELL,C419,941,146,363,31,471,114,107,1
CAMPBELL,C501,717,73,347,33,285,40,85,0
CAMPBELL,C502,884,111,418,32,362,79,104,0
CAMPBELL,C503,337,49,141,9,162,40,34,0
CAMPBELL,C504,651,73,318,37,257,35,76,1
CAMPBELL,C601,565,70,257,29,230,41,78,0
CAMPBELL,C602,812,63,345,11,350,51,117,1
CAMPBELL,C603,632,79,296,26,269,53,67,0
CAMPBELL,C604,326,17,147,4,132,13,47,0
CAMPBELL,C605,1438,220,695,76,602,144,141,0
CARLISLE,A101,672,62,556,46,102,16,14,0
CARLISLE,A102,623,62,476,41,127,21,20,0
CARLISLE,B101,911,67,665,50,220,17,26,0
CARLISLE,B102,419,39,328,31,86,8,5,0
CARLISLE,C101,540,47,463,40,68,7,9,0
CARLISLE,C102,739,62,623,59,94,3,22,0
CARROLL,A101,633,55,522,40,87,14,24,1
CARROLL,A102,919,84,743,63,130,21,46,0
CARROLL,A103,751,78,595,59,114,19,42,0
CARROLL,B101,562,68,481,61,61,7,20,0
CARROLL,B102,801,63,672,52,94,11,35,0
CARROLL,B103,616,55,509,47,75,8,32,0
CARROLL,B104,493,20,387,15,79,5,27,0
CARROLL,C101,209,10,168,7,35,3,6,0
CARROLL,C102,342,29,301,24,29,5,12,0
CARROLL,C103,714,61,556,41,117,20,41,0
CARROLL,C104,1337,143,1031,103,227,38,79,2
CARTER,A101,822,59,402,25,380,34,40,0
CARTER,A102,1032,88,577,55,390,33,65,0
CARTER,A103,425,35,264,18,137,17,24,0
CARTER,A104,493,35,270,20,196,15,27,0
CARTER,A105,1205,84,562,40,554,44,89,0
CARTER,B101,1029,121,660,89,322,32,47,0
CARTER,B102,613,57,363,37,210,20,40,0
CARTER,B103,748,67,416,50,296,17,36,0
CARTER,B104,647,104,388,69,224,35,35,0
CARTER,B105,521,55,334,38,160,17,27,0
CARTER,B106,925,58,549,33,328,25,48,0
CARTER,C101,1074,90,694,63,328,26,52,1
CARTER,C102,286,16,185,9,83,7,18,0
CARTER,C103,1106,75,726,41,327,34,53,0
CARTER,C104,444,40,327,31,84,9,33,0
CARTER,C105,786,59,526,41,232,18,28,0
CARTER,D101,677,53,450,38,180,15,47,0
CARTER,D102,571,51,385,32,162,19,24,0
CARTER,D103,643,45,475,32,136,13,32,0
CARTER,D104,623,77,444,59,153,18,26,0
CARTER,D105,613,52,455,38,127,14,31,0
CARTER,E101,326,29,191,14,119,15,16,0
CARTER,E102,339,28,200,18,116,10,23,0
CARTER,E103,623,63,365,31,230,32,28,0
CARTER,E104,998,72,533,40,414,32,51,0
CARTER,E105,1084,71,560,40,465,31,59,0
CASEY,A101,870,142,131,6,718,136,21,0
CASEY,A102,496,55,90,3,396,52,10,0
CASEY,A103,679,92,121,4,547,88,11,0
CASEY,A104,457,58,81,3,364,55,12,0
CASEY,B101,822,111,199,21,600,90,23,0
CASEY,B102,855,83,154,12,684,71,17,0
CASEY,B103,934,133,186,20,730,113,18,0
CASEY,B104,515,39,154,5,343,34,18,0
CASEY,C101,1321,153,221,10,1068,143,32,0
CASEY,C102,544,62,74,4,456,58,14,0
CASEY,C103,539,65,145,10,382,55,12,0
CASEY,D101,887,107,154,11,706,96,27,0
CASEY,D102,511,37,108,7,383,30,20,0
