county,precinct,total_reg,total_voted,dems_reg,dems_voted,reps_reg,reps_voted,other_reg,other_voted
ADAIR,A102,455,101,76,6,365,95,14,0
ADAIR,A104,680,91,123,6,516,83,41,2
ADAIR,A105,532,78,76,3,432,73,24,2
ADAIR,B102,1147,130,388,34,695,95,64,1
ADAIR,B104,695,103,176,14,482,89,37,0
ADAIR,C102,794,77,279,20,477,56,38,1
ADAIR,C104,837,113,283,28,532,81,22,4
ADAIR,D101,556,72,125,10,397,62,34,0
ADAIR,D103,777,76,195,12,526,62,56,2
ADAIR,D104,589,55,231,19,331,31,27,5
ADAIR,E101,699,81,165,10,509,70,25,1
ADAIR,E104,953,92,320,27,592,65,41,0
ADAIR,F101,1210,114,450,27,711,85,49,2
ADAIR,F103,681,76,234,23,411,53,36,0
ADAIR,G101,511,94,134,16,356,78,21,0
ADAIR,G102,1302,174,360,23,902,145,40,6
ALLEN,A101,1424,142,513,29,814,113,97,0
ALLEN,A102,820,79,279,14,492,65,49,0
ALLEN,B101,1311,172,441,35,802,137,68,0
ALLEN,B102,767,79,238,11,492,68,37,0
ALLEN,B103,537,66,219,23,285,42,33,1
ALLEN,C101,1481,196,542,72,869,117,70,7
ALLEN,C102,1285,172,435,28,806,144,44,0
ALLEN,D101,1350,149,453,30,807,116,90,3
ALLEN,D102,596,101,224,34,337,67,35,0
ALLEN,D103,1027,131,429,38,544,93,54,0
ALLEN,E101,725,73,255,21,413,52,57,0
ALLEN,E102,1176,87,454,22,623,63,99,2
ALLEN,E103,598,75,217,12,340,63,41,0
ANDERSON,A101,1010,161,663,109,289,46,58,6
ANDERSON,A102,1542,167,956,120,479,47,107,0
ANDERSON,B101,1483,198,922,122,491,76,70,0
ANDERSON,B102,1990,364,1223,230,673,132,94,2
ANDERSON,C101,1202,191,801,105,347,85,54,1
ANDERSON,C102,1092,137,666,78,359,59,67,0
ANDERSON,D101,1167,154,738,93,364,61,65,0
ANDERSON,D102,1342,212,806,131,446,80,90,1
ANDERSON,E101,1392,276,881,191,425,85,86,0
ANDERSON,E103,1255,233,794,145,406,87,55,1
ANDERSON,F101,990,145,628,87,287,56,75,2
ANDERSON,F102,611,80,395,46,184,34,32,0
ANDERSON,F103,441,49,304,34,115,15,22,0
ANDERSON,F104,712,106,462,74,204,32,46,0
BALLARD,A101,392,38,308,27,76,11,8,0
BALLARD,A102,905,86,630,60,231,22,44,4
BALLARD,A103,158,24,126,23,24,1,8,0
BALLARD,B101,835,77,669,60,140,16,26,1
BALLARD,B102,214,22,181,21,28,1,5,0
BALLARD,C101,280,19,216,14,55,4,9,1
BALLARD,C102,364,46,280,38,75,8,9,0
BALLARD,C103,230,40,179,35,44,4,7,1
BALLARD,C104,428,24,339,20,68,3,21,1
BALLARD,D101,834,90,667,82,134,7,33,1
BALLARD,D102,330,34,275,24,47,10,8,0
BALLARD,E101,675,54,545,45,107,8,23,1
BALLARD,E102,399,27,324,21,61,6,14,0
BARREN,A101,1026,302,608,199,372,103,46,0
BARREN,A102,1039,130,648,90,320,39,71,1
BARREN,A103,1343,152,819,97,420,55,104,0
BARREN,B101,1262,286,724,176,483,110,55,0
BARREN,B102,1112,194,642,124,410,70,60,0
BARREN,B103,677,125,377,79,261,45,39,1
BARREN,B104,1088,188,652,118,378,70,58,0
BARREN,C101,747,97,399,58,314,39,34,0
BARREN,C102,993,176,519,91,418,85,56,0
BARREN,C103,996,151,509,87,434,64,53,0
BARREN,C104,1048,203,538,120,471,83,39,0
BARREN,D101,1170,176,696,120,404,55,70,1
BARREN,D102,1688,334,954,219,656,115,78,0
BARREN,D103,1418,319,841,208,514,111,63,0
BARREN,E101,1013,221,577,149,392,72,44,0
BARREN,E102,704,112,408,78,252,34,44,0
BARREN,E103,1066,171,616,108,390,63,60,0
BARREN,E104,1272,176,793,125,409,51,70,0
BARREN,F101,1172,127,846,98,271,29,55,0
BARREN,F102,1392,142,920,89,382,52,90,1
BARREN,F103,1767,215,1154,152,497,63,116,0
BARREN,G101,2013,303,1136,181,746,121,131,1
BARREN,G102,973,149,570,88,344,61,59,0
BARREN,G103,1118,241,687,174,368,67,63,0
BATH,A101,387,111,316,102,58,9,13,0
BATH,A102,477,118,393,109,70,9,14,0
BATH,A103,384,132,338,126,34,6,12,0
BATH,A104,262,103,215,92,40,11,7,0
BATH,B101,1155,325,952,293,164,32,39,0
BATH,B102,743,242,625,220,92,22,26,0
BATH,B103,1499,381,1262,363,192,18,45,0
BATH,C101,870,251,717,233,121,17,32,1
BATH,C102,928,185,800,182,97,3,31,0
BATH,C103,546,139,473,132,57,7,16,0
BATH,C104,541,171,480,165,47,6,14,0
BATH,C105,879,169,731,160,113,9,35,0
BELL,A101,791,51,375,21,388,30,28,0
BELL,A102,257,25,157,10,96,15,4,0
BELL,A103,431,33,302,19,125,14,4,0
BELL,A104,537,34,220,12,307,22,10,0
BELL,A105,954,52,432,14,498,38,24,0
BELL,A106,527,43,188,9,314,34,25,0
BELL,A107,914,38,419,15,450,23,45,0
BELL,B101,470,32,265,12,193,20,12,0
BELL,B102,398,46,155,16,238,30,5,0
BELL,B103,529,20,320,8,202,12,7,0
BELL,B104,789,64,513,42,263,22,13,0
BELL,B105,361,36,188,18,164,18,9,0
BELL,B106,103,18,31,4,67,13,5,1
BELL,B107,806,69,265,7,523,62,18,0
BELL,C101,778,57,345,18,401,38,32,1
BELL,C102,572,30,272,12,266,18,34,0
BELL,C103,706,48,343,18,327,30,36,0
BELL,C104,1008,46,497,19,454,25,57,2
BELL,C105,1255,58,579,17,602,39,74,2
BELL,D101,505,52,223,19,255,33,27,0
BELL,D102,301,12,163,4,118,8,20,0
BELL,D103,654,28,315,13,303,15,36,0
BELL,D104,537,26,293,15,212,11,32,0
BELL,D105,520,52,213,24,277,28,30,0
BELL,D106,787,45,374,19,373,26,40,0
BELL,D107,622,41,300,11,286,29,36,1
BELL,E101,521,42,244,10,265,32,12,0
BELL,E102,451,62,133,19,304,43,14,0
BELL,E103,696,55,334,19,341,36,21,0
BELL,E104,667,40,283,11,372,29,12,0
BELL,E105,687,57,242,24,427,33,18,0
BELL,E106,678,48,271,17,379,30,28,1
BOONE,A102,595,84,232,12,288,71,75,1
BOONE,A103,1640,269,533,32,931,237,176,0
BOONE,A104,1602,262,526,36,869,219,207,7
BOONE,A105,1978,238,684,42,1043,193,251,3
BOONE,A106,805,120,293,31,395,87,117,2
BOONE,A107,247,50,90,9,127,41,30,0
BOONE,A108,1710,214,599,36,897,176,214,2
BOONE,A109,2303,210,852,27,1177,174,274,9
BOONE,A110,966,169,369,33,473,132,124,4
BOONE,A111,1850,199,683,30,910,165,257,4
BOONE,A112,1063,107,383,13,544,87,136,7
BOONE,A113,2919,260,1036,43,1467,209,416,8
BOONE,A114,1931,319,515,27,1199,286,217,6
BOONE,A115,1912,226,693,41,962,183,257,2
BOONE,A116,940,132,335,24,483,107,122,1
BOONE,A117,1662,231,421,19,1045,208,196,4
BOONE,A118,1145,198,353,16,674,180,118,2
BOONE,A119,667,51,304,11,271,39,92,1
BOONE,A120,1910,294,576,31,1127,260,207,3
BOONE,A121,1823,276,473,26,1147,249,203,1
BOONE,B114,606,104,217,19,324,85,65,0
BOONE,B115,990,191,288,25,571,166,131,0
BOONE,B116,1350,159,474,24,704,133,172,2
BOONE,B117,1455,192,511,35,766,154,178,3
BOONE,B118,557,122,205,29,290,91,62,2
BOONE,B119,1014,171,346,30,537,141,131,0
BOONE,B120,1048,185,316,23,615,161,117,1
BOONE,B121,2227,346,681,44,1303,296,243,6
BOONE,B122,1442,239,494,32,787,205,161,2
BOONE,B123,1704,238,546,48,973,188,185,2
BOONE,B124,1483,181,456,24,859,155,168,2
BOONE,B125,1603,187,528,42,904,143,171,2
BOONE,B126,1585,233,552,38,870,192,163,3
BOONE,B127,1648,165,600,32,806,131,242,2
BOONE,B128,1227,166,473,38,584,126,170,2
BOONE,B129,1617,208,444,18,993,186,180,4
BOONE,B130,2395,384,631,50,1528,328,236,6
BOONE,B131,1585,262,489,33,917,224,179,5
BOONE,B132,1830,185,539,21,1087,159,204,5
BOONE,B133,1419,149,443,25,841,123,135,1
BOONE,C102,1821,188,684,29,931,156,206,3
BOONE,C110,2366,136,1061,30,958,94,347,12
BOONE,C117,1144,182,368,17,644,161,132,4
BOONE,C120,1195,185,334,23,750,162,111,0
BOONE,C121,1603,169,658,43,735,124,210,2
BOONE,C123,879,81,402,24,346,56,131,1
BOONE,C124,1672,162,792,46,622,115,258,1
BOONE,C125,813,108,367,32,354,76,92,0
BOONE,C126,757,42,376,10,256,32,125,0
BOONE,C127,1223,121,516,26,531,94,176,1
BOONE,C128,777,99,347,25,328,74,102,0
BOONE,C129,917,93,410,22,383,70,124,1
BOONE,C130,1712,210,734,61,745,148,233,1
BOONE,C131,1726,111,740,27,703,82,283,2
BOONE,C132,1381,124,615,38,523,84,243,2
BOONE,C133,797,85,360,32,316,53,121,0
BOONE,C134,1975,257,627,36,1098,217,250,4
BOONE,C135,1246,119,488,18,603,101,155,0
BOONE,C136,846,144,325,30,415,113,106,1
BOONE,C137,1668,225,621,53,836,172,211,0
BOURBON,B101,602,115,444,97,120,17,38,1
BOURBON,B102,563,71,394,52,138,19,31,0
BOURBON,B103,664,78,494,66,139,12,31,0
BOURBON,C101,663,83,436,60,180,23,47,0
BOURBON,C102,439,80,307,68,104,12,28,0
BOURBON,C103,603,106,435,78,133,27,35,1
BOURBON,D101,1081,123,754,102,259,21,68,0
BOURBON,D103,734,74,537,58,156,15,41,1
BOURBON,E101,927,199,580,135,305,64,42,0
BOURBON,E103,785,83,575,70,161,13,49,0
BOURBON,E104,351,62,253,56,78,5,20,1
BOURBON,F101,777,125,533,99,197,26,47,0
BOURBON,F102,1013,169,651,116,317,53,45,0
BOURBON,F103,479,71,257,39,189,32,33,0
BOURBON,G101,957,135,585,82,324,53,48,0
BOURBON,G102,855,131,641,108,160,23,54,0
BOURBON,H101,1092,176,791,145,252,31,49,0
BOURBON,H102,689,56,567,56,89,0,33,0
BOYD,A101,1374,193,946,153,338,33,90,7
BOYD,A107,1111,160,612,91,436,66,63,3
BOYD,A108,1416,158,844,107,481,47,91,4
BOYD,A109,1190,142,723,97,397,43,70,2
BOYD,A110,965,96,598,61,267,32,100,3
BOYD,A111,717,117,388,55,283,60,46,2
BOYD,A113,715,143,382,68,295,73,38,2
BOYD,A114,437,34,291,26,91,8,55,0
BOYD,A115,884,123,507,74,295,45,82,4
BOYD,A116,651,89,400,56,208,32,43,1
BOYD,A118,1085,134,557,74,460,56,68,4
BOYD,A119,813,62,477,32,285,28,51,2
BOYD,A120,137,20,92,17,35,3,10,0
BOYD,A121,750,93,457,58,257,35,36,0
BOYD,A122,14,8,11,8,3,0,0,0
BOYD,B101,887,106,498,62,313,42,76,2
BOYD,B102,983,77,615,51,270,25,98,1
BOYD,B103,886,80,549,41,259,37,78,2
BOYD,B105,875,72,525,46,272,25,78,1
BOYD,B106,773,116,434,63,284,52,55,1
BOYD,B107,477,90,247,56,199,32,31,2
BOYD,B108,671,128,399,73,235,54,37,1
BOYD,B109,977,146,558,92,343,54,76,0
BOYD,B110,423,106,219,60,173,46,31,0
BOYD,B112,459,59,250,33,175,25,34,1
BOYD,B114,797,104,503,70,228,34,66,0
BOYD,B115,1030,196,549,94,418,102,63,0
BOYD,B116,651,96,337,60,257,36,57,0
BOYD,B117,524,110,277,63,228,47,19,0
BOYD,B118,575,81,349,55,189,26,37,0
BOYD,B119,744,124,395,81,295,43,54,0
BOYD,B121,729,128,367,74,301,54,61,0
BOYD,C101,243,38,153,29,74,9,16,0
BOYD,C102,778,76,475,53,249,23,54,0
BOYD,C103,693,58,416,27,235,29,42,2
BOYD,C104,1008,153,625,106,308,47,75,0
BOYD,C105,773,80,503,56,204,24,66,0
BOYD,C106,819,100,549,63,212,36,58,1
BOYD,C107,700,92,453,60,183,32,64,0
BOYD,C108,785,86,468,46,268,40,49,0
BOYD,C109,530,93,305,60,187,30,38,3
BOYD,C110,4,1,2,1,1,0,1,0
BOYD,C111,203,29,113,16,83,13,7,0
BOYD,C113,1242,168,760,101,402,66,80,1
BOYD,C114,925,90,570,60,285,30,70,0
BOYD,C115,1169,167,663,113,437,50,69,4
BOYD,C116,969,125,576,68,335,57,58,0
BOYD,C117,575,94,313,50,232,44,30,0
BOYLE,A101,798,65,538,48,212,17,48,0
BOYLE,A102,896,79,580,42,282,33,34,4
BOYLE,A103,680,40,435,20,212,18,33,2
BOYLE,A104,787,54,475,29,281,23,31,2
BOYLE,A105,401,46,242,33,142,13,17,0
BOYLE,B101,197,7,138,6,43,1,16,0
BOYLE,B102,846,34,529,17,257,17,60,0
BOYLE,B103,1239,67,739,42,399,25,101,0
BOYLE,B104,942,46,563,24,317,22,62,0
BOYLE,C101,904,61,561,37,285,22,58,2
BOYLE,C102,1063,63,684,37,315,24,64,2
BOYLE,C103,492,35,307,19,148,15,37,1
BOYLE,C104,838,41,552,22,233,17,53,2
BOYLE,D101,1230,124,710,69,437,55,83,0
BOYLE,D102,990,86,466,39,464,42,60,5
BOYLE,D103,714,73,412,34,274,39,28,0
BOYLE,E101,850,79,506,44,283,33,61,2
BOYLE,E102,765,73,462,40,240,28,63,5
BOYLE,E103,589,31,375,19,157,12,57,0
BOYLE,E104,656,48,377,35,206,13,73,0
BOYLE,F101,888,50,562,31,261,17,65,2
BOYLE,F102,690,90,354,32,298,57,38,1
BOYLE,F103,1008,63,491,34,442,25,75,4
BOYLE,F104,770,78,400,27,312,49,58,2
BOYLE,F105,546,58,281,24,225,31,40,3
BRACKEN,A101,793,104,567,59,185,44,41,1
BRACKEN,B101,678,67,529,45,123,22,26,0
BRACKEN,C101,756,46,605,33,125,13,26,0
BRACKEN,D101,768,80,606,50,141,30,21,0
BRACKEN,E101,855,80,670,48,156,32,29,0
BRACKEN,F101,754,96,603,71,125,25,26,0
BRACKEN,G101,684,81,485,39,169,40,30,2
BRACKEN,H101,836,76,694,62,118,14,24,0
BREATHITT,A101,190,54,178,52,8,2,4,0
BREATHITT,A102,741,177,607,163,103,14,31,0
BREATHITT,A103,933,269,800,259,102,10,31,0
BREATHITT,A104,537,138,472,135,53,3,12,0
BREATHITT,A105,516,173,467,168,44,4,5,1
BREATHITT,B101,420,90,346,84,58,5,16,1
BREATHITT,B102,578,141,516,133,45,8,17,0
BREATHITT,B103,778,166,723,163,40,3,15,0
BREATHITT,B104,606,159,566,158,38,1,2,0
BREATHITT,B105,580,86,547,86,22,0,11,0
BREATHITT,C101,825,181,749,173,59,7,17,1
BREATHITT,C102,439,98,408,96,24,2,7,0
BREATHITT,C103,667,217,591,207,58,10,18,0
BREATHITT,C104,474,107,443,103,23,4,8,0
BREATHITT,C105,462,121,430,120,23,1,9,0
BREATHITT,D101,297,106,280,103,13,3,4,0
BREATHITT,D102,636,154,563,151,58,3,15,0
BREATHITT,D103,624,186,572,182,37,4,15,0
BREATHITT,D104,368,102,340,97,25,5,3,0
BREATHITT,D105,152,32,140,31,10,1,2,0
BREATHITT,D106,497,110,461,108,26,2,10,0
BRECKINRIDGE,A101,1318,116,701,52,564,64,53,0
BRECKINRIDGE,A102,1585,97,807,41,715,56,63,0
BRECKINRIDGE,B101,583,29,311,17,248,12,24,0
BRECKINRIDGE,B102,965,36,535,12,369,24,61,0
BRECKINRIDGE,B103,424,37,266,25,144,12,14,0
BRECKINRIDGE,C101,779,54,443,22,296,32,40,0
BRECKINRIDGE,C102,924,81,385,23,479,58,60,0
BRECKINRIDGE,D101,1089,49,570,21,455,28,64,0
BRECKINRIDGE,D102,783,39,463,27,262,12,58,0
BRECKINRIDGE,D103,718,56,374,27,285,29,59,0
BRECKINRIDGE,E101,834,48,411,18,382,30,41,0
BRECKINRIDGE,E102,828,54,366,12,401,41,61,1
BRECKINRIDGE,E103,1073,62,482,26,551,36,40,0
BRECKINRIDGE,F101,1711,99,827,42,777,57,107,0
BRECKINRIDGE,F102,454,33,220,10,213,23,21,0
BULLITT,A101,276,38,169,32,79,6,28,0
BULLITT,A102,937,78,516,58,332,20,89,0
BULLITT,A103,848,38,446,27,315,9,87,2
BULLITT,A104,659,103,371,82,239,18,49,3
BULLITT,A105,1591,177,919,117,566,54,106,6
BULLITT,A106,1786,149,927,92,716,51,143,6
BULLITT,A107,1733,165,941,89,643,70,149,6
BULLITT,A108,785,81,433,52,272,27,80,2
BULLITT,A109,1135,94,549,48,503,41,83,5
BULLITT,A110,134,15,92,12,29,3,13,0
BULLITT,A111,1312,92,730,66,445,25,137,1
BULLITT,B101,447,39,262,26,153,11,32,2
BULLITT,B102,1041,123,577,93,407,29,57,1
BULLITT,B103,1903,171,985,97,779,62,139,12
BULLITT,B104,1516,191,745,109,663,78,108,4
BULLITT,B107,1356,125,715,84,553,41,88,0
BULLITT,B108,2066,193,990,105,913,78,163,10
BULLITT,B109,1595,176,748,92,721,83,126,1
BULLITT,B110,1597,93,815,43,630,49,152,1
BULLITT,B111,1229,123,607,61,517,61,105,1
BULLITT,B112,589,58,293,24,243,34,53,0
BULLITT,B113,1443,143,704,98,637,44,102,1
BULLITT,B114,931,65,433,40,436,23,62,2
BULLITT,C101,1023,97,546,59,412,36,65,2
BULLITT,C102,1208,97,715,57,378,22,115,18
BULLITT,C103,1222,109,632,59,485,38,105,12
BULLITT,C104,973,63,535,36,372,23,66,4
BULLITT,C105,1142,101,640,53,424,46,78,2
BULLITT,C106,1062,67,594,39,402,25,66,3
BULLITT,C107,1643,173,863,74,625,61,155,38
BULLITT,C108,1159,139,611,73,477,54,71,12
BULLITT,C109,506,35,256,11,204,24,46,0
BULLITT,C110,1080,73,568,41,427,31,85,1
BULLITT,C111,324,32,153,18,145,14,26,0
BULLITT,C112,836,59,484,37,287,22,65,0
BULLITT,D101,587,73,360,45,166,28,61,0
BULLITT,D102,1053,115,679,86,305,28,69,1
BULLITT,D103,1170,148,686,101,407,46,77,1
BULLITT,D104,725,44,366,28,291,15,68,1
BULLITT,D105,1379,168,739,86,515,80,125,2
BULLITT,D106,1361,126,807,83,448,43,106,0
BULLITT,D107,1598,233,886,157,605,76,107,0
BULLITT,D108,1123,170,689,135,349,31,85,4
BULLITT,D109,1121,176,685,136,355,40,81,0
BULLITT,D110,778,118,466,94,265,24,47,0
BULLITT,D111,1020,113,637,92,309,21,74,0
BULLITT,D113,683,30,305,19,318,10,60,1
BULLITT,D114,543,41,272,20,223,21,48,0
BUTLER,A110,832,54,220,12,593,42,19,0
BUTLER,A111,633,24,157,5,455,19,21,0
BUTLER,B106,925,53,280,12,605,41,40,0
BUTLER,B107,1068,72,265,16,778,56,25,0
BUTLER,C103,31,13,11,3,19,10,1,0
BUTLER,C106,1036,75,254,17,759,58,23,0
BUTLER,C107,812,49,195,14,601,35,16,0
BUTLER,D103,526,42,129,9,380,33,17,0
BUTLER,D105,555,24,84,3,457,21,14,0
BUTLER,D106,636,26,164,5,447,21,25,0
BUTLER,E105,907,72,159,11,723,61,25,0
BUTLER,E106,827,51,120,6,689,45,18,0
CALDWELL,A101,656,63,470,43,159,20,27,0
CALDWELL,A102,551,52,372,33,155,19,24,0
CALDWELL,A103,945,65,681,47,219,17,45,1
CALDWELL,B101,908,98,665,77,204,20,39,1
CALDWELL,B102,722,54,541,34,148,20,33,0
CALDWELL,B103,854,58,651,51,156,6,47,1
CALDWELL,C101,829,51,608,32,188,18,33,1
CALDWELL,C102,588,47,442,33,118,14,28,0
CALDWELL,C103,959,82,757,70,161,9,41,3
CALDWELL,D101,611,55,423,34,161,18,27,3
CALDWELL,D102,517,44,400,32,92,11,25,1
CALDWELL,D103,847,120,654,99,168,21,25,0
CALDWELL,D104,773,99,587,75,163,24,23,0
CALLOWAY,A101,556,35,381,28,116,7,59,0
CALLOWAY,A102,796,46,456,24,257,22,83,0
CALLOWAY,A103,1871,95,1145,59,515,36,211,0
CALLOWAY,A104,784,49,552,37,173,12,59,0
CALLOWAY,A105,698,44,507,32,144,12,47,0
CALLOWAY,A106,777,39,509,27,206,12,62,0
CALLOWAY,B101,837,47,562,33,212,14,63,0
CALLOWAY,B102,383,19,235,13,105,6,43,0
CALLOWAY,B103,915,33,533,21,267,12,115,0
CALLOWAY,B104,686,51,453,35,179,16,54,0
CALLOWAY,B105,638,48,414,33,163,14,61,1
CALLOWAY,B106,1074,102,700,67,308,35,66,0
CALLOWAY,B107,688,43,449,29,193,14,46,0
CALLOWAY,B108,533,52,300,27,183,25,50,0
CALLOWAY,C102,1661,121,1047,63,510,58,104,0
CALLOWAY,C103,745,28,523,18,168,10,54,0
CALLOWAY,C104,731,47,534,32,158,15,39,0
CALLOWAY,C105,749,72,495,56,204,16,50,0
CALLOWAY,C106,762,60,533,45,176,15,53,0
CALLOWAY,C107,428,42,266,29,126,13,36,0
CALLOWAY,C108,813,34,482,21,270,13,61,0
CALLOWAY,C109,544,55,319,27,200,28,25,0
CALLOWAY,C110,308,25,199,17,93,8,16,0
CALLOWAY,D101,918,54,541,22,291,32,86,0
CALLOWAY,D102,902,56,594,35,253,21,55,0
CALLOWAY,D103,728,42,513,27,177,15,38,0
CALLOWAY,D104,582,49,417,38,132,11,33,0
CALLOWAY,D105,1226,43,741,31,392,12,93,0
CALLOWAY,D106,509,37,354,32,130,5,25,0
CALLOWAY,D107,1448,37,833,24,447,13,168,0
CALLOWAY,D108,985,34,599,14,284,20,102,0
CAMPBELL,A701,791,148,350,43,368,105,73,0
CAMPBELL,A702,1124,155,475,39,521,115,128,1
CAMPBELL,A703,1364,191,567,64,666,127,131,0
