county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Edmonson,A101,Governor,,REP,Jacob CLARK,0,0,0,0
Edmonson,A101,Governor,,REP,David O. COOPER,0,0,0,0
Edmonson,A101,Governor,,REP,Kelly CRAFT,21,1,19,1
Edmonson,A101,Governor,,REP,Eric DETERS,2,1,1,0
Edmonson,A101,Governor,,REP,Bob DeVORE,0,0,0,0
Edmonson,A101,Governor,,REP,Mike HARMON,4,0,4,0
Edmonson,A101,Governor,,REP,Alan KECK,0,0,0,0
Edmonson,A101,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Edmonson,A101,Governor,,REP,Ryan QUARLES,35,2,32,1
Edmonson,A101,Governor,,REP,Johnny Ray RICE,1,0,1,0
Edmonson,A101,Governor,,REP,Robbie C. SMITH,2,0,2,0
Edmonson,A101,Governor,,REP,Daniel CAMERON,27,3,24,0
Edmonson,A101,Governor,,REP,Total Votes Cast,92,7,83,2
Edmonson,A101,Governor,,REP,Under Votes,0,0,0,0
Edmonson,A101,Governor,,REP,Over Votes,0,0,0,0
Edmonson,A101,Secretary of State,,REP,Stephen L. KNIPPER,25,0,25,0
Edmonson,A101,Secretary of State,,REP,Allen MARICLE,8,0,8,0
Edmonson,A101,Secretary of State,,REP,Michael ADAMS,52,6,44,2
Edmonson,A101,Secretary of State,,REP,Total Votes Cast,85,6,77,2
Edmonson,A101,Secretary of State,,REP,Under Votes,7,1,6,0
Edmonson,A101,Secretary of State,,REP,Over Votes,0,0,0,0
Edmonson,A101,Auditor of Public Accounts,,REP,Derek PETTEYS,36,3,33,0
Edmonson,A101,Auditor of Public Accounts,,REP,Allison BALL,48,3,44,1
Edmonson,A101,Auditor of Public Accounts,,REP,Total Votes Cast,84,6,77,1
Edmonson,A101,Auditor of Public Accounts,,REP,Under Votes,8,1,6,1
Edmonson,A101,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Edmonson,A101,State Treasurer,,REP,Mark H. METCALF,52,5,45,2
Edmonson,A101,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",8,0,8,0
Edmonson,A101,State Treasurer,,REP,Andrew COOPERRIDER,22,0,22,0
Edmonson,A101,State Treasurer,,REP,Total Votes Cast,82,5,75,2
Edmonson,A101,State Treasurer,,REP,Under Votes,10,2,8,0
Edmonson,A101,State Treasurer,,REP,Over Votes,0,0,0,0
Edmonson,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,46,2,44,0
Edmonson,A101,Commissioner of Agriculture,,REP,Richard HEATH,36,3,32,1
Edmonson,A101,Commissioner of Agriculture,,REP,Total Votes Cast,82,5,76,1
Edmonson,A101,Commissioner of Agriculture,,REP,Under Votes,10,2,7,1
Edmonson,A101,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Edmonson,A101,Governor,,DEM,Peppy MARTIN,0,0,0,0
Edmonson,A101,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",1,0,1,0
Edmonson,A101,Governor,,DEM,Andy BESHEAR,14,1,13,0
