county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Perry,A101,Governor,,REP,Eric DETERS,2,0,2,0
Perry,A101,Governor,,REP,Bob DeVORE,0,0,0,0
Perry,A101,Governor,,REP,Mike HARMON,0,0,0,0
Perry,A101,Governor,,REP,Alan KECK,0,0,0,0
Perry,A101,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Perry,A101,Governor,,REP,Ryan QUARLES,9,2,7,0
Perry,A101,Governor,,REP,Johnny Ray RICE,1,0,0,1
Perry,A101,Governor,,REP,Robbie C. SMITH,1,0,1,0
Perry,A101,Governor,,REP,Daniel CAMERON,24,0,24,0
Perry,A101,Governor,,REP,Jacob CLARK,0,0,0,0
Perry,A101,Governor,,REP,David O. COOPER,0,0,0,0
Perry,A101,Governor,,REP,Kelly CRAFT,6,0,4,2
Perry,A101,Governor,,REP,Total Votes Cast,43,2,38,3
Perry,A101,Governor,,REP,Under Votes,0,0,0,0
Perry,A101,Governor,,REP,Over Votes,0,0,0,0
Perry,A101,Secretary of State,,REP,Stephen L. KNIPPER,5,0,3,2
Perry,A101,Secretary of State,,REP,Allen MARICLE,4,0,4,0
Perry,A101,Secretary of State,,REP,Michael ADAMS,26,2,23,1
Perry,A101,Secretary of State,,REP,Total Votes Cast,35,2,30,3
Perry,A101,Secretary of State,,REP,Under Votes,8,0,8,0
Perry,A101,Secretary of State,,REP,Over Votes,0,0,0,0
Perry,A101,Auditor of Public Accounts,,REP,Allison BALL,26,2,22,2
Perry,A101,Auditor of Public Accounts,,REP,Derek PETTEYS,8,0,7,1
Perry,A101,Auditor of Public Accounts,,REP,Total Votes Cast,34,2,29,3
Perry,A101,Auditor of Public Accounts,,REP,Under Votes,9,0,9,0
Perry,A101,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Perry,A101,State Treasurer,,REP,Mark H. METCALF,25,1,21,3
Perry,A101,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",7,0,7,0
Perry,A101,State Treasurer,,REP,Andrew COOPERRIDER,5,1,4,0
Perry,A101,State Treasurer,,REP,Total Votes Cast,37,2,32,3
Perry,A101,State Treasurer,,REP,Under Votes,6,0,6,0
Perry,A101,State Treasurer,,REP,Over Votes,0,0,0,0
Perry,A101,Commissioner of Agriculture,,REP,Richard HEATH,20,0,18,2
Perry,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,14,2,12,0
Perry,A101,Commissioner of Agriculture,,REP,Total Votes Cast,34,2,30,2
Perry,A101,Commissioner of Agriculture,,REP,Under Votes,8,0,7,1
Perry,A101,Commissioner of Agriculture,,REP,Over Votes,1,0,1,0
Perry,A101,Governor,,DEM,Peppy MARTIN,0,0,0,0
Perry,A101,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",0,0,0,0
Perry,A101,Governor,,DEM,Andy BESHEAR,32,2,30,0
Perry,A101,Governor,,DEM,Total Votes Cast,32,2,30,0
Perry,A101,Governor,,DEM,Under Votes,0,0,0,0
Perry,A101,Governor,,DEM,Over Votes,0,0,0,0
Perry,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,14,2,12,0
Perry,A101,Commissioner of Agriculture,,DEM,Mikael MALONE,14,0,14,0
Perry,A101,Commissioner of Agriculture,,DEM,Total Votes Cast,28,2,26,0
Perry,A101,Commissioner of Agriculture,,DEM,Under Votes,4,0,4,0
Perry,A101,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Perry,A102,Governor,,REP,Eric DETERS,1,0,1,0
Perry,A102,Governor,,REP,Bob DeVORE,0,0,0,0
Perry,A102,Governor,,REP,Mike HARMON,0,0,0,0
Perry,A102,Governor,,REP,Alan KECK,0,0,0,0
Perry,A102,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Perry,A102,Governor,,REP,Ryan QUARLES,3,1,2,0
