county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Campbell,A801,Governor,,REP,Kelly CRAFT,33,0,32,1
Campbell,A801,Governor,,REP,Eric DETERS,26,1,25,0
Campbell,A801,Governor,,REP,Bob DeVORE,1,0,1,0
Campbell,A801,Governor,,REP,Mike HARMON,4,3,1,0
Campbell,A801,Governor,,REP,Alan KECK,5,0,5,0
Campbell,A801,Governor,,REP,Dennis Ray ORMEROD,1,0,1,0
Campbell,A801,Governor,,REP,Ryan QUARLES,16,1,12,3
Campbell,A801,Governor,,REP,Johnny Ray RICE,0,0,0,0
Campbell,A801,Governor,,REP,Robbie C. SMITH,0,0,0,0
Campbell,A801,Governor,,REP,Daniel CAMERON,67,7,55,5
Campbell,A801,Governor,,REP,Jacob CLARK,0,0,0,0
Campbell,A801,Governor,,REP,David O. COOPER,5,1,4,0
Campbell,A801,Governor,,REP,Total Votes Cast,158,13,136,9
Campbell,A801,Governor,,REP,Under Votes,2,1,1,0
Campbell,A801,Governor,,REP,Over Votes,0,0,0,0
Campbell,A801,Secretary of State,,REP,Michael ADAMS,64,5,53,6
Campbell,A801,Secretary of State,,REP,Stephen L. KNIPPER,72,8,62,2
Campbell,A801,Secretary of State,,REP,Allen MARICLE,7,0,7,0
Campbell,A801,Secretary of State,,REP,Total Votes Cast,143,13,122,8
Campbell,A801,Secretary of State,,REP,Under Votes,17,1,15,1
Campbell,A801,Secretary of State,,REP,Over Votes,0,0,0,0
Campbell,A801,Auditor of Public Accounts,,REP,Derek PETTEYS,33,2,27,4
Campbell,A801,Auditor of Public Accounts,,REP,Allison BALL,103,12,87,4
Campbell,A801,Auditor of Public Accounts,,REP,Total Votes Cast,136,14,114,8
Campbell,A801,Auditor of Public Accounts,,REP,Under Votes,24,0,23,1
Campbell,A801,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Campbell,A801,State Treasurer,,REP,Andrew COOPERRIDER,45,7,37,1
Campbell,A801,State Treasurer,,REP,Mark H. METCALF,54,4,45,5
Campbell,A801,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",33,2,30,1
Campbell,A801,State Treasurer,,REP,Total Votes Cast,132,13,112,7
Campbell,A801,State Treasurer,,REP,Under Votes,26,1,23,2
Campbell,A801,State Treasurer,,REP,Over Votes,2,0,2,0
Campbell,A801,Commissioner of Agriculture,,REP,Jonathan SHELL,79,11,63,5
Campbell,A801,Commissioner of Agriculture,,REP,Richard HEATH,50,3,47,0
Campbell,A801,Commissioner of Agriculture,,REP,Total Votes Cast,129,14,110,5
Campbell,A801,Commissioner of Agriculture,,REP,Under Votes,31,0,27,4
Campbell,A801,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Campbell,A801,Governor,,DEM,Andy BESHEAR,32,0,30,2
Campbell,A801,Governor,,DEM,Peppy MARTIN,3,1,2,0
Campbell,A801,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",0,0,0,0
Campbell,A801,Governor,,DEM,Total Votes Cast,35,1,32,2
Campbell,A801,Governor,,DEM,Under Votes,0,0,0,0
Campbell,A801,Governor,,DEM,Over Votes,0,0,0,0
Campbell,A801,Commissioner of Agriculture,,DEM,Mikael MALONE,11,1,10,0
Campbell,A801,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,20,0,18,2
Campbell,A801,Commissioner of Agriculture,,DEM,Total Votes Cast,31,1,28,2
Campbell,A801,Commissioner of Agriculture,,DEM,Under Votes,4,0,4,0
Campbell,A801,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Campbell,A802,Governor,,REP,Kelly CRAFT,15,0,15,0
Campbell,A802,Governor,,REP,Eric DETERS,19,1,18,0
Campbell,A802,Governor,,REP,Bob DeVORE,1,0,1,0
Campbell,A802,Governor,,REP,Mike HARMON,2,0,2,0
Campbell,A802,Governor,,REP,Alan KECK,3,0,3,0
Campbell,A802,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Campbell,A802,Governor,,REP,Ryan QUARLES,10,0,10,0
Campbell,A802,Governor,,REP,Johnny Ray RICE,0,0,0,0
Campbell,A802,Governor,,REP,Robbie C. SMITH,0,0,0,0
Campbell,A802,Governor,,REP,Daniel CAMERON,46,4,41,1
Campbell,A802,Governor,,REP,Jacob CLARK,0,0,0,0
Campbell,A802,Governor,,REP,David O. COOPER,0,0,0,0
Campbell,A802,Governor,,REP,Total Votes Cast,96,5,90,1
Campbell,A802,Governor,,REP,Under Votes,0,0,0,0
Campbell,A802,Governor,,REP,Over Votes,0,0,0,0
Campbell,A802,Secretary of State,,REP,Michael ADAMS,38,4,33,1
Campbell,A802,Secretary of State,,REP,Stephen L. KNIPPER,41,1,40,0
Campbell,A802,Secretary of State,,REP,Allen MARICLE,8,0,8,0
Campbell,A802,Secretary of State,,REP,Total Votes Cast,87,5,81,1
Campbell,A802,Secretary of State,,REP,Under Votes,9,0,9,0
Campbell,A802,Secretary of State,,REP,Over Votes,0,0,0,0
Campbell,A802,Auditor of Public Accounts,,REP,Derek PETTEYS,31,2,29,0
Campbell,A802,Auditor of Public Accounts,,REP,Allison BALL,56,3,52,1
Campbell,A802,Auditor of Public Accounts,,REP,Total Votes Cast,87,5,81,1
