county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Whitley,A101,Governor,,REP,Eric DETERS,0,0,0,0
Whitley,A101,Governor,,REP,Bob DeVORE,0,0,0,0
Whitley,A101,Governor,,REP,Mike HARMON,0,0,0,0
Whitley,A101,Governor,,REP,Alan KECK,0,0,0,0
Whitley,A101,Governor,,REP,Dennis Ray ORMEROD,1,1,0,0
Whitley,A101,Governor,,REP,Ryan QUARLES,5,2,3,0
Whitley,A101,Governor,,REP,Johnny Ray RICE,0,0,0,0
Whitley,A101,Governor,,REP,Robbie C. SMITH,0,0,0,0
Whitley,A101,Governor,,REP,Daniel CAMERON,6,1,3,2
Whitley,A101,Governor,,REP,Jacob CLARK,0,0,0,0
Whitley,A101,Governor,,REP,David O. COOPER,0,0,0,0
Whitley,A101,Governor,,REP,Kelly CRAFT,4,0,4,0
Whitley,A101,Governor,,REP,Total Votes Cast,16,4,10,2
Whitley,A101,Secretary of State,,REP,Stephen L. KNIPPER,5,1,2,2
Whitley,A101,Secretary of State,,REP,Allen MARICLE,0,0,0,0
Whitley,A101,Secretary of State,,REP,Michael ADAMS,8,4,4,0
Whitley,A101,Secretary of State,,REP,Total Votes Cast,13,5,6,2
Whitley,A101,Auditor of Public Accounts,,REP,Allison BALL,12,3,7,2
Whitley,A101,Auditor of Public Accounts,,REP,Derek PETTEYS,2,1,1,0
Whitley,A101,Auditor of Public Accounts,,REP,Total Votes Cast,14,4,8,2
Whitley,A101,State Treasurer,,REP,Mark H. METCALF,11,2,7,2
Whitley,A101,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",1,1,0,0
Whitley,A101,State Treasurer,,REP,Andrew COOPERRIDER,1,1,0,0
Whitley,A101,State Treasurer,,REP,Total Votes Cast,13,4,7,2
Whitley,A101,Commissioner of Agriculture,,REP,Richard HEATH,5,3,2,0
Whitley,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,8,1,5,2
Whitley,A101,Commissioner of Agriculture,,REP,Total Votes Cast,13,4,7,2
Whitley,A101,Governor,,DEM,Peppy MARTIN,0,0,0,0
Whitley,A101,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",0,0,0,0
Whitley,A101,Governor,,DEM,Andy BESHEAR,2,1,1,0
Whitley,A101,Governor,,DEM,Total Votes Cast,2,1,1,0
Whitley,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,2,1,1,0
Whitley,A101,Commissioner of Agriculture,,DEM,Mikael MALONE,0,0,0,0
Whitley,A101,Commissioner of Agriculture,,DEM,Total Votes Cast,2,1,1,0
Whitley,A103,Governor,,REP,Eric DETERS,10,3,7,0
Whitley,A103,Governor,,REP,Bob DeVORE,0,0,0,0
Whitley,A103,Governor,,REP,Mike HARMON,5,0,5,0
Whitley,A103,Governor,,REP,Alan KECK,0,0,0,0
Whitley,A103,Governor,,REP,Dennis Ray ORMEROD,1,0,1,0
Whitley,A103,Governor,,REP,Ryan QUARLES,20,3,16,1
Whitley,A103,Governor,,REP,Johnny Ray RICE,1,0,0,1
Whitley,A103,Governor,,REP,Robbie C. SMITH,0,0,0,0
Whitley,A103,Governor,,REP,Daniel CAMERON,88,13,75,0
Whitley,A103,Governor,,REP,Jacob CLARK,0,0,0,0
Whitley,A103,Governor,,REP,David O. COOPER,0,0,0,0
Whitley,A103,Governor,,REP,Kelly CRAFT,27,2,25,0
Whitley,A103,Governor,,REP,Total Votes Cast,152,21,129,2
Whitley,A103,Secretary of State,,REP,Stephen L. KNIPPER,37,4,32,1
Whitley,A103,Secretary of State,,REP,Allen MARICLE,15,2,13,0
Whitley,A103,Secretary of State,,REP,Michael ADAMS,73,15,57,1
Whitley,A103,Secretary of State,,REP,Total Votes Cast,125,21,102,2
Whitley,A103,Auditor of Public Accounts,,REP,Allison BALL,83,16,66,1
Whitley,A103,Auditor of Public Accounts,,REP,Derek PETTEYS,43,4,38,1
Whitley,A103,Auditor of Public Accounts,,REP,Total Votes Cast,126,20,104,2
Whitley,A103,State Treasurer,,REP,Mark H. METCALF,84,14,69,1
Whitley,A103,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",20,3,17,0
Whitley,A103,State Treasurer,,REP,Andrew COOPERRIDER,24,4,19,1
Whitley,A103,State Treasurer,,REP,Total Votes Cast,128,21,105,2
Whitley,A103,Commissioner of Agriculture,,REP,Richard HEATH,48,6,42,0
Whitley,A103,Commissioner of Agriculture,,REP,Jonathan SHELL,84,14,68,2
Whitley,A103,Commissioner of Agriculture,,REP,Total Votes Cast,132,20,110,2
Whitley,A103,Governor,,DEM,Peppy MARTIN,0,0,0,0
Whitley,A103,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",0,0,0,0
Whitley,A103,Governor,,DEM,Andy BESHEAR,6,0,6,0
Whitley,A103,Governor,,DEM,Total Votes Cast,6,0,6,0
Whitley,A103,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,4,0,4,0
Whitley,A103,Commissioner of Agriculture,,DEM,Mikael MALONE,2,0,2,0
Whitley,A103,Commissioner of Agriculture,,DEM,Total Votes Cast,6,0,6,0
Whitley,A104,Governor,,REP,Eric DETERS,7,2,5,0
Whitley,A104,Governor,,REP,Bob DeVORE,1,0,1,0
Whitley,A104,Governor,,REP,Mike HARMON,0,0,0,0
Whitley,A104,Governor,,REP,Alan KECK,3,1,2,0
Whitley,A104,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Whitley,A104,Governor,,REP,Ryan QUARLES,28,7,21,0
Whitley,A104,Governor,,REP,Johnny Ray RICE,0,0,0,0
Whitley,A104,Governor,,REP,Robbie C. SMITH,1,0,1,0
Whitley,A104,Governor,,REP,Daniel CAMERON,57,11,46,0
Whitley,A104,Governor,,REP,Jacob CLARK,1,1,0,0
Whitley,A104,Governor,,REP,David O. COOPER,0,0,0,0
Whitley,A104,Governor,,REP,Kelly CRAFT,21,6,14,1
Whitley,A104,Governor,,REP,Total Votes Cast,119,28,90,1
Whitley,A104,Secretary of State,,REP,Stephen L. KNIPPER,31,5,26,0
Whitley,A104,Secretary of State,,REP,Allen MARICLE,13,1,12,0
Whitley,A104,Secretary of State,,REP,Michael ADAMS,60,20,39,1
Whitley,A104,Secretary of State,,REP,Total Votes Cast,104,26,77,1
Whitley,A104,Auditor of Public Accounts,,REP,Allison BALL,81,24,57,0
Whitley,A104,Auditor of Public Accounts,,REP,Derek PETTEYS,20,2,17,1
Whitley,A104,Auditor of Public Accounts,,REP,Total Votes Cast,101,26,74,1
Whitley,A104,State Treasurer,,REP,Mark H. METCALF,56,16,40,0
Whitley,A104,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",21,4,17,0
Whitley,A104,State Treasurer,,REP,Andrew COOPERRIDER,26,6,19,1
Whitley,A104,State Treasurer,,REP,Total Votes Cast,103,26,76,1
Whitley,A104,Commissioner of Agriculture,,REP,Richard HEATH,43,9,34,0
Whitley,A104,Commissioner of Agriculture,,REP,Jonathan SHELL,65,17,47,1
Whitley,A104,Commissioner of Agriculture,,REP,Total Votes Cast,108,26,81,1
Whitley,A104,Governor,,DEM,Peppy MARTIN,0,0,0,0
Whitley,A104,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",0,0,0,0
Whitley,A104,Governor,,DEM,Andy BESHEAR,6,5,1,0
Whitley,A104,Governor,,DEM,Total Votes Cast,6,5,1,0
Whitley,A104,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,4,3,1,0
Whitley,A104,Commissioner of Agriculture,,DEM,Mikael MALONE,2,2,0,0
Whitley,A104,Commissioner of Agriculture,,DEM,Total Votes Cast,6,5,1,0
Whitley,A105,Governor,,REP,Eric DETERS,6,0,6,0
Whitley,A105,Governor,,REP,Bob DeVORE,0,0,0,0
Whitley,A105,Governor,,REP,Mike HARMON,2,1,1,0
Whitley,A105,Governor,,REP,Alan KECK,1,1,0,0
Whitley,A105,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Whitley,A105,Governor,,REP,Ryan QUARLES,16,2,14,0
Whitley,A105,Governor,,REP,Johnny Ray RICE,0,0,0,0
Whitley,A105,Governor,,REP,Robbie C. SMITH,0,0,0,0
Whitley,A105,Governor,,REP,Daniel CAMERON,37,7,30,0
Whitley,A105,Governor,,REP,Jacob CLARK,0,0,0,0
Whitley,A105,Governor,,REP,David O. COOPER,0,0,0,0
Whitley,A105,Governor,,REP,Kelly CRAFT,5,1,3,1
Whitley,A105,Governor,,REP,Total Votes Cast,67,12,54,1
Whitley,A105,Secretary of State,,REP,Stephen L. KNIPPER,9,1,8,0
Whitley,A105,Secretary of State,,REP,Allen MARICLE,14,3,11,0
Whitley,A105,Secretary of State,,REP,Michael ADAMS,33,8,24,1
Whitley,A105,Secretary of State,,REP,Total Votes Cast,56,12,43,1
Whitley,A105,Auditor of Public Accounts,,REP,Allison BALL,30,6,24,0
Whitley,A105,Auditor of Public Accounts,,REP,Derek PETTEYS,19,5,14,0
Whitley,A105,Auditor of Public Accounts,,REP,Total Votes Cast,49,11,38,0
Whitley,A105,State Treasurer,,REP,Mark H. METCALF,28,6,22,0
Whitley,A105,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",13,4,9,0
Whitley,A105,State Treasurer,,REP,Andrew COOPERRIDER,13,2,11,0
Whitley,A105,State Treasurer,,REP,Total Votes Cast,54,12,42,0
Whitley,A105,Commissioner of Agriculture,,REP,Richard HEATH,25,5,20,0
Whitley,A105,Commissioner of Agriculture,,REP,Jonathan SHELL,35,7,28,0
Whitley,A105,Commissioner of Agriculture,,REP,Total Votes Cast,60,12,48,0
Whitley,A105,Governor,,DEM,Peppy MARTIN,0,0,0,0
Whitley,A105,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",0,0,0,0
Whitley,A105,Governor,,DEM,Andy BESHEAR,0,0,0,0
Whitley,A105,Governor,,DEM,Total Votes Cast,0,0,0,0
Whitley,A105,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,0,0,0,0
Whitley,A105,Commissioner of Agriculture,,DEM,Mikael MALONE,0,0,0,0
Whitley,A105,Commissioner of Agriculture,,DEM,Total Votes Cast,0,0,0,0
Whitley,A106,Governor,,REP,Eric DETERS,5,1,4,0
Whitley,A106,Governor,,REP,Bob DeVORE,0,0,0,0
Whitley,A106,Governor,,REP,Mike HARMON,1,0,0,1
Whitley,A106,Governor,,REP,Alan KECK,8,5,3,0
Whitley,A106,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Whitley,A106,Governor,,REP,Ryan QUARLES,21,11,10,0
Whitley,A106,Governor,,REP,Johnny Ray RICE,1,0,1,0
Whitley,A106,Governor,,REP,Robbie C. SMITH,0,0,0,0
Whitley,A106,Governor,,REP,Daniel CAMERON,48,18,29,1
Whitley,A106,Governor,,REP,Jacob CLARK,0,0,0,0
Whitley,A106,Governor,,REP,David O. COOPER,0,0,0,0
Whitley,A106,Governor,,REP,Kelly CRAFT,17,6,11,0
Whitley,A106,Governor,,REP,Total Votes Cast,101,41,58,2
Whitley,A106,Secretary of State,,REP,Stephen L. KNIPPER,24,7,16,1
Whitley,A106,Secretary of State,,REP,Allen MARICLE,19,6,13,0
Whitley,A106,Secretary of State,,REP,Michael ADAMS,53,26,26,1
Whitley,A106,Secretary of State,,REP,Total Votes Cast,96,39,55,2
Whitley,A106,Auditor of Public Accounts,,REP,Allison BALL,80,31,47,2
Whitley,A106,Auditor of Public Accounts,,REP,Derek PETTEYS,13,7,6,0
Whitley,A106,Auditor of Public Accounts,,REP,Total Votes Cast,93,38,53,2
Whitley,A106,State Treasurer,,REP,Mark H. METCALF,46,19,26,1
Whitley,A106,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",19,7,11,1
Whitley,A106,State Treasurer,,REP,Andrew COOPERRIDER,30,12,18,0
Whitley,A106,State Treasurer,,REP,Total Votes Cast,95,38,55,2
Whitley,A106,Commissioner of Agriculture,,REP,Richard HEATH,49,20,28,1
Whitley,A106,Commissioner of Agriculture,,REP,Jonathan SHELL,42,16,25,1
