county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Montgomery,A101,Governor,,REP,Bob DeVORE,0,0,0,0
Montgomery,A101,Governor,,REP,Mike HARMON,4,2,2,0
Montgomery,A101,Governor,,REP,Alan KECK,0,0,0,0
Montgomery,A101,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Montgomery,A101,Governor,,REP,Ryan QUARLES,13,5,8,0
Montgomery,A101,Governor,,REP,Johnny Ray RICE,1,0,1,0
Montgomery,A101,Governor,,REP,Robbie C. SMITH,0,0,0,0
Montgomery,A101,Governor,,REP,Daniel CAMERON,25,4,21,0
Montgomery,A101,Governor,,REP,Jacob CLARK,0,0,0,0
Montgomery,A101,Governor,,REP,David O. COOPER,0,0,0,0
Montgomery,A101,Governor,,REP,Kelly CRAFT,3,0,3,0
Montgomery,A101,Governor,,REP,Eric DETERS,1,0,1,0
Montgomery,A101,Governor,,REP,Total Votes Cast,47,11,36,0
Montgomery,A101,Governor,,REP,Under Votes,5,0,5,0
Montgomery,A101,Governor,,REP,Over Votes,0,0,0,0
Montgomery,A101,Secretary of State,,REP,Allen MARICLE,3,0,3,0
Montgomery,A101,Secretary of State,,REP,Michael ADAMS,24,6,18,0
Montgomery,A101,Secretary of State,,REP,Stephen L. KNIPPER,12,5,7,0
Montgomery,A101,Secretary of State,,REP,Total Votes Cast,39,11,28,0
Montgomery,A101,Secretary of State,,REP,Under Votes,13,0,13,0
Montgomery,A101,Secretary of State,,REP,Over Votes,0,0,0,0
Montgomery,A101,Auditor of Public Accounts,,REP,Derek PETTEYS,10,2,8,0
Montgomery,A101,Auditor of Public Accounts,,REP,Allison BALL,27,7,20,0
Montgomery,A101,Auditor of Public Accounts,,REP,Total Votes Cast,37,9,28,0
Montgomery,A101,Auditor of Public Accounts,,REP,Under Votes,15,2,13,0
Montgomery,A101,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Montgomery,A101,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",2,0,2,0
Montgomery,A101,State Treasurer,,REP,Andrew COOPERRIDER,16,6,10,0
Montgomery,A101,State Treasurer,,REP,Mark H. METCALF,18,2,16,0
Montgomery,A101,State Treasurer,,REP,Total Votes Cast,36,8,28,0
Montgomery,A101,State Treasurer,,REP,Under Votes,16,3,13,0
Montgomery,A101,State Treasurer,,REP,Over Votes,0,0,0,0
Montgomery,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,24,4,20,0
Montgomery,A101,Commissioner of Agriculture,,REP,Richard HEATH,11,1,10,0
Montgomery,A101,Commissioner of Agriculture,,REP,Total Votes Cast,35,5,30,0
Montgomery,A101,Commissioner of Agriculture,,REP,Under Votes,17,6,11,0
Montgomery,A101,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Montgomery,A101,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",1,0,1,0
Montgomery,A101,Governor,,DEM,Andy BESHEAR,35,14,18,3
Montgomery,A101,Governor,,DEM,Peppy MARTIN,2,0,2,0
Montgomery,A101,Governor,,DEM,Total Votes Cast,38,14,21,3
Montgomery,A101,Governor,,DEM,Under Votes,2,0,2,0
Montgomery,A101,Governor,,DEM,Over Votes,0,0,0,0
Montgomery,A101,Commissioner of Agriculture,,DEM,Mikael MALONE,12,4,6,2
Montgomery,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,17,5,12,0
Montgomery,A101,Commissioner of Agriculture,,DEM,Total Votes Cast,29,9,18,2
Montgomery,A101,Commissioner of Agriculture,,DEM,Under Votes,11,5,5,1
Montgomery,A101,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Montgomery,A102,Governor,,REP,Bob DeVORE,0,0,0,0
Montgomery,A102,Governor,,REP,Mike HARMON,0,0,0,0
Montgomery,A102,Governor,,REP,Alan KECK,0,0,0,0
Montgomery,A102,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Montgomery,A102,Governor,,REP,Ryan QUARLES,34,7,27,0
Montgomery,A102,Governor,,REP,Johnny Ray RICE,0,0,0,0
Montgomery,A102,Governor,,REP,Robbie C. SMITH,1,0,1,0
Montgomery,A102,Governor,,REP,Daniel CAMERON,26,5,20,1
Montgomery,A102,Governor,,REP,Jacob CLARK,0,0,0,0
Montgomery,A102,Governor,,REP,David O. COOPER,0,0,0,0
Montgomery,A102,Governor,,REP,Kelly CRAFT,8,0,8,0
Montgomery,A102,Governor,,REP,Eric DETERS,3,2,1,0
Montgomery,A102,Governor,,REP,Total Votes Cast,72,14,57,1
Montgomery,A102,Governor,,REP,Under Votes,0,0,0,0
Montgomery,A102,Governor,,REP,Over Votes,0,0,0,0
Montgomery,A102,Secretary of State,,REP,Allen MARICLE,8,2,5,1
Montgomery,A102,Secretary of State,,REP,Michael ADAMS,42,10,32,0
Montgomery,A102,Secretary of State,,REP,Stephen L. KNIPPER,12,1,11,0
Montgomery,A102,Secretary of State,,REP,Total Votes Cast,62,13,48,1
