county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Muhlenberg,A101,Governor,,REP,Jacob CLARK,0,0,0,0
Muhlenberg,A101,Governor,,REP,David O. COOPER,0,0,0,0
Muhlenberg,A101,Governor,,REP,Kelly CRAFT,0,0,0,0
Muhlenberg,A101,Governor,,REP,Eric DETERS,0,0,0,0
Muhlenberg,A101,Governor,,REP,Bob DeVORE,0,0,0,0
Muhlenberg,A101,Governor,,REP,Mike HARMON,1,0,1,0
Muhlenberg,A101,Governor,,REP,Alan KECK,0,0,0,0
Muhlenberg,A101,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Muhlenberg,A101,Governor,,REP,Ryan QUARLES,0,0,0,0
Muhlenberg,A101,Governor,,REP,Johnny Ray RICE,0,0,0,0
Muhlenberg,A101,Governor,,REP,Robbie C. SMITH,0,0,0,0
Muhlenberg,A101,Governor,,REP,Daniel CAMERON,5,0,5,0
Muhlenberg,A101,Governor,,REP,Total Votes Cast,6,0,6,0
Muhlenberg,A101,Governor,,REP,Under Votes,0,0,0,0
Muhlenberg,A101,Governor,,REP,Over Votes,0,0,0,0
Muhlenberg,A101,Secretary of State,,REP,Stephen L. KNIPPER,3,0,3,0
Muhlenberg,A101,Secretary of State,,REP,Allen MARICLE,2,0,2,0
Muhlenberg,A101,Secretary of State,,REP,Michael ADAMS,1,0,1,0
Muhlenberg,A101,Secretary of State,,REP,Total Votes Cast,6,0,6,0
Muhlenberg,A101,Secretary of State,,REP,Under Votes,0,0,0,0
Muhlenberg,A101,Secretary of State,,REP,Over Votes,0,0,0,0
Muhlenberg,A101,Auditor of Public Accounts,,REP,Derek PETTEYS,2,0,2,0
Muhlenberg,A101,Auditor of Public Accounts,,REP,Allison BALL,4,0,4,0
Muhlenberg,A101,Auditor of Public Accounts,,REP,Total Votes Cast,6,0,6,0
Muhlenberg,A101,Auditor of Public Accounts,,REP,Under Votes,0,0,0,0
Muhlenberg,A101,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Muhlenberg,A101,State Treasurer,,REP,Mark H. METCALF,4,0,4,0
Muhlenberg,A101,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",0,0,0,0
Muhlenberg,A101,State Treasurer,,REP,Andrew COOPERRIDER,2,0,2,0
Muhlenberg,A101,State Treasurer,,REP,Total Votes Cast,6,0,6,0
Muhlenberg,A101,State Treasurer,,REP,Under Votes,0,0,0,0
Muhlenberg,A101,State Treasurer,,REP,Over Votes,0,0,0,0
Muhlenberg,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,2,0,2,0
Muhlenberg,A101,Commissioner of Agriculture,,REP,Richard HEATH,2,0,2,0
Muhlenberg,A101,Commissioner of Agriculture,,REP,Total Votes Cast,4,0,4,0
Muhlenberg,A101,Commissioner of Agriculture,,REP,Under Votes,2,0,2,0
Muhlenberg,A101,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Muhlenberg,A101,Governor,,DEM,Peppy MARTIN,3,0,3,0
Muhlenberg,A101,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",2,0,2,0
Muhlenberg,A101,Governor,,DEM,Andy BESHEAR,37,4,33,0
Muhlenberg,A101,Governor,,DEM,Total Votes Cast,42,4,38,0
Muhlenberg,A101,Governor,,DEM,Under Votes,0,0,0,0
Muhlenberg,A101,Governor,,DEM,Over Votes,0,0,0,0
Muhlenberg,A101,Commissioner of Agriculture,,DEM,Mikael MALONE,16,3,13,0
Muhlenberg,A101,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,18,1,17,0
Muhlenberg,A101,Commissioner of Agriculture,,DEM,Total Votes Cast,34,4,30,0
Muhlenberg,A101,Commissioner of Agriculture,,DEM,Under Votes,8,0,8,0
Muhlenberg,A101,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Muhlenberg,A102,Governor,,REP,Jacob CLARK,0,0,0,0
Muhlenberg,A102,Governor,,REP,David O. COOPER,0,0,0,0
Muhlenberg,A102,Governor,,REP,Kelly CRAFT,4,2,2,0
Muhlenberg,A102,Governor,,REP,Eric DETERS,0,0,0,0
Muhlenberg,A102,Governor,,REP,Bob DeVORE,0,0,0,0
Muhlenberg,A102,Governor,,REP,Mike HARMON,1,0,1,0
Muhlenberg,A102,Governor,,REP,Alan KECK,0,0,0,0
Muhlenberg,A102,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Muhlenberg,A102,Governor,,REP,Ryan QUARLES,3,2,1,0
Muhlenberg,A102,Governor,,REP,Johnny Ray RICE,0,0,0,0
Muhlenberg,A102,Governor,,REP,Robbie C. SMITH,0,0,0,0
Muhlenberg,A102,Governor,,REP,Daniel CAMERON,16,5,10,1
Muhlenberg,A102,Governor,,REP,Total Votes Cast,24,9,14,1
Muhlenberg,A102,Governor,,REP,Under Votes,0,0,0,0
Muhlenberg,A102,Governor,,REP,Over Votes,0,0,0,0
Muhlenberg,A102,Secretary of State,,REP,Stephen L. KNIPPER,6,4,2,0
Muhlenberg,A102,Secretary of State,,REP,Allen MARICLE,2,0,2,0
Muhlenberg,A102,Secretary of State,,REP,Michael ADAMS,11,4,6,1
Muhlenberg,A102,Secretary of State,,REP,Total Votes Cast,19,8,10,1
Muhlenberg,A102,Secretary of State,,REP,Under Votes,5,1,4,0
Muhlenberg,A102,Secretary of State,,REP,Over Votes,0,0,0,0
Muhlenberg,A102,Auditor of Public Accounts,,REP,Derek PETTEYS,6,2,4,0
Muhlenberg,A102,Auditor of Public Accounts,,REP,Allison BALL,15,7,7,1
Muhlenberg,A102,Auditor of Public Accounts,,REP,Total Votes Cast,21,9,11,1
Muhlenberg,A102,Auditor of Public Accounts,,REP,Under Votes,3,0,3,0
Muhlenberg,A102,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Muhlenberg,A102,State Treasurer,,REP,Mark H. METCALF,10,2,7,1
Muhlenberg,A102,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",1,1,0,0
Muhlenberg,A102,State Treasurer,,REP,Andrew COOPERRIDER,9,5,4,0
Muhlenberg,A102,State Treasurer,,REP,Total Votes Cast,20,8,11,1
Muhlenberg,A102,State Treasurer,,REP,Under Votes,4,1,3,0
Muhlenberg,A102,State Treasurer,,REP,Over Votes,0,0,0,0
Muhlenberg,A102,Commissioner of Agriculture,,REP,Jonathan SHELL,13,6,6,1
Muhlenberg,A102,Commissioner of Agriculture,,REP,Richard HEATH,7,3,4,0
Muhlenberg,A102,Commissioner of Agriculture,,REP,Total Votes Cast,20,9,10,1
Muhlenberg,A102,Commissioner of Agriculture,,REP,Under Votes,4,0,4,0
Muhlenberg,A102,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Muhlenberg,A102,Governor,,DEM,Peppy MARTIN,1,0,1,0
Muhlenberg,A102,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",2,0,2,0
Muhlenberg,A102,Governor,,DEM,Andy BESHEAR,55,16,32,7
Muhlenberg,A102,Governor,,DEM,Total Votes Cast,58,16,35,7
Muhlenberg,A102,Governor,,DEM,Under Votes,0,0,0,0
Muhlenberg,A102,Governor,,DEM,Over Votes,0,0,0,0
Muhlenberg,A102,Commissioner of Agriculture,,DEM,Mikael MALONE,24,7,16,1
Muhlenberg,A102,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,27,6,15,6
Muhlenberg,A102,Commissioner of Agriculture,,DEM,Total Votes Cast,51,13,31,7
Muhlenberg,A102,Commissioner of Agriculture,,DEM,Under Votes,6,2,4,0
Muhlenberg,A102,Commissioner of Agriculture,,DEM,Over Votes,1,1,0,0
Muhlenberg,A103,Governor,,REP,Jacob CLARK,0,0,0,0
Muhlenberg,A103,Governor,,REP,David O. COOPER,0,0,0,0
Muhlenberg,A103,Governor,,REP,Kelly CRAFT,3,0,3,0
Muhlenberg,A103,Governor,,REP,Eric DETERS,2,0,2,0
Muhlenberg,A103,Governor,,REP,Bob DeVORE,1,1,0,0
Muhlenberg,A103,Governor,,REP,Mike HARMON,0,0,0,0
Muhlenberg,A103,Governor,,REP,Alan KECK,0,0,0,0
Muhlenberg,A103,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Muhlenberg,A103,Governor,,REP,Ryan QUARLES,5,1,4,0
Muhlenberg,A103,Governor,,REP,Johnny Ray RICE,0,0,0,0
Muhlenberg,A103,Governor,,REP,Robbie C. SMITH,0,0,0,0
Muhlenberg,A103,Governor,,REP,Daniel CAMERON,18,0,18,0
Muhlenberg,A103,Governor,,REP,Total Votes Cast,29,2,27,0
Muhlenberg,A103,Governor,,REP,Under Votes,0,0,0,0
Muhlenberg,A103,Governor,,REP,Over Votes,0,0,0,0
Muhlenberg,A103,Secretary of State,,REP,Stephen L. KNIPPER,6,0,6,0
Muhlenberg,A103,Secretary of State,,REP,Allen MARICLE,1,0,1,0
Muhlenberg,A103,Secretary of State,,REP,Michael ADAMS,8,1,7,0
Muhlenberg,A103,Secretary of State,,REP,Total Votes Cast,15,1,14,0
Muhlenberg,A103,Secretary of State,,REP,Under Votes,14,1,13,0
Muhlenberg,A103,Secretary of State,,REP,Over Votes,0,0,0,0
Muhlenberg,A103,Auditor of Public Accounts,,REP,Derek PETTEYS,7,0,7,0
Muhlenberg,A103,Auditor of Public Accounts,,REP,Allison BALL,7,2,5,0
Muhlenberg,A103,Auditor of Public Accounts,,REP,Total Votes Cast,14,2,12,0
Muhlenberg,A103,Auditor of Public Accounts,,REP,Under Votes,15,0,15,0
Muhlenberg,A103,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Muhlenberg,A103,State Treasurer,,REP,Mark H. METCALF,10,1,9,0
Muhlenberg,A103,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",2,0,2,0
Muhlenberg,A103,State Treasurer,,REP,Andrew COOPERRIDER,1,0,1,0
Muhlenberg,A103,State Treasurer,,REP,Total Votes Cast,13,1,12,0
Muhlenberg,A103,State Treasurer,,REP,Under Votes,16,1,15,0
Muhlenberg,A103,State Treasurer,,REP,Over Votes,0,0,0,0
Muhlenberg,A103,Commissioner of Agriculture,,REP,Jonathan SHELL,8,1,7,0
Muhlenberg,A103,Commissioner of Agriculture,,REP,Richard HEATH,5,1,4,0
Muhlenberg,A103,Commissioner of Agriculture,,REP,Total Votes Cast,13,2,11,0
Muhlenberg,A103,Commissioner of Agriculture,,REP,Under Votes,16,0,16,0
Muhlenberg,A103,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Muhlenberg,A103,Governor,,DEM,Peppy MARTIN,4,1,3,0
Muhlenberg,A103,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",6,0,5,1
Muhlenberg,A103,Governor,,DEM,Andy BESHEAR,42,5,35,2
Muhlenberg,A103,Governor,,DEM,Total Votes Cast,52,6,43,3
Muhlenberg,A103,Governor,,DEM,Under Votes,0,0,0,0
Muhlenberg,A103,Governor,,DEM,Over Votes,0,0,0,0
Muhlenberg,A103,Commissioner of Agriculture,,DEM,Mikael MALONE,28,3,24,1
Muhlenberg,A103,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,20,2,16,2
Muhlenberg,A103,Commissioner of Agriculture,,DEM,Total Votes Cast,48,5,40,3
Muhlenberg,A103,Commissioner of Agriculture,,DEM,Under Votes,4,1,3,0
Muhlenberg,A103,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Muhlenberg,A104,Governor,,REP,Jacob CLARK,1,0,1,0
Muhlenberg,A104,Governor,,REP,David O. COOPER,1,0,1,0
Muhlenberg,A104,Governor,,REP,Kelly CRAFT,7,2,3,2
Muhlenberg,A104,Governor,,REP,Eric DETERS,0,0,0,0
Muhlenberg,A104,Governor,,REP,Bob DeVORE,0,0,0,0
Muhlenberg,A104,Governor,,REP,Mike HARMON,2,2,0,0
Muhlenberg,A104,Governor,,REP,Alan KECK,0,0,0,0
Muhlenberg,A104,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Muhlenberg,A104,Governor,,REP,Ryan QUARLES,1,0,1,0
Muhlenberg,A104,Governor,,REP,Johnny Ray RICE,0,0,0,0
Muhlenberg,A104,Governor,,REP,Robbie C. SMITH,0,0,0,0
Muhlenberg,A104,Governor,,REP,Daniel CAMERON,15,1,14,0
Muhlenberg,A104,Governor,,REP,Total Votes Cast,27,5,20,2
Muhlenberg,A104,Governor,,REP,Under Votes,0,0,0,0
Muhlenberg,A104,Governor,,REP,Over Votes,0,0,0,0
Muhlenberg,A104,Secretary of State,,REP,Stephen L. KNIPPER,11,2,7,2
Muhlenberg,A104,Secretary of State,,REP,Allen MARICLE,3,1,2,0
Muhlenberg,A104,Secretary of State,,REP,Michael ADAMS,8,1,7,0
Muhlenberg,A104,Secretary of State,,REP,Total Votes Cast,22,4,16,2
Muhlenberg,A104,Secretary of State,,REP,Under Votes,5,1,4,0
Muhlenberg,A104,Secretary of State,,REP,Over Votes,0,0,0,0
Muhlenberg,A104,Auditor of Public Accounts,,REP,Derek PETTEYS,10,1,7,2
Muhlenberg,A104,Auditor of Public Accounts,,REP,Allison BALL,12,3,9,0
Muhlenberg,A104,Auditor of Public Accounts,,REP,Total Votes Cast,22,4,16,2
Muhlenberg,A104,Auditor of Public Accounts,,REP,Under Votes,5,1,4,0
Muhlenberg,A104,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Muhlenberg,A104,State Treasurer,,REP,Mark H. METCALF,7,1,6,0
Muhlenberg,A104,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",2,1,1,0
Muhlenberg,A104,State Treasurer,,REP,Andrew COOPERRIDER,13,2,9,2
Muhlenberg,A104,State Treasurer,,REP,Total Votes Cast,22,4,16,2
Muhlenberg,A104,State Treasurer,,REP,Under Votes,5,1,4,0
Muhlenberg,A104,State Treasurer,,REP,Over Votes,0,0,0,0
Muhlenberg,A104,Commissioner of Agriculture,,REP,Jonathan SHELL,9,0,7,2
Muhlenberg,A104,Commissioner of Agriculture,,REP,Richard HEATH,13,4,9,0
Muhlenberg,A104,Commissioner of Agriculture,,REP,Total Votes Cast,22,4,16,2
Muhlenberg,A104,Commissioner of Agriculture,,REP,Under Votes,5,1,4,0
Muhlenberg,A104,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
Muhlenberg,A104,Governor,,DEM,Peppy MARTIN,8,1,4,3
Muhlenberg,A104,Governor,,DEM,"Geoffrey M. ""Geoff"" YOUNG",3,0,3,0
Muhlenberg,A104,Governor,,DEM,Andy BESHEAR,47,13,28,6
Muhlenberg,A104,Governor,,DEM,Total Votes Cast,58,14,35,9
Muhlenberg,A104,Governor,,DEM,Under Votes,0,0,0,0
Muhlenberg,A104,Governor,,DEM,Over Votes,0,0,0,0
Muhlenberg,A104,Commissioner of Agriculture,,DEM,Mikael MALONE,27,8,15,4
Muhlenberg,A104,Commissioner of Agriculture,,DEM,Sierra J. ENLOW,23,5,13,5
Muhlenberg,A104,Commissioner of Agriculture,,DEM,Total Votes Cast,50,13,28,9
Muhlenberg,A104,Commissioner of Agriculture,,DEM,Under Votes,8,1,7,0
Muhlenberg,A104,Commissioner of Agriculture,,DEM,Over Votes,0,0,0,0
Muhlenberg,A106,Governor,,REP,Jacob CLARK,0,0,0,0
Muhlenberg,A106,Governor,,REP,David O. COOPER,2,0,2,0
Muhlenberg,A106,Governor,,REP,Kelly CRAFT,7,3,4,0
