county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Taylor,A101,Governor,,REP,Daniel CAMERON,39,6,31,2
Taylor,A101,Governor,,REP,Jacob CLARK,0,0,0,0
Taylor,A101,Governor,,REP,David O. COOPER,0,0,0,0
Taylor,A101,Governor,,REP,Kelly CRAFT,33,5,28,0
Taylor,A101,Governor,,REP,Eric DETERS,1,0,1,0
Taylor,A101,Governor,,REP,Bob DeVORE,0,0,0,0
Taylor,A101,Governor,,REP,Mike HARMON,1,0,1,0
Taylor,A101,Governor,,REP,Alan KECK,0,0,0,0
Taylor,A101,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Taylor,A101,Governor,,REP,Ryan QUARLES,20,9,11,0
Taylor,A101,Governor,,REP,Johnny Ray RICE,0,0,0,0
Taylor,A101,Governor,,REP,Robbie C. SMITH,1,0,1,0
Taylor,A101,Governor,,REP,Total Votes Cast,95,20,73,2
Taylor,A101,Governor,,REP,Under Votes,0,0,0,0
Taylor,A101,Governor,,REP,Over Votes,0,0,0,0
Taylor,A101,Secretary of State,,REP,Michael ADAMS,55,14,39,2
Taylor,A101,Secretary of State,,REP,Stephen L. KNIPPER,23,1,22,0
Taylor,A101,Secretary of State,,REP,Allen MARICLE,6,2,4,0
Taylor,A101,Secretary of State,,REP,Total Votes Cast,84,17,65,2
Taylor,A101,Secretary of State,,REP,Under Votes,11,3,8,0
Taylor,A101,Secretary of State,,REP,Over Votes,0,0,0,0
Taylor,A101,Auditor of Public Accounts,,REP,Allison BALL,66,15,49,2
Taylor,A101,Auditor of Public Accounts,,REP,Derek PETTEYS,16,2,14,0
Taylor,A101,Auditor of Public Accounts,,REP,Total Votes Cast,82,17,63,2
Taylor,A101,Auditor of Public Accounts,,REP,Under Votes,13,3,10,0
Taylor,A101,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Taylor,A101,State Treasurer,,REP,Andrew COOPERRIDER,21,3,18,0
Taylor,A101,State Treasurer,,REP,Mark H. METCALF,53,15,36,2
Taylor,A101,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",7,0,7,0
Taylor,A101,State Treasurer,,REP,Total Votes Cast,81,18,61,2
Taylor,A101,State Treasurer,,REP,Under Votes,14,2,12,0
Taylor,A101,State Treasurer,,REP,Over Votes,0,0,0,0
Taylor,A101,Commissioner of Agriculture,,REP,Richard HEATH,38,7,31,0
Taylor,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,47,13,32,2
Taylor,A101,Commissioner of Agriculture,,REP,Total Votes Cast,85,20,63,2
Taylor,A101,Commissioner of Agriculture,,REP,Under Votes,10,0,10,0
