county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Bullitt,A101,Governor,,REP,Jacob CLARK,0,0,0,0
Bullitt,A101,Governor,,REP,David O. COOPER,0,0,0,0
Bullitt,A101,Governor,,REP,Kelly CRAFT,1,1,0,0
Bullitt,A101,Governor,,REP,Eric DETERS,3,2,1,0
Bullitt,A101,Governor,,REP,Bob DeVORE,0,0,0,0
Bullitt,A101,Governor,,REP,Mike HARMON,0,0,0,0
Bullitt,A101,Governor,,REP,Alan KECK,0,0,0,0
Bullitt,A101,Governor,,REP,Dennis Ray ORMEROD,0,0,0,0
Bullitt,A101,Governor,,REP,Ryan QUARLES,5,2,3,0
Bullitt,A101,Governor,,REP,Johnny Ray RICE,0,0,0,0
Bullitt,A101,Governor,,REP,Robbie C. SMITH,0,0,0,0
Bullitt,A101,Governor,,REP,Daniel CAMERON,12,5,5,2
Bullitt,A101,Governor,,REP,Total Votes Cast,21,10,9,2
Bullitt,A101,Governor,,REP,Under Votes,0,0,0,0
Bullitt,A101,Governor,,REP,Over Votes,0,0,0,0
Bullitt,A101,Secretary of State,,REP,Stephen L. KNIPPER,6,3,3,0
Bullitt,A101,Secretary of State,,REP,Allen MARICLE,5,0,3,2
Bullitt,A101,Secretary of State,,REP,Michael ADAMS,10,7,3,0
Bullitt,A101,Secretary of State,,REP,Total Votes Cast,21,10,9,2
Bullitt,A101,Secretary of State,,REP,Under Votes,0,0,0,0
Bullitt,A101,Secretary of State,,REP,Over Votes,0,0,0,0
Bullitt,A101,Auditor of Public Accounts,,REP,Derek PETTEYS,5,4,1,0
Bullitt,A101,Auditor of Public Accounts,,REP,Allison BALL,16,6,8,2
Bullitt,A101,Auditor of Public Accounts,,REP,Total Votes Cast,21,10,9,2
Bullitt,A101,Auditor of Public Accounts,,REP,Under Votes,0,0,0,0
Bullitt,A101,Auditor of Public Accounts,,REP,Over Votes,0,0,0,0
Bullitt,A101,State Treasurer,,REP,Mark H. METCALF,10,7,3,0
Bullitt,A101,State Treasurer,,REP,"O. C. ""OJ"" OLEKA",3,0,3,0
Bullitt,A101,State Treasurer,,REP,Andrew COOPERRIDER,8,3,3,2
Bullitt,A101,State Treasurer,,REP,Total Votes Cast,21,10,9,2
Bullitt,A101,State Treasurer,,REP,Under Votes,0,0,0,0
Bullitt,A101,State Treasurer,,REP,Over Votes,0,0,0,0
Bullitt,A101,Commissioner of Agriculture,,REP,Jonathan SHELL,9,4,3,2
Bullitt,A101,Commissioner of Agriculture,,REP,Richard HEATH,12,6,6,0
Bullitt,A101,Commissioner of Agriculture,,REP,Total Votes Cast,21,10,9,2
Bullitt,A101,Commissioner of Agriculture,,REP,Under Votes,0,0,0,0
Bullitt,A101,Commissioner of Agriculture,,REP,Over Votes,0,0,0,0
