county,precinct,total_reg,total_voted,dems_reg,dems_voted,reps_reg,reps_voted,other_reg,other_voted
BALLARD,A101,401,65,295,46,90,19,16,0
BALLARD,A102,987,129,666,88,269,41,52,0
BALLARD,A103,172,32,128,26,35,6,9,0
BALLARD,B101,911,81,677,55,194,26,40,0
BALLARD,B102,221,34,172,30,43,4,6,0
BALLARD,C101,302,56,213,33,76,23,13,0
BALLARD,C102,392,55,276,36,102,19,14,0
BALLARD,C103,235,33,173,25,51,8,11,0
BALLARD,C104,432,43,320,35,87,8,25,0
BALLARD,D101,870,93,667,83,165,9,38,1
BALLARD,D102,339,52,271,38,56,14,12,0
BALLARD,E101,683,60,518,51,125,9,40,0
BALLARD,E102,420,41,320,29,82,12,18,0
BARREN,A101,1172,258,657,116,439,142,76,0
BARREN,A102,1105,114,648,59,366,55,91,0
BARREN,A103,1452,133,837,55,500,78,115,0
BARREN,A104,341,51,175,19,142,32,24,0
BARREN,B101,1346,273,714,110,565,163,67,0
BARREN,B102,1177,185,643,74,469,111,65,0
BARREN,B103,654,118,325,43,285,75,44,0
BARREN,B104,1124,185,628,83,434,102,62,0
BARREN,C101,750,90,388,38,326,52,36,0
BARREN,C102,1024,184,516,60,453,124,55,0
BARREN,C103,1028,161,502,48,464,113,62,0
BARREN,C104,1153,220,574,94,520,126,59,0
BARREN,D101,1225,154,672,74,479,80,74,0
BARREN,D102,1788,294,981,110,731,184,76,0
BARREN,D103,1499,257,836,102,588,155,75,0
BARREN,E101,1047,165,577,73,417,92,53,0
BARREN,E102,819,97,451,46,309,51,59,0
BARREN,E103,1121,165,612,76,444,89,65,0
BARREN,E104,1340,172,801,86,465,86,74,0
BARREN,F101,1163,110,788,60,310,50,65,0
BARREN,F102,1558,115,958,41,502,74,98,0
BARREN,F103,1819,185,1118,101,564,84,137,0
BARREN,G101,1759,177,949,70,689,106,121,1
BARREN,G102,1084,122,613,51,382,71,89,0
BARREN,G103,1180,167,700,79,402,88,78,0
BATH,A101,378,34,295,29,61,5,22,0
BATH,A102,469,49,377,41,75,8,17,0
BATH,A103,402,45,342,38,48,7,12,0
BATH,A104,295,43,227,27,57,16,11,0
BATH,A105,1209,115,960,91,202,23,47,1
BATH,B102,761,69,617,51,106,18,38,0
BATH,B103,1643,115,1338,89,241,26,64,0
BATH,B104,950,75,746,53,161,21,43,1
BATH,C101,919,48,738,32,147,16,34,0
BATH,C102,972,65,801,57,123,8,48,0
BATH,C103,563,49,480,35,67,14,16,0
BATH,C104,568,49,479,44,67,5,22,0
BELL,A101,917,98,403,28,482,70,32,0
BELL,A102,693,90,443,44,236,46,14,0
BELL,A103,527,50,193,15,325,35,9,0
BELL,A104,535,70,189,22,323,48,23,0
BELL,A105,961,48,430,17,484,31,47,0
BELL,B101,428,33,232,16,184,17,12,0
BELL,B102,375,70,125,18,241,52,9,0
BELL,B103,511,80,217,20,278,60,16,0
BELL,B104,791,60,499,36,277,24,15,0
BELL,B105,399,46,206,16,179,30,14,0
BELL,B106,110,13,39,5,65,8,6,0
BELL,B107,826,96,262,13,538,83,26,0
BELL,B108,526,33,294,15,217,18,15,0
BELL,C101,763,71,322,26,402,45,39,0
BELL,C102,656,66,288,32,329,34,39,0
BELL,C103,746,54,363,22,336,32,47,0
BELL,C104,1084,66,498,33,503,33,83,0
BELL,C105,1366,115,598,43,674,72,94,0
BELL,D101,574,50,249,21,283,29,42,0
BELL,D102,1134,56,576,33,485,23,73,0
BELL,D103,666,53,315,20,310,33,41,0
BELL,D104,565,32,306,18,223,14,36,0
BELL,D105,561,71,229,33,292,38,40,0
BELL,D106,890,74,416,34,433,40,41,0
BELL,E101,861,100,392,33,438,67,31,0
BELL,E102,458,90,138,22,301,68,19,0
BELL,E103,674,85,307,26,344,59,23,0
BELL,E104,740,78,320,22,402,56,18,0
BELL,E105,700,75,228,21,438,54,34,0
BELL,E106,713,83,282,22,397,61,34,0
BOONE,A102,710,73,251,16,375,57,84,0
BOONE,A103,1720,199,493,25,1024,174,203,0
BOONE,A104,1711,180,538,24,958,155,215,1
BOONE,A105,782,98,232,14,455,84,95,0
BOONE,A106,814,103,286,30,413,73,115,0
BOONE,A107,750,48,251,5,401,43,98,0
BOONE,A108,1804,170,586,24,973,146,245,0
BOONE,A109,1997,121,725,22,1020,99,252,0
BOONE,A110,945,114,307,25,508,89,130,0
BOONE,A111,1947,132,713,31,925,101,309,0
BOONE,A112,1114,96,372,20,587,76,155,0
BOONE,A113,1863,106,678,22,908,84,277,0
BOONE,A114,2147,249,544,37,1333,212,270,0
BOONE,A115,1981,152,703,29,1006,123,272,0
BOONE,A116,985,94,330,18,513,76,142,0
BOONE,A117,1910,211,476,27,1216,184,218,0
BOONE,A118,1243,173,368,24,762,149,113,0
BOONE,A119,748,48,326,12,309,36,113,0
BOONE,A120,2003,237,576,35,1205,202,222,0
BOONE,A121,2173,222,546,27,1389,195,238,0
BOONE,A122,1325,97,465,20,689,76,171,1
BOONE,A123,1727,103,540,18,956,85,231,0
BOONE,B114,1156,146,379,19,655,127,122,0
BOONE,B115,936,122,266,27,543,95,127,0
BOONE,B116,1123,91,380,17,580,74,163,0
BOONE,B117,1838,179,633,37,975,142,230,0
BOONE,B118,773,119,262,26,416,93,95,0
BOONE,B119,1050,126,338,28,555,98,157,0
BOONE,B120,1122,126,322,20,659,106,141,0
BOONE,B121,2536,250,751,44,1500,205,285,1
BOONE,B122,1314,189,391,26,774,163,149,0
BOONE,B123,2093,234,650,39,1210,195,233,0
BOONE,B124,1680,175,489,32,988,143,203,0
BOONE,B125,1823,180,565,45,1039,124,219,11
BOONE,B126,1261,159,396,25,731,134,134,0
BOONE,B127,1765,135,588,27,928,108,249,0
BOONE,B128,1447,145,497,31,744,114,206,0
BOONE,B129,1715,170,451,23,1069,147,195,0
BOONE,B130,3061,327,751,47,1990,280,320,0
BOONE,B131,1690,192,517,28,973,164,200,0
BOONE,B132,2001,157,577,25,1176,132,248,0
BOONE,B133,1735,157,522,21,1020,136,193,0
BOONE,B134,1367,158,380,28,843,129,144,1
BOONE,C102,1932,157,679,32,1013,125,240,0
BOONE,C110,2604,107,1132,25,1064,82,408,0
BOONE,C117,1216,166,370,24,709,142,137,0
BOONE,C121,1815,107,739,33,828,74,248,0
BOONE,C123,881,74,388,25,345,49,148,0
BOONE,C124,1738,124,818,40,668,78,252,6
BOONE,C125,797,67,329,22,347,45,121,0
BOONE,C126,938,37,454,9,333,28,151,0
BOONE,C127,1320,79,562,20,566,59,192,0
BOONE,C128,934,83,391,26,395,57,148,0
BOONE,C129,1048,86,454,22,452,64,142,0
BOONE,C130,1824,183,736,59,837,124,251,0
BOONE,C131,1842,91,795,26,743,65,304,0
BOONE,C132,1419,106,626,39,563,67,230,0
BOONE,C133,801,58,375,15,309,43,117,0
BOONE,C134,2229,220,681,43,1244,175,304,2
BOONE,C135,1324,117,494,31,637,86,193,0
BOONE,C136,902,105,338,14,445,91,119,0
BOONE,C137,1754,182,605,41,938,141,211,0
BOURBON,B101,1122,147,770,102,280,45,72,0
BOURBON,B103,793,80,546,61,195,19,52,0
BOURBON,C101,684,88,418,60,212,28,54,0
BOURBON,C102,277,56,187,37,76,19,14,0
BOURBON,C103,1040,136,719,100,240,36,81,0
BOURBON,D101,1164,145,756,101,320,44,88,0
BOURBON,D103,692,74,477,52,167,22,48,0
BOURBON,E101,978,178,560,103,368,75,50,0
BOURBON,E103,1028,126,734,94,239,32,55,0
BOURBON,F101,786,126,516,93,218,33,52,0
BOURBON,F102,905,153,540,91,321,62,44,0
BOURBON,F103,497,99,249,49,212,50,36,0
BOURBON,G101,1017,168,587,89,377,79,53,0
BOURBON,G102,1121,125,788,91,254,34,79,0
BOURBON,H101,1043,176,684,119,295,57,64,0
BOURBON,H102,1091,76,822,66,195,10,74,0
BOYD,A101,1410,95,935,72,357,23,118,0
BOYD,A107,1229,104,682,46,460,58,87,0
BOYD,A108,1515,113,872,51,534,62,109,0
BOYD,A109,1218,83,701,43,438,40,79,0
BOYD,A110,1025,41,609,20,297,21,119,0
BOYD,A111,762,63,410,25,302,38,50,0
BOYD,A113,718,67,352,23,305,44,61,0
BOYD,A114,464,6,304,4,104,2,56,0
BOYD,A115,945,63,508,32,336,31,101,0
BOYD,A116,689,54,421,36,221,18,47,0
BOYD,A118,1180,93,572,32,523,61,85,0
BOYD,A119,793,38,454,14,283,24,56,0
BOYD,A121,788,51,452,23,280,28,56,0
BOYD,A122,15,0,12,0,3,0,0,0
BOYD,B101,1091,54,585,30,399,24,107,0
BOYD,B102,1065,46,643,27,293,19,129,0
BOYD,B103,971,54,590,29,278,25,103,0
BOYD,B105,984,31,546,14,320,17,118,0
BOYD,B106,844,58,456,26,317,32,71,0
BOYD,B107,491,44,241,16,210,28,40,0
BOYD,B108,719,90,398,41,275,49,46,0
BOYD,B109,1067,69,606,34,383,35,78,0
BOYD,B110,944,91,511,45,356,46,77,0
BOYD,B114,818,53,497,32,249,21,72,0
BOYD,B115,1070,139,545,55,453,84,72,0
BOYD,B116,708,55,362,28,271,27,75,0
BOYD,B117,540,67,279,30,231,37,30,0
BOYD,B118,604,39,359,22,196,17,49,0
BOYD,B119,791,65,400,32,331,33,60,0
BOYD,B121,757,69,354,26,331,43,72,0
BOYD,C102,759,60,433,30,264,30,62,0
BOYD,C103,712,43,404,21,254,22,54,0
BOYD,C104,1010,86,597,42,328,44,85,0
BOYD,C105,834,49,518,31,230,18,86,0
BOYD,C106,822,57,514,25,238,32,70,0
BOYD,C107,676,48,416,22,186,26,74,0
BOYD,C108,832,61,473,31,290,30,69,0
BOYD,C109,524,36,294,13,181,23,49,0
BOYD,C110,8,0,4,0,3,0,1,0
BOYD,C111,206,20,108,7,90,13,8,0
BOYD,C113,1558,100,908,57,542,43,108,0
BOYD,C114,992,43,585,22,332,21,75,0
BOYD,C115,1235,75,662,46,484,29,89,0
BOYD,C116,991,68,569,29,335,39,87,0
BOYD,C117,629,57,329,24,265,33,35,0
BOYLE,A101,804,110,512,71,237,39,55,0
BOYLE,A102,931,129,564,66,321,63,46,0
BOYLE,A103,534,54,321,24,183,30,30,0
BOYLE,A104,859,96,489,50,326,46,44,0
BOYLE,A105,265,40,152,18,103,22,10,0
BOYLE,B101,311,42,190,27,103,15,18,0
BOYLE,B102,818,79,498,49,257,30,63,0
BOYLE,B103,1343,136,774,78,456,58,113,0
BOYLE,B104,954,108,523,42,369,66,62,0
BOYLE,C101,993,104,587,59,330,45,76,0
BOYLE,C102,1125,116,701,71,339,45,85,0
BOYLE,C103,488,52,291,28,160,24,37,0
BOYLE,C104,856,37,555,23,230,14,71,0
BOYLE,D101,1163,189,634,81,449,108,80,0
BOYLE,D102,1239,185,565,67,598,118,76,0
BOYLE,D103,1112,173,598,71,448,102,66,0
BOYLE,E101,825,131,463,58,303,73,59,0
BOYLE,E102,816,104,460,50,275,54,81,0
BOYLE,E103,627,52,363,25,195,27,69,0
BOYLE,E104,863,80,479,47,258,33,126,0
BOYLE,F101,834,62,503,35,266,27,65,0
BOYLE,F102,676,128,350,55,290,73,36,0
BOYLE,F103,1116,128,511,49,529,79,76,0
BOYLE,F104,827,115,435,44,323,71,69,0
BOYLE,F105,514,61,256,21,218,40,40,0
BRACKEN,A101,860,85,583,36,235,49,42,0
BRACKEN,B101,713,59,528,42,144,17,41,0
BRACKEN,C101,777,66,592,51,147,15,38,0
BRACKEN,D101,798,77,598,58,172,19,28,0
BRACKEN,E101,719,71,553,46,141,25,25,0
BRACKEN,F101,782,100,606,75,153,25,23,0
BRACKEN,G101,798,89,548,45,218,44,32,0
BRACKEN,H101,756,58,609,47,121,11,26,0
BREATHITT,A101,199,23,182,20,14,3,3,0
BREATHITT,A102,770,87,634,60,110,27,26,0
BREATHITT,A103,994,103,839,87,117,16,38,0
BREATHITT,A104,561,94,495,79,57,15,9,0
BREATHITT,A105,490,50,456,47,25,3,9,0
BREATHITT,B101,441,25,363,20,61,5,17,0
BREATHITT,B102,578,38,508,30,51,8,19,0
BREATHITT,B103,778,46,717,40,45,6,16,0
BREATHITT,B104,615,45,578,41,32,4,5,0
BREATHITT,B105,566,27,530,27,23,0,13,0
BREATHITT,C101,884,56,805,47,60,9,19,0
BREATHITT,C102,426,20,393,20,26,0,7,0
BREATHITT,C103,726,87,648,80,57,7,21,0
BREATHITT,C104,505,38,463,35,28,3,14,0
BREATHITT,C105,448,39,417,38,21,1,10,0
BREATHITT,D101,278,22,265,19,10,3,3,0
BREATHITT,D102,652,50,578,49,53,1,21,0
BREATHITT,D103,664,60,611,56,38,4,15,0
BREATHITT,D104,371,40,336,37,31,3,4,0
BREATHITT,D105,157,12,146,11,10,1,1,0
BREATHITT,D106,509,49,442,39,50,10,17,0
BRECKINRIDGE,A101,1433,205,739,104,633,101,61,0
BRECKINRIDGE,A102,908,126,451,54,423,72,34,0
BRECKINRIDGE,B101,819,119,440,68,339,51,40,0
BRECKINRIDGE,B102,959,105,517,46,375,58,67,1
BRECKINRIDGE,B103,722,142,394,71,301,71,27,0
BRECKINRIDGE,C101,1024,141,525,47,444,94,55,0
BRECKINRIDGE,C102,1295,161,511,52,672,109,112,0
BRECKINRIDGE,D101,1106,109,588,50,452,59,66,0
BRECKINRIDGE,D102,918,98,526,60,328,38,64,0
BRECKINRIDGE,D103,708,81,316,23,316,58,76,0
BRECKINRIDGE,E101,711,89,320,37,350,52,41,0
BRECKINRIDGE,E102,848,100,388,34,388,66,72,0
BRECKINRIDGE,E103,691,88,319,25,344,63,28,0
BRECKINRIDGE,F101,1669,216,752,78,795,138,122,0
BRECKINRIDGE,F102,427,62,200,18,200,44,27,0
BRECKINRIDGE,F103,497,72,225,27,250,45,22,0
BULLITT,A101,263,28,134,11,101,17,28,0
BULLITT,A102,1142,59,598,34,414,25,130,0
BULLITT,A103,1070,70,488,25,465,45,117,0
BULLITT,A104,703,99,357,48,294,51,52,0
BULLITT,A105,1615,185,821,75,658,110,136,0
BULLITT,A106,1894,162,893,65,823,97,178,0
BULLITT,A107,1760,250,860,110,748,140,152,0
BULLITT,A108,850,95,429,51,320,44,101,0
BULLITT,A110,138,20,84,13,42,7,12,0
BULLITT,A111,1583,103,814,48,575,55,194,0
BULLITT,A112,1373,166,648,60,618,106,107,0
BULLITT,A113,1223,180,673,90,442,90,108,0
BULLITT,B101,462,44,248,25,166,19,48,0
BULLITT,B102,1205,171,626,95,500,76,79,0
BULLITT,B103,1929,204,927,75,830,129,172,0
BULLITT,B104,1665,245,753,91,785,153,127,1
BULLITT,B108,2146,261,927,95,1027,166,192,0
BULLITT,B109,1733,236,757,74,829,162,147,0
BULLITT,B110,1759,130,833,49,742,81,184,0
BULLITT,B111,1312,172,607,72,585,100,120,0
BULLITT,B112,676,76,282,29,319,47,75,0
BULLITT,B113,1293,161,586,76,593,85,114,0
BULLITT,B114,1213,104,519,39,583,65,111,0
BULLITT,C101,1046,142,511,52,444,90,91,0
BULLITT,C102,1210,89,670,52,404,37,136,0
BULLITT,C103,1333,148,642,67,567,81,124,0
BULLITT,C104,979,111,499,54,404,57,76,0
BULLITT,C105,878,105,462,54,334,51,82,0
BULLITT,C106,1112,102,623,49,397,53,92,0
BULLITT,C107,1661,176,803,63,680,101,178,12
BULLITT,C108,1192,190,572,89,527,101,93,0
BULLITT,C109,1042,108,465,29,486,79,91,0
BULLITT,C110,1386,140,730,71,538,69,118,0
BULLITT,C111,341,43,164,19,149,24,28,0
BULLITT,C112,899,84,475,42,335,42,89,0
BULLITT,C113,651,67,307,34,291,33,53,0
BULLITT,D101,627,61,359,31,199,30,69,0
BULLITT,D102,1096,146,645,80,366,66,85,0
BULLITT,D103,1179,194,629,88,462,106,88,0
BULLITT,D104,795,42,377,20,337,22,81,0
BULLITT,D105,1611,233,792,90,668,143,151,0
BULLITT,D106,1393,151,740,73,528,78,125,0
BULLITT,D107,1558,251,765,103,685,148,108,0
BULLITT,D108,1221,146,662,81,449,65,110,0
BULLITT,D110,1239,175,617,79,538,96,84,0
BULLITT,D111,1085,94,590,41,391,53,104,0
BULLITT,D113,725,42,301,15,347,27,77,0
BULLITT,D114,596,41,289,13,243,28,64,0
BUTLER,A110,698,116,165,19,509,97,24,0
BUTLER,A111,1053,103,290,13,720,90,43,0
BUTLER,B106,950,142,278,22,625,119,47,1
BUTLER,B107,1038,209,268,26,734,183,36,0
BUTLER,C103,32,16,9,3,21,13,2,0
BUTLER,C106,1063,212,255,43,785,169,23,0
BUTLER,C107,809,129,198,22,590,107,21,0
BUTLER,D103,539,102,125,20,395,82,19,0
BUTLER,D105,599,62,106,9,469,52,24,1
BUTLER,D106,630,71,160,16,445,55,25,0
BUTLER,E105,950,170,178,18,742,152,30,0
BUTLER,E106,840,118,135,4,686,114,19,0
CALDWELL,A101,649,125,435,82,183,43,31,0
CALDWELL,A102,556,74,358,43,168,31,30,0
CALDWELL,A103,1139,100,780,67,287,33,72,0
CALDWELL,B101,934,118,639,82,249,36,46,0
CALDWELL,B102,721,73,525,47,159,26,37,0
CALDWELL,B103,755,68,558,47,155,21,42,0
CALDWELL,C101,857,90,612,65,204,25,41,0
CALDWELL,C102,601,59,437,42,122,17,42,0
CALDWELL,C103,1019,115,758,94,203,21,58,0
CALDWELL,D101,625,99,410,58,176,41,39,0
CALDWELL,D102,449,41,345,30,81,11,23,0
CALDWELL,D103,824,147,622,114,177,33,25,0
CALDWELL,D104,767,110,535,74,201,36,31,0
CALLOWAY,A101,1316,98,756,53,378,45,182,0
CALLOWAY,A102,1067,21,584,9,334,12,149,0
CALLOWAY,A103,2023,181,1158,107,619,74,246,0
CALLOWAY,A104,762,114,495,78,201,36,66,0
CALLOWAY,A105,758,84,519,57,187,26,52,1
CALLOWAY,A106,858,68,504,39,264,29,90,0
CALLOWAY,B101,1006,83,625,56,288,27,93,0
CALLOWAY,B103,936,61,520,38,305,23,111,0
CALLOWAY,B104,732,72,445,41,218,31,69,0
CALLOWAY,B105,1094,114,675,78,285,36,134,0
CALLOWAY,B107,731,87,474,59,209,28,48,0
CALLOWAY,B108,584,46,316,24,207,22,61,0
CALLOWAY,B109,1330,81,753,48,407,33,170,0
CALLOWAY,C101,1157,152,717,87,344,65,96,0
CALLOWAY,C102,1747,212,1043,111,582,101,122,0
CALLOWAY,C103,796,66,533,41,198,25,65,0
CALLOWAY,C104,755,79,524,57,183,22,48,0
CALLOWAY,C105,772,138,473,90,235,48,64,0
CALLOWAY,C106,807,110,510,72,227,38,70,0
CALLOWAY,C107,498,72,295,36,159,36,44,0
CALLOWAY,C108,833,74,483,42,285,32,65,0
CALLOWAY,C109,655,106,373,63,238,43,44,0
CALLOWAY,C110,337,52,200,38,118,14,19,0
CALLOWAY,D102,986,121,602,76,318,45,66,0
CALLOWAY,D103,748,91,503,54,189,37,56,0
CALLOWAY,D104,603,63,403,35,164,28,36,0
CALLOWAY,D105,1764,179,997,100,626,79,141,0
CALLOWAY,D106,513,77,320,43,166,34,27,0
CALLOWAY,D108,1874,50,1044,34,609,16,221,0
CAMPBELL,A402,1241,184,446,50,672,133,123,1
CAMPBELL,A403,1085,147,407,37,559,110,119,0
CAMPBELL,A405,961,82,341,21,500,61,120,0
CAMPBELL,A406,218,26,94,9,92,17,32,0
CAMPBELL,A408,1446,169,568,53,709,116,169,0
CAMPBELL,A409,975,110,367,36,494,73,114,1
CAMPBELL,A410,858,119,279,23,457,95,122,1
CAMPBELL,A411,543,60,209,14,259,46,75,0
CAMPBELL,A412,956,129,318,33,519,96,119,0
CAMPBELL,A414,807,76,355,22,356,54,96,0
CAMPBELL,A415,500,27,223,7,197,20,80,0
CAMPBELL,A418,1506,166,620,47,685,119,201,0
CAMPBELL,A419,645,82,246,24,330,58,69,0
CAMPBELL,A502,997,88,489,31,384,57,124,0
CAMPBELL,A503,364,59,138,9,181,50,45,0
CAMPBELL,A504,742,44,348,17,291,27,103,0
CAMPBELL,A601,609,62,265,20,255,42,89,0
CAMPBELL,A602,883,61,379,18,368,43,136,0
CAMPBELL,A603,529,57,234,17,240,40,55,0
CAMPBELL,A604,614,26,269,8,229,18,116,0
CAMPBELL,A605,1476,205,667,87,640,118,169,0
CAMPBELL,A701,819,128,339,33,395,93,85,2
CAMPBELL,A703,1592,163,648,63,764,100,180,0
CAMPBELL,A801,1112,132,354,23,646,109,112,0
CAMPBELL,A802,943,93,363,24,467,69,113,0
CAMPBELL,A803,1013,128,373,37,530,91,110,0
CAMPBELL,A804,1170,171,383,32,664,139,123,0
CAMPBELL,B702,1112,0,420,0,562,0,130,0
CAMPBELL,B704,1263,157,469,46,650,111,144,0
CAMPBELL,B705,746,90,292,24,362,66,92,0
CAMPBELL,B706,2188,3,805,1,1162,2,221,0
CAMPBELL,B805,1455,4,528,0,768,4,159,0
CAMPBELL,B806,1586,149,534,32,874,117,178,0
CAMPBELL,B807,1012,118,394,32,523,86,95,0
CAMPBELL,B901,792,127,304,37,413,86,75,4
CAMPBELL,B902,893,163,314,46,504,115,75,2
CAMPBELL,B903,1640,216,544,36,952,180,144,0
CAMPBELL,B904,1967,265,694,59,1088,206,185,0
CAMPBELL,B905,1565,182,572,53,820,129,173,0
CAMPBELL,B906,1062,144,447,41,501,103,114,0
CAMPBELL,B907,772,74,279,25,401,49,92,0
CAMPBELL,B909,1603,150,682,44,713,106,208,0
CAMPBELL,B910,404,41,228,27,127,14,49,0
CAMPBELL,B912,714,55,346,24,280,31,88,0
CAMPBELL,B913,1387,80,621,29,597,50,169,1
CAMPBELL,C101,1128,53,540,25,380,28,208,0
CAMPBELL,C102,1274,63,594,28,491,34,189,1
CAMPBELL,C103,1287,63,587,25,487,38,213,0
CAMPBELL,C201,1300,79,615,41,494,38,191,0
CAMPBELL,C202,987,83,447,37,420,46,120,0
CAMPBELL,C203,1078,90,524,39,421,51,133,0
CAMPBELL,C204,1255,69,656,35,396,34,203,0
CAMPBELL,C301,1266,69,695,43,367,26,204,0
CAMPBELL,C302,1002,59,455,25,369,34,178,0
CAMPBELL,C303,1011,37,651,30,200,7,160,0
CAMPBELL,C304,803,46,438,27,244,19,121,0
CAMPBELL,C305,888,18,500,8,240,10,148,0
CAMPBELL,C306,847,31,486,18,217,13,144,0
CAMPBELL,C307,813,32,428,15,243,17,142,0
CAMPBELL,C308,1017,80,507,45,362,35,148,0
CAMPBELL,C309,1006,61,496,29,375,32,135,0
CAMPBELL,C310,968,67,526,35,318,32,124,0
CAMPBELL,C311,751,59,411,21,253,38,87,0
CAMPBELL,C401,1029,171,295,35,639,136,95,0
CAMPBELL,C416,900,60,327,21,440,39,133,0
CAMPBELL,C501,775,56,355,24,317,32,103,0
CARLISLE,A101,635,109,512,87,112,22,11,0
CARLISLE,A102,631,83,454,57,148,26,29,0
CARLISLE,B101,934,166,645,94,265,72,24,0
CARLISLE,B102,415,57,319,40,89,17,7,0
CARLISLE,C101,595,76,477,66,103,10,15,0
CARLISLE,C102,757,96,605,82,122,14,30,0
CARROLL,A101,691,48,550,32,105,16,36,0
CARROLL,A102,977,85,743,68,177,17,57,0
CARROLL,A103,882,82,669,64,147,18,66,0
CARROLL,B101,518,53,421,51,73,2,24,0
CARROLL,B102,841,68,696,56,105,12,40,0
CARROLL,B103,648,60,510,49,96,11,42,0
CARROLL,B104,485,26,374,22,83,4,28,0
CARROLL,C101,209,17,160,12,38,5,11,0
CARROLL,C102,366,29,305,26,43,3,18,0
CARROLL,C103,757,50,563,29,140,21,54,0
CARROLL,C104,1395,128,1036,97,262,31,97,0
CARTER,A101,1079,102,594,43,414,59,71,0
CARTER,A102,510,44,296,22,178,22,36,0
CARTER,A103,571,51,307,28,230,23,34,0
CARTER,A104,656,55,358,26,242,29,56,0
CARTER,A105,1269,104,598,50,581,54,90,0
CARTER,B101,1085,96,651,55,358,41,76,0
CARTER,B102,551,50,329,32,184,18,38,0
CARTER,B103,862,73,473,36,326,37,63,0
CARTER,B104,971,61,556,27,349,33,66,1
CARTER,B105,692,86,403,43,243,43,46,0
CARTER,C101,1434,111,894,60,447,51,93,0
CARTER,C102,235,26,149,15,70,11,16,0
CARTER,C103,1052,72,688,40,311,32,53,0
CARTER,C104,928,83,572,35,311,48,45,0
CARTER,D101,601,40,384,18,184,22,33,0
CARTER,D102,302,31,184,15,97,16,21,0
CARTER,D103,606,51,400,25,175,26,31,0
CARTER,D104,551,45,408,33,114,12,29,0
CARTER,D105,309,14,224,10,61,4,24,0
CARTER,D106,581,77,389,52,166,25,26,0
CARTER,D107,736,43,531,34,153,9,52,0
CARTER,E101,448,31,272,18,156,13,20,0
CARTER,E102,816,59,403,20,368,39,45,0
CARTER,E103,659,96,374,31,259,65,26,0
CARTER,E104,1029,89,523,41,437,48,69,0
CARTER,E105,999,66,508,20,434,45,57,1
CASEY,A101,850,173,123,15,699,158,28,0
CASEY,A102,508,102,90,11,400,91,18,0
CASEY,A103,816,140,148,9,649,131,19,0
CASEY,A104,444,71,81,8,350,63,13,0
CASEY,B101,707,121,162,16,530,105,15,0
CASEY,B102,1418,231,214,23,1175,208,29,0
CASEY,B103,568,62,160,10,387,52,21,0
CASEY,C101,656,125,155,21,474,104,27,0
CASEY,C102,1157,168,171,6,953,162,33,0
CASEY,C103,555,100,73,5,470,95,12,0
CASEY,C104,528,86,130,18,382,68,16,0
CASEY,D101,884,155,147,11,707,144,30,0
CASEY,D102,519,34,115,3,385,31,19,0
CASEY,D103,883,144,140,17,725,127,18,0
CASEY,D104,283,66,56,6,220,60,7,0
