county,precinct,total_reg,total_voted,dems_reg,dems_voted,reps_reg,reps_voted,other_reg,other_voted
ADAIR,A102,430,177,79,19,340,158,11,0
ADAIR,A104,730,262,133,26,554,234,43,2
ADAIR,A105,552,234,67,17,458,214,27,3
ADAIR,B102,1016,368,321,100,622,267,73,1
ADAIR,B104,712,340,192,67,483,273,37,0
ADAIR,C102,852,296,280,91,535,204,37,1
ADAIR,C104,914,348,293,94,587,254,34,0
ADAIR,D101,578,208,129,37,404,171,45,0
ADAIR,D103,558,236,137,43,369,193,52,0
ADAIR,D104,758,294,259,89,460,203,39,2
ADAIR,E101,794,379,176,63,583,316,35,0
ADAIR,E104,1208,488,417,142,734,345,57,1
ADAIR,F101,1152,549,429,206,678,341,45,2
ADAIR,F103,726,272,240,82,439,190,47,0
ADAIR,G101,1002,461,273,111,680,350,49,0
ADAIR,G102,1046,531,263,113,735,418,48,0
ALLEN,A101,1536,437,526,97,889,339,121,1
ALLEN,A102,1137,408,353,87,715,317,69,4
ALLEN,B101,1082,465,358,130,657,335,67,0
ALLEN,B102,995,347,311,55,627,291,57,1
ALLEN,B103,529,144,204,48,290,94,35,2
ALLEN,C101,1523,547,519,154,924,392,80,1
ALLEN,C102,1389,571,466,132,865,439,58,0
ALLEN,D101,1431,480,449,97,885,380,97,3
ALLEN,D102,608,224,219,53,347,170,42,1
ALLEN,D103,1072,349,434,109,565,238,73,2
ALLEN,E101,543,178,184,39,316,137,43,2
ALLEN,E102,1252,329,473,84,669,245,110,0
ALLEN,E103,635,233,205,45,384,188,46,0
ANDERSON,A101,1078,348,685,247,326,97,67,4
ANDERSON,A102,1395,299,845,208,439,83,111,8
ANDERSON,B101,1078,421,636,285,387,132,55,4
ANDERSON,B102,1830,596,1089,405,636,182,105,9
ANDERSON,C101,1204,439,767,303,369,133,68,3
ANDERSON,C102,1511,373,916,248,498,117,97,8
ANDERSON,D101,1095,336,644,220,385,113,66,3
ANDERSON,D102,1532,529,887,331,527,188,118,10
ANDERSON,E101,1964,771,1173,512,673,249,118,10
ANDERSON,E103,1042,428,614,275,376,146,52,7
ANDERSON,F101,946,365,540,236,333,117,73,12
ANDERSON,F102,704,237,425,172,222,63,57,2
ANDERSON,F103,477,160,311,129,133,28,33,3
ANDERSON,F104,1044,407,633,284,331,116,80,7
BALLARD,A101,411,185,304,153,91,32,16,0
BALLARD,A102,954,390,653,331,249,58,52,1
BALLARD,A103,167,79,126,71,33,8,8,0
BALLARD,B101,903,365,692,320,180,45,31,0
BALLARD,B102,213,100,174,93,35,7,4,0
BALLARD,C101,297,165,218,144,67,21,12,0
BALLARD,C102,384,184,274,156,97,27,13,1
BALLARD,C103,237,107,175,87,54,19,8,1
BALLARD,C104,426,163,318,148,84,15,24,0
BALLARD,D101,856,392,658,345,159,46,39,1
BALLARD,D102,336,191,272,167,52,24,12,0
BALLARD,E101,682,259,522,236,126,22,34,1
BALLARD,E102,408,167,322,143,73,24,13,0
BARREN,A101,1159,546,657,339,430,195,72,12
BARREN,A102,1079,254,653,173,352,76,74,5
BARREN,A103,1416,322,841,204,469,110,106,8
BARREN,A104,320,105,174,68,123,36,23,1
BARREN,B101,1320,568,721,348,539,210,60,10
BARREN,B102,1200,445,665,290,470,154,65,1
