precinct,candidate,votes,county,office,district,party
I147,Gary Johnson,1,Jefferson,President,NA,LIB
I148,Gary Johnson,6,Jefferson,President,NA,LIB
I149,Gary Johnson,0,Jefferson,President,NA,LIB
I150,Gary Johnson,1,Jefferson,President,NA,LIB
I151,Gary Johnson,28,Jefferson,President,NA,LIB
I152,Gary Johnson,39,Jefferson,President,NA,LIB
I153,Gary Johnson,52,Jefferson,President,NA,LIB
I154,Gary Johnson,35,Jefferson,President,NA,LIB
I155,Gary Johnson,2,Jefferson,President,NA,LIB
I156,Gary Johnson,9,Jefferson,President,NA,LIB
J101,Gary Johnson,14,Jefferson,President,NA,LIB
J104,Gary Johnson,20,Jefferson,President,NA,LIB
J105,Gary Johnson,8,Jefferson,President,NA,LIB
J107,Gary Johnson,12,Jefferson,President,NA,LIB
J108,Gary Johnson,37,Jefferson,President,NA,LIB
J111,Gary Johnson,15,Jefferson,President,NA,LIB
J113,Gary Johnson,24,Jefferson,President,NA,LIB
J114,Gary Johnson,30,Jefferson,President,NA,LIB
J117,Gary Johnson,9,Jefferson,President,NA,LIB
J119,Gary Johnson,10,Jefferson,President,NA,LIB
J120,Gary Johnson,19,Jefferson,President,NA,LIB
J122,Gary Johnson,10,Jefferson,President,NA,LIB
J123,Gary Johnson,14,Jefferson,President,NA,LIB
J130,Gary Johnson,6,Jefferson,President,NA,LIB
J135,Gary Johnson,22,Jefferson,President,NA,LIB
J137,Gary Johnson,15,Jefferson,President,NA,LIB
J138,Gary Johnson,6,Jefferson,President,NA,LIB
J140,Gary Johnson,10,Jefferson,President,NA,LIB
J141,Gary Johnson,8,Jefferson,President,NA,LIB
J142,Gary Johnson,0,Jefferson,President,NA,LIB
J143,Gary Johnson,1,Jefferson,President,NA,LIB
J144,Gary Johnson,13,Jefferson,President,NA,LIB
J145,Gary Johnson,21,Jefferson,President,NA,LIB
J146,Gary Johnson,0,Jefferson,President,NA,LIB
J147,Gary Johnson,13,Jefferson,President,NA,LIB
J148,Gary Johnson,25,Jefferson,President,NA,LIB
J149,Gary Johnson,9,Jefferson,President,NA,LIB
J150,Gary Johnson,8,Jefferson,President,NA,LIB
J151,Gary Johnson,0,Jefferson,President,NA,LIB
J152,Gary Johnson,11,Jefferson,President,NA,LIB
J153,Gary Johnson,7,Jefferson,President,NA,LIB
J154,Gary Johnson,0,Jefferson,President,NA,LIB
J155,Gary Johnson,5,Jefferson,President,NA,LIB
K104,Gary Johnson,20,Jefferson,President,NA,LIB
K105,Gary Johnson,28,Jefferson,President,NA,LIB
K110,Gary Johnson,9,Jefferson,President,NA,LIB
K111,Gary Johnson,4,Jefferson,President,NA,LIB
K112,Gary Johnson,7,Jefferson,President,NA,LIB
K113,Gary Johnson,6,Jefferson,President,NA,LIB
K114,Gary Johnson,18,Jefferson,President,NA,LIB
K116,Gary Johnson,0,Jefferson,President,NA,LIB
K117,Gary Johnson,24,Jefferson,President,NA,LIB
K118,Gary Johnson,5,Jefferson,President,NA,LIB
K119,Gary Johnson,13,Jefferson,President,NA,LIB
K122 - SHI,Gary Johnson,4,Jefferson,President,NA,LIB
K123 - SHI,Gary Johnson,8,Jefferson,President,NA,LIB
K125,Gary Johnson,5,Jefferson,President,NA,LIB
K126,Gary Johnson,4,Jefferson,President,NA,LIB
K127,Gary Johnson,12,Jefferson,President,NA,LIB
K128,Gary Johnson,20,Jefferson,President,NA,LIB
K129,Gary Johnson,21,Jefferson,President,NA,LIB
K130 - SHI,Gary Johnson,5,Jefferson,President,NA,LIB
K131 - SHI,Gary Johnson,12,Jefferson,President,NA,LIB
K132,Gary Johnson,9,Jefferson,President,NA,LIB
K133,Gary Johnson,23,Jefferson,President,NA,LIB
K134,Gary Johnson,21,Jefferson,President,NA,LIB
K135,Gary Johnson,1,Jefferson,President,NA,LIB
K136,Gary Johnson,0,Jefferson,President,NA,LIB
K137,Gary Johnson,3,Jefferson,President,NA,LIB
K138,Gary Johnson,3,Jefferson,President,NA,LIB
K139,Gary Johnson,0,Jefferson,President,NA,LIB
K140,Gary Johnson,7,Jefferson,President,NA,LIB
K141,Gary Johnson,7,Jefferson,President,NA,LIB
K142,Gary Johnson,0,Jefferson,President,NA,LIB
K143,Gary Johnson,0,Jefferson,President,NA,LIB
K144,Gary Johnson,12,Jefferson,President,NA,LIB
K145,Gary Johnson,15,Jefferson,President,NA,LIB
K146,Gary Johnson,24,Jefferson,President,NA,LIB
K147,Gary Johnson,23,Jefferson,President,NA,LIB
K148,Gary Johnson,12,Jefferson,President,NA,LIB
K149,Gary Johnson,0,Jefferson,President,NA,LIB
K150,Gary Johnson,0,Jefferson,President,NA,LIB
K151,Gary Johnson,0,Jefferson,President,NA,LIB
L104,Gary Johnson,4,Jefferson,President,NA,LIB
L108,Gary Johnson,3,Jefferson,President,NA,LIB
L110,Gary Johnson,0,Jefferson,President,NA,LIB
L111,Gary Johnson,6,Jefferson,President,NA,LIB
L112,Gary Johnson,4,Jefferson,President,NA,LIB
L113,Gary Johnson,13,Jefferson,President,NA,LIB
L115,Gary Johnson,4,Jefferson,President,NA,LIB
L117,Gary Johnson,43,Jefferson,President,NA,LIB
L118,Gary Johnson,27,Jefferson,President,NA,LIB
L119,Gary Johnson,29,Jefferson,President,NA,LIB
L134,Gary Johnson,19,Jefferson,President,NA,LIB
L135,Gary Johnson,16,Jefferson,President,NA,LIB
L136,Gary Johnson,41,Jefferson,President,NA,LIB
L138,Gary Johnson,25,Jefferson,President,NA,LIB
L139,Gary Johnson,26,Jefferson,President,NA,LIB
L140,Gary Johnson,2,Jefferson,President,NA,LIB
L141,Gary Johnson,9,Jefferson,President,NA,LIB
L142,Gary Johnson,11,Jefferson,President,NA,LIB
L143,Gary Johnson,8,Jefferson,President,NA,LIB
L144,Gary Johnson,2,Jefferson,President,NA,LIB
L145,Gary Johnson,5,Jefferson,President,NA,LIB
L146 - STM,Gary Johnson,30,Jefferson,President,NA,LIB
L147,Gary Johnson,2,Jefferson,President,NA,LIB
L148,Gary Johnson,1,Jefferson,President,NA,LIB
L149,Gary Johnson,0,Jefferson,President,NA,LIB
L150,Gary Johnson,0,Jefferson,President,NA,LIB
L151,Gary Johnson,13,Jefferson,President,NA,LIB
L152,Gary Johnson,14,Jefferson,President,NA,LIB
L153 - WLP,Gary Johnson,2,Jefferson,President,NA,LIB
L154,Gary Johnson,5,Jefferson,President,NA,LIB
L155,Gary Johnson,2,Jefferson,President,NA,LIB
L156,Gary Johnson,12,Jefferson,President,NA,LIB
L157,Gary Johnson,3,Jefferson,President,NA,LIB
L158,Gary Johnson,0,Jefferson,President,NA,LIB
L159,Gary Johnson,0,Jefferson,President,NA,LIB
L160,Gary Johnson,1,Jefferson,President,NA,LIB
L161,Gary Johnson,3,Jefferson,President,NA,LIB
L162,Gary Johnson,0,Jefferson,President,NA,LIB
L163,Gary Johnson,1,Jefferson,President,NA,LIB
L164,Gary Johnson,13,Jefferson,President,NA,LIB
M102,Gary Johnson,3,Jefferson,President,NA,LIB
M103,Gary Johnson,2,Jefferson,President,NA,LIB
M104,Gary Johnson,0,Jefferson,President,NA,LIB
M105,Gary Johnson,2,Jefferson,President,NA,LIB
M107,Gary Johnson,1,Jefferson,President,NA,LIB
M110,Gary Johnson,2,Jefferson,President,NA,LIB
M121,Gary Johnson,14,Jefferson,President,NA,LIB
M123,Gary Johnson,31,Jefferson,President,NA,LIB
M124,Gary Johnson,26,Jefferson,President,NA,LIB
M129,Gary Johnson,0,Jefferson,President,NA,LIB
M130,Gary Johnson,2,Jefferson,President,NA,LIB
M131,Gary Johnson,7,Jefferson,President,NA,LIB
M133,Gary Johnson,3,Jefferson,President,NA,LIB
M137,Gary Johnson,13,Jefferson,President,NA,LIB
M138,Gary Johnson,23,Jefferson,President,NA,LIB
M139,Gary Johnson,26,Jefferson,President,NA,LIB
M140,Gary Johnson,13,Jefferson,President,NA,LIB
M141,Gary Johnson,9,Jefferson,President,NA,LIB
M142,Gary Johnson,43,Jefferson,President,NA,LIB
M143,Gary Johnson,13,Jefferson,President,NA,LIB
M144,Gary Johnson,10,Jefferson,President,NA,LIB
M145,Gary Johnson,0,Jefferson,President,NA,LIB
M146,Gary Johnson,19,Jefferson,President,NA,LIB
M147,Gary Johnson,23,Jefferson,President,NA,LIB
M148,Gary Johnson,0,Jefferson,President,NA,LIB
M149,Gary Johnson,7,Jefferson,President,NA,LIB
M150,Gary Johnson,12,Jefferson,President,NA,LIB
M159,Gary Johnson,3,Jefferson,President,NA,LIB
M160,Gary Johnson,5,Jefferson,President,NA,LIB
M162,Gary Johnson,8,Jefferson,President,NA,LIB
M163,Gary Johnson,10,Jefferson,President,NA,LIB
M164,Gary Johnson,1,Jefferson,President,NA,LIB
M165,Gary Johnson,0,Jefferson,President,NA,LIB
M166,Gary Johnson,2,Jefferson,President,NA,LIB
M167,Gary Johnson,0,Jefferson,President,NA,LIB
M168,Gary Johnson,11,Jefferson,President,NA,LIB
M169,Gary Johnson,1,Jefferson,President,NA,LIB
M170,Gary Johnson,1,Jefferson,President,NA,LIB
M171,Gary Johnson,8,Jefferson,President,NA,LIB
M172,Gary Johnson,2,Jefferson,President,NA,LIB
M173 - SHI,Gary Johnson,4,Jefferson,President,NA,LIB
M174,Gary Johnson,0,Jefferson,President,NA,LIB
M175,Gary Johnson,0,Jefferson,President,NA,LIB
N101,Gary Johnson,4,Jefferson,President,NA,LIB
N102,Gary Johnson,15,Jefferson,President,NA,LIB
N103,Gary Johnson,3,Jefferson,President,NA,LIB
N104,Gary Johnson,6,Jefferson,President,NA,LIB
N105,Gary Johnson,1,Jefferson,President,NA,LIB
N106,Gary Johnson,3,Jefferson,President,NA,LIB
N107,Gary Johnson,3,Jefferson,President,NA,LIB
N108,Gary Johnson,2,Jefferson,President,NA,LIB
N109,Gary Johnson,2,Jefferson,President,NA,LIB
N110,Gary Johnson,6,Jefferson,President,NA,LIB
N111,Gary Johnson,3,Jefferson,President,NA,LIB
N112,Gary Johnson,2,Jefferson,President,NA,LIB
N113,Gary Johnson,5,Jefferson,President,NA,LIB
N115,Gary Johnson,10,Jefferson,President,NA,LIB
N117,Gary Johnson,10,Jefferson,President,NA,LIB
N124,Gary Johnson,0,Jefferson,President,NA,LIB
N125,Gary Johnson,18,Jefferson,President,NA,LIB
N126 - INH,Gary Johnson,16,Jefferson,President,NA,LIB
N127,Gary Johnson,0,Jefferson,President,NA,LIB
N128,Gary Johnson,3,Jefferson,President,NA,LIB
N130,Gary Johnson,30,Jefferson,President,NA,LIB
N131,Gary Johnson,26,Jefferson,President,NA,LIB
N134,Gary Johnson,15,Jefferson,President,NA,LIB
N135,Gary Johnson,8,Jefferson,President,NA,LIB
N136,Gary Johnson,1,Jefferson,President,NA,LIB
N137,Gary Johnson,2,Jefferson,President,NA,LIB
N138,Gary Johnson,0,Jefferson,President,NA,LIB
N139,Gary Johnson,0,Jefferson,President,NA,LIB
N141 - INH,Gary Johnson,16,Jefferson,President,NA,LIB
N142 - WDH,Gary Johnson,29,Jefferson,President,NA,LIB
N143,Gary Johnson,32,Jefferson,President,NA,LIB
N144 - WLP,Gary Johnson,17,Jefferson,President,NA,LIB
N145,Gary Johnson,1,Jefferson,President,NA,LIB
N146 - STM,Gary Johnson,15,Jefferson,President,NA,LIB
N147,Gary Johnson,0,Jefferson,President,NA,LIB
N148,Gary Johnson,3,Jefferson,President,NA,LIB
N149,Gary Johnson,0,Jefferson,President,NA,LIB
N150,Gary Johnson,0,Jefferson,President,NA,LIB
O105,Gary Johnson,6,Jefferson,President,NA,LIB
O107,Gary Johnson,11,Jefferson,President,NA,LIB
O109,Gary Johnson,15,Jefferson,President,NA,LIB
O111,Gary Johnson,6,Jefferson,President,NA,LIB
O112,Gary Johnson,8,Jefferson,President,NA,LIB
O113,Gary Johnson,3,Jefferson,President,NA,LIB
O114,Gary Johnson,15,Jefferson,President,NA,LIB
O115,Gary Johnson,26,Jefferson,President,NA,LIB
O117 - SHI,Gary Johnson,8,Jefferson,President,NA,LIB
O119 - SHI,Gary Johnson,10,Jefferson,President,NA,LIB
O121 - SHI,Gary Johnson,8,Jefferson,President,NA,LIB
O123 - SHI,Gary Johnson,8,Jefferson,President,NA,LIB
O124 - SHI,Gary Johnson,16,Jefferson,President,NA,LIB
O126 - SHI,Gary Johnson,12,Jefferson,President,NA,LIB
O127,Gary Johnson,13,Jefferson,President,NA,LIB
O128,Gary Johnson,11,Jefferson,President,NA,LIB
O129,Gary Johnson,22,Jefferson,President,NA,LIB
O130,Gary Johnson,13,Jefferson,President,NA,LIB
O131,Gary Johnson,18,Jefferson,President,NA,LIB
O133,Gary Johnson,30,Jefferson,President,NA,LIB
O134,Gary Johnson,13,Jefferson,President,NA,LIB
O135,Gary Johnson,12,Jefferson,President,NA,LIB
O136,Gary Johnson,13,Jefferson,President,NA,LIB
O137,Gary Johnson,23,Jefferson,President,NA,LIB
O138,Gary Johnson,5,Jefferson,President,NA,LIB
O139,Gary Johnson,3,Jefferson,President,NA,LIB
O141,Gary Johnson,0,Jefferson,President,NA,LIB
O142,Gary Johnson,19,Jefferson,President,NA,LIB
O143,Gary Johnson,0,Jefferson,President,NA,LIB
Q101,Gary Johnson,25,Jefferson,President,NA,LIB
Q103,Gary Johnson,33,Jefferson,President,NA,LIB
Q104,Gary Johnson,6,Jefferson,President,NA,LIB
Q105,Gary Johnson,28,Jefferson,President,NA,LIB
Q107,Gary Johnson,22,Jefferson,President,NA,LIB
Q109,Gary Johnson,24,Jefferson,President,NA,LIB
Q112,Gary Johnson,16,Jefferson,President,NA,LIB
Q113,Gary Johnson,18,Jefferson,President,NA,LIB
Q114,Gary Johnson,27,Jefferson,President,NA,LIB
Q115,Gary Johnson,18,Jefferson,President,NA,LIB
Q116,Gary Johnson,27,Jefferson,President,NA,LIB
Q117,Gary Johnson,17,Jefferson,President,NA,LIB
Q119,Gary Johnson,25,Jefferson,President,NA,LIB
Q122,Gary Johnson,6,Jefferson,President,NA,LIB
Q123,Gary Johnson,9,Jefferson,President,NA,LIB
Q124,Gary Johnson,6,Jefferson,President,NA,LIB
Q125,Gary Johnson,57,Jefferson,President,NA,LIB
Q126,Gary Johnson,9,Jefferson,President,NA,LIB
Q127,Gary Johnson,13,Jefferson,President,NA,LIB
Q131,Gary Johnson,12,Jefferson,President,NA,LIB
Q132,Gary Johnson,13,Jefferson,President,NA,LIB
Q134,Gary Johnson,9,Jefferson,President,NA,LIB
Q136,Gary Johnson,9,Jefferson,President,NA,LIB
Q137,Gary Johnson,20,Jefferson,President,NA,LIB
Q138,Gary Johnson,25,Jefferson,President,NA,LIB
Q139,Gary Johnson,10,Jefferson,President,NA,LIB
S116,Gary Johnson,15,Jefferson,President,NA,LIB
S118,Gary Johnson,46,Jefferson,President,NA,LIB
S119,Gary Johnson,31,Jefferson,President,NA,LIB
S125,Gary Johnson,20,Jefferson,President,NA,LIB
S126 - PSP,Gary Johnson,22,Jefferson,President,NA,LIB
S128,Gary Johnson,15,Jefferson,President,NA,LIB
S129,Gary Johnson,23,Jefferson,President,NA,LIB
S130,Gary Johnson,10,Jefferson,President,NA,LIB
S131,Gary Johnson,29,Jefferson,President,NA,LIB
S132,Gary Johnson,22,Jefferson,President,NA,LIB
S135,Gary Johnson,31,Jefferson,President,NA,LIB
S139,Gary Johnson,37,Jefferson,President,NA,LIB
S140,Gary Johnson,18,Jefferson,President,NA,LIB
S141,Gary Johnson,45,Jefferson,President,NA,LIB
S142,Gary Johnson,25,Jefferson,President,NA,LIB
S143,Gary Johnson,22,Jefferson,President,NA,LIB
S144 - PSP,Gary Johnson,18,Jefferson,President,NA,LIB
S146,Gary Johnson,26,Jefferson,President,NA,LIB
S150,Gary Johnson,18,Jefferson,President,NA,LIB
S152,Gary Johnson,20,Jefferson,President,NA,LIB
S153,Gary Johnson,39,Jefferson,President,NA,LIB
S156,Gary Johnson,17,Jefferson,President,NA,LIB
S160,Gary Johnson,28,Jefferson,President,NA,LIB
S161,Gary Johnson,16,Jefferson,President,NA,LIB
S164,Gary Johnson,24,Jefferson,President,NA,LIB
S165,Gary Johnson,13,Jefferson,President,NA,LIB
S166,Gary Johnson,21,Jefferson,President,NA,LIB
S167,Gary Johnson,17,Jefferson,President,NA,LIB
S168,Gary Johnson,19,Jefferson,President,NA,LIB
V101,Gary Johnson,35,Jefferson,President,NA,LIB
V102,Gary Johnson,32,Jefferson,President,NA,LIB
V103,Gary Johnson,13,Jefferson,President,NA,LIB
V104,Gary Johnson,32,Jefferson,President,NA,LIB
V105,Gary Johnson,25,Jefferson,President,NA,LIB
V106,Gary Johnson,31,Jefferson,President,NA,LIB
V107,Gary Johnson,14,Jefferson,President,NA,LIB
V108,Gary Johnson,28,Jefferson,President,NA,LIB
V109,Gary Johnson,3,Jefferson,President,NA,LIB
V110,Gary Johnson,37,Jefferson,President,NA,LIB
V111,Gary Johnson,25,Jefferson,President,NA,LIB
V112,Gary Johnson,0,Jefferson,President,NA,LIB
V113,Gary Johnson,44,Jefferson,President,NA,LIB
V114,Gary Johnson,25,Jefferson,President,NA,LIB
V115 - JEF,Gary Johnson,25,Jefferson,President,NA,LIB
V116,Gary Johnson,25,Jefferson,President,NA,LIB
V117,Gary Johnson,14,Jefferson,President,NA,LIB
V118,Gary Johnson,34,Jefferson,President,NA,LIB
V119,Gary Johnson,36,Jefferson,President,NA,LIB
V120 - MID,Gary Johnson,42,Jefferson,President,NA,LIB
V121,Gary Johnson,14,Jefferson,President,NA,LIB
V122,Gary Johnson,0,Jefferson,President,NA,LIB
V123,Gary Johnson,0,Jefferson,President,NA,LIB
V124 - MID,Gary Johnson,14,Jefferson,President,NA,LIB
V125,Gary Johnson,20,Jefferson,President,NA,LIB
V126,Gary Johnson,38,Jefferson,President,NA,LIB
V127,Gary Johnson,32,Jefferson,President,NA,LIB
V128,Gary Johnson,39,Jefferson,President,NA,LIB
V129,Gary Johnson,28,Jefferson,President,NA,LIB
V130,Gary Johnson,7,Jefferson,President,NA,LIB
V131,Gary Johnson,31,Jefferson,President,NA,LIB
V132,Gary Johnson,18,Jefferson,President,NA,LIB
PROVISIONAL 3RD,Gary Johnson,1,Jefferson,President,NA,LIB
PROVISIONAL 4TH,Gary Johnson,0,Jefferson,President,NA,LIB
PRESIDENTIAL,Gary Johnson,3,Jefferson,President,NA,LIB
WALK-IN 3RD A-D,Gary Johnson,69,Jefferson,President,NA,LIB
WALK-IN 3RD E,Gary Johnson,38,Jefferson,President,NA,LIB
WALK-IN 3RD F-G,Gary Johnson,80,Jefferson,President,NA,LIB
WALK-IN 3RD H-J,Gary Johnson,25,Jefferson,President,NA,LIB
WALK-IN 3RD K-M,Gary Johnson,27,Jefferson,President,NA,LIB
WALK-IN 3RD NOQV,Gary Johnson,45,Jefferson,President,NA,LIB
WALK-IN 3RD S,Gary Johnson,31,Jefferson,President,NA,LIB
MAIL-IN 3RD A-D,Gary Johnson,21,Jefferson,President,NA,LIB
MAIL-IN 3RD E,Gary Johnson,11,Jefferson,President,NA,LIB
MAIL-IN 3RD F-G,Gary Johnson,24,Jefferson,President,NA,LIB
MAIL-IN 3RD H-J,Gary Johnson,16,Jefferson,President,NA,LIB
MAIL-IN 3RD K-M,Gary Johnson,15,Jefferson,President,NA,LIB
MAIL-IN 3RD NOQV,Gary Johnson,19,Jefferson,President,NA,LIB
MAIL-IN 3RD S,Gary Johnson,21,Jefferson,President,NA,LIB
WALK-IN 4TH,Gary Johnson,12,Jefferson,President,NA,LIB
MAIL-IN 4TH,Gary Johnson,9,Jefferson,President,NA,LIB
A105,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A107,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A108,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A111,Rocky De La Fuente,2,Jefferson,President,NA,AMD
A113,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A114,Rocky De La Fuente,2,Jefferson,President,NA,AMD
A115,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A118,Rocky De La Fuente,2,Jefferson,President,NA,AMD
A119,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A121,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A123,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A124,Rocky De La Fuente,1,Jefferson,President,NA,AMD
A125,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A126,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A127,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A128,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A129,Rocky De La Fuente,1,Jefferson,President,NA,AMD
A130,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A131,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A134,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A135,Rocky De La Fuente,1,Jefferson,President,NA,AMD
A136,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A139,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A140,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A141,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A142,Rocky De La Fuente,0,Jefferson,President,NA,AMD
A143,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B124,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B132,Rocky De La Fuente,1,Jefferson,President,NA,AMD
B133,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B134,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B149,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B151,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B153,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B154,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B155,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B156,Rocky De La Fuente,1,Jefferson,President,NA,AMD
B157,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B158,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B159,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B160,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B161,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B162,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B163,Rocky De La Fuente,1,Jefferson,President,NA,AMD
B166,Rocky De La Fuente,1,Jefferson,President,NA,AMD
B168,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B169,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B170,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B172,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B173,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B175,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B177,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B181 - JEF,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B182,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B183,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B184,Rocky De La Fuente,0,Jefferson,President,NA,AMD
B185,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C101,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C102,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C103,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C104,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C105,Rocky De La Fuente,1,Jefferson,President,NA,AMD
C106,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C108,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C109,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C110,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C111,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C113,Rocky De La Fuente,1,Jefferson,President,NA,AMD
C115,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C122,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C123,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C124,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C125,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C126,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C128,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C129,Rocky De La Fuente,1,Jefferson,President,NA,AMD
C130,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C131,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C133,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C134,Rocky De La Fuente,1,Jefferson,President,NA,AMD
C135,Rocky De La Fuente,1,Jefferson,President,NA,AMD
C136,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C137,Rocky De La Fuente,1,Jefferson,President,NA,AMD
C138,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C139,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C141,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C142,Rocky De La Fuente,0,Jefferson,President,NA,AMD
C143,Rocky De La Fuente,0,Jefferson,President,NA,AMD
